,what,is,the,mongolian,spelling,of,genghis,khan,?
成吉思汗,0.12170100957155228,0.115904301404953,0.08406830579042435,0.050292931497097015,0.14406388998031616,0.07584261894226074,0.11232675611972809,0.020968923345208168,0.11251655220985413
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.009678289294242859,0.056489650160074234,0.054534342139959335,0.031445953994989395,-0.059930913150310516,0.10349778085947037
pinyin,0.14042533934116364,0.2858012616634369,0.22656001150608063,0.4124390482902527,0.34384989738464355,0.17915813624858856,0.3192955553531647,0.262067586183548,0.22529643774032593
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.01640564575791359,-0.006952310912311077,-0.08807745575904846,-0.06470442563295364,-0.01070716418325901,-0.07156077772378922
chéngjísī,0.19378945231437683,0.22155803442001343,0.20308031141757965,0.23257586359977722,0.17750053107738495,0.20382392406463623,0.4142398238182068,0.29669803380966187,0.20427900552749634
hán,0.2028757482767105,0.1790618896484375,0.25321000814437866,0.2653864324092865,0.18911319971084595,0.21892595291137695,0.28725236654281616,0.27225351333618164,0.19986291229724884
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
turkic,0.18202011287212372,0.19278517365455627,0.27274230122566223,0.49547135829925537,0.23108644783496857,0.29265591502189636,0.46669715642929077,0.39127790927886963,0.16415703296661377
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.01640564575791359,-0.006952310912311077,-0.08807745575904846,-0.06470442563295364,-0.01070716418325901,-0.07156077772378922
cengiz,0.2446296364068985,0.22573193907737732,0.35092440247535706,0.37289029359817505,0.178725928068161,0.30440136790275574,0.5929053425788879,0.42161619663238525,0.20562225580215454
han,0.14963169395923615,0.17219778895378113,0.253618985414505,0.4575483500957489,0.18538735806941986,0.24127668142318726,0.43785804510116577,0.44047805666923523,0.17129439115524292
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
çingiz,0.24025140702724457,0.2108536958694458,0.3013564944267273,0.2770316004753113,0.14453531801700592,0.2637239396572113,0.39388757944107056,0.3431892693042755,0.1969750076532364
xan,0.1686566174030304,0.1970515251159668,0.22852683067321777,0.17006035149097443,0.16429723799228668,0.15614700317382812,0.23530396819114685,0.22959479689598083,0.25991496443748474
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
çingiz,0.24025140702724457,0.2108536958694458,0.3013564944267273,0.2770316004753113,0.14453531801700592,0.2637239396572113,0.39388757944107056,0.3431892693042755,0.1969750076532364
han,0.14963169395923615,0.17219778895378113,0.253618985414505,0.4575483500957489,0.18538735806941986,0.24127668142318726,0.43785804510116577,0.44047805666923523,0.17129439115524292
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
chingizxon,0.22126585245132446,0.2438148707151413,0.35517627000808716,0.3751935064792633,0.22072765231132507,0.3092118203639984,0.4867185652256012,0.39001524448394775,0.2609524428844452
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
çıñğız,0.20934262871742249,0.3003205955028534,0.22690550982952118,0.3586643636226654,0.2978203594684601,0.2109697163105011,0.2358718067407608,0.19638004899024963,0.26085180044174194
xan,0.1686566174030304,0.1970515251159668,0.22852683067321777,0.17006035149097443,0.16429723799228668,0.15614700317382812,0.23530396819114685,0.22959479689598083,0.25991496443748474
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
chengez,0.2951904237270355,0.2655916213989258,0.33317500352859497,0.3496858477592468,0.21787860989570618,0.2804616689682007,0.4309377670288086,0.36463701725006104,0.341160386800766
khan,0.16476042568683624,0.20103248953819275,0.21067845821380615,0.4463278353214264,0.1870950609445572,0.17124508321285248,0.5896923542022705,1.0,0.12862591445446014
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
chinggis,0.19829951226711273,0.28871068358421326,0.29476848244667053,0.35461482405662537,0.2556963562965393,0.27041229605674744,0.4531481862068176,0.31392401456832886,0.27154234051704407
khan,0.16476042568683624,0.20103248953819275,0.21067845821380615,0.4463278353214264,0.1870950609445572,0.17124508321285248,0.5896923542022705,1.0,0.12862591445446014
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
chinggis,0.19829951226711273,0.28871068358421326,0.29476848244667053,0.35461482405662537,0.2556963562965393,0.27041229605674744,0.4531481862068176,0.31392401456832886,0.27154234051704407
xaan,0.16497835516929626,0.23035825788974762,0.21377719938755035,0.2523782253265381,0.17141249775886536,0.12604045867919922,0.33704882860183716,0.3542087972164154,0.12387631088495255
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
chingis,0.20070898532867432,0.22073422372341156,0.3285698890686035,0.35222989320755005,0.21949690580368042,0.24784289300441742,0.43321043252944946,0.28873005509376526,0.26673197746276855
khan,0.16476042568683624,0.20103248953819275,0.21067845821380615,0.4463278353214264,0.1870950609445572,0.17124508321285248,0.5896923542022705,1.0,0.12862591445446014
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
jenghis,0.26906922459602356,0.23352253437042236,0.366054505109787,0.44388309121131897,0.18257202208042145,0.3111783564090729,0.9152323007583618,0.5681595206260681,0.2427954077720642
khan,0.16476042568683624,0.20103248953819275,0.21067845821380615,0.4463278353214264,0.1870950609445572,0.17124508321285248,0.5896923542022705,1.0,0.12862591445446014
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
chinggis,0.19829951226711273,0.28871068358421326,0.29476848244667053,0.35461482405662537,0.2556963562965393,0.27041229605674744,0.4531481862068176,0.31392401456832886,0.27154234051704407
qan,0.1852487176656723,0.22696341574192047,0.26422300934791565,0.3569696843624115,0.23374690115451813,0.2047932893037796,0.42099130153656006,0.5432401895523071,0.23809635639190674
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
djingis,0.29278144240379333,0.2530026435852051,0.3819999098777771,0.4444901645183563,0.2114035040140152,0.2654407322406769,0.41284334659576416,0.28534623980522156,0.2707977294921875
kahn,0.1697286069393158,0.1304260492324829,0.16106164455413818,0.1420811265707016,0.15849649906158447,0.12526921927928925,0.2187458574771881,0.2509532868862152,0.20280954241752625
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
russian,0.1513282060623169,0.16853557527065277,0.24014991521835327,0.37335649132728577,0.1700080782175064,0.16226479411125183,0.25997278094291687,0.32057932019233704,0.12951652705669403
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,0.01640564575791359,-0.006952310912311077,-0.08807745575904846,-0.06470442563295364,-0.01070716418325901,-0.07156077772378922
чингисхан,0.03268775716423988,0.20261286199092865,0.15559954941272736,-0.004762206692248583,0.01935635320842266,0.10562093555927277,-0.004004746675491333,0.05597643926739693,0.011597955599427223
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22146162390708923,0.25702953338623047,0.35032153129577637,0.2257842868566513,0.1773909628391266,0.40561532974243164
čingiskhan,0.33172592520713806,0.3261396884918213,0.3899937570095062,0.4666673541069031,0.30032119154930115,0.32555875182151794,0.5063080787658691,0.6382501721382141,0.28189170360565186
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23745420575141907,0.27339866757392883,0.3680361211299896,0.24887141585350037,0.2105041742324829,0.42300865054130554
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.26400884985923767,0.20934022963047028,0.3792596757411957,0.1795828640460968,0.20532798767089844,0.32389625906944275
чингиз-хан,0.0687677413225174,-0.0395977608859539,-0.01938038133084774,-0.03430638462305069,0.08881764858961105,0.08398368209600449,-0.0165659561753273,-0.0694696456193924,0.010218546725809574
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22146162390708923,0.25702953338623047,0.35032153129577637,0.2257842868566513,0.1773909628391266,0.40561532974243164
čingiz-khan,0.2980092465877533,0.30727505683898926,0.3630846440792084,0.48558831214904785,0.22905538976192474,0.2933272421360016,0.5757932662963867,0.7225342392921448,0.22555488348007202
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23745420575141907,0.27339866757392883,0.3680361211299896,0.24887141585350037,0.2105041742324829,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.31091248989105225
etc,0.2803364396095276,0.1353025883436203,0.25901228189468384,0.14310871064662933,0.21418333053588867,0.2881240248680115,0.18814638257026672,0.1777328997850418,0.38010111451148987
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18073968589305878,0.21416299045085907,0.5352458953857422,0.25373268127441406,0.19819748401641846,0.4130953550338745
