,what,does,ctenophora,rely,on,for,digestion,and,respiration,?
;,0.10986888408660889,0.0650511160492897,0.06274223327636719,0.100957490503788,-0.017878999933600426,0.0293948445469141,0.01346537284553051,0.08403264731168747,-0.019361481070518494,0.10349778085947037
commonly,0.18122613430023193,0.15731781721115112,0.2521992027759552,0.2825128138065338,0.15252314507961273,0.27418190240859985,0.18517230451107025,0.2290310114622116,0.22336700558662415,0.13546277582645416
known,0.20381177961826324,0.24860821664333344,0.261493444442749,0.14585335552692413,0.19541868567466736,0.363901823759079,0.18155795335769653,0.3468935489654541,0.22145439684391022,0.18314571678638458
as,0.31749409437179565,0.31202155351638794,0.2036411315202713,0.2865440845489502,0.36047765612602234,0.44774648547172546,0.16161593794822693,0.49487000703811646,0.1984001100063324,0.27043893933296204
comb,0.20374168455600739,0.19720672070980072,0.41990113258361816,0.24453555047512054,0.1876964271068573,0.20551499724388123,0.29540008306503296,0.28039759397506714,0.25889328122138977,0.2510223686695099
jellies,0.1608283519744873,0.1722916066646576,0.552432656288147,0.21161100268363953,0.17336849868297577,0.16714076697826385,0.3276347219944,0.2477199137210846,0.2953757643699646,0.1617898792028427
),0.26259949803352356,0.2575884759426117,0.20206139981746674,0.11419180035591125,0.29937487840652466,0.3639558255672455,0.15208660066127777,0.4961937665939331,0.26350873708724976,0.42300865054130554
is,0.28837618231773376,0.4403602182865143,0.20774365961551666,0.29122599959373474,0.3635730445384979,0.43268078565597534,0.19707782566547394,0.3859752118587494,0.2597092092037201,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,0.24843408167362213,0.25360018014907837,0.3848365545272827,0.44038116931915283,0.20933274924755096,0.3739250600337982,0.23741543292999268,0.23916715383529663
phylum,0.20018324255943298,0.14277660846710205,0.6852492094039917,0.23240475356578827,0.19095489382743835,0.1227041557431221,0.3443475663661957,0.1842351108789444,0.34751489758491516,0.18758688867092133
of,0.33290785551071167,0.3119818866252899,0.241486594080925,0.23148025572299957,0.3966929316520691,0.4185989499092102,0.19156473875045776,0.5116966962814331,0.2836471498012543,0.1826142966747284
animals,0.26212990283966064,0.2269369661808014,0.4381978213787079,0.3284866511821747,0.21664655208587646,0.26254770159721375,0.41286778450012207,0.3589221239089966,0.3870241940021515,0.16430135071277618
that,0.6297725439071655,0.4764937460422516,0.2257128357887268,0.3931933641433716,0.42569106817245483,0.4137635827064514,0.29241329431533813,0.4731321930885315,0.299366295337677,0.32716336846351624
live,0.20532001554965973,0.21883122622966766,0.1764754354953766,0.2500181198120117,0.24591919779777527,0.22377748787403107,0.17464731633663177,0.29040172696113586,0.19464202225208282,0.19481121003627777
in,0.30808621644973755,0.214483380317688,0.1502838283777237,0.22665752470493317,0.46853652596473694,0.4322226941585541,0.2159620076417923,0.4954058527946472,0.25548887252807617,0.20430970191955566
marine,0.15737493336200714,0.132074773311615,0.36812207102775574,0.19958797097206116,0.18864913284778595,0.19650663435459137,0.20703965425491333,0.24699723720550537,0.29641076922416687,0.1407923698425293
waters,0.14115752279758453,0.17399492859840393,0.2112162560224533,0.22979964315891266,0.24525469541549683,0.21091949939727783,0.20111258327960968,0.3092135488986969,0.29807114601135254,0.135763481259346
worldwide,0.20704631507396698,0.14417223632335663,0.18733349442481995,0.18946678936481476,0.24285605549812317,0.288472980260849,0.27140381932258606,0.2840973734855652,0.23200176656246185,0.2253960371017456
.,0.3567904531955719,0.3022993505001068,0.24174925684928894,0.2332485467195511,0.49257001280784607,0.4726039469242096,0.20435857772827148,0.588965117931366,0.294679194688797,0.4130953550338745
