,what,is,the,name,of,an,algebraic,structure,in,which,addition,",",subtraction,and,multiplication,are,defined,?
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3581022024154663,0.20754949748516083,0.20300157368183136,0.5201468467712402,0.3658004403114319,0.3040202856063843,1.0000001192092896,0.25287142395973206,0.6633074283599854,0.25668612122535706,0.4062570035457611,0.2234039455652237,0.31091248989105225
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.22033736109733582,0.32280945777893066,1.0,0.20575779676437378,0.1671210676431656,0.2605783939361572,0.3611921966075897,0.25149449706077576,0.3581022024154663,0.21185173094272614,0.2838519215583801,0.25137585401535034,0.1556541919708252,0.2396702617406845,0.19793890416622162
algebraic,0.20285184681415558,0.24270190298557281,0.2047547549009323,0.11297929286956787,0.26053673028945923,0.20575779676437378,1.0,0.34476596117019653,0.21289868652820587,0.29181113839149475,0.35439687967300415,0.20754949748516083,0.5634906888008118,0.1910734623670578,0.6511143445968628,0.2667138874530792,0.38938477635383606,0.2315273880958557
structure,0.27351704239845276,0.26677995920181274,0.2933249771595001,0.16916681826114655,0.2599511742591858,0.1671210676431656,0.34476596117019653,1.0000001192092896,0.2992834448814392,0.4027908146381378,0.3203461766242981,0.20300157368183136,0.23586349189281464,0.24419280886650085,0.334123432636261,0.22903119027614594,0.2993099093437195,0.1770772784948349
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.24663519859313965,0.38066378235816956,0.24824833869934082,0.2756524980068207,0.22224585711956024,0.5344807505607605,0.5477990508079529,0.29059985280036926,0.3149496018886566,0.30787238478660583,0.43859338760375977,0.27455490827560425,0.32389864325523376,0.1963372528553009,0.24793872237205505
addition,0.20643717050552368,0.2727152407169342,0.32955414056777954,0.12596596777439117,0.27503931522369385,0.25149449706077576,0.35439687967300415,0.3203461766242981,0.3033084571361542,0.38366198539733887,1.0,0.3040202856063843,0.4497111737728119,0.3508087992668152,0.4183840751647949,0.37216028571128845,0.24559304118156433,0.19187232851982117
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3581022024154663,0.20754949748516083,0.20300157368183136,0.5201468467712402,0.3658004403114319,0.3040202856063843,1.0000001192092896,0.25287142395973206,0.6633074283599854,0.25668612122535706,0.4062570035457611,0.2234039455652237,0.31091248989105225
subtraction,0.32203152775764465,0.27981457114219666,0.26163753867149353,0.18281994760036469,0.23395369946956635,0.21185173094272614,0.5634906888008118,0.23586349189281464,0.2039274275302887,0.3601558208465576,0.4497111737728119,0.25287142395973206,1.0,0.20384690165519714,0.6904433965682983,0.26291096210479736,0.35690709948539734,0.21310748159885406
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.2838519215583801,0.1910734623670578,0.24419280886650085,0.4954058527946472,0.506277859210968,0.3508087992668152,0.6633074283599854,0.20384690165519714,1.0,0.2036140263080597,0.48576638102531433,0.2678177058696747,0.20544172823429108
multiplication,0.27993518114089966,0.2805522084236145,0.24047040939331055,0.16553838551044464,0.2577259838581085,0.25137585401535034,0.6511143445968628,0.334123432636261,0.20716358721256256,0.37560370564460754,0.4183840751647949,0.25668612122535706,0.6904433965682983,0.2036140263080597,1.0000001192092896,0.25374525785446167,0.37598109245300293,0.2005060762166977
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.1556541919708252,0.2667138874530792,0.22903119027614594,0.3841303884983063,0.42922598123550415,0.37216028571128845,0.4062570035457611,0.26291096210479736,0.48576638102531433,0.25374525785446167,1.0,0.2598877251148224,0.24591213464736938
defined,0.25343453884124756,0.2622792422771454,0.2634572982788086,0.18858718872070312,0.2659633457660675,0.2396702617406845,0.38938477635383606,0.2993099093437195,0.2143561989068985,0.3236873149871826,0.24559304118156433,0.2234039455652237,0.35690709948539734,0.2678177058696747,0.37598109245300293,0.2598877251148224,1.0,0.22494901716709137
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.08487251400947571,0.05339506268501282,-0.10421372205018997,0.020521078258752823,-0.11049769818782806,-0.012431630864739418,-0.004729332868009806,0.009425177238881588,-0.04625999182462692,-0.0002107287582475692,-0.1189703419804573,-0.08245524019002914,-0.07156077772378922
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.08209051191806793,0.19524182379245758,0.09791604429483414,0.18097394704818726,0.1615363508462906,0.1042645275592804,0.2565026581287384,0.2232513427734375,0.21528048813343048,0.23891876637935638,0.12279369682073593,0.12528179585933685,0.11276303976774216
elements,0.2152351289987564,0.25405067205429077,0.22297804057598114,0.1571807712316513,0.23613712191581726,0.24525977671146393,0.3812161982059479,0.3902134299278259,0.18130259215831757,0.3362616300582886,0.29061099886894226,0.2555456757545471,0.27878278493881226,0.2731180787086487,0.3442215621471405,0.2717064321041107,0.30612683296203613,0.15222592651844025
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.2838519215583801,0.1910734623670578,0.24419280886650085,0.4954058527946472,0.506277859210968,0.3508087992668152,0.6633074283599854,0.20384690165519714,1.0,0.2036140263080597,0.48576638102531433,0.2678177058696747,0.20544172823429108
irreducible,0.29041287302970886,0.27012529969215393,0.2511974275112152,0.11842595040798187,0.32611215114593506,0.2733667492866516,0.5028193593025208,0.3031839430332184,0.28978943824768066,0.3386620879173279,0.33870401978492737,0.2796512842178345,0.45738935470581055,0.32116732001304626,0.47659891843795776,0.29845893383026123,0.35644248127937317,0.15337900817394257
elements,0.2152351289987564,0.25405067205429077,0.22297804057598114,0.1571807712316513,0.23613712191581726,0.24525977671146393,0.3812161982059479,0.3902134299278259,0.18130259215831757,0.3362616300582886,0.29061099886894226,0.2555456757545471,0.27878278493881226,0.2731180787086487,0.3442215621471405,0.2717064321041107,0.30612683296203613,0.15222592651844025
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.3581749200820923,0.19387409090995789,0.26570191979408264,0.5591574311256409,0.45942068099975586,0.27481022477149963,0.6812511086463928,0.21464022994041443,0.588965117931366,0.23064972460269928,0.3452940285205841,0.23198837041854858,0.4130953550338745
