,when,did,the,untouchables,debut,on,abc,?
network,0.19011130928993225,0.08572790026664734,0.27187061309814453,0.23995985090732574,0.1548605114221573,0.30190837383270264,0.4295894205570221,0.17853789031505585
rejected,0.2661008834838867,0.3544847071170807,0.2610994279384613,0.1491030752658844,0.1603558361530304,0.2329138070344925,0.1549605280160904,0.20434792339801788
the,0.5091903209686279,0.34736719727516174,1.0,0.25308316946029663,0.2226441204547882,0.5107308030128479,0.2068762183189392,0.22068053483963013
show,0.2859477698802948,0.1697595715522766,0.319829523563385,0.31361088156700134,0.21141785383224487,0.3708709180355072,0.4449407458305359,0.2520138621330261
because,0.6114379167556763,0.45674043893814087,0.44596394896507263,0.2028655707836151,0.17629249393939972,0.33021900057792664,0.13412843644618988,0.2528740465641022
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22008490562438965,0.12960465252399445,0.3966929316520691,0.14607268571853638,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.559237003326416,0.17017759382724762,0.1597193032503128,0.34331920742988586,0.19045390188694,0.15103481709957123
use,0.3298092782497406,0.32446643710136414,0.34342584013938904,0.20350663363933563,0.12514139711856842,0.2776605486869812,0.1775941103696823,0.32795652747154236
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22008490562438965,0.12960465252399445,0.3966929316520691,0.14607268571853638,0.1826142966747284
violence,0.2319701910018921,0.22152221202850342,0.25465771555900574,0.25181838870048523,0.19493164122104645,0.1725843846797943,0.15088750422000885,0.20634515583515167
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3070976436138153,0.2218245416879654,0.49057599902153015,0.2097204476594925,0.31091248989105225
desilu,0.28269162774086,0.20671305060386658,0.37300193309783936,0.2707822322845459,0.18279163539409637,0.23317508399486542,0.1690879613161087,0.13460122048854828
then,0.6026323437690735,0.303744375705719,0.4297412931919098,0.1713336706161499,0.20975948870182037,0.30262795090675354,0.1812727302312851,0.2884598970413208
presented,0.17158125340938568,0.24108581244945526,0.3251480758190155,0.24114029109477997,0.17879575490951538,0.2615085244178772,0.2885449528694153,0.17025142908096313
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.19902099668979645,0.20515604317188263,0.4529881477355957,0.17324577271938324,0.25732165575027466
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.15470634400844574,0.19055314362049103,0.41031414270401,0.1762417107820511,0.29463258385658264
abc,0.13294127583503723,0.13353709876537323,0.2068762183189392,0.2923748791217804,0.15660154819488525,0.2862928807735443,1.0000001192092896,0.19065172970294952
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3070976436138153,0.2218245416879654,0.49057599902153015,0.2097204476594925,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.2732345759868622,0.16210904717445374,0.4245251417160034,0.1991286277770996,0.25814583897590637
agreed,0.26048845052719116,0.47254884243011475,0.24722334742546082,0.15692903101444244,0.18256478011608124,0.2566361725330353,0.1438940167427063,0.21258382499217987
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.15470634400844574,0.19055314362049103,0.41031414270401,0.1762417107820511,0.29463258385658264
pick,0.24994172155857086,0.18061597645282745,0.23948721587657928,0.21449540555477142,0.19694653153419495,0.2533852458000183,0.10275694727897644,0.1843358427286148
up,0.3850642144680023,0.21613863110542297,0.38423117995262146,0.1811971366405487,0.21371956169605255,0.34194523096084595,0.13020706176757812,0.1819818764925003
the,0.5091903209686279,0.34736719727516174,1.0,0.25308316946029663,0.2226441204547882,0.5107308030128479,0.2068762183189392,0.22068053483963013
show,0.2859477698802948,0.1697595715522766,0.319829523563385,0.31361088156700134,0.21141785383224487,0.3708709180355072,0.4449407458305359,0.2520138621330261
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3070976436138153,0.2218245416879654,0.49057599902153015,0.2097204476594925,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.30836793780326843,0.1683131754398346,0.4077630043029785,0.16453155875205994,0.20544172823429108
debuted,0.16806688904762268,0.19454216957092285,0.28418588638305664,0.1794588714838028,0.7086208462715149,0.3414226770401001,0.27247121930122375,0.12089905142784119
the,0.5091903209686279,0.34736719727516174,1.0,0.25308316946029663,0.2226441204547882,0.5107308030128479,0.2068762183189392,0.22068053483963013
untouchables,0.14989465475082397,0.13387489318847656,0.25308316946029663,1.0,0.11116814613342285,0.2787095606327057,0.2923748791217804,0.1972702145576477
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.18062914907932281,0.23145294189453125,0.46853652596473694,0.1697147786617279,0.20430970191955566
april,0.2554110586643219,0.2925565242767334,0.23232673108577728,0.15356531739234924,0.20494036376476288,0.32559236884117126,0.1727592945098877,0.25704094767570496
1959,0.11907853186130524,0.014086701907217503,0.06652198731899261,0.0169089175760746,-0.13272987306118011,0.0450076088309288,-0.034490931779146194,0.07245876640081406
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.24341298639774323,0.20454879105091095,0.49257001280784607,0.2567209303379059,0.4130953550338745
