,how,many,times,has,a,super,bowl,taken,place,at,miami,'s,sun,life,stadium,?
's,-0.026164190843701363,0.01698932610452175,-0.048017483204603195,-0.040683966130018234,0.04866964742541313,0.09726737439632416,-0.02838491089642048,0.00031501424382440746,-0.03236493840813637,-0.08481216430664062,0.017450083047151566,0.9999999403953552,0.018280325457453728,0.03983813151717186,0.06718146800994873,-0.023395681753754616
stadium,0.054756078869104385,0.15739767253398895,0.12687304615974426,0.11947191506624222,0.14596018195152283,0.1715150624513626,0.25985562801361084,0.12160016596317291,0.2594786286354065,0.22218671441078186,0.2434653639793396,0.06718146800994873,0.14790156483650208,0.10503630340099335,1.0,0.07579939067363739
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.4105546176433563,0.50484299659729,0.2757420241832733,0.21516893804073334,0.3141690492630005,0.2844318151473999,0.4549728035926819,0.2522616982460022,-0.003708066651597619,0.20861375331878662,0.3029138445854187,0.1958179920911789,0.4130953550338745
,how,many,times,has,a,super,bowl,taken,place,at,miami,'s,sun,life,stadium,?
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.3309854567050934,0.4179787337779999,0.457212895154953,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.22068053483963013
south,0.11786635220050812,0.2319321483373642,0.11877748370170593,0.2072066068649292,0.23680485785007477,0.13015596568584442,0.17958779633045197,0.14397713541984558,0.1957217901945114,0.21806499361991882,0.16922584176063538,0.06268392503261566,0.2149018794298172,0.08111972361803055,0.24209190905094147,0.12336621433496475
florida/miami,0.142497718334198,0.20585575699806213,0.20234590768814087,0.21910303831100464,0.2684553861618042,0.2097877860069275,0.3453962206840515,0.1661560833454132,0.19114242494106293,0.25958630442619324,0.7828934788703918,0.03246603161096573,0.23610903322696686,0.1933450698852539,0.25719889998435974,0.17255498468875885
area,0.17030490934848785,0.2414858043193817,0.19833897054195404,0.3084876537322998,0.2782127559185028,0.09147491306066513,0.19680163264274597,0.1434641033411026,0.3004036247730255,0.25113749504089355,0.22475723922252655,-0.002423585159704089,0.13395428657531738,0.05918777361512184,0.22079673409461975,0.12640461325645447
has,0.26820555329322815,0.4266262650489807,0.37720999121665955,1.0,0.4670248031616211,0.15233033895492554,0.17163237929344177,0.24078872799873352,0.1814502328634262,0.2743658423423767,0.18996839225292206,-0.040683966130018234,0.18989816308021545,0.1895075887441635,0.11947191506624222,0.15994466841220856
previously,0.14952975511550903,0.2832973301410675,0.30574196577072144,0.33915409445762634,0.28678789734840393,0.24618855118751526,0.13252989947795868,0.26333218812942505,0.1568056046962738,0.2111676037311554,0.2054256945848465,-0.008872446604073048,0.13500072062015533,0.1338120549917221,0.1626196652650833,0.15811841189861298
hosted,0.12016339600086212,0.20845934748649597,0.17764340341091156,0.28831419348716736,0.14970986545085907,0.1794566810131073,0.17901405692100525,0.24047347903251648,0.22656458616256714,0.2963753044605255,0.1946914792060852,-0.006038293242454529,0.08588912338018417,0.08137089014053345,0.3499431312084198,0.09810540825128555
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.3309854567050934,0.4179787337779999,0.457212895154953,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.22068053483963013
event,0.1736278086900711,0.17792239785194397,0.17862682044506073,0.16105224192142487,0.2635729908943176,0.20683135092258453,0.22903870046138763,0.1797926127910614,0.3545926511287689,0.3039053678512573,0.18212273716926575,0.026449335739016533,0.20481444895267487,0.1555248349905014,0.2870921492576599,0.16076280176639557
10,0.09177426248788834,0.3056783974170685,0.03208233043551445,0.1565546989440918,0.12933704257011414,0.053164973855018616,0.06414627283811569,0.08861132711172104,0.16786496341228485,0.09675513952970505,0.03255012258887291,0.07577503472566605,0.13491807878017426,0.04514903202652931,0.11419178545475006,0.022911956533789635
times,0.2685738503932953,0.303416907787323,1.0,0.37720999121665955,0.2745400369167328,0.19135531783103943,0.25533148646354675,0.19948843121528625,0.233310729265213,0.26909148693084717,0.11473499238491058,-0.048017483204603195,0.2999598979949951,0.2844661474227905,0.12687304615974426,0.18880689144134521
(,0.1676948219537735,0.1455259770154953,0.19763468205928802,0.2498389035463333,0.3206180930137634,0.17553061246871948,0.15949074923992157,0.1965651512145996,0.20666886866092682,0.23315078020095825,0.1883707493543625,0.0012731997994706035,0.18738871812820435,0.16464252769947052,0.15239137411117554,0.40561532974243164
tied,0.18823237717151642,0.15223067998886108,0.22775548696517944,0.16990259289741516,0.2269858568906784,0.15753702819347382,0.19662193953990936,0.2465323656797409,0.2676656246185303,0.15857940912246704,0.1389777958393097,0.0672147199511528,0.1694914549589157,0.1301192045211792,0.1170332208275795,0.14687292277812958
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.450642853975296,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.2691914737224579,0.3033463954925537,0.34237727522850037,0.19339090585708618,-0.07241261005401611,0.1499021351337433,0.244698166847229,0.18393352627754211,0.264628142118454
most,0.311336874961853,0.6236066222190857,0.24540643393993378,0.3426419198513031,0.3508910834789276,0.22041858732700348,0.20814399421215057,0.19498059153556824,0.2702350616455078,0.22451047599315643,0.15172173082828522,0.024445664137601852,0.1857568472623825,0.27878934144973755,0.14703509211540222,0.2107497900724411
with,0.3525622487068176,0.35744401812553406,0.3026435673236847,0.44092974066734314,0.3783375024795532,0.1518537551164627,0.18353787064552307,0.21605224907398224,0.18794342875480652,0.29126521944999695,0.19651886820793152,-0.04624466598033905,0.15915165841579437,0.21728253364562988,0.11267887055873871,0.2433311939239502
new,0.20832711458206177,0.2992318272590637,0.2618185877799988,0.20920851826667786,0.3214259147644043,0.2769954204559326,0.1471257209777832,0.17399094998836517,0.21395187079906464,0.1898733228445053,0.273945152759552,-0.008355522528290749,0.14003081619739532,0.20839716494083405,0.17546728253364563,0.14782847464084625
orleans,0.17430447041988373,0.20345625281333923,0.20654574036598206,0.15059642493724823,0.24825912714004517,0.1912957727909088,0.3010152578353882,0.04920158535242081,0.2181161791086197,0.178949773311615,0.4642077684402466,0.040043119341135025,0.19740645587444305,0.14682845771312714,0.13913080096244812,0.13097690045833588
),0.17939934134483337,0.16602720320224762,0.19210705161094666,0.26944878697395325,0.3640355169773102,0.1971341073513031,0.16361013054847717,0.19591942429542542,0.2269994467496872,0.23338089883327484,0.18169249594211578,0.021107977256178856,0.197196826338768,0.17696817219257355,0.13414925336837769,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3734780251979828,0.427140474319458,0.22322475910186768,0.1810409277677536,0.28904372453689575,0.34068408608436584,0.38314947485923767,0.2643101215362549,-0.0016132977325469255,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.3026435673236847,0.44092974066734314,0.3783375024795532,0.1518537551164627,0.18353787064552307,0.21605224907398224,0.18794342875480652,0.29126521944999695,0.19651886820793152,-0.04624466598033905,0.15915165841579437,0.21728253364562988,0.11267887055873871,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.3309854567050934,0.4179787337779999,0.457212895154953,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.22068053483963013
most,0.311336874961853,0.6236066222190857,0.24540643393993378,0.3426419198513031,0.3508910834789276,0.22041858732700348,0.20814399421215057,0.19498059153556824,0.2702350616455078,0.22451047599315643,0.15172173082828522,0.024445664137601852,0.1857568472623825,0.27878934144973755,0.14703509211540222,0.2107497900724411
recent,0.2783147990703583,0.38218390941619873,0.29673510789871216,0.3722807466983795,0.2685950994491577,0.2514570653438568,0.24412648379802704,0.19738920032978058,0.18398644030094147,0.2558845281600952,0.15462711453437805,-0.01746293343603611,0.2079794704914093,0.18241150677204132,0.15271523594856262,0.2544887959957123
one,0.3213292360305786,0.4223630726337433,0.3664974272251129,0.43032392859458923,0.4910551905632019,0.21711376309394836,0.19098831713199615,0.27297189831733704,0.3078412115573883,0.32580816745758057,0.1768561154603958,0.06913424283266068,0.19948183000087738,0.21805667877197266,0.08403151482343674,0.2673267424106598
being,0.33768191933631897,0.36609646677970886,0.27996495366096497,0.41100069880485535,0.3727131485939026,0.19301097095012665,0.16827359795570374,0.3558032810688019,0.2188614457845688,0.2686914801597595,0.1459277719259262,-0.055871423333883286,0.16975601017475128,0.2575947344303131,0.1248561441898346,0.26743772625923157
super,0.11920704692602158,0.17302978038787842,0.19135531783103943,0.15233033895492554,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.13647516071796417,0.06724333763122559,0.11449114978313446,0.27029719948768616,0.09726737439632416,0.19575519859790802,0.11999484151601791,0.1715150624513626,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.25533148646354675,0.17163237929344177,0.19533146917819977,0.4848237931728363,1.0,0.07382626831531525,0.15577438473701477,0.2709662914276123,0.3255155682563782,-0.02838491089642048,0.1716381013393402,0.12527509033679962,0.25985562801361084,0.21118052303791046
xliv,0.14590395987033844,0.11272138357162476,0.2593543529510498,0.14641037583351135,0.22981257736682892,0.5207219123840332,0.5515007376670837,0.14024117588996887,0.2243397980928421,0.19057852029800415,0.35426974296569824,0.04385649040341377,0.2701414227485657,0.1948215812444687,0.2850404679775238,0.25535592436790466
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.4173259735107422,0.539380669593811,0.18576006591320038,0.17236235737800598,0.2500644326210022,0.38128477334976196,0.4374977946281433,0.17197883129119873,-0.037580832839012146,0.16873624920845032,0.27054134011268616,0.21361783146858215,0.20430970191955566
2010,0.17927342653274536,0.33878764510154724,0.12603545188903809,0.23259371519088745,0.18140065670013428,-0.0031138178892433643,0.020887387916445732,0.18617446720600128,0.2265557050704956,0.23025034368038177,0.08850324153900146,0.05135534703731537,0.09201082587242126,0.08468662202358246,0.1463434100151062,0.21232788264751434
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.4105546176433563,0.50484299659729,0.2757420241832733,0.21516893804073334,0.3141690492630005,0.2844318151473999,0.4549728035926819,0.2522616982460022,-0.003708066651597619,0.20861375331878662,0.3029138445854187,0.1958179920911789,0.4130953550338745
