,what,is,held,outside,the,formal,legal,ownership,registration,system,in,many,developing,countries,?
is,0.28837618231773376,1.0,0.19884860515594482,0.2823421061038971,0.5823672413825989,0.21914683282375336,0.20037926733493805,0.22822703421115875,0.18513651192188263,0.2282046526670456,0.5394441485404968,0.2649032473564148,0.22658659517765045,0.254234254360199,0.22961433231830597
held,0.0974166989326477,0.19884860515594482,1.0,0.24085302650928497,0.32185450196266174,0.23151297867298126,0.18709102272987366,0.19357849657535553,0.16799913346767426,0.10446743667125702,0.3127288818359375,0.20985887944698334,0.16554713249206543,0.21833106875419617,0.14103956520557404
outside,0.3224688768386841,0.2823421061038971,0.24085302650928497,0.9999999403953552,0.3879719078540802,0.27963677048683167,0.23580780625343323,0.15803076326847076,0.20467868447303772,0.248221293091774,0.4191201329231262,0.3308001160621643,0.25255000591278076,0.273200124502182,0.14839068055152893
the,0.42745697498321533,0.5823672413825989,0.32185450196266174,0.3879719078540802,1.0,0.245810866355896,0.25629305839538574,0.261578768491745,0.2935751974582672,0.3233085572719574,0.6662389636039734,0.4335206151008606,0.3203009068965912,0.33290645480155945,0.22068053483963013
formal,0.26485171914100647,0.21914683282375336,0.23151297867298126,0.27963677048683167,0.245810866355896,1.0000001192092896,0.39065563678741455,0.2681119441986084,0.30768877267837524,0.2483961135149002,0.2482539862394333,0.24852780997753143,0.22193951904773712,0.3142836093902588,0.1989586055278778
or,0.33867141604423523,0.41870999336242676,0.16831013560295105,0.34863367676734924,0.4174870550632477,0.3239913880825043,0.30053412914276123,0.2496372014284134,0.31043365597724915,0.32710888981819153,0.3586423695087433,0.36905089020729065,0.2603335678577423,0.33534011244773865,0.32389625906944275
legal,0.26388198137283325,0.20037926733493805,0.18709102272987366,0.23580780625343323,0.25629305839538574,0.39065563678741455,0.9999998807907104,0.3986356258392334,0.34125056862831116,0.2745293378829956,0.256083607673645,0.2644834518432617,0.2408599555492401,0.3531281650066376,0.2143220454454422
property,0.24978817999362946,0.1944577693939209,0.1444471776485443,0.17480626702308655,0.2061677873134613,0.1540842056274414,0.3199589252471924,0.502207338809967,0.2509441673755646,0.1977689564228058,0.19798405468463898,0.16241537034511566,0.16376374661922455,0.13880257308483124,0.16865147650241852
ownership,0.2581227421760559,0.22822703421115875,0.19357849657535553,0.15803076326847076,0.261578768491745,0.2681119441986084,0.3986356258392334,1.0,0.38573136925697327,0.24738577008247375,0.22562521696090698,0.2561948001384735,0.2146335244178772,0.22534571588039398,0.19719240069389343
registration,0.23976002633571625,0.18513651192188263,0.16799913346767426,0.20467868447303772,0.2935751974582672,0.30768877267837524,0.34125056862831116,0.38573136925697327,0.9999998807907104,0.21623115241527557,0.2465285360813141,0.2501562535762787,0.1549982875585556,0.2292790710926056,0.22754761576652527
system,0.23557309806346893,0.2282046526670456,0.10446743667125702,0.248221293091774,0.3233085572719574,0.2483961135149002,0.2745293378829956,0.24738577008247375,0.21623115241527557,1.0000001192092896,0.21978288888931274,0.2631138563156128,0.28239572048187256,0.21421954035758972,0.15556083619594574
.,0.3567904531955719,0.4569662809371948,0.2628571093082428,0.28971612453460693,0.5934505462646484,0.18800637125968933,0.24492493271827698,0.20808322727680206,0.24190650880336761,0.2277725487947464,0.5591574311256409,0.3974229395389557,0.2637762427330017,0.27938392758369446,0.4130953550338745
