,what,is,the,principle,that,states,that,with,sedimentary,rocks,",",inclusions,must,be,older,than,the,formation,that,contains,them,?
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.2552776038646698,0.4729836881160736,0.21771061420440674,0.4729836881160736,0.38158315420150757,0.2567974030971527,0.26878252625465393,0.3769497275352478,0.33277076482772827,0.43512776494026184,0.5260903835296631,0.18737566471099854,0.5002588033676147,0.4174870550632477,0.2312391847372055,0.4729836881160736,0.30413174629211426,0.4516362249851227,0.32389625906944275
clasts,0.20270773768424988,0.28672051429748535,0.27614521980285645,0.21242062747478485,0.25412002205848694,0.12237975746393204,0.25412002205848694,0.2655143439769745,0.5544866323471069,0.5334120392799377,0.2681709825992584,0.33568069338798523,0.2181641012430191,0.2946321666240692,0.215917706489563,0.27325257658958435,0.27614521980285645,0.4042399823665619,0.25412002205848694,0.30315372347831726,0.3081839382648468,0.15844303369522095
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1508719027042389,0.23478686809539795,0.2059156745672226,0.23478686809539795,0.3069596290588379,0.17169854044914246,0.15879076719284058,0.63033527135849,0.245523139834404,0.19068287312984467,0.24578070640563965,0.14076276123523712,0.21982109546661377,0.3456730246543884,0.2201547771692276,0.23478686809539795,0.21191266179084778,0.24844101071357727,0.42300865054130554
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.19137829542160034,0.45265161991119385,0.1846873015165329,0.45265161991119385,0.38996943831443787,0.2701125144958496,0.33511796593666077,0.4062570035457611,0.42846938967704773,0.3923934996128082,0.5556803941726685,0.2168419063091278,0.39206281304359436,0.40399202704429626,0.21110086143016815,0.45265161991119385,0.4062691628932953,0.5206625461578369,0.24591213464736938
found,0.1796332150697708,0.3526395261287689,0.3452354073524475,0.1426319032907486,0.29063743352890015,0.1681288331747055,0.29063743352890015,0.2364431470632553,0.30481916666030884,0.33259448409080505,0.27385151386260986,0.24377822875976562,0.13391098380088806,0.23313552141189575,0.16500303149223328,0.21039707958698273,0.3452354073524475,0.33454495668411255,0.29063743352890015,0.28510087728500366,0.22090932726860046,0.16790300607681274
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.16382117569446564,0.435920387506485,0.3977442979812622,0.435920387506485,0.4080928862094879,0.23285479843616486,0.23642492294311523,0.5201468467712402,0.19469688832759857,0.18276341259479523,0.3481820821762085,0.21181264519691467,0.3270052373409271,0.6662389636039734,0.27297577261924744,0.435920387506485,0.28116101026535034,0.29119014739990234,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.1871873140335083,0.47537946701049805,0.24708621203899384,0.47537946701049805,0.3783375024795532,0.22127015888690948,0.2111329436302185,0.427140474319458,0.2346402406692505,0.3016769587993622,0.39883795380592346,0.19492490589618683,0.3126874566078186,0.5829201340675354,0.28019317984580994,0.47537946701049805,0.3092464506626129,0.3151612877845764,0.23916715383529663
formation,0.16291823983192444,0.25176525115966797,0.33687281608581543,0.3123243451118469,0.27378779649734497,0.210055872797966,0.27378779649734497,0.18870343267917633,0.4871309995651245,0.42864593863487244,0.24612528085708618,0.22696112096309662,0.19051972031593323,0.20740437507629395,0.1639956533908844,0.17885392904281616,0.33687281608581543,1.0000001192092896,0.27378779649734497,0.22645272314548492,0.15668714046478271,0.09831923991441727
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22548964619636536,0.4137537479400635,0.3315127193927765,0.4137537479400635,0.4120737314224243,0.23855918645858765,0.30537211894989014,1.0000001192092896,0.30702945590019226,0.2231246829032898,0.39254459738731384,0.2598324418067932,0.3371901512145996,0.4933079481124878,0.24612528085708618,0.4137537479400635,0.2243606001138687,0.3985835015773773,0.31091248989105225
then,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.13977225124835968,0.455153226852417,0.2255982756614685,0.455153226852417,0.37121716141700745,0.158636212348938,0.18642613291740417,0.36768391728401184,0.16303178668022156,0.3702858090400696,0.38089728355407715,0.17247430980205536,0.24344494938850403,0.4297412931919098,0.1951218992471695,0.455153226852417,0.17962206900119781,0.471484512090683,0.2884598970413208
the,0.42745697498321533,0.5823672413825989,1.0,0.24017377197742462,0.5473989248275757,0.3463578522205353,0.5473989248275757,0.4223487675189972,0.2576860189437866,0.24413059651851654,0.4933079481124878,0.24164175987243652,0.2713140547275543,0.4248143136501312,0.21663418412208557,0.3227543234825134,1.0,0.33687281608581543,0.5473989248275757,0.2846323549747467,0.4788833558559418,0.22068053483963013
inclusions,0.34958744049072266,0.2591908276081085,0.24164175987243652,0.35612988471984863,0.3471214175224304,0.1993328183889389,0.3471214175224304,0.22900378704071045,0.31268346309661865,0.26138752698898315,0.30702945590019226,1.0,0.33228549361228943,0.33553463220596313,0.1877148598432541,0.22386880218982697,0.24164175987243652,0.22696112096309662,0.3471214175224304,0.34103506803512573,0.32596540451049805,0.3281819224357605
must,0.30362528562545776,0.3093329071998596,0.2713140547275543,0.293574720621109,0.42000943422317505,0.1928483098745346,0.42000943422317505,0.28391414880752563,0.1848248541355133,0.18584714829921722,0.2231246829032898,0.33228549361228943,1.0,0.4737209677696228,0.1610686480998993,0.2465018779039383,0.2713140547275543,0.19051972031593323,0.42000943422317505,0.22577407956123352,0.35896390676498413,0.23707495629787445
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.26358863711357117,0.6036020517349243,0.24637973308563232,0.6036020517349243,0.36101722717285156,0.27282798290252686,0.2445140779018402,0.39254459738731384,0.33553463220596313,0.4737209677696228,1.0,0.22685489058494568,0.46516597270965576,0.4248143136501312,0.20740437507629395,0.6036020517349243,0.2981097102165222,0.4282684326171875,0.3324260413646698
older,0.19250206649303436,0.19513072073459625,0.21663418412208557,0.10696261376142502,0.30689194798469543,0.13816726207733154,0.30689194798469543,0.2654585838317871,0.2613281011581421,0.27690139412879944,0.2598324418067932,0.1877148598432541,0.1610686480998993,0.22685489058494568,0.9999998807907104,0.35258033871650696,0.21663418412208557,0.1639956533908844,0.30689194798469543,0.1591278463602066,0.23856396973133087,0.1524270623922348
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.1512874811887741,0.4891277849674225,0.24014748632907867,0.4891277849674225,0.3028803765773773,0.199297234416008,0.2361476570367813,0.3371901512145996,0.22386880218982697,0.2465018779039383,0.46516597270965576,0.35258033871650696,1.0,0.3227543234825134,0.17885392904281616,0.4891277849674225,0.2787589132785797,0.37931621074676514,0.24917294085025787
the,0.42745697498321533,0.5823672413825989,1.0,0.24017377197742462,0.5473989248275757,0.3463578522205353,0.5473989248275757,0.4223487675189972,0.2576860189437866,0.24413059651851654,0.4933079481124878,0.24164175987243652,0.2713140547275543,0.4248143136501312,0.21663418412208557,0.3227543234825134,1.0,0.33687281608581543,0.5473989248275757,0.2846323549747467,0.4788833558559418,0.22068053483963013
formation,0.16291823983192444,0.25176525115966797,0.33687281608581543,0.3123243451118469,0.27378779649734497,0.210055872797966,0.27378779649734497,0.18870343267917633,0.4871309995651245,0.42864593863487244,0.24612528085708618,0.22696112096309662,0.19051972031593323,0.20740437507629395,0.1639956533908844,0.17885392904281616,0.33687281608581543,1.0000001192092896,0.27378779649734497,0.22645272314548492,0.15668714046478271,0.09831923991441727
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3780646324157715,1.0,0.291576623916626,1.0,0.4154358208179474,0.27547886967658997,0.2636556923389435,0.4137537479400635,0.3471214175224304,0.42000943422317505,0.6036020517349243,0.30689194798469543,0.4891277849674225,0.5473989248275757,0.27378779649734497,1.0,0.2712160646915436,0.5601773262023926,0.32716336846351624
contains,0.14236655831336975,0.4272567629814148,0.2846323549747467,0.12233775854110718,0.2712160646915436,0.19341330230236053,0.2712160646915436,0.2956719696521759,0.20960970222949982,0.24987177550792694,0.2243606001138687,0.34103506803512573,0.22577407956123352,0.2981097102165222,0.1591278463602066,0.2787589132785797,0.2846323549747467,0.22645272314548492,0.2712160646915436,1.0,0.20951232314109802,0.15215006470680237
them,0.4994642734527588,0.2390832006931305,0.4788833558559418,0.2692437767982483,0.5601773262023926,0.24521122872829437,0.5601773262023926,0.4064640402793884,0.19618618488311768,0.34165334701538086,0.3985835015773773,0.32596540451049805,0.35896390676498413,0.4282684326171875,0.23856396973133087,0.37931621074676514,0.4788833558559418,0.15668714046478271,0.5601773262023926,0.20951232314109802,1.0,0.35435691475868225
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.1894911378622055,0.4460422694683075,0.33941102027893066,0.4460422694683075,0.4446153938770294,0.22532618045806885,0.26481303572654724,0.6812511086463928,0.2852323651313782,0.27722811698913574,0.4383580684661865,0.27821221947669983,0.3594527542591095,0.5934505462646484,0.23124639689922333,0.4460422694683075,0.22984972596168518,0.39945515990257263,0.4130953550338745
