,what,type,of,amendments,might,members,opposed,to,a,bill,put,on,the,table,?
time,0.36319252848625183,0.1723036915063858,0.35127586126327515,0.24205586314201355,0.29128819704055786,0.18101826310157776,0.28317195177078247,0.3679993152618408,0.3292340338230133,0.13678039610385895,0.31336086988449097,0.30044233798980713,0.43061500787734985,0.1937122493982315,0.27391523122787476
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21350927650928497,0.2533247768878937,0.2357054501771927,0.2660662829875946,0.44245919585227966,0.427140474319458,0.2472437173128128,0.28264448046684265,0.49057599902153015,0.4933079481124878,0.20776896178722382,0.31091248989105225
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.31400617957115173,0.5153919458389282,0.26617446541786194,0.2678636610507965,1.0,0.45503583550453186,0.17981381714344025,0.36244112253189087,0.41031414270401,0.535392165184021,0.1819842904806137,0.29463258385658264
cause,0.24883218109607697,0.20721657574176788,0.25979894399642944,0.25418680906295776,0.4377659857273102,0.15969648957252502,0.2935532033443451,0.3172815442085266,0.2715701162815094,0.12960825860500336,0.29603809118270874,0.2381288707256317,0.2551237642765045,0.159661665558815,0.240532785654068
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.30301690101623535,0.32504433393478394,0.3321719169616699,0.24302934110164642,0.535392165184021,0.5829201340675354,0.24155211448669434,0.34150463342666626,0.5107308030128479,1.0,0.22716619074344635,0.22068053483963013
bill,0.16425743699073792,0.0639190673828125,0.17127205431461334,0.4210346043109894,0.13277366757392883,0.17215532064437866,0.100705087184906,0.17981381714344025,0.24716360867023468,0.9999999403953552,0.15501472353935242,0.1958429217338562,0.24155211448669434,0.06846357882022858,0.12855131924152374
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.31400617957115173,0.5153919458389282,0.26617446541786194,0.2678636610507965,1.0,0.45503583550453186,0.17981381714344025,0.36244112253189087,0.41031414270401,0.535392165184021,0.1819842904806137,0.29463258385658264
fall,0.26931828260421753,0.07949613779783249,0.2854328155517578,0.10926703363656998,0.1717468500137329,0.16951972246170044,0.12967261672019958,0.1966593861579895,0.21384748816490173,0.09744315594434738,0.29990819096565247,0.31783363223075867,0.3639753758907318,0.17937225103378296,0.1656162142753601
without,0.3181614279747009,0.25126633048057556,0.3081340193748474,0.2512363791465759,0.36008980870246887,0.1742372214794159,0.24898405373096466,0.37970873713493347,0.2797018885612488,0.15695251524448395,0.3168945610523224,0.26243290305137634,0.3270869255065918,0.12601743638515472,0.2928665280342102
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1911919265985489,0.4210625886917114,0.1873859316110611,0.229469895362854,0.45503583550453186,1.0,0.24716360867023468,0.35192930698394775,0.3848365545272827,0.5829201340675354,0.2432243973016739,0.23916715383529663
final,0.20972409844398499,0.0345023013651371,0.24563951790332794,0.266358345746994,0.19881793856620789,0.10941436886787415,0.08258168399333954,0.26099109649658203,0.24625235795974731,0.18517553806304932,0.19519051909446716,0.20678670704364777,0.3543182611465454,0.15577208995819092,0.17315025627613068
vote,0.30723845958709717,0.09013981372117996,0.19845709204673767,0.4353187084197998,0.20089910924434662,0.2641376256942749,0.3904514014720917,0.2892617881298065,0.21813347935676575,0.2394048422574997,0.19393949210643768,0.23685438930988312,0.22779929637908936,0.13119076192378998,0.2888886630535126
being,0.3760843276977539,0.17359550297260284,0.34885138273239136,0.20821154117584229,0.40220335125923157,0.2480522096157074,0.31378915905952454,0.4514104127883911,0.3727131485939026,0.16535046696662903,0.2825900912284851,0.3119087219238281,0.419739305973053,0.1494058519601822,0.26743772625923157
taken,0.26014965772628784,0.09366430342197418,0.2889742851257324,0.2134505808353424,0.20916615426540375,0.1847088634967804,0.2003783881664276,0.2772596478462219,0.2520231008529663,0.09273654967546463,0.43549370765686035,0.20865710079669952,0.3309854567050934,0.2065182775259018,0.17662954330444336
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24173074960708618,0.27493223547935486,0.21119362115859985,0.2417098730802536,0.4645031690597534,0.50484299659729,0.2289014607667923,0.32595527172088623,0.49257001280784607,0.5934505462646484,0.2248627245426178,0.4130953550338745
