,what,is,st.,john,'s,cathedral,an,example,of,",",stylistically,?
a,0.3320399522781372,0.658733606338501,0.23918339610099792,0.20638683438301086,0.04866964742541313,0.14982326328754425,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.427140474319458,0.2852824628353119,0.23916715383529663
typical,0.2897430658340454,0.28977829217910767,0.17673815786838531,0.13099081814289093,0.09478029608726501,0.12599420547485352,0.24751602113246918,0.39354604482650757,0.33413293957710266,0.2310890257358551,0.28682100772857666,0.15633712708950043
example,0.3456268310546875,0.36737263202667236,0.1422497183084488,0.1447114795446396,-0.045060764998197556,0.21582621335983276,0.3076696991920471,1.0,0.3570667505264282,0.3094974756240845,0.28985270857810974,0.30374911427497864
of,0.33290785551071167,0.4854315221309662,0.19887582957744598,0.2407056987285614,-0.03817026689648628,0.2966258227825165,0.32280945777893066,0.3570667505264282,1.0,0.4946078956127167,0.2845950126647949,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.4207492768764496,0.3755223751068115,0.733189046382904,0.4933079481124878,0.29102998971939087,0.22068053483963013
so-called,0.361295610666275,0.40231195092201233,0.2345099151134491,0.189718559384346,0.009286198765039444,0.27328363060951233,0.31488868594169617,0.36085960268974304,0.4146992564201355,0.35159832239151,0.3504101634025574,0.28986620903015137
masovian,0.180633544921875,0.2088344842195511,0.1508067101240158,0.16264063119888306,0.10512078553438187,0.24810196459293365,0.18765011429786682,0.18495267629623413,0.2839367687702179,0.2702215909957886,0.1668974757194519,0.11271452158689499
gothic,0.19246235489845276,0.23672030866146088,0.20143289864063263,0.19796210527420044,0.05348477140069008,0.5131030678749084,0.13985037803649902,0.20353053510189056,0.24052086472511292,0.21311061084270477,0.2854422330856323,0.16695094108581543
style,0.2488866001367569,0.16587691009044647,0.1464681327342987,0.17125186324119568,-0.051495883613824844,0.2693207859992981,0.1183592826128006,0.2656274437904358,0.23203764855861664,0.2071632742881775,0.4077495038509369,0.19862167537212372
",",0.3087472915649414,0.4691906273365021,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.21877600252628326,0.3581022024154663,0.3094974756240845,0.4946078956127167,1.0000001192092896,0.206401064991951,0.31091248989105225
st.,0.10219959169626236,0.16120703518390656,1.0000001192092896,0.27566561102867126,0.045316148549318314,0.22715185582637787,0.10032729804515839,0.1422497183084488,0.19887582957744598,0.26603782176971436,0.08206778764724731,0.13592876493930817
mary,0.2064262330532074,0.17551997303962708,0.18317905068397522,0.36833110451698303,0.0063893795013427734,0.28850099444389343,0.17888042330741882,0.10933008044958115,0.17272977530956268,0.2604343891143799,0.1474224478006363,0.17181165516376495
's,0.02692362666130066,0.02396530658006668,0.045316148549318314,-0.1023898646235466,0.9999999403953552,-0.05534784123301506,0.025255560874938965,-0.045060764998197556,-0.03817026689648628,-0.0016132977325469255,-0.02571464143693447,-0.023395681753754616
church,0.1944202184677124,0.203276589512825,0.2081335186958313,0.21100085973739624,0.023664841428399086,0.592745304107666,0.09629998356103897,0.19024835526943207,0.3079429268836975,0.2707274258136749,0.11817670613527298,0.18081501126289368
(,0.2411840260028839,0.35393038392066956,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.286407470703125,0.23614145815372467,0.35032153129577637,0.6363511681556702,0.05290118232369423,0.40561532974243164
1411,0.07747077941894531,0.09536644071340561,0.049722395837306976,0.08603709191083908,0.02532806247472763,0.0982525572180748,0.053015224635601044,0.12776628136634827,0.10021042823791504,0.00819203071296215,0.10030842572450638,0.02201448753476143
),0.26259949803352356,0.37732169032096863,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.63033527135849,0.07453349232673645,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.21877600252628326,0.3581022024154663,0.3094974756240845,0.4946078956127167,1.0000001192092896,0.206401064991951,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.23918339610099792,0.20638683438301086,0.04866964742541313,0.14982326328754425,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.427140474319458,0.2852824628353119,0.23916715383529663
town,0.19713185727596283,0.30097827315330505,0.13939215242862701,0.12448625266551971,-0.0385698527097702,0.35660046339035034,0.15183128416538239,0.1571035385131836,0.26585668325424194,0.27598801255226135,0.07852127403020859,0.09902279824018478
house,0.200801283121109,0.2084006369113922,0.2013084441423416,0.2337532639503479,0.0011872146278619766,0.21694979071617126,0.16477175056934357,0.1831550896167755,0.285114049911499,0.28236111998558044,0.15456010401248932,0.13736455142498016
of,0.33290785551071167,0.4854315221309662,0.19887582957744598,0.2407056987285614,-0.03817026689648628,0.2966258227825165,0.32280945777893066,0.3570667505264282,1.0,0.4946078956127167,0.2845950126647949,0.1826142966747284
burbach,0.2023710459470749,0.23494486510753632,0.2685983180999756,0.3202250897884369,0.06344610452651978,0.2749873399734497,0.16791731119155884,0.12575922906398773,0.2882513403892517,0.3914046585559845,0.176395982503891,0.21787457168102264
family,0.16391263902187347,0.20392227172851562,0.13508222997188568,0.14565376937389374,-0.053779419511556625,0.11636549234390259,0.12101688235998154,0.19305676221847534,0.1893671154975891,0.22142739593982697,0.11757154017686844,0.15222905576229095
(,0.2411840260028839,0.35393038392066956,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.286407470703125,0.23614145815372467,0.35032153129577637,0.6363511681556702,0.05290118232369423,0.40561532974243164
14th,0.08055545389652252,0.22197483479976654,0.2516067624092102,0.2586739659309387,0.12125825881958008,0.04517201706767082,0.21930108964443207,0.08122804760932922,0.13562877476215363,0.167655810713768,0.09591652452945709,0.028729064390063286
century,0.20422613620758057,0.20648397505283356,0.14819175004959106,0.2019389271736145,-0.0005286295781843364,0.2524319887161255,0.185816690325737,0.2011866271495819,0.2826060354709625,0.24487493932247162,0.2385704517364502,0.1026201918721199
),0.26259949803352356,0.37732169032096863,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.63033527135849,0.07453349232673645,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.21877600252628326,0.3581022024154663,0.3094974756240845,0.4946078956127167,1.0000001192092896,0.206401064991951,0.31091248989105225
gunpowder,0.19863209128379822,0.16312116384506226,0.2386026233434677,0.18345412611961365,-0.04025048762559891,0.19068729877471924,0.17826595902442932,0.21489204466342926,0.24691924452781677,0.2027875781059265,0.1521768420934677,0.18636876344680786
tower,0.12919922173023224,0.1400395631790161,0.20466849207878113,0.2074926495552063,-0.06583263725042343,0.40534812211990356,0.07447217404842377,0.163714200258255,0.2271278351545334,0.20524810254573822,0.12214995175600052,0.10395228117704391
(,0.2411840260028839,0.35393038392066956,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.286407470703125,0.23614145815372467,0.35032153129577637,0.6363511681556702,0.05290118232369423,0.40561532974243164
after,0.21973377466201782,0.2835143506526947,0.12132462114095688,0.22597751021385193,-0.055672239512205124,0.1521608978509903,0.20180045068264008,0.20359161496162415,0.3867455720901489,0.38860568404197693,0.1672172099351883,0.16608688235282898
1379,-0.10046609491109848,-0.08462784439325333,-0.017678149044513702,0.079585961997509,0.026113301515579224,0.0468357689678669,-0.006487818900495768,-0.15798699855804443,0.045799098908901215,0.13044485449790955,-0.1426054984331131,-0.08996421098709106
),0.26259949803352356,0.37732169032096863,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.63033527135849,0.07453349232673645,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.22686052322387695,0.21634717285633087,0.06895173341035843,0.18803109228610992,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.6633074283599854,0.25163742899894714,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.4207492768764496,0.3755223751068115,0.733189046382904,0.4933079481124878,0.29102998971939087,0.22068053483963013
royal,0.16189028322696686,0.15478424727916718,0.1520247608423233,0.23316143453121185,-0.0776824876666069,0.16677525639533997,0.17994554340839386,0.14055904746055603,0.3112924098968506,0.24590183794498444,0.07508300989866257,0.11453001946210861
castle,0.15708477795124054,0.17311879992485046,0.16107077896595,0.13202691078186035,-0.12325005233287811,0.3590782582759857,0.09222753345966339,0.10413477569818497,0.19318179786205292,0.2080804705619812,0.05599129945039749,0.0871945396065712
curia,0.2492525279521942,0.23252972960472107,0.09497350454330444,0.17447398602962494,-0.069489024579525,0.29424625635147095,0.20511552691459656,0.2522074580192566,0.3291306793689728,0.26036185026168823,0.17926782369613647,0.2566208839416504
maior,0.14817628264427185,0.21401405334472656,0.3126116096973419,0.2455628216266632,0.12211918085813522,0.3281571567058563,0.17784430086612701,0.11887980252504349,0.2854330539703369,0.35244089365005493,0.15206478536128998,0.13495321571826935
(,0.2411840260028839,0.35393038392066956,0.2008000910282135,0.21336311101913452,0.0012731997994706035,0.14070674777030945,0.286407470703125,0.23614145815372467,0.35032153129577637,0.6363511681556702,0.05290118232369423,0.40561532974243164
1407–1410,-0.0659593865275383,0.10318785160779953,0.06465377658605576,-0.03905683010816574,0.09000266343355179,-0.020162658765912056,0.00722636329010129,0.02036861702799797,0.13731414079666138,-0.016128679737448692,0.18227936327457428,-0.16811223328113556
),0.26259949803352356,0.37732169032096863,0.1906544417142868,0.22096103429794312,0.021107977256178856,0.14334158599376678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.63033527135849,0.07453349232673645,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.2214197814464569,0.26428887248039246,-0.003708066651597619,0.24971093237400055,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.6812511086463928,0.2459455281496048,0.4130953550338745
,what,is,st.,john,'s,cathedral,an,example,of,",",stylistically,?
gothic,0.19246235489845276,0.23672030866146088,0.20143289864063263,0.19796210527420044,0.05348477140069008,0.5131030678749084,0.13985037803649902,0.20353053510189056,0.24052086472511292,0.21311061084270477,0.2854422330856323,0.16695094108581543
architecture,0.23286667466163635,0.19717231392860413,0.0791698768734932,0.1579301953315735,-0.0005112122162245214,0.34840086102485657,0.1317945122718811,0.24465352296829224,0.2756515443325043,0.2120368629693985,0.29737886786460876,0.14343059062957764
is,0.28837618231773376,1.0,0.16120703518390656,0.16449548304080963,0.02396530658006668,0.2034183293581009,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.4691906273365021,0.2645256817340851,0.22961433231830597
represented,0.139044851064682,0.30249524116516113,0.08999085426330566,0.12029799073934555,0.09158138185739517,0.14659962058067322,0.22228698432445526,0.3020998239517212,0.3891753554344177,0.3088570833206177,0.2297419309616089,0.11276352405548096
in,0.30808621644973755,0.5394441485404968,0.15931649506092072,0.22177861630916595,-0.037580832839012146,0.23225148022174835,0.2605783939361572,0.30483278632164,0.5696388483047485,0.5201468467712402,0.22669090330600739,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.4207492768764496,0.3755223751068115,0.733189046382904,0.4933079481124878,0.29102998971939087,0.22068053483963013
majestic,0.15028998255729675,0.17697210609912872,0.1529446244239807,0.18451273441314697,0.10502402484416962,0.17289181053638458,0.12707136571407318,0.08410515636205673,0.18201495707035065,0.26799964904785156,0.24073797464370728,0.14929744601249695
churches,0.17877253890037537,0.20715926587581635,0.15139877796173096,0.1527184396982193,0.048431213945150375,0.5385217666625977,0.09751348942518234,0.22371640801429749,0.29080384969711304,0.247207909822464,0.21256671845912933,0.19824735820293427
but,0.5029441118240356,0.4106791317462921,0.1888948380947113,0.1846742033958435,0.04136733338236809,0.23230291903018951,0.27760404348373413,0.39983898401260376,0.39942997694015503,0.48126736283302307,0.3469172418117523,0.27921953797340393
also,0.42747777700424194,0.5012649297714233,0.20766302943229675,0.2478664070367813,-0.0014726108638569713,0.1863132268190384,0.36835694313049316,0.4438605010509491,0.4924938678741455,0.4717654287815094,0.3097439408302307,0.21848613023757935
at,0.2838611304759979,0.25906258821487427,0.17245982587337494,0.2018798142671585,-0.08481216430664062,0.2373284101486206,0.2446778565645218,0.21853865683078766,0.42558613419532776,0.38314947485923767,0.1685677468776703,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.23437000811100006,0.4207492768764496,0.3755223751068115,0.733189046382904,0.4933079481124878,0.29102998971939087,0.22068053483963013
burgher,0.20771606266498566,0.25415387749671936,0.2665766477584839,0.2915405035018921,0.061500538140535355,0.35686224699020386,0.22520670294761658,0.20215994119644165,0.3018014430999756,0.342323899269104,0.16410569846630096,0.20694021880626678
houses,0.1434021294116974,0.1995694637298584,0.16905701160430908,0.1904878318309784,-0.0006337478407658637,0.27157050371170044,0.15120670199394226,0.19836707413196564,0.2718559205532074,0.25159695744514465,0.21410135924816132,0.10120081901550293
and,0.31309178471565247,0.3859752118587494,0.22686052322387695,0.21634717285633087,0.06895173341035843,0.18803109228610992,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.6633074283599854,0.25163742899894714,0.20544172823429108
fortifications,0.15912862122058868,0.17566050589084625,0.2131076157093048,0.14008498191833496,0.011876321397721767,0.3322468400001526,0.17204222083091736,0.2742275893688202,0.2860375940799713,0.2758740484714508,0.19644097983837128,0.14940692484378815
.,0.3567904531955719,0.4569662809371948,0.2214197814464569,0.26428887248039246,-0.003708066651597619,0.24971093237400055,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.6812511086463928,0.2459455281496048,0.4130953550338745
