,what,victory,at,thwarted,efforts,of,french,relief,ships,.
battle,0.17112864553928375,0.4560186564922333,0.23658646643161774,0.24493135511875153,0.20608976483345032,0.2291749268770218,0.1784413456916809,0.10414860397577286,0.3010637164115906,0.1661834716796875
of,0.33290785551071167,0.21037539839744568,0.42558613419532776,0.2189948856830597,0.23738951981067657,1.0,0.19450366497039795,0.2101009339094162,0.2382369190454483,0.5352458953857422
the,0.42745697498321533,0.2795662581920624,0.457212895154953,0.3270566463470459,0.26890742778778076,0.733189046382904,0.2555147111415863,0.25068938732147217,0.279244989156723,0.5934505462646484
restigouche,0.16990523040294647,0.2364783138036728,0.24403016269207,0.15082469582557678,0.20507118105888367,0.35401636362075806,0.28612256050109863,0.23513364791870117,0.05896789953112602,0.3186938762664795
while,0.35511791706085205,0.16631777584552765,0.37809836864471436,0.3712221086025238,0.3526856303215027,0.3366928696632385,0.1363781839609146,0.1714438647031784,0.22712408006191254,0.38690751791000366
armies,0.18706263601779938,0.35998862981796265,0.1623537540435791,0.3303300142288208,0.28063318133354187,0.251925528049469,0.22289465367794037,0.17218643426895142,0.3691995441913605,0.22485259175300598
marched,0.14081943035125732,0.3881288766860962,0.33964723348617554,0.3811500668525696,0.2820572257041931,0.2626478374004364,0.185085266828537,0.1597198098897934,0.2754984498023987,0.27971547842025757
on,0.34226128458976746,0.12429361790418625,0.4806317389011383,0.2960618734359741,0.2287449687719345,0.3966929316520691,0.1382952481508255,0.22540277242660522,0.24699397385120392,0.49257001280784607
montreal,0.1556982845067978,0.16131530702114105,0.26404693722724915,0.15766187012195587,0.15935976803302765,0.1613161563873291,0.3241364061832428,0.1775318682193756,0.14163827896118164,0.22505514323711395
from,0.2737620174884796,0.1430301070213318,0.3447161316871643,0.23370124399662018,0.15419499576091766,0.4249346852302551,0.19660584628582,0.14413456618785858,0.21764296293258667,0.41536515951156616
three,0.24888746440410614,0.1578385829925537,0.2833487093448639,0.17266982793807983,0.13649526238441467,0.3844621181488037,0.18857373297214508,0.09000015258789062,0.20162920653820038,0.34968629479408264
sides,0.2306775599718094,0.23807305097579956,0.24754992127418518,0.3161128759384155,0.2239934355020523,0.2580065131187439,0.2251926213502884,0.16413530707359314,0.22448968887329102,0.2609530985355377
.,0.3567904531955719,0.18324626982212067,0.4549728035926819,0.24075253307819366,0.22250142693519592,0.5352458953857422,0.2480926215648651,0.18649086356163025,0.2274792641401291,1.0000001192092896
