,how,many,medieval,warm,period,reconstructions,were,used,?
reconstructions,0.2121342122554779,0.30185768008232117,0.25950801372528076,0.07102179527282715,0.2828887701034546,0.9999999403953552,0.3219875991344452,0.2702767252922058,0.16968035697937012
by,0.34370526671409607,0.3409687578678131,0.18843704462051392,0.12205103039741516,0.22862431406974792,0.1642511934041977,0.4406847059726715,0.27705541253089905,0.17966607213020325
crowley,0.18299239873886108,0.1586274802684784,0.18945874273777008,0.05792619287967682,0.09477954357862473,0.21018172800540924,0.12421203404664993,0.063857801258564,0.19416803121566772
&,0.1377509981393814,0.12268554419279099,0.14738665521144867,0.06921069324016571,0.004337700083851814,0.14390674233436584,0.1205248013138771,0.04071924090385437,0.12596383690834045
lowery,0.14435811340808868,0.22071316838264465,0.24153201282024384,0.200238898396492,0.2000112533569336,0.2572077810764313,0.22400513291358948,0.1830194890499115,0.10754073411226273
2000,-0.07386910915374756,-0.06041426211595535,-0.042744047939777374,-0.17341725528240204,-0.10019590705633163,-0.08874630928039551,-0.09347672015428543,-0.17411433160305023,-0.0824366956949234
(,0.1676948219537735,0.1455259770154953,0.13381382822990417,0.2119666486978531,0.22779083251953125,0.19426265358924866,0.14743882417678833,0.19005385041236877,0.40561532974243164
as,0.33782753348350525,0.4070141911506653,0.19556987285614014,0.2181284874677658,0.23129993677139282,0.2695465683937073,0.3025437891483307,0.35160550475120544,0.27043893933296204
cited,0.20270095765590668,0.1916373372077942,0.21650075912475586,0.12591800093650818,0.19251589477062225,0.25524237751960754,0.18313606083393097,0.2476269155740738,0.32995760440826416
in,0.2601168751716614,0.41474202275276184,0.2546980679035187,0.24172447621822357,0.23051127791404724,0.2827760875225067,0.3815755248069763,0.3090210556983948,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.28617456555366516,0.2764509320259094,0.3125074505805969,0.31834158301353455,0.3906462490558624,0.3718377649784088,0.22068053483963013
tar,0.18140293657779694,0.17252126336097717,0.19218985736370087,0.15741625428199768,0.0357121005654335,0.15485352277755737,0.11970027536153793,0.2556788921356201,0.09344086050987244
),0.17939934134483337,0.16602720320224762,0.13722628355026245,0.22945182025432587,0.2531823217868805,0.19396546483039856,0.1566188633441925,0.1905621439218521,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.2673880457878113,0.277122437953949,0.23878438770771027,0.23602545261383057,0.42175528407096863,0.3150506615638733,0.20544172823429108
osborn,0.2110094130039215,0.19037126004695892,0.18391069769859314,0.1387157142162323,0.09981593489646912,0.249734565615654,0.22258086502552032,0.09479551017284393,0.14969660341739655
&,0.1377509981393814,0.12268554419279099,0.14738665521144867,0.06921069324016571,0.004337700083851814,0.14390674233436584,0.1205248013138771,0.04071924090385437,0.12596383690834045
briffa,0.27416011691093445,0.30765774846076965,0.32961148023605347,0.2247416079044342,0.1567358374595642,0.25149643421173096,0.27834323048591614,0.17593686282634735,0.25396081805229187
2006,0.10067587345838547,0.10145369172096252,-0.006503424607217312,0.010736742056906223,0.055217444896698,0.05030359327793121,0.01956683211028576,0.06260686367750168,-0.1194092258810997
.,0.3287222981452942,0.3974229395389557,0.2585373520851135,0.27272140979766846,0.2575049102306366,0.28516528010368347,0.3378238379955292,0.33111312985420227,0.4130953550338745
