,what,tribe,uses,gps,devices,to,map,lands,?
who,0.40942975878715515,0.2723805904388428,0.1454557180404663,0.11513732373714447,0.23719681799411774,0.42656609416007996,0.08047713339328766,0.2320604920387268,0.26220351457595825
live,0.20532001554965973,0.22618119418621063,0.0694994404911995,0.1026521772146225,0.1497953236103058,0.298321396112442,0.16368892788887024,0.17874786257743835,0.19481121003627777
in,0.30808621644973755,0.17848652601242065,0.2516363263130188,0.08951815962791443,0.19009613990783691,0.45010748505592346,0.2386031597852707,0.22373557090759277,0.20430970191955566
the,0.42745697498321533,0.280248761177063,0.2830192744731903,0.16737867891788483,0.2281099557876587,0.535392165184021,0.2702621817588806,0.3190511167049408,0.22068053483963013
rainforests,0.226042240858078,0.28593307733535767,0.15120220184326172,0.25565487146377563,0.2040264904499054,0.2547144293785095,0.2008833885192871,0.3429715931415558,0.17730745673179626
of,0.33290785551071167,0.22602348029613495,0.2738003432750702,0.08580594509840012,0.1820836365222931,0.41548454761505127,0.22708505392074585,0.2730972170829773,0.1826142966747284
southern,0.18679563701152802,0.249395489692688,0.11634056270122528,0.16760841012001038,0.09942588955163956,0.18284058570861816,0.23022069036960602,0.25608551502227783,0.11225555837154388
suriname,0.15138784050941467,0.22169385850429535,0.17655465006828308,0.20965880155563354,0.10290472209453583,0.1918695718050003,0.22517448663711548,0.29348236322402954,0.132745161652565
",",0.3087472915649414,0.23060214519500732,0.28387847542762756,0.18558256328105927,0.20052815973758698,0.44245919585227966,0.188267782330513,0.24265161156654358,0.31091248989105225
map,0.23936687409877777,0.18400661647319794,0.2663334012031555,0.333238422870636,0.18831020593643188,0.19639305770397186,1.0,0.2484525442123413,0.1548176109790802
out,0.3633197546005249,0.2010015845298767,0.28333330154418945,0.22580021619796753,0.22691084444522858,0.42386990785598755,0.17744342982769012,0.22359830141067505,0.22020699083805084
their,0.35142919421195984,0.24688933789730072,0.18778188526630402,0.12545353174209595,0.27541399002075195,0.44619059562683105,0.08117751777172089,0.25245121121406555,0.1898253709077835
ancestral,0.17634287476539612,0.31723669171333313,0.10024004429578781,0.14418435096740723,0.0773308277130127,0.2574222981929779,0.1958039104938507,0.2859363853931427,0.11722901463508606
lands,0.16376858949661255,0.3084590435028076,0.16140340268611908,0.2215835303068161,0.0612153597176075,0.285159707069397,0.2484525442123413,1.0,0.10082722455263138
to,0.455847829580307,0.2397671937942505,0.3010925054550171,0.23210853338241577,0.30548763275146484,1.0,0.19639305770397186,0.285159707069397,0.29463258385658264
help,0.3728281855583191,0.15657836198806763,0.2933556139469147,0.1844833791255951,0.2732858657836914,0.46191298961639404,0.17873555421829224,0.15612438321113586,0.28403452038764954
strengthen,0.23504552245140076,0.08366942405700684,0.1885104924440384,0.15393920242786407,0.14421385526657104,0.3239169418811798,0.07095690071582794,0.16764390468597412,0.11156164109706879
their,0.35142919421195984,0.24688933789730072,0.18778188526630402,0.12545353174209595,0.27541399002075195,0.44619059562683105,0.08117751777172089,0.25245121121406555,0.1898253709077835
territorial,0.21081089973449707,0.21615709364414215,0.09264865517616272,0.16242994368076324,0.1414504498243332,0.2290722280740738,0.23523855209350586,0.37940213084220886,0.10118355602025986
claims,0.2397100329399109,0.1829984337091446,0.1976044476032257,0.12451572716236115,0.18056771159172058,0.27401837706565857,0.2556726336479187,0.3116564452648163,0.18741291761398315
.,0.3567904531955719,0.1587309092283249,0.30030930042266846,0.16256919503211975,0.19384057819843292,0.4645031690597534,0.20840123295783997,0.21775345504283905,0.4130953550338745
