,what,network,assumed,the,rights,to,the,miss,america,pageant,in,2006,?
its,0.30393704771995544,0.25264307856559753,0.19695454835891724,0.559237003326416,0.1595378965139389,0.3691340684890747,0.559237003326416,0.11041954904794693,0.2869555354118347,0.163055881857872,0.3793783485889435,0.12229134142398834,0.15103481709957123
longtime,0.10752114653587341,0.29375118017196655,0.15577907860279083,0.2717287242412567,0.2628845274448395,0.27073341608047485,0.2717287242412567,0.14690610766410828,0.22388622164726257,0.22795447707176208,0.21562570333480835,-0.039794135838747025,0.07657656818628311
homebase,0.2786951959133148,0.3114210069179535,0.1265307366847992,0.39235207438468933,0.21175801753997803,0.3283233344554901,0.39235207438468933,0.24326494336128235,0.2761777341365814,0.28907510638237,0.36181941628456116,-0.023613769561052322,0.23117102682590485
in,0.30808621644973755,0.19496823847293854,0.20372121036052704,0.6662389636039734,0.17772755026817322,0.45010748505592346,0.6662389636039734,0.2159871757030487,0.3098583221435547,0.3041134774684906,1.0,-0.04600946605205536,0.20430970191955566
atlantic,0.16333554685115814,0.14504285156726837,0.1407621055841446,0.31052014231681824,0.1021769717335701,0.26242998242378235,0.31052014231681824,0.15276525914669037,0.3386457860469818,0.17425449192523956,0.23876288533210754,-0.02146359533071518,0.15355663001537323
city,0.17493832111358643,0.20680741965770721,0.14025883376598358,0.35769423842430115,0.15410161018371582,0.20300441980361938,0.35769423842430115,0.1366194188594818,0.20921117067337036,0.24448713660240173,0.3911624252796173,-0.07960782945156097,0.13423943519592285
to,0.455847829580307,0.25940340757369995,0.24275384843349457,0.535392165184021,0.2570022940635681,1.0,0.535392165184021,0.13942687213420868,0.2636699676513672,0.20586813986301422,0.45010748505592346,0.012056082487106323,0.29463258385658264
las,0.09016381949186325,0.11738914996385574,0.081891268491745,0.1904275119304657,0.1433243602514267,0.23225125670433044,0.1904275119304657,0.1221105307340622,0.1678939014673233,0.18544381856918335,0.21276721358299255,-0.06444920599460602,0.14319516718387604
vegas,0.1308882087469101,0.12182828783988953,0.11323075741529465,0.17570072412490845,0.18168194591999054,0.2638454735279083,0.17570072412490845,0.11168618500232697,0.20351974666118622,0.1860959529876709,0.19815394282341003,-0.03479427099227905,0.16835808753967285
",",0.3087472915649414,0.1932937651872635,0.22927714884281158,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.4933079481124878,0.25264912843704224,0.253568559885025,0.2723195254802704,0.5201468467712402,-0.14199310541152954,0.31091248989105225
before,0.3801657259464264,0.1353226900100708,0.25013476610183716,0.45900648832321167,0.2256499081850052,0.4190867841243744,0.45900648832321167,0.10298631340265274,0.20219068229198456,0.147928848862648,0.4155850410461426,0.0583496131002903,0.2507109045982361
returning,0.22942082583904266,0.1400812417268753,0.18484127521514893,0.3807036876678467,0.17682678997516632,0.3828968405723572,0.3807036876678467,0.18617916107177734,0.19424116611480713,0.22115544974803925,0.3026452958583832,-0.0405929796397686,0.14488300681114197
to,0.455847829580307,0.25940340757369995,0.24275384843349457,0.535392165184021,0.2570022940635681,1.0,0.535392165184021,0.13942687213420868,0.2636699676513672,0.20586813986301422,0.45010748505592346,0.012056082487106323,0.29463258385658264
atlantic,0.16333554685115814,0.14504285156726837,0.1407621055841446,0.31052014231681824,0.1021769717335701,0.26242998242378235,0.31052014231681824,0.15276525914669037,0.3386457860469818,0.17425449192523956,0.23876288533210754,-0.02146359533071518,0.15355663001537323
city,0.17493832111358643,0.20680741965770721,0.14025883376598358,0.35769423842430115,0.15410161018371582,0.20300441980361938,0.35769423842430115,0.1366194188594818,0.20921117067337036,0.24448713660240173,0.3911624252796173,-0.07960782945156097,0.13423943519592285
in,0.30808621644973755,0.19496823847293854,0.20372121036052704,0.6662389636039734,0.17772755026817322,0.45010748505592346,0.6662389636039734,0.2159871757030487,0.3098583221435547,0.3041134774684906,1.0,-0.04600946605205536,0.20430970191955566
2013,-0.3886653184890747,-0.2188497632741928,-0.22951504588127136,-0.38509321212768555,-0.09674997627735138,-0.4248543977737427,-0.38509321212768555,-0.10842255502939224,-0.18643365800380707,-0.0925021693110466,-0.2606481909751892,-0.2937503457069397,-0.2969330847263336
),0.26259949803352356,0.23536871373653412,0.20729245245456696,0.3456730246543884,0.18886376917362213,0.31236231327056885,0.3456730246543884,0.15358076989650726,0.19718800485134125,0.2163769006729126,0.3326910734176636,-0.15549558401107788,0.42300865054130554
and,0.31309178471565247,0.27591994404792786,0.22405575215816498,0.5171257257461548,0.26346641778945923,0.48971283435821533,0.5171257257461548,0.14461739361286163,0.2647855281829834,0.22246898710727692,0.4954058527946472,-0.03637295588850975,0.20544172823429108
since,0.29783400893211365,0.19915233552455902,0.2772579789161682,0.4054957628250122,0.2863456606864929,0.3733763098716736,0.4054957628250122,0.20782987773418427,0.18487966060638428,0.2688662111759186,0.4325680434703827,0.034344591200351715,0.2876587212085724
2011,0.04286744073033333,0.13420388102531433,-0.0395822711288929,0.07811610400676727,0.010333117097616196,0.03410811722278595,0.07811610400676727,-0.06454286724328995,-0.0042644371278584,0.005434179678559303,0.08290185779333115,0.20176908373832703,0.005212190095335245
.,0.3567904531955719,0.23909442126750946,0.2376803159713745,0.5934505462646484,0.24957291781902313,0.4645031690597534,0.5934505462646484,0.19840939342975616,0.29180291295051575,0.22816093266010284,0.5591574311256409,-0.13838863372802734,0.4130953550338745
,what,network,assumed,the,rights,to,the,miss,america,pageant,in,2006,?
under,0.20154598355293274,0.18131254613399506,0.32705801725387573,0.3348022699356079,0.1468520164489746,0.27177539467811584,0.3348022699356079,0.09711634367704391,0.08128737658262253,0.09494628757238388,0.2535393238067627,0.1007375568151474,0.18233340978622437
its,0.30393704771995544,0.25264307856559753,0.19695454835891724,0.559237003326416,0.1595378965139389,0.3691340684890747,0.559237003326416,0.11041954904794693,0.2869555354118347,0.163055881857872,0.3793783485889435,0.12229134142398834,0.15103481709957123
current,0.18294453620910645,0.1984288990497589,0.20267809927463531,0.3314409554004669,0.16674140095710754,0.30630946159362793,0.3314409554004669,0.11496653407812119,0.0940629318356514,0.15457814931869507,0.1955713927745819,0.012847033329308033,0.12074550241231918
contract,0.2276902049779892,0.23115958273410797,0.10666052997112274,0.23003633320331573,0.27165114879608154,0.2871469259262085,0.23003633320331573,0.14147044718265533,0.1887802630662918,0.20254842936992645,0.20341484248638153,0.02707873471081257,0.12573233246803284
with,0.2464839518070221,0.2153671681880951,0.18718820810317993,0.4223487675189972,0.147300586104393,0.4239959120750427,0.4223487675189972,0.10782970488071442,0.21664398908615112,0.11977428942918777,0.4080928862094879,0.034656625241041183,0.2433311939239502
the,0.42745697498321533,0.27187061309814453,0.25453677773475647,1.0,0.2579100430011749,0.535392165184021,1.0,0.15176062285900116,0.37090015411376953,0.21963746845722198,0.6662389636039734,0.11294147372245789,0.22068053483963013
miss,0.15348751842975616,0.11877933889627457,0.1625870317220688,0.15176062285900116,0.0935191661119461,0.13942687213420868,0.15176062285900116,1.0000001192092896,0.27834784984588623,0.5824183821678162,0.2159871757030487,-0.07733546942472458,0.21144157648086548
america,0.2517423629760742,0.2160404473543167,0.1975375860929489,0.37090015411376953,0.17433477938175201,0.2636699676513672,0.37090015411376953,0.27834784984588623,0.9999998807907104,0.29138845205307007,0.3098583221435547,0.01015784963965416,0.19333907961845398
organization,0.22617296874523163,0.32209131121635437,0.10211484879255295,0.311172217130661,0.3334123492240906,0.26166829466819763,0.311172217130661,0.10854552686214447,0.23345410823822021,0.29471108317375183,0.2513086795806885,0.02953280508518219,0.2069297879934311
",",0.3087472915649414,0.1932937651872635,0.22927714884281158,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.4933079481124878,0.25264912843704224,0.253568559885025,0.2723195254802704,0.5201468467712402,-0.14199310541152954,0.31091248989105225
abc,0.1317344456911087,0.4295894205570221,0.07698851823806763,0.2068762183189392,0.16774038970470428,0.1762417107820511,0.2068762183189392,0.19186492264270782,0.24776576459407806,0.25870591402053833,0.1697147786617279,-0.0046123359352350235,0.19065172970294952
will,0.3510494530200958,0.18135474622249603,0.2700325548648834,0.3635469079017639,0.17032884061336517,0.5091033577919006,0.3635469079017639,0.1754690259695053,0.15043193101882935,0.18014763295650482,0.2580665349960327,0.10214995592832565,0.35046905279159546
continue,0.34721019864082336,0.15973147749900818,0.25192010402679443,0.28966447710990906,0.23423048853874207,0.4441169500350952,0.28966447710990906,0.0969376266002655,0.18978853523731232,0.13319405913352966,0.249076247215271,0.0714830756187439,0.23903685808181763
to,0.455847829580307,0.25940340757369995,0.24275384843349457,0.535392165184021,0.2570022940635681,1.0,0.535392165184021,0.13942687213420868,0.2636699676513672,0.20586813986301422,0.45010748505592346,0.012056082487106323,0.29463258385658264
broadcast,0.17857211828231812,0.5386998653411865,0.09669853001832962,0.2713715434074402,0.21661575138568878,0.2326623648405075,0.2713715434074402,0.09763585776090622,0.2707236111164093,0.31822076439857483,0.26723843812942505,-0.014856270514428616,0.15760008990764618
the,0.42745697498321533,0.27187061309814453,0.25453677773475647,1.0,0.2579100430011749,0.535392165184021,1.0,0.15176062285900116,0.37090015411376953,0.21963746845722198,0.6662389636039734,0.11294147372245789,0.22068053483963013
pageant,0.18117766082286835,0.23885416984558105,0.11041627824306488,0.21963746845722198,0.16077464818954468,0.20586813986301422,0.21963746845722198,0.5824183821678162,0.29138845205307007,0.9999999403953552,0.3041134774684906,-0.06780697405338287,0.24307981133460999
through,0.23167094588279724,0.26066452264785767,0.14211133122444153,0.44071322679519653,0.1470659375190735,0.4062686562538147,0.44071322679519653,0.1588435173034668,0.18995371460914612,0.18307246267795563,0.38533157110214233,0.19893236458301544,0.16913433372974396
2016,0.10915659368038177,0.02895302325487137,0.08563242852687836,0.11571308970451355,0.021342402324080467,0.1695822924375534,0.11571308970451355,0.020698029547929764,0.09437158703804016,0.08030601590871811,0.05308714509010315,0.16123025119304657,-0.12147852033376694
.,0.3567904531955719,0.23909442126750946,0.2376803159713745,0.5934505462646484,0.24957291781902313,0.4645031690597534,0.5934505462646484,0.19840939342975616,0.29180291295051575,0.22816093266010284,0.5591574311256409,-0.13838863372802734,0.4130953550338745
