,the,``,50,'',given,to,the,super,bowl,winner,is,plated,with,how,many,karats,of,gold,?
super,0.21959073841571808,0.012585706077516079,0.0833745002746582,-0.02655862085521221,0.11709477752447128,0.17783479392528534,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.2215203493833542,0.15390309691429138,0.08907395601272583,0.1518537551164627,0.11920704692602158,0.17302978038787842,0.24570786952972412,0.14718765020370483,0.1844714879989624,0.166326642036438
bowl,0.21576224267482758,-0.004176590591669083,0.005446359980851412,-0.008809788152575493,0.14503885805606842,0.16993016004562378,0.21576224267482758,0.4848237931728363,1.0,0.17700685560703278,0.14233897626399994,0.18616439402103424,0.18353787064552307,0.1720007210969925,0.17932994663715363,0.14664843678474426,0.2243070751428604,0.19331370294094086,0.21118052303791046
50,0.03602437674999237,0.05617367848753929,0.9999999403953552,0.08711730688810349,-0.01942744106054306,-0.024239253252744675,0.03602437674999237,0.0833745002746582,0.005446359980851412,-0.00988845620304346,0.0017694636480882764,0.0639607310295105,0.08371289074420929,0.014565115794539452,-0.037946149706840515,0.027453359216451645,0.006577443331480026,0.006151561159640551,0.030512850731611252
will,0.3635469079017639,0.07008423656225204,0.07188837975263596,-0.00181001634337008,0.3105083107948303,0.5091033577919006,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.21189402043819427,0.3723262846469879,0.11702205240726471,0.33888739347457886,0.41543328762054443,0.2847830653190613,0.12284255027770996,0.2473582625389099,0.12063392251729965,0.35046905279159546
also,0.6021018624305725,0.000636551936622709,0.024839751422405243,0.05102188512682915,0.33274105191230774,0.5348826050758362,0.6021018624305725,0.27527010440826416,0.2647361755371094,0.13897942006587982,0.5012649297714233,0.2346194088459015,0.44397303462028503,0.43506327271461487,0.6258217096328735,0.25969398021698,0.4924938678741455,0.22705766558647156,0.21848613023757935
receive,0.2726488411426544,-0.009453177452087402,-0.0037963998038321733,-0.04442259296774864,0.4676506221294403,0.3372296690940857,0.2726488411426544,0.12018950283527374,0.19841083884239197,0.30364394187927246,0.20318937301635742,0.15377238392829895,0.23076897859573364,0.21153150498867035,0.22689224779605865,0.07331613451242447,0.25992685556411743,0.25076672434806824,0.1652119904756546
a,0.5829201340675354,0.07272057235240936,0.034183140844106674,0.04890415817499161,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.22886167466640472,0.658733606338501,0.24017341434955597,0.3783375024795532,0.29312583804130554,0.2872205972671509,0.209794819355011,0.5052502155303955,0.22218312323093414,0.23916715383529663
large,0.3828733265399933,0.06815113872289658,0.09866557270288467,0.07099534571170807,0.21523381769657135,0.3150999844074249,0.3828733265399933,0.1995639204978943,0.19957147538661957,0.046065524220466614,0.2971126437187195,0.2964130640029907,0.26124298572540283,0.21342547237873077,0.42789679765701294,0.19764544069766998,0.3569655418395996,0.2203594446182251,0.1355665624141693
",",0.4933079481124878,0.09681109338998795,-0.025195008143782616,-0.037358131259679794,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.29428431391716003,0.4691906273365021,0.21411271393299103,0.4120737314224243,0.22659391164779663,0.40610817074775696,0.24953243136405945,0.4946078956127167,0.28787803649902344,0.31091248989105225
18-karat,0.24971231818199158,0.07154425978660583,-0.00426228204742074,0.09349564462900162,0.19077244400978088,0.16997437179088593,0.24971231818199158,0.22241461277008057,0.19312359392642975,0.12368753552436829,0.19467170536518097,0.14957809448242188,0.12202765792608261,0.09144674241542816,0.17295920848846436,0.7255910038948059,0.27096596360206604,0.2754881680011749,0.11272428929805756
gold-plated,0.3553030788898468,-0.007647675462067127,0.06996861845254898,0.06853125244379044,0.3083234131336212,0.2610609829425812,0.3553030788898468,0.24225208163261414,0.28774550557136536,0.304665207862854,0.2539888322353363,0.7703359723091125,0.3288611173629761,0.2965331971645355,0.3197751045227051,0.23485147953033447,0.25277215242385864,0.539071261882782,0.30139079689979553
``,0.029072100296616554,1.0,0.05617367848753929,-0.09173435717821121,0.044645439833402634,0.06720756739377975,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.010768381878733635,0.058766357600688934,0.007831620052456856,0.08974023163318634,-0.01591024175286293,0.012824942357838154,0.08821096271276474,0.06780257821083069,-0.11425485461950302,0.0685480609536171
50,0.03602437674999237,0.05617367848753929,0.9999999403953552,0.08711730688810349,-0.01942744106054306,-0.024239253252744675,0.03602437674999237,0.0833745002746582,0.005446359980851412,-0.00988845620304346,0.0017694636480882764,0.0639607310295105,0.08371289074420929,0.014565115794539452,-0.037946149706840515,0.027453359216451645,0.006577443331480026,0.006151561159640551,0.030512850731611252
'',0.041273195296525955,-0.09173435717821121,0.08711730688810349,1.0,0.10763400048017502,-0.009905828163027763,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,-0.02651788294315338,0.0793738141655922,0.035528115928173065,0.07907696813344955,-0.0029843549709767103,-0.016843097284436226,0.058765072375535965,0.13035868108272552,-7.126860873540863e-05,0.018684765323996544
.,0.5934505462646484,0.05720457062125206,0.04325474053621292,-0.07181349396705627,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.22186151146888733,0.4569662809371948,0.2093612104654312,0.4446153938770294,0.3287222981452942,0.3974229395389557,0.23814868927001953,0.5352458953857422,0.22364865243434906,0.4130953550338745
