,according,to,polynomial,time,reduction,squaring,can,ultimately,be,logically,reduced,to,what,?
input,0.07649723440408707,0.25947481393814087,0.4047253429889679,0.2544395923614502,0.24033194780349731,0.2892380952835083,0.306935578584671,0.16320918500423431,0.28701671957969666,0.34981366991996765,0.236065074801445,0.25947481393814087,0.2844698429107666,0.24861721694469452
to,0.28520727157592773,1.0,0.22792209684848785,0.3679993152618408,0.248092919588089,0.3128284811973572,0.4979398250579834,0.3470746874809265,0.4972836375236511,0.3275580406188965,0.23179234564304352,1.0,0.455847829580307,0.29463258385658264
both,0.2545386850833893,0.3897709250450134,0.19799239933490753,0.30886179208755493,0.18916678428649902,0.32242003083229065,0.33175474405288696,0.4067468047142029,0.37506237626075745,0.3433508276939392,0.24905602633953094,0.3897709250450134,0.3361809551715851,0.19455738365650177
inputs,0.10561831295490265,0.25518661737442017,0.46996212005615234,0.20655086636543274,0.331411749124527,0.3129134178161621,0.37723037600517273,0.17681445181369781,0.2967667877674103,0.41040363907814026,0.26542043685913086,0.25518661737442017,0.2919771075248718,0.22019177675247192
of,0.3307822346687317,0.41548454761505127,0.23810522258281708,0.35127586126327515,0.2803387939929962,0.3770795464515686,0.2603091299533844,0.2608107626438141,0.33904364705085754,0.2102544605731964,0.30275818705558777,0.41548454761505127,0.33290785551071167,0.1826142966747284
the,0.3202974498271942,0.535392165184021,0.1902180016040802,0.43061500787734985,0.27052462100982666,0.3727756440639496,0.312528520822525,0.38258427381515503,0.4248143136501312,0.2673622667789459,0.2897622883319855,0.535392165184021,0.42745697498321533,0.22068053483963013
multiplication,0.0957459881901741,0.25814008712768555,0.666770875453949,0.275748074054718,0.37529700994491577,0.4721197187900543,0.3838834762573242,0.2550947666168213,0.2823786735534668,0.41199588775634766,0.2842502295970917,0.25814008712768555,0.27993518114089966,0.2005060762166977
algorithm,0.12112503498792648,0.20727625489234924,0.6020130515098572,0.25266581773757935,0.2635457515716553,0.40275177359580994,0.29358604550361633,0.10861116647720337,0.2830074727535248,0.32820746302604675,0.23026038706302643,0.20727625489234924,0.2700590193271637,0.21180397272109985
.,0.29052162170410156,0.4645031690597534,0.2530868649482727,0.371569961309433,0.23716990649700165,0.35228797793388367,0.35783761739730835,0.21862563490867615,0.4383580684661865,0.1858716756105423,0.23652395606040955,0.4645031690597534,0.3567904531955719,0.4130953550338745
,according,to,polynomial,time,reduction,squaring,can,ultimately,be,logically,reduced,to,what,?
thus,0.23955516517162323,0.42383262515068054,0.2611994445323944,0.31325986981391907,0.307453453540802,0.360419899225235,0.2665204703807831,0.3925149142742157,0.37298357486724854,0.4015342593193054,0.29686620831489563,0.42383262515068054,0.30745524168014526,0.18769288063049316
we,0.21003206074237823,0.4005183279514313,0.3758263885974884,0.3712010681629181,0.22912371158599854,0.3485114872455597,0.44348785281181335,0.3421107828617096,0.4495842754840851,0.35105055570602417,0.24025602638721466,0.4005183279514313,0.5622460842132568,0.535264790058136
see,0.27501368522644043,0.3792734146118164,0.2864876389503479,0.28961148858070374,0.2226860374212265,0.2927917242050171,0.43016740679740906,0.1528390347957611,0.4665897786617279,0.27306094765663147,0.19965030252933502,0.3792734146118164,0.44941186904907227,0.42005208134651184
that,0.29146862030029297,0.5436353087425232,0.33595728874206543,0.388528436422348,0.2762419581413269,0.4181809723377228,0.4522190988063812,0.3628302216529846,0.6036020517349243,0.4533980190753937,0.2702723443508148,0.5436353087425232,0.6297725439071655,0.32716336846351624
squaring,0.21263672411441803,0.3128284811973572,0.48961713910102844,0.3131053149700165,0.3001912832260132,1.0,0.3569968640804291,0.23943479359149933,0.364742249250412,0.35909539461135864,0.24960486590862274,0.3128284811973572,0.34414225816726685,0.24212612211704254
is,0.2838992476463318,0.42745086550712585,0.2560946047306061,0.25187405943870544,0.2509012222290039,0.2869788408279419,0.44256699085235596,0.1967305839061737,0.4819129705429077,0.3015924096107483,0.17229968309402466,0.42745086550712585,0.28837618231773376,0.22961433231830597
not,0.20130372047424316,0.5149973034858704,0.3082168996334076,0.3786478340625763,0.21429774165153503,0.35678213834762573,0.49270012974739075,0.33153095841407776,0.5788898468017578,0.3811257481575012,0.21591788530349731,0.5149973034858704,0.5449194312095642,0.41942933201789856
more,0.22043061256408691,0.47084665298461914,0.28003498911857605,0.32185816764831543,0.27991193532943726,0.31886008381843567,0.4044358730316162,0.28691843152046204,0.5445363521575928,0.3268187344074249,0.31905442476272583,0.47084665298461914,0.3484537899494171,0.27894994616508484
difficult,0.2356451451778412,0.4417358338832855,0.3304767906665802,0.2930917739868164,0.28936949372291565,0.35562023520469666,0.44322800636291504,0.2511630654335022,0.374691903591156,0.3127196133136749,0.22500662505626678,0.4417358338832855,0.37928828597068787,0.20408590137958527
than,0.21595615148544312,0.3192550539970398,0.28893834352493286,0.30184081196784973,0.2833653688430786,0.3090170621871948,0.3532506823539734,0.22118139266967773,0.46516597270965576,0.30430474877357483,0.3444068133831024,0.3192550539970398,0.29388150572776794,0.24917294085025787
multiplication,0.0957459881901741,0.25814008712768555,0.666770875453949,0.275748074054718,0.37529700994491577,0.4721197187900543,0.3838834762573242,0.2550947666168213,0.2823786735534668,0.41199588775634766,0.2842502295970917,0.25814008712768555,0.27993518114089966,0.2005060762166977
",",0.3107093870639801,0.44245919585227966,0.21592853963375092,0.3029961884021759,0.20516319572925568,0.339795857667923,0.3139454126358032,0.2059108316898346,0.39254459738731384,0.2243645191192627,0.19148744642734528,0.44245919585227966,0.3087472915649414,0.31091248989105225
since,0.2230328768491745,0.3733763098716736,0.17744895815849304,0.4138842225074768,0.17163200676441193,0.18347357213497162,0.24201272428035736,0.2611723840236664,0.3591734766960144,0.23555253446102142,0.28804486989974976,0.3733763098716736,0.29783400893211365,0.2876587212085724
squaring,0.21263672411441803,0.3128284811973572,0.48961713910102844,0.3131053149700165,0.3001912832260132,1.0,0.3569968640804291,0.23943479359149933,0.364742249250412,0.35909539461135864,0.24960486590862274,0.3128284811973572,0.34414225816726685,0.24212612211704254
can,0.1606743335723877,0.4979398250579834,0.35969632863998413,0.2720869183540344,0.30914753675460815,0.3569968640804291,1.0,0.20863687992095947,0.5791122913360596,0.39312753081321716,0.2743964195251465,0.4979398250579834,0.34502777457237244,0.3226337134838104
be,0.2703677713871002,0.4972836375236511,0.3050982654094696,0.3473503291606903,0.288789838552475,0.364742249250412,0.5791122913360596,0.27691787481307983,1.0,0.44141441583633423,0.2843341529369354,0.4972836375236511,0.3929833769798279,0.3324260413646698
reduced,0.197358176112175,0.23179234564304352,0.2809356451034546,0.24495935440063477,0.6677064895629883,0.24960486590862274,0.2743964195251465,0.29795676469802856,0.2843341529369354,0.2144148051738739,1.0,0.23179234564304352,0.11519023776054382,0.10234767943620682
to,0.28520727157592773,1.0,0.22792209684848785,0.3679993152618408,0.248092919588089,0.3128284811973572,0.4979398250579834,0.3470746874809265,0.4972836375236511,0.3275580406188965,0.23179234564304352,1.0,0.455847829580307,0.29463258385658264
multiplication,0.0957459881901741,0.25814008712768555,0.666770875453949,0.275748074054718,0.37529700994491577,0.4721197187900543,0.3838834762573242,0.2550947666168213,0.2823786735534668,0.41199588775634766,0.2842502295970917,0.25814008712768555,0.27993518114089966,0.2005060762166977
.,0.29052162170410156,0.4645031690597534,0.2530868649482727,0.371569961309433,0.23716990649700165,0.35228797793388367,0.35783761739730835,0.21862563490867615,0.4383580684661865,0.1858716756105423,0.23652395606040955,0.4645031690597534,0.3567904531955719,0.4130953550338745
