,who,decides,who,gets,to,address,the,members,of,parliament,to,share,their,thoughts,on,issues,of,faith,?
on,0.2340552806854248,0.21356654167175293,0.2340552806854248,0.2469671219587326,0.41031414270401,0.22459441423416138,0.5107308030128479,0.22849144041538239,0.3966929316520691,0.2047569900751114,0.41031414270401,0.22679877281188965,0.3598666191101074,0.26352882385253906,0.9999999403953552,0.2723107933998108,0.3966929316520691,0.237689808011055,0.2714994251728058
the,0.3733934462070465,0.32573065161705017,0.3733934462070465,0.29983434081077576,0.535392165184021,0.24438561499118805,1.0,0.3321719169616699,0.733189046382904,0.26521381735801697,0.535392165184021,0.249948650598526,0.516537070274353,0.24417150020599365,0.5107308030128479,0.2638932764530182,0.733189046382904,0.20665863156318665,0.22068053483963013
advice,0.3229794502258301,0.3274158239364624,0.3229794502258301,0.19334697723388672,0.29231828451156616,0.2251625806093216,0.20341236889362335,0.1720181703567505,0.20659290254116058,0.21008583903312683,0.29231828451156616,0.22011974453926086,0.21839596331119537,0.35166749358177185,0.24238508939743042,0.33122071623802185,0.20659290254116058,0.2752683162689209,0.17199933528900146
of,0.2827862501144409,0.24656741321086884,0.2827862501144409,0.2648349702358246,0.41548454761505127,0.23196934163570404,0.733189046382904,0.28120753169059753,1.0,0.2885259687900543,0.41548454761505127,0.2850857973098755,0.4329940676689148,0.23248493671417236,0.3966929316520691,0.2288406491279602,1.0,0.20991961658000946,0.1826142966747284
the,0.3733934462070465,0.32573065161705017,0.3733934462070465,0.29983434081077576,0.535392165184021,0.24438561499118805,1.0,0.3321719169616699,0.733189046382904,0.26521381735801697,0.535392165184021,0.249948650598526,0.516537070274353,0.24417150020599365,0.5107308030128479,0.2638932764530182,0.733189046382904,0.20665863156318665,0.22068053483963013
parliamentary,0.20465344190597534,0.2042301446199417,0.20465344190597534,0.07580071687698364,0.18938039243221283,0.23552246391773224,0.2708897888660431,0.33571481704711914,0.33805084228515625,0.8464457392692566,0.18938039243221283,0.18229523301124573,0.20573505759239197,0.22896172106266022,0.2180326133966446,0.19565345346927643,0.33805084228515625,0.2655082643032074,0.1612216979265213
bureau,0.18711698055267334,0.1513303816318512,0.18711698055267334,0.08362060785293579,0.22318093478679657,0.12020952254533768,0.26302388310432434,0.10627362132072449,0.23669974505901337,0.21398843824863434,0.22318093478679657,0.11134181916713715,0.09122833609580994,0.10280046612024307,0.17734235525131226,0.1847994178533554,0.23669974505901337,0.05446770787239075,0.12716132402420044
.,0.3541337847709656,0.19607381522655487,0.3541337847709656,0.2858801484107971,0.4645031690597534,0.2468368262052536,0.5934505462646484,0.21119362115859985,0.5352458953857422,0.23747818171977997,0.4645031690597534,0.24849677085876465,0.34427863359451294,0.3266984522342682,0.49257001280784607,0.23493336141109467,0.5352458953857422,0.2496335357427597,0.4130953550338745
,who,decides,who,gets,to,address,the,members,of,parliament,to,share,their,thoughts,on,issues,of,faith,?
faith,0.28115373849868774,0.2442515343427658,0.28115373849868774,0.14710433781147003,0.2426898032426834,0.2836249768733978,0.20665863156318665,0.1791633814573288,0.20991961658000946,0.24521882832050323,0.2426898032426834,0.19815698266029358,0.19202081859111786,0.3208223879337311,0.237689808011055,0.2931534945964813,0.20991961658000946,1.0,0.2833177447319031
groups,0.25027307868003845,0.10771916806697845,0.25027307868003845,0.11956626176834106,0.24181967973709106,0.17219941318035126,0.27790749073028564,0.399208128452301,0.24723079800605774,0.1288665533065796,0.24181967973709106,0.2699216604232788,0.30789998173713684,0.22361791133880615,0.14260469377040863,0.1861889809370041,0.24723079800605774,0.12307148426771164,0.14349548518657684
can,0.2602734863758087,0.2964833080768585,0.2602734863758087,0.42361536622047424,0.4979398250579834,0.23540328443050385,0.312528520822525,0.14267030358314514,0.2603091299533844,0.1599172055721283,0.4979398250579834,0.24607080221176147,0.3564860224723816,0.30857524275779724,0.2772369682788849,0.2705410420894623,0.2603091299533844,0.14275698363780975,0.3226337134838104
make,0.28430092334747314,0.3711034059524536,0.28430092334747314,0.350667804479599,0.497876912355423,0.20508331060409546,0.3146495521068573,0.1829683482646942,0.2912110388278961,0.16739606857299805,0.497876912355423,0.33004412055015564,0.37166422605514526,0.3349880874156952,0.27031177282333374,0.22609476745128632,0.2912110388278961,0.22165584564208984,0.28314751386642456
direct,0.20854562520980835,0.13109274208545685,0.20854562520980835,0.12860789895057678,0.3420579433441162,0.24324026703834534,0.3262479901313782,0.16686272621154785,0.2533726394176483,0.12715759873390198,0.3420579433441162,0.23627321422100067,0.20902881026268005,0.21060943603515625,0.20648783445358276,0.20144163072109222,0.2533726394176483,0.15482859313488007,0.18476411700248718
representations,0.15603655576705933,0.16607575118541718,0.15603655576705933,0.11130398511886597,0.27759066224098206,0.2487533539533615,0.30498215556144714,0.3386267423629761,0.36366671323776245,0.3566136956214905,0.27759066224098206,0.3184719979763031,0.2355198860168457,0.29841122031211853,0.22927965223789215,0.26728519797325134,0.36366671323776245,0.18386739492416382,0.1441580206155777
to,0.42656609416007996,0.42171913385391235,0.42656609416007996,0.301471084356308,1.0,0.29989638924598694,0.535392165184021,0.26617446541786194,0.41548454761505127,0.20290622115135193,1.0,0.27366065979003906,0.44619059562683105,0.2881372570991516,0.41031414270401,0.27458062767982483,0.41548454761505127,0.2426898032426834,0.29463258385658264
the,0.3733934462070465,0.32573065161705017,0.3733934462070465,0.29983434081077576,0.535392165184021,0.24438561499118805,1.0,0.3321719169616699,0.733189046382904,0.26521381735801697,0.535392165184021,0.249948650598526,0.516537070274353,0.24417150020599365,0.5107308030128479,0.2638932764530182,0.733189046382904,0.20665863156318665,0.22068053483963013
presiding,0.24317249655723572,0.2644043266773224,0.24317249655723572,0.12537918984889984,0.2064446657896042,0.1889728456735611,0.3267684876918793,0.25589537620544434,0.3004159927368164,0.3959604501724243,0.2064446657896042,0.10517023503780365,0.13653650879859924,0.13988672196865082,0.17006568610668182,0.22368423640727997,0.3004159927368164,0.297008752822876,0.177648663520813
officer,0.31437572836875916,0.2632531225681305,0.31437572836875916,0.1621052771806717,0.2198503315448761,0.15797066688537598,0.25777485966682434,0.24941372871398926,0.23883900046348572,0.2183782458305359,0.2198503315448761,0.09784809499979019,0.08716777712106705,0.11228659749031067,0.18298856914043427,0.17577651143074036,0.23883900046348572,0.10457786917686462,0.119948610663414
to,0.42656609416007996,0.42171913385391235,0.42656609416007996,0.301471084356308,1.0,0.29989638924598694,0.535392165184021,0.26617446541786194,0.41548454761505127,0.20290622115135193,1.0,0.27366065979003906,0.44619059562683105,0.2881372570991516,0.41031414270401,0.27458062767982483,0.41548454761505127,0.2426898032426834,0.29463258385658264
nominate,0.2875555455684662,0.34478193521499634,0.2875555455684662,0.25338178873062134,0.3395873010158539,0.3026086091995239,0.20345719158649445,0.22585651278495789,0.16420671343803406,0.23259283602237701,0.3395873010158539,0.1523718684911728,0.18758778274059296,0.33392423391342163,0.18501661717891693,0.3362075090408325,0.16420671343803406,0.2953892648220062,0.34959694743156433
speakers,0.2610083222389221,0.10678517818450928,0.2610083222389221,0.04323652386665344,0.25578445196151733,0.2308759093284607,0.2500099837779999,0.29595640301704407,0.21395252645015717,0.3028976023197174,0.25578445196151733,0.28401705622673035,0.17892253398895264,0.22232280671596527,0.13627570867538452,0.14368969202041626,0.21395252645015717,0.19813279807567596,0.21979813277721405
.,0.3541337847709656,0.19607381522655487,0.3541337847709656,0.2858801484107971,0.4645031690597534,0.2468368262052536,0.5934505462646484,0.21119362115859985,0.5352458953857422,0.23747818171977997,0.4645031690597534,0.24849677085876465,0.34427863359451294,0.3266984522342682,0.49257001280784607,0.23493336141109467,0.5352458953857422,0.2496335357427597,0.4130953550338745
