,why,did,cbs,turn,down,the,pitch,for,the,untouchables,?
agreed,0.28612110018730164,0.47254884243011475,0.20124807953834534,0.20107290148735046,0.20773902535438538,0.24722334742546082,0.06736739724874496,0.23074856400489807,0.24722334742546082,0.15692903101444244,0.21258382499217987
to,0.4100138247013092,0.4452643394470215,0.16981691122055054,0.3696671724319458,0.33130598068237305,0.535392165184021,0.2137259691953659,0.4451248347759247,0.535392165184021,0.15470634400844574,0.29463258385658264
pick,0.23546750843524933,0.18061597645282745,0.15423347055912018,0.1947205364704132,0.2500852346420288,0.23948721587657928,0.24527570605278015,0.2712850868701935,0.23948721587657928,0.21449540555477142,0.1843358427286148
up,0.25619128346443176,0.21613863110542297,0.18801671266555786,0.24633066356182098,0.4720439314842224,0.38423117995262146,0.23488745093345642,0.342966228723526,0.38423117995262146,0.1811971366405487,0.1819818764925003
the,0.30742117762565613,0.34736719727516174,0.2283918708562851,0.3359498679637909,0.3325848877429962,1.0,0.1856583207845688,0.4739971458911896,1.0,0.25308316946029663,0.22068053483963013
show,0.28966280817985535,0.1697595715522766,0.4361982047557831,0.23104612529277802,0.2024475336074829,0.319829523563385,0.1845785528421402,0.3141973614692688,0.319829523563385,0.31361088156700134,0.2520138621330261
",",0.2827242314815521,0.3015086054801941,0.18569420278072357,0.23215743899345398,0.23362469673156738,0.4933079481124878,0.12585867941379547,0.4464869201183319,0.4933079481124878,0.3070976436138153,0.31091248989105225
and,0.27806392312049866,0.34479495882987976,0.2054297775030136,0.29704567790031433,0.2760816216468811,0.5171257257461548,0.1638416051864624,0.5064792633056641,0.5171257257461548,0.30836793780326843,0.20544172823429108
debuted,0.10696838796138763,0.19454216957092285,0.28151053190231323,0.126762256026268,0.16535526514053345,0.28418588638305664,0.1457163542509079,0.19117262959480286,0.28418588638305664,0.1794588714838028,0.12089905142784119
the,0.30742117762565613,0.34736719727516174,0.2283918708562851,0.3359498679637909,0.3325848877429962,1.0,0.1856583207845688,0.4739971458911896,1.0,0.25308316946029663,0.22068053483963013
untouchables,0.18701955676078796,0.13387489318847656,0.30645468831062317,0.16837842762470245,0.21117599308490753,0.25308316946029663,0.18544383347034454,0.25850409269332886,0.25308316946029663,1.0,0.1972702145576477
in,0.23227278888225555,0.2593238651752472,0.17584392428398132,0.1769595742225647,0.2321847528219223,0.6662389636039734,0.15756244957447052,0.4322226941585541,0.6662389636039734,0.18062914907932281,0.20430970191955566
april,0.1702536791563034,0.2925565242767334,0.18419834971427917,0.10507084429264069,0.13697637617588043,0.23232673108577728,0.041821397840976715,0.29502245783805847,0.23232673108577728,0.15356531739234924,0.25704094767570496
1959,0.029996462166309357,0.014086701907217503,-0.10995949059724808,0.07239780575037003,0.05914856120944023,0.06652198731899261,0.027787407860159874,0.08220482617616653,0.06652198731899261,0.0169089175760746,0.07245876640081406
.,0.32909876108169556,0.35288307070732117,0.2350580096244812,0.30823618173599243,0.2362249493598938,0.5934505462646484,0.15419910848140717,0.4726039469242096,0.5934505462646484,0.24341298639774323,0.4130953550338745
