,what,kind,of,field,is,necessary,to,produce,a,magnet,effect,in,oxygen,molecules,?
moments,0.29474949836730957,0.24724076688289642,0.20084315538406372,0.22316566109657288,0.15703530609607697,0.2279036045074463,0.2568005323410034,0.12289755791425705,0.2419203817844391,0.25656962394714355,0.2223694920539856,0.21044118702411652,0.205192431807518,0.29120758175849915,0.1558983474969864
of,0.33290785551071167,0.2285657674074173,1.0,0.20410659909248352,0.4854315221309662,0.26879626512527466,0.41548454761505127,0.19541172683238983,0.5052502155303955,0.17198558151721954,0.24129827320575714,0.5696388483047485,0.16848602890968323,0.24428431689739227,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2105809599161148,0.5823672413825989,0.28364068269729614,0.535392165184021,0.23457570374011993,0.5829201340675354,0.20539982616901398,0.2865084111690521,0.6662389636039734,0.20428593456745148,0.2374771386384964,0.22068053483963013
unpaired,0.28306058049201965,0.2157682627439499,0.2803429663181305,0.1995406597852707,0.17967237532138824,0.4210519790649414,0.31760090589523315,0.36565643548965454,0.30144721269607544,0.23189201951026917,0.26921218633651733,0.24776829779148102,0.28926169872283936,0.33970534801483154,0.1656719297170639
electrons,0.23107858002185822,0.1795993447303772,0.1921376883983612,0.28023600578308105,0.20416733622550964,0.2527891993522644,0.2753003239631653,0.28746724128723145,0.2377878874540329,0.5075132846832275,0.25184375047683716,0.15858358144760132,0.5168894529342651,0.6550358533859253,0.15516111254692078
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.20553018152713776,0.5394441485404968,0.1872260719537735,0.45010748505592346,0.21160131692886353,0.539380669593811,0.18377093970775604,0.25150683522224426,1.0,0.1672476977109909,0.2197362184524536,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2105809599161148,0.5823672413825989,0.28364068269729614,0.535392165184021,0.23457570374011993,0.5829201340675354,0.20539982616901398,0.2865084111690521,0.6662389636039734,0.20428593456745148,0.2374771386384964,0.22068053483963013
molecule,0.22070930898189545,0.2202494591474533,0.24491971731185913,0.22413481771945953,0.2565222382545471,0.2396455854177475,0.2560041546821594,0.32399922609329224,0.25077784061431885,0.359965980052948,0.2638956904411316,0.22239558398723602,0.5005955100059509,0.9170997142791748,0.15761622786521912
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.27645614743232727,0.4691906273365021,0.2641502320766449,0.44245919585227966,0.19927625358104706,0.427140474319458,0.1786278635263443,0.2150653600692749,0.5201468467712402,0.21812842786312103,0.18639802932739258,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.26487240195274353,0.3859752118587494,0.28037229180336,0.48971283435821533,0.2701570689678192,0.3739250600337982,0.2224304974079132,0.23508284986019135,0.4954058527946472,0.22261030972003937,0.24837805330753326,0.20544172823429108
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2105809599161148,0.5823672413825989,0.28364068269729614,0.535392165184021,0.23457570374011993,0.5829201340675354,0.20539982616901398,0.2865084111690521,0.6662389636039734,0.20428593456745148,0.2374771386384964,0.22068053483963013
negative,0.23431497812271118,0.22401393949985504,0.17049510776996613,0.21547341346740723,0.1654897779226303,0.27768057584762573,0.225682333111763,0.24137428402900696,0.22058971226215363,0.2970846891403198,0.3105284571647644,0.17476117610931396,0.28650137782096863,0.315532386302948,0.12562139332294464
exchange,0.11323627829551697,0.11349747329950333,0.23548997938632965,0.10699032247066498,0.19539384543895721,0.12623977661132812,0.20507046580314636,0.1776447743177414,0.14749813079833984,0.09507231414318085,0.21596159040927887,0.21970009803771973,0.24050359427928925,0.1903085559606552,0.048212938010692596
energy,0.190252885222435,0.20184482634067535,0.26257598400115967,0.20766036212444305,0.2171693742275238,0.23051190376281738,0.27179354429244995,0.36468130350112915,0.21513298153877258,0.26414161920547485,0.31924596428871155,0.17693158984184265,0.4261608421802521,0.46309974789619446,0.14860127866268158
between,0.2462156116962433,0.13910992443561554,0.3737983703613281,0.16184750199317932,0.26809602975845337,0.23783956468105316,0.3639189600944519,0.217380553483963,0.29385313391685486,0.19045846164226532,0.2053150236606598,0.41100412607192993,0.1443812996149063,0.23308295011520386,0.12887074053287506
neighboring,0.19534336030483246,0.0753670185804367,0.2801951467990875,0.09376811981201172,0.21898066997528076,0.10315479338169098,0.25591593980789185,0.20237639546394348,0.23011620342731476,0.12383130937814713,0.22027745842933655,0.33799660205841064,0.1341150850057602,0.24400798976421356,0.05513705313205719
o,0.1489914506673813,0.09518297016620636,0.16054381430149078,0.1281401813030243,0.18684464693069458,0.12816359102725983,0.1644444614648819,0.1246316209435463,0.18840523064136505,0.11496413499116898,0.06897078454494476,0.17052006721496582,0.2476140707731247,0.23809181153774261,0.23868927359580994
2,-0.049862053245306015,0.010492537170648575,-0.013777675107121468,-0.07436378300189972,-0.07940074801445007,0.02395690605044365,-0.0836251974105835,0.017157679423689842,-0.05323360115289688,0.024864105507731438,0.016677865758538246,0.01447046548128128,0.04063820466399193,0.12187691032886505,0.001977203879505396
molecules,0.2143162339925766,0.21105678379535675,0.24428431689739227,0.22501905262470245,0.20481984317302704,0.2636367082595825,0.2749134600162506,0.326150506734848,0.23147501051425934,0.3548026382923126,0.29425594210624695,0.2197362184524536,0.5126039981842041,0.9999999403953552,0.17409995198249817
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.23224417865276337,0.4569662809371948,0.26437801122665405,0.4645031690597534,0.2587496340274811,0.50484299659729,0.23029731214046478,0.2277858853340149,0.5591574311256409,0.2554275095462799,0.25748172402381897,0.4130953550338745
