,what,song,did,coldplay,and,beyoncé,collaborate,on,for,the,super,bowl,50,halftime,show,?
for,0.3017193675041199,0.2420910745859146,0.318512886762619,0.2923817038536072,0.5064792633056641,0.1585460603237152,0.2374127358198166,0.36199691891670227,0.9999999403953552,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.31425946950912476,0.3141973614692688,0.264628142118454
the,0.42745697498321533,0.300855815410614,0.34736719727516174,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16017888486385345,0.5107308030128479,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
weekend,0.19973790645599365,0.20013421773910522,0.18369917571544647,0.3233741521835327,0.19469299912452698,0.22543977200984955,0.22582276165485382,0.31891369819641113,0.2303866147994995,0.19240649044513702,0.15106138586997986,0.24112387001514435,-0.019152333959937096,0.3516817092895508,0.2708965539932251,0.29261621832847595
'',0.08143015950918198,-0.0036455560475587845,0.01978493109345436,-0.0542275607585907,0.021612688899040222,-0.009797428734600544,-0.02019296959042549,0.04238596186041832,-0.04479556903243065,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,-0.04847588762640953,0.04856986179947853,0.018684765323996544
",",0.3087472915649414,0.24119161069393158,0.3015086054801941,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3157489001750946,0.49057599902153015,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
would,0.45766422152519226,0.20365910232067108,0.6268245577812195,0.25914010405540466,0.34921059012413025,0.20711424946784973,0.26189395785331726,0.35589995980262756,0.39877474308013916,0.4133751392364502,0.16404198110103607,0.17156143486499786,0.05957036092877388,0.2520970106124878,0.23511441051959991,0.37178951501846313
be,0.3929833769798279,0.19592395424842834,0.22657383978366852,0.24400204420089722,0.41766801476478577,0.18968576192855835,0.2297331988811493,0.37900757789611816,0.3801851272583008,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.23832185566425323,0.29246196150779724,0.3324260413646698
making,0.30777570605278015,0.17282773554325104,0.32095879316329956,0.18984241783618927,0.38677045702934265,0.23582889139652252,0.2117650806903839,0.3108430504798889,0.4092673361301422,0.35185980796813965,0.1673470437526703,0.1915472447872162,0.05102302134037018,0.21617494523525238,0.25651848316192627,0.2539324164390564
an,0.2821882665157318,0.17795759439468384,0.22598257660865784,0.166375070810318,0.2838519215583801,0.12051878869533539,0.16510766744613647,0.3192969560623169,0.3236706852912903,0.4207492768764496,0.09755856543779373,0.13908697664737701,0.02188069000840187,0.2023870050907135,0.23366062343120575,0.19793890416622162
appearance,0.17546585202217102,0.21872495114803314,0.21570497751235962,0.2352624088525772,0.2565235495567322,0.22029316425323486,0.21281763911247253,0.2527751624584198,0.23348291218280792,0.2678116261959076,0.2683286964893341,0.22287850081920624,0.11332543939352036,0.3527001738548279,0.45060673356056213,0.17315366864204407
.,0.3567904531955719,0.2374095469713211,0.35288307070732117,0.2623732089996338,0.588965117931366,0.23348042368888855,0.2209598422050476,0.49257001280784607,0.4726039469242096,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.33941835165023804,0.3016606271266937,0.4130953550338745
