,many,changes,in,the,vegetation,of,the,amazon,rainforest,took,place,since,the,last,glacial,maximum,",",which,was,how,many,years,ago,?
the,0.4335206151008606,0.3427845537662506,0.6662389636039734,1.0,0.27478766441345215,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.31657639145851135,0.4179787337779999,0.4054957628250122,1.0,0.3698786795139313,0.23225238919258118,0.228700190782547,0.4933079481124878,0.6521818041801453,0.48711544275283813,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.23063679039478302,0.22068053483963013
last,0.21182136237621307,0.24621577560901642,0.30714505910873413,0.3698786795139313,0.12489082664251328,0.3052992522716522,0.3698786795139313,0.08966679126024246,0.16684876382350922,0.318408340215683,0.2233041673898697,0.3911735415458679,0.3698786795139313,1.0,0.24258992075920105,0.22494877874851227,0.29026782512664795,0.2768070101737976,0.32424551248550415,0.24577783048152924,0.21182136237621307,0.36042001843452454,0.37083661556243896,0.22371746599674225
"21,000",0.015519221313297749,-0.010530734434723854,0.03179510682821274,0.020039213821291924,-0.051906097680330276,0.020347071811556816,0.020039213821291924,-0.008008302189409733,0.0220927931368351,0.046461474150419235,-0.021454352885484695,-0.06820186227560043,0.020039213821291924,0.0622069276869297,0.06591296195983887,-0.025023872032761574,0.1273176372051239,-0.03811132535338402,0.1414853036403656,-0.10990013927221298,0.015519221313297749,-0.0030636026058346033,-0.07781951129436493,-0.030267925933003426
years,0.2731519937515259,0.20688244700431824,0.33554986119270325,0.2912273406982422,0.18434004485607147,0.2904134690761566,0.2912273406982422,0.035328641533851624,0.1693250834941864,0.32735753059387207,0.2288535237312317,0.3892640173435211,0.2912273406982422,0.36042001843452454,0.2534334659576416,0.20831990242004395,0.2589467465877533,0.23232990503311157,0.35855233669281006,0.21949264407157898,0.2731519937515259,1.0,0.5710245370864868,0.1914375126361847
through,0.28384116291999817,0.2564226984977722,0.38533157110214233,0.44071322679519653,0.24040207266807556,0.3647414743900299,0.44071322679519653,0.22234702110290527,0.21453380584716797,0.18796153366565704,0.2524924576282501,0.32660001516342163,0.44071322679519653,0.22064410150051117,0.27703869342803955,0.15319211781024933,0.3060276508331299,0.40321648120880127,0.21752823889255524,0.2704794108867645,0.28384116291999817,0.22591422498226166,0.23395612835884094,0.16913433372974396
the,0.4335206151008606,0.3427845537662506,0.6662389636039734,1.0,0.27478766441345215,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.31657639145851135,0.4179787337779999,0.4054957628250122,1.0,0.3698786795139313,0.23225238919258118,0.228700190782547,0.4933079481124878,0.6521818041801453,0.48711544275283813,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.23063679039478302,0.22068053483963013
last,0.21182136237621307,0.24621577560901642,0.30714505910873413,0.3698786795139313,0.12489082664251328,0.3052992522716522,0.3698786795139313,0.08966679126024246,0.16684876382350922,0.318408340215683,0.2233041673898697,0.3911735415458679,0.3698786795139313,1.0,0.24258992075920105,0.22494877874851227,0.29026782512664795,0.2768070101737976,0.32424551248550415,0.24577783048152924,0.21182136237621307,0.36042001843452454,0.37083661556243896,0.22371746599674225
glacial,0.209416002035141,0.23959225416183472,0.2094380259513855,0.23225238919258118,0.3893263041973114,0.2019510567188263,0.23225238919258118,0.1315527856349945,0.34196141362190247,0.1080528125166893,0.13406716287136078,0.20625479519367218,0.23225238919258118,0.24258992075920105,1.0,0.28216418623924255,0.19838663935661316,0.23535339534282684,0.10313866287469864,0.10841327905654907,0.209416002035141,0.2534334659576416,0.3999255299568176,0.09140896797180176
maximum,0.1761304885149002,0.25411999225616455,0.18371941149234772,0.228700190782547,0.26287779211997986,0.23949185013771057,0.228700190782547,0.21980735659599304,0.21575546264648438,0.10178175568580627,0.12645870447158813,0.197140172123909,0.228700190782547,0.22494877874851227,0.28216418623924255,1.0,0.19527727365493774,0.25036051869392395,0.1159391924738884,0.2148227095603943,0.1761304885149002,0.20831990242004395,0.1587280035018921,0.10959649085998535
(,0.1455259770154953,0.20370477437973022,0.3087427020072937,0.33289089798927307,0.12294582277536392,0.35032153129577637,0.33289089798927307,0.11605185270309448,0.16459959745407104,0.16954104602336884,0.20666886866092682,0.26309698820114136,0.33289089798927307,0.290768563747406,0.14295849204063416,0.19769227504730225,0.6363511681556702,0.2589828372001648,0.2980341613292694,0.1676948219537735,0.1455259770154953,0.21505801379680634,0.20136703550815582,0.40561532974243164
lgm,0.26247960329055786,0.2573396861553192,0.2136618196964264,0.2530740201473236,0.18740037083625793,0.20432956516742706,0.2530740201473236,0.11549964547157288,0.20166289806365967,0.0902864933013916,0.11344711482524872,0.22100260853767395,0.2530740201473236,0.12226901948451996,0.1277005523443222,0.23674742877483368,0.23149815201759338,0.3339262902736664,0.16878162324428558,0.27624887228012085,0.26247960329055786,0.1574820578098297,0.10996823012828827,0.27672693133354187
),0.16602720320224762,0.20408746600151062,0.3326910734176636,0.3456730246543884,0.11743412166833878,0.3680361211299896,0.3456730246543884,0.131951242685318,0.16588199138641357,0.16915756464004517,0.2269994467496872,0.2939128279685974,0.3456730246543884,0.30915912985801697,0.1293611228466034,0.1945667862892151,0.63033527135849,0.2758678197860718,0.3267642855644226,0.17939934134483337,0.16602720320224762,0.20000751316547394,0.2077283412218094,0.42300865054130554
and,0.5296266674995422,0.27557092905044556,0.4954058527946472,0.5171257257461548,0.30153927206993103,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.25750628113746643,0.2813849449157715,0.3515571057796478,0.5171257257461548,0.25967320799827576,0.19959746301174164,0.20459675788879395,0.6633074283599854,0.506277859210968,0.3740963041782379,0.33647966384887695,0.5296266674995422,0.300204873085022,0.21609124541282654,0.20544172823429108
subsequent,0.1944819688796997,0.38873347640037537,0.1837678998708725,0.2562725245952606,0.2088373303413391,0.1740972250699997,0.2562725245952606,0.13023293018341064,0.16973386704921722,0.2119855433702469,0.17314302921295166,0.16130287945270538,0.2562725245952606,0.14572173357009888,0.24340219795703888,0.227050319314003,0.1850728988647461,0.19329877197742462,0.20916680991649628,0.2477182298898697,0.1944819688796997,0.15608307719230652,0.14876671135425568,0.13111010193824768
deglaciation,0.25607872009277344,0.23063111305236816,0.28852516412734985,0.3199794888496399,0.4194643795490265,0.2803219258785248,0.3199794888496399,0.17188148200511932,0.34081682562828064,0.17989090085029602,0.24650627374649048,0.23974119126796722,0.3199794888496399,0.2765541076660156,0.7303809523582458,0.22475777566432953,0.24781373143196106,0.30289241671562195,0.2393699437379837,0.22628368437290192,0.25607872009277344,0.3668484687805176,0.4818898141384125,0.20721618831157684
.,0.3974229395389557,0.29733169078826904,0.5591574311256409,0.5934505462646484,0.22089946269989014,0.5352458953857422,0.5934505462646484,0.262887567281723,0.25713270902633667,0.2481018751859665,0.2844318151473999,0.431787371635437,0.5934505462646484,0.3548945486545563,0.14798352122306824,0.2106751948595047,0.6812511086463928,0.45942068099975586,0.40146201848983765,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.2834824323654175,0.4130953550338745
