,what,company,reached,a,deal,to,also,stream,its,abc,affiliates,?
(,0.2411840260028839,0.13179703056812286,0.20625555515289307,0.3206180930137634,0.165684312582016,0.30882009863853455,0.2962331771850586,0.13697470724582672,0.1924784928560257,0.183883935213089,0.2129318118095398,0.40561532974243164
with,0.2464839518070221,0.24132338166236877,0.20852181315422058,0.3783375024795532,0.4295210540294647,0.4239959120750427,0.44397303462028503,0.14157536625862122,0.3087116777896881,0.17432008683681488,0.23370657861232758,0.2433311939239502
a,0.3320399522781372,0.22037413716316223,0.21212449669837952,1.0,0.2528302073478699,0.45503583550453186,0.5149940252304077,0.28687193989753723,0.4424409866333008,0.21331243216991425,0.12964963912963867,0.23916715383529663
free,0.22754132747650146,0.16017454862594604,0.09179815649986267,0.23877057433128357,0.1704774647951126,0.2913753390312195,0.275182843208313,0.18511275947093964,0.15832874178886414,0.11575106531381607,0.19001685082912445,0.1278279572725296
preview,0.2590915858745575,0.222592294216156,0.14419463276863098,0.25237977504730225,0.1962806135416031,0.2777743637561798,0.21715405583381653,0.21160326898097992,0.1877194195985794,0.31419461965560913,0.2571426331996918,0.31559184193611145
for,0.3017193675041199,0.25874319672584534,0.21224410831928253,0.44038116931915283,0.2706057131290436,0.4451248347759247,0.5373267531394958,0.1917877197265625,0.2992613911628723,0.22510288655757904,0.21022890508174896,0.264628142118454
non-subscribers,0.2245916873216629,0.23532624542713165,0.17292149364948273,0.21749623119831085,0.22427217662334442,0.24673745036125183,0.2685668170452118,0.18300211429595947,0.22217781841754913,0.265643835067749,0.3800683617591858,0.30640414357185364
through,0.23167094588279724,0.16661769151687622,0.22242580354213715,0.3399752974510193,0.18533560633659363,0.4062686562538147,0.30170774459838867,0.3859277665615082,0.25456881523132324,0.1861964464187622,0.15084359049797058,0.16913433372974396
june,0.2171148657798767,0.15686576068401337,0.22582866251468658,0.24822495877742767,0.1963939666748047,0.22441016137599945,0.21318107843399048,0.06933360546827316,0.15370778739452362,0.22739821672439575,0.16148211061954498,0.31416764855384827
2013,-0.3886653184890747,-0.1570166051387787,-0.24471963942050934,-0.3549499809741974,-0.2227264940738678,-0.4248543977737427,-0.3950275182723999,-0.25877586007118225,-0.3646434545516968,-0.1548854112625122,-0.08025147765874863,-0.2969330847263336
),0.26259949803352356,0.14284300804138184,0.1924247443675995,0.3640355169773102,0.18195240199565887,0.31236231327056885,0.32058730721473694,0.15274988114833832,0.20629894733428955,0.18381085991859436,0.20673665404319763,0.42300865054130554
",",0.3087472915649414,0.2697763442993164,0.26771560311317444,0.427140474319458,0.2716866135597229,0.44245919585227966,0.4717654287815094,0.2126854658126831,0.33157986402511597,0.2097204476594925,0.1943977326154709,0.31091248989105225
with,0.2464839518070221,0.24132338166236877,0.20852181315422058,0.3783375024795532,0.4295210540294647,0.4239959120750427,0.44397303462028503,0.14157536625862122,0.3087116777896881,0.17432008683681488,0.23370657861232758,0.2433311939239502
the,0.42745697498321533,0.26591673493385315,0.29860952496528625,0.5829201340675354,0.23069973289966583,0.535392165184021,0.6021018624305725,0.2507912814617157,0.559237003326416,0.2068762183189392,0.1912562996149063,0.22068053483963013
six,0.1779850870370865,0.08975443243980408,0.2519080340862274,0.26189830899238586,0.19348837435245514,0.2762264311313629,0.31918224692344666,0.08336139470338821,0.22005854547023773,0.16650718450546265,0.1961628943681717,0.15298804640769958
remaining,0.21802754700183868,0.20622055232524872,0.29812169075012207,0.2680869400501251,0.15905141830444336,0.3465334177017212,0.22887468338012695,0.1492900401353836,0.2828943133354187,0.10117755085229874,0.13798925280570984,0.16961920261383057
abc,0.1317344456911087,0.16210390627384186,0.14975564181804657,0.21331243216991425,0.21461720764636993,0.1762417107820511,0.2030053734779358,0.14552663266658783,0.19045390188694,1.0000001192092896,0.26733168959617615,0.19065172970294952
o,0.1489914506673813,0.12187153100967407,0.11507152765989304,0.18840523064136505,0.1710410863161087,0.1644444614648819,0.2537496089935303,0.06040194258093834,0.14589886367321014,0.22499863803386688,0.20802591741085052,0.23868927359580994
&,0.11141876131296158,0.22427646815776825,0.07742979377508163,0.07266713678836823,0.07815340161323547,0.1254875510931015,0.1553146094083786,0.03553026542067528,0.11429427564144135,0.1936885565519333,0.11572975665330887,0.12596383690834045
os,0.17900049686431885,0.16512233018875122,0.06859463453292847,0.1880301684141159,0.2254118174314499,0.14944952726364136,0.14880043268203735,0.10988939553499222,0.16988059878349304,0.18691308796405792,0.17550496757030487,0.21512800455093384
offering,0.24005436897277832,0.2702053487300873,0.19577006995677948,0.25045904517173767,0.26664337515830994,0.3353215456008911,0.2350952923297882,0.1953262984752655,0.19347772002220154,0.1060570478439331,0.24272048473358154,0.15441901981830597
streams,0.12328469753265381,0.11596277356147766,0.20083394646644592,0.2252943217754364,0.06257013231515884,0.23461183905601501,0.2601725161075592,0.7826476097106934,0.24334903061389923,0.1417797952890396,0.19466081261634827,0.1508319228887558
by,0.2455483376979828,0.22328482568264008,0.1761910319328308,0.32094135880470276,0.19881702959537506,0.33534231781959534,0.3824189305305481,0.16146795451641083,0.24398943781852722,0.17600902915000916,0.11500819772481918,0.17966607213020325
the,0.42745697498321533,0.26591673493385315,0.29860952496528625,0.5829201340675354,0.23069973289966583,0.535392165184021,0.6021018624305725,0.2507912814617157,0.559237003326416,0.2068762183189392,0.1912562996149063,0.22068053483963013
start,0.3207288086414337,0.19441278278827667,0.2070472687482834,0.29672953486442566,0.28038957715034485,0.33345553278923035,0.24543650448322296,0.20829544961452484,0.2116464227437973,0.1987123340368271,0.15348653495311737,0.26634979248046875
of,0.33290785551071167,0.20467796921730042,0.18604008853435516,0.5052502155303955,0.22831951081752777,0.41548454761505127,0.4924938678741455,0.1779453009366989,0.48690423369407654,0.14607268571853638,0.1803562045097351,0.1826142966747284
the,0.42745697498321533,0.26591673493385315,0.29860952496528625,0.5829201340675354,0.23069973289966583,0.535392165184021,0.6021018624305725,0.2507912814617157,0.559237003326416,0.2068762183189392,0.1912562996149063,0.22068053483963013
2013–14,0.02452688291668892,0.035988181829452515,-0.19286084175109863,-0.09224219620227814,-0.07814330607652664,-0.08775002509355545,-0.12887772917747498,-0.017683133482933044,-0.18965448439121246,0.01600622572004795,-0.02849148027598858,0.10449400544166565
season,0.12117787450551987,0.14845497906208038,0.19644568860530853,0.1855505406856537,0.25774577260017395,0.22382742166519165,0.23262320458889008,0.15380698442459106,0.21298545598983765,0.29887476563453674,0.28367143869400024,0.16793298721313477
.,0.3567904531955719,0.266353577375412,0.2790040373802185,0.50484299659729,0.21690496802330017,0.4645031690597534,0.49166762828826904,0.2079722285270691,0.3566088080406189,0.2567209303379059,0.17940016090869904,0.4130953550338745
