,which,theorem,would,be,invalid,if,the,number,1,were,considered,prime,?
when,0.572554349899292,0.16797056794166565,0.4219970703125,0.4451393485069275,0.2830994725227356,0.5608453154563904,0.5091903209686279,0.2767394483089447,-0.2683585286140442,0.29649975895881653,0.2322070151567459,0.1445009857416153,0.22841128706932068
calling,0.2764144241809845,0.1638832837343216,0.26301777362823486,0.2142970710992813,0.23794695734977722,0.24895556271076202,0.23722994327545166,0.2545730769634247,-0.2735121548175812,0.13067035377025604,0.23719963431358337,0.19743241369724274,0.23612231016159058
1,-0.1852463036775589,-0.19035573303699493,-0.33511853218078613,-0.2923636734485626,-0.26711127161979675,-0.3333838880062103,-0.1554475575685501,-0.20963284373283386,1.0,-0.20452795922756195,-0.19963058829307556,-0.17159132659435272,-0.249979168176651
a,0.56894451379776,0.2234962433576584,0.398599237203598,0.39883795380592346,0.259030282497406,0.41272827982902527,0.5829201340675354,0.2992287278175354,-0.20817746222019196,0.17203083634376526,0.36109375953674316,0.17998681962490082,0.23916715383529663
prime,0.1615363508462906,0.3795034885406494,0.16885465383529663,0.14576895534992218,0.11110030859708786,0.09983985871076584,0.19960100948810577,0.2556258738040924,-0.17159132659435272,0.11367364972829819,0.1126614436507225,1.0,0.11276303976774216
",",0.3658004403114319,0.16003508865833282,0.32586824893951416,0.39254459738731384,0.230614572763443,0.257730096578598,0.4933079481124878,0.2535701394081116,-0.15742997825145721,0.36755475401878357,0.32932984828948975,0.2565026581287384,0.31091248989105225
but,0.55336993932724,0.20256315171718597,0.5366146564483643,0.5764366984367371,0.2980509400367737,0.5661133527755737,0.4859698414802551,0.27500495314598083,-0.29144296050071716,0.38291117548942566,0.438747376203537,0.16318334639072418,0.27921953797340393
euclid,0.2389228343963623,0.5324564576148987,0.16819846630096436,0.20600661635398865,0.28447097539901733,0.24260251224040985,0.17953763902187347,0.2839837670326233,-0.1734117865562439,0.21372497081756592,0.22216084599494934,0.264380544424057,0.2122764140367508
's,0.03856118768453598,0.006648248061537743,0.036968596279621124,0.025217169895768166,-0.10769110172986984,-0.0015437148977071047,-0.01540423184633255,0.033178191632032394,0.003928052727133036,0.007088581565767527,0.03146931901574135,-0.0056337774731218815,-0.023395681753754616
fundamental,0.41006267070770264,0.44537562131881714,0.25904276967048645,0.2736985981464386,0.21072383224964142,0.26954177021980286,0.3078918755054474,0.28797411918640137,-0.2121972292661667,0.2022026926279068,0.286049485206604,0.2027588039636612,0.2011919468641281
theorem,0.2076059877872467,1.0,0.2023078054189682,0.18646985292434692,0.2476794272661209,0.2543347477912903,0.18430666625499725,0.2737624943256378,-0.19035573303699493,0.10739042609930038,0.13670440018177032,0.3795034885406494,0.18729111552238464
of,0.5011631846427917,0.18068012595176697,0.3353942930698395,0.33904364705085754,0.2420908659696579,0.2557544410228729,0.733189046382904,0.2778518795967102,-0.09473495930433273,0.34038281440734863,0.4190242290496826,0.23935265839099884,0.1826142966747284
arithmetic,0.2925032079219818,0.4907774031162262,0.24306194484233856,0.25647488236427307,0.2733674943447113,0.3205273449420929,0.16548693180084229,0.4071123003959656,-0.28733184933662415,0.11374123394489288,0.19070416688919067,0.2075541615486145,0.24343055486679077
(,0.2589828372001648,0.16467396914958954,0.21630488336086273,0.2349044382572174,0.2558012902736664,0.26899856328964233,0.33289089798927307,0.16158060729503632,-0.15974698960781097,0.14743882417678833,0.22818490862846375,0.21646767854690552,0.40561532974243164
mentioned,0.27391618490219116,0.179780513048172,0.30274778604507446,0.2547221779823303,0.2605849504470825,0.24382369220256805,0.3624042272567749,0.19441922008991241,-0.21889150142669678,0.22400270402431488,0.3407147228717804,0.13958977162837982,0.3025412857532501
above,0.29614752531051636,0.1926056295633316,0.27222302556037903,0.310656875371933,0.27158796787261963,0.329407274723053,0.33988961577415466,0.20255747437477112,0.03361031040549278,0.16568972170352936,0.12693074345588684,0.12308050692081451,0.2521739900112152
),0.2758678197860718,0.16883030533790588,0.2093871831893921,0.24578070640563965,0.2649180293083191,0.2878422141075134,0.3456730246543884,0.19318018853664398,-0.14927540719509125,0.1566188633441925,0.2430245578289032,0.20705947279930115,0.42300865054130554
would,0.3854503035545349,0.2023078054189682,1.0000001192092896,0.5202695727348328,0.2859361469745636,0.5543612837791443,0.4133751392364502,0.22908863425254822,-0.33511853218078613,0.37426912784576416,0.37682145833969116,0.16885465383529663,0.37178951501846313
not,0.46766895055770874,0.23117321729660034,0.5854519605636597,0.5788898468017578,0.31832319498062134,0.6100378632545471,0.4310511648654938,0.30033785104751587,-0.31168678402900696,0.33318549394607544,0.41997629404067993,0.12917746603488922,0.41942933201789856
hold,0.32377585768699646,0.10071343928575516,0.31979474425315857,0.352611243724823,0.17642299830913544,0.3110927939414978,0.3067915439605713,0.26629573106765747,-0.16775797307491302,0.276141494512558,0.1749803125858307,0.15331196784973145,0.18586084246635437
as,0.41006597876548767,0.16078700125217438,0.3824005722999573,0.5230465531349182,0.2364080846309662,0.3354816734790802,0.48381632566452026,0.26786008477211,-0.2728762626647949,0.3025437891483307,0.4031961262226105,0.17482610046863556,0.27043893933296204
stated,0.2548240125179291,0.2725595235824585,0.4642918109893799,0.2993191182613373,0.2606409788131714,0.2599885165691376,0.2814950942993164,0.14026662707328796,-0.3181106150150299,0.2678734064102173,0.32658714056015015,0.15904921293258667,0.24280361831188202
.,0.45942068099975586,0.19165870547294617,0.35067233443260193,0.4383580684661865,0.28375113010406494,0.421799898147583,0.5934505462646484,0.3256329298019409,-0.15870751440525055,0.3378238379955292,0.29356086254119873,0.17658381164073944,0.4130953550338745
