,who,assist,elders,in,the,sacraments,of,holy,communion,and,baptism,?
worship,0.29619842767715454,0.12433464825153351,0.2605529725551605,0.17689664661884308,0.2739982008934021,0.4611853361129761,0.2610277831554413,0.4305216372013092,0.5068541765213013,0.23005808889865875,0.4528849422931671,0.17813213169574738
",",0.3365725874900818,0.22518080472946167,0.14384935796260834,0.5201468467712402,0.4933079481124878,0.24348783493041992,0.4946078956127167,0.2074567973613739,0.2828352153301239,0.6633074283599854,0.20469237864017487,0.31091248989105225
conduct,0.18785615265369415,0.2783629298210144,0.1395133137702942,0.2630637288093567,0.24627962708473206,0.20145446062088013,0.22399970889091492,0.10715153068304062,0.20596520602703094,0.2281462550163269,0.18487221002578735,0.10856030136346817
marriages,0.2772010564804077,0.11512073874473572,0.26411741971969604,0.20341117680072784,0.17725931107997894,0.34041649103164673,0.21425728499889374,0.23615750670433044,0.34404850006103516,0.30184847116470337,0.3534027338027954,0.12736597657203674
",",0.3365725874900818,0.22518080472946167,0.14384935796260834,0.5201468467712402,0.4933079481124878,0.24348783493041992,0.4946078956127167,0.2074567973613739,0.2828352153301239,0.6633074283599854,0.20469237864017487,0.31091248989105225
bury,0.2163483053445816,0.08638416975736618,0.21313157677650452,0.17678073048591614,0.2265695184469223,0.2000931054353714,0.18499769270420074,0.12622050940990448,0.21350587904453278,0.2437501847743988,0.1429435759782791,0.20395882427692413
the,0.3733934462070465,0.22201772034168243,0.20180752873420715,0.6662389636039734,1.0,0.275104284286499,0.733189046382904,0.2778179347515106,0.2783570885658264,0.5171257257461548,0.18082354962825775,0.22068053483963013
dead,0.22744520008563995,0.13929535448551178,0.20321831107139587,0.20731575787067413,0.23191702365875244,0.15363077819347382,0.21156227588653564,0.161721870303154,0.11547791212797165,0.2198004126548767,0.21106526255607605,0.1856520175933838
",",0.3365725874900818,0.22518080472946167,0.14384935796260834,0.5201468467712402,0.4933079481124878,0.24348783493041992,0.4946078956127167,0.2074567973613739,0.2828352153301239,0.6633074283599854,0.20469237864017487,0.31091248989105225
and,0.41279885172843933,0.27347391843795776,0.20455971360206604,0.4954058527946472,0.5171257257461548,0.2681741714477539,0.5116966962814331,0.1533736139535904,0.28809255361557007,1.0,0.11527413129806519,0.20544172823429108
aid,0.31013068556785583,0.45097750425338745,0.2567622661590576,0.1754455417394638,0.21952909231185913,0.2271854281425476,0.20153990387916565,0.1758878231048584,0.2343529611825943,0.2158033847808838,0.18047310411930084,0.08358026295900345
the,0.3733934462070465,0.22201772034168243,0.20180752873420715,0.6662389636039734,1.0,0.275104284286499,0.733189046382904,0.2778179347515106,0.2783570885658264,0.5171257257461548,0.18082354962825775,0.22068053483963013
church,0.19418756663799286,0.10448620468378067,0.22644998133182526,0.2493300437927246,0.23846197128295898,0.40464910864830017,0.3079429268836975,0.4132955074310303,0.553836464881897,0.1976170688867569,0.5213735699653625,0.18081501126289368
in,0.2792111933231354,0.1882847547531128,0.1353733092546463,1.0,0.6662389636039734,0.18858598172664642,0.5696388483047485,0.2163282334804535,0.19935038685798645,0.4954058527946472,0.12040549516677856,0.20430970191955566
embodying,0.3173767328262329,0.28092721104621887,0.24506933987140656,0.3469470143318176,0.40341347455978394,0.35559767484664917,0.4651508331298828,0.2988617420196533,0.3686903119087219,0.3316429555416107,0.3534661829471588,0.24601727724075317
its,0.1326070874929428,0.08028095960617065,0.05125025287270546,0.3793783485889435,0.559237003326416,0.19619008898735046,0.48690423369407654,0.17400412261486053,0.22855591773986816,0.3841775357723236,0.12385138869285583,0.15103481709957123
mission,0.23207825422286987,0.3594275712966919,0.11259360611438751,0.2224319875240326,0.22673439979553223,0.2728838622570038,0.20170781016349792,0.23152729868888855,0.2732718586921692,0.16932862997055054,0.22539405524730682,0.19506393373012543
within,0.18261831998825073,0.20645545423030853,0.19198091328144073,0.40576374530792236,0.39827480912208557,0.2484608292579651,0.39594778418540955,0.18452365696430206,0.2969874143600464,0.35049548745155334,0.1933431625366211,0.1870293766260147
the,0.3733934462070465,0.22201772034168243,0.20180752873420715,0.6662389636039734,1.0,0.275104284286499,0.733189046382904,0.2778179347515106,0.2783570885658264,0.5171257257461548,0.18082354962825775,0.22068053483963013
world,0.25158336758613586,0.04865222051739693,0.14855201542377472,0.3038199245929718,0.33604270219802856,0.17788836359977722,0.2828933000564575,0.20891515910625458,0.21271675825119019,0.3246132433414459,0.11267589777708054,0.17579582333564758
.,0.3541337847709656,0.18921330571174622,0.13121041655540466,0.5591574311256409,0.5934505462646484,0.2304171621799469,0.5352458953857422,0.20362335443496704,0.25401371717453003,0.588965117931366,0.19639745354652405,0.4130953550338745
