,who,was,responsible,for,the,decorations,of,the,centre,refreshment,room,?
and,0.41279885172843933,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.3069160282611847,0.5116966962814331,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
moulded,0.11978285759687424,0.24532417953014374,0.1858815997838974,0.2111869901418686,0.2801676094532013,0.3757129907608032,0.3065684735774994,0.2801676094532013,0.1652544140815735,0.28798723220825195,0.21674744784832,0.16557316482067108
ceramic,0.12347985804080963,0.16616515815258026,0.15828709304332733,0.265854150056839,0.21109232306480408,0.39247262477874756,0.25170964002609253,0.21109232306480408,0.1679750382900238,0.245465487241745,0.1919717788696289,0.14732256531715393
tile,0.20349496603012085,0.19255320727825165,0.08549019694328308,0.22867454588413239,0.26052966713905334,0.34902429580688477,0.22567720711231232,0.26052966713905334,0.16203486919403076,0.3336886167526245,0.35393285751342773,0.19516167044639587
",",0.3365725874900818,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.2831108868122101,0.4946078956127167,0.4933079481124878,0.20527958869934082,0.2463187575340271,0.1888306885957718,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.30381208658218384,0.733189046382904,1.0,0.32783594727516174,0.29972732067108154,0.2031363844871521,0.22068053483963013
ceiling,0.18650101125240326,0.21557089686393738,0.12968438863754272,0.20258332788944244,0.2377617210149765,0.42659735679626465,0.204580157995224,0.2377617210149765,0.23378455638885498,0.28628915548324585,0.43423765897750854,0.1451854705810547
consists,0.05287136882543564,0.2100973278284073,0.296608030796051,0.260900616645813,0.3362659811973572,0.1835184395313263,0.41510096192359924,0.3362659811973572,0.21553091704845428,0.1422038972377777,0.16433578729629517,-0.004641483072191477
of,0.2827862501144409,0.4069072902202606,0.37070101499557495,0.4185989499092102,0.733189046382904,0.29008445143699646,1.0,0.733189046382904,0.2769378423690796,0.24207060039043427,0.15195634961128235,0.1826142966747284
elaborate,0.12613192200660706,0.1542692482471466,0.18907403945922852,0.2565155327320099,0.19134382903575897,0.38080745935440063,0.17794083058834076,0.19134382903575897,0.12053116410970688,0.21315516531467438,0.30362018942832947,0.25397607684135437
designs,0.1905442327260971,0.22685040533542633,0.24025361239910126,0.2035476267337799,0.2415979504585266,0.4787924885749817,0.2253444343805313,0.2415979504585266,0.15476158261299133,0.2502046525478363,0.19736157357692719,0.12927207350730896
on,0.2340552806854248,0.3909217119216919,0.1621275097131729,0.36199691891670227,0.5107308030128479,0.19782643020153046,0.3966929316520691,0.5107308030128479,0.20920877158641815,0.2688753008842468,0.19248884916305542,0.2714994251728058
enamelled,0.18586628139019012,0.2478153258562088,0.19887052476406097,0.21132373809814453,0.33665579557418823,0.35164910554885864,0.30559250712394714,0.33665579557418823,0.16841454803943634,0.2924923002719879,0.24945876002311707,0.23194964230060577
metal,0.17521525919437408,0.22117844223976135,0.15222863852977753,0.25645938515663147,0.22397266328334808,0.1952233761548996,0.20934239029884338,0.22397266328334808,0.15170319378376007,0.22852744162082672,0.20041124522686005,0.19767305254936218
sheets,0.08069659024477005,0.11872740834951401,0.12955708801746368,0.19439467787742615,0.17589280009269714,0.3145267367362976,0.1518786996603012,0.17589280009269714,0.14425256848335266,0.316287100315094,0.2786608636379242,0.18705861270427704
and,0.41279885172843933,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.3069160282611847,0.5116966962814331,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
matching,0.12894049286842346,0.09847573190927505,0.2229139506816864,0.3201151192188263,0.25132954120635986,0.22691969573497772,0.22235850989818573,0.25132954120635986,0.12074834108352661,0.21218010783195496,0.24570854008197784,0.2242019772529602
stained-glass,0.1850171685218811,0.29271408915519714,0.13221225142478943,0.2962431311607361,0.2221859246492386,0.3786165118217468,0.27063554525375366,0.2221859246492386,0.21952277421951294,0.3356010317802429,0.3849152624607086,0.2114543914794922
windows,0.1621350347995758,0.19288912415504456,0.18304824829101562,0.23403164744377136,0.23561708629131317,0.3069518804550171,0.1744781881570816,0.23561708629131317,0.16762976348400116,0.3195783495903015,0.3104577958583832,0.17412035167217255
",",0.3365725874900818,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.2831108868122101,0.4946078956127167,0.4933079481124878,0.20527958869934082,0.2463187575340271,0.1888306885957718,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.30381208658218384,0.733189046382904,1.0,0.32783594727516174,0.29972732067108154,0.2031363844871521,0.22068053483963013
marble,0.1393241137266159,0.2215372920036316,0.08355153352022171,0.1301092803478241,0.20984917879104614,0.35228678584098816,0.22357352077960968,0.20984917879104614,0.19123029708862305,0.24964728951454163,0.25161585211753845,0.1785782128572464
fireplace,0.2010771483182907,0.22939901053905487,0.13945740461349487,0.24918948113918304,0.26875725388526917,0.35148531198501587,0.17930130660533905,0.26875725388526917,0.20986010134220123,0.288250207901001,0.3891849219799042,0.23456427454948425
was,0.3318818509578705,1.0000001192092896,0.2582622170448303,0.3863949179649353,0.48711544275283813,0.18994881212711334,0.4069072902202606,0.48711544275283813,0.24988211691379547,0.1943587213754654,0.18439160287380219,0.18412111699581146
designed,0.21097040176391602,0.28384989500045776,0.26215848326683044,0.22817277908325195,0.2559613883495331,0.33307960629463196,0.2000347077846527,0.2559613883495331,0.18648575246334076,0.1967739760875702,0.19402547180652618,0.11213942617177963
and,0.41279885172843933,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.3069160282611847,0.5116966962814331,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
sculpted,0.24023744463920593,0.26341697573661804,0.15212859213352203,0.18618570268154144,0.2524046003818512,0.44304096698760986,0.29075220227241516,0.2524046003818512,0.23181337118148804,0.13323383033275604,0.22866979241371155,0.12233168631792068
by,0.39727845788002014,0.4752357602119446,0.3226776123046875,0.3248702883720398,0.4408751428127289,0.22825977206230164,0.3646814823150635,0.4408751428127289,0.1386745572090149,0.20599837601184845,0.17154745757579803,0.17966607213020325
alfred,0.24065124988555908,0.27826040983200073,0.09466864913702011,0.19435495138168335,0.24956922233104706,0.15471921861171722,0.20830056071281433,0.24956922233104706,0.18799857795238495,0.17381605505943298,0.07821957021951675,0.10596195608377457
stevens,0.22248466312885284,0.24698898196220398,0.08460932970046997,0.23125338554382324,0.2338823676109314,0.07284462451934814,0.23136362433433533,0.2338823676109314,0.12514223158359528,0.17264880239963531,0.1440715193748474,0.12149069458246231
and,0.41279885172843933,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.3069160282611847,0.5116966962814331,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
was,0.3318818509578705,1.0000001192092896,0.2582622170448303,0.3863949179649353,0.48711544275283813,0.18994881212711334,0.4069072902202606,0.48711544275283813,0.24988211691379547,0.1943587213754654,0.18439160287380219,0.18412111699581146
removed,0.18101587891578674,0.2546204924583435,0.19663523137569427,0.22162418067455292,0.33493471145629883,0.2119751274585724,0.2804315388202667,0.33493471145629883,0.06764508038759232,0.26174986362457275,0.11783580482006073,0.2955436408519745
from,0.27839982509613037,0.31171464920043945,0.23926092684268951,0.314039945602417,0.40150508284568787,0.1351204216480255,0.4249346852302551,0.40150508284568787,0.17898471653461456,0.18876327574253082,0.1557224541902542,0.19969791173934937
dorchester,0.2533302903175354,0.3392970561981201,0.13925373554229736,0.21566595137119293,0.2963152825832367,0.2016611546278,0.265959769487381,0.2963152825832367,0.2793830931186676,0.151846781373024,0.143843874335289,0.12960052490234375
house,0.2619773745536804,0.28759756684303284,0.17953084409236908,0.20432360470294952,0.2847244441509247,0.23340390622615814,0.285114049911499,0.2847244441509247,0.18776431679725647,0.21887116134166718,0.4150768518447876,0.13736455142498016
prior,0.21688687801361084,0.29096508026123047,0.30741018056869507,0.31561535596847534,0.33782097697257996,0.24595816433429718,0.3183474540710449,0.33782097697257996,0.17000070214271545,0.2940671741962433,0.190339133143425,0.16978254914283752
to,0.42656609416007996,0.3636345863342285,0.19470079243183136,0.4451248347759247,0.535392165184021,0.20782466232776642,0.41548454761505127,0.535392165184021,0.18141506612300873,0.22586290538311005,0.2809727191925049,0.29463258385658264
that,0.45444270968437195,0.33670201897621155,0.3398503065109253,0.4137635827064514,0.5473989248275757,0.20638127624988556,0.41498205065727234,0.5473989248275757,0.19243158400058746,0.34556853771209717,0.2538815140724182,0.32716336846351624
building,0.19264253973960876,0.237406387925148,0.20495976507663727,0.2644540071487427,0.3159640431404114,0.3081779181957245,0.26200541853904724,0.3159640431404114,0.29012542963027954,0.25805461406707764,0.30295535922050476,0.13549931347370148
's,0.05599616840481758,0.008974763564765453,0.002397976815700531,-0.07241261005401611,-0.01540423184633255,0.03870825469493866,-0.03817026689648628,-0.01540423184633255,0.045265499502420425,0.017909269779920578,-0.019757287576794624,-0.023395681753754616
demolition,0.09724747389554977,0.2722197473049164,0.13388477265834808,0.2823661267757416,0.23958450555801392,0.21202105283737183,0.19151759147644043,0.23958450555801392,0.20291724801063538,0.29940900206565857,0.2819271385669708,0.1520869880914688
in,0.2792111933231354,0.45514053106307983,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.2234204262495041,0.5696388483047485,0.6662389636039734,0.2765078544616699,0.23589955270290375,0.19083113968372345,0.20430970191955566
1929,0.04163219407200813,-0.01348209846764803,0.16585247218608856,0.023838432505726814,0.0825032889842987,0.2399279922246933,0.06588111072778702,0.0825032889842987,0.13727901875972748,0.16034652292728424,0.16573138535022736,0.043298207223415375
.,0.3541337847709656,0.40146201848983765,0.2309054434299469,0.4726039469242096,0.5934505462646484,0.2727060914039612,0.5352458953857422,0.5934505462646484,0.21697939932346344,0.3009635806083679,0.22915366291999817,0.4130953550338745
