,which,american,show,changed,the,views,of,romanians,during,the,cold,war,?
recent,0.2930300831794739,0.13833867013454437,0.21223393082618713,0.2641187012195587,0.31046223640441895,0.2461121678352356,0.2896444797515869,0.14947836101055145,0.30005961656570435,0.31046223640441895,0.09771610051393509,0.16966982185840607,0.2544887959957123
example,0.45943138003349304,0.20942997932434082,0.22486001253128052,0.22737154364585876,0.3755223751068115,0.1307327151298523,0.3570667505264282,0.13357344269752502,0.19390994310379028,0.3755223751068115,0.19069157540798187,0.22234193980693817,0.30374911427497864
is,0.4457404911518097,0.1853146106004715,0.2144283652305603,0.22939924895763397,0.5823672413825989,0.1585468053817749,0.4854315221309662,0.17525145411491394,0.2240111529827118,0.5823672413825989,0.2065940797328949,0.18502555787563324,0.22961433231830597
the,0.6521818041801453,0.24562937021255493,0.319829523563385,0.351829469203949,1.0,0.23137402534484863,0.733189046382904,0.24493135511875153,0.4838213622570038,1.0,0.2897129952907562,0.366199791431427,0.22068053483963013
influence,0.2613868713378906,0.2056301236152649,0.19339241087436676,0.3101865351200104,0.3039984107017517,0.3302420675754547,0.3608979284763336,0.1540016382932663,0.3007184565067291,0.3039984107017517,0.1525270789861679,0.20494209229946136,0.14200882613658905
of,0.5011631846427917,0.22180068492889404,0.21383242309093475,0.3099449872970581,0.733189046382904,0.1923438459634781,1.0,0.20997761189937592,0.3869180977344513,0.733189046382904,0.22852186858654022,0.31680163741111755,0.1826142966747284
smuggled,0.20337507128715515,0.18142855167388916,0.13058750331401825,0.158027783036232,0.25287583470344543,0.008799285627901554,0.24514777958393097,0.15307606756687164,0.2843836545944214,0.25287583470344543,0.1965639293193817,0.3689420223236084,0.12332867830991745
south,0.24635352194309235,0.24413134157657623,0.1380430907011032,0.16497674584388733,0.3129390776157379,0.15355776250362396,0.33382371068000793,0.16184812784194946,0.24564063549041748,0.3129390776157379,0.1989937275648117,0.25075680017471313,0.12336621433496475
korean,0.2176036685705185,0.35399341583251953,0.1572697013616562,0.14781799912452698,0.2349277287721634,0.22099700570106506,0.21011142432689667,0.22223356366157532,0.24282313883304596,0.2349277287721634,0.20566672086715698,0.283386766910553,0.1996629685163498
drama,0.20834355056285858,0.2632891535758972,0.27227604389190674,0.16109463572502136,0.2408958077430725,0.21107149124145508,0.18793216347694397,0.20489361882209778,0.2056724727153778,0.2408958077430725,0.20150087773799896,0.24870222806930542,0.21114452183246613
series,0.2484029233455658,0.2417159527540207,0.41789430379867554,0.11580726504325867,0.31376904249191284,0.20231834053993225,0.22268271446228027,0.12808308005332947,0.25247013568878174,0.31376904249191284,0.10484270751476288,0.23052412271499634,0.1709602326154709
in,0.4840516746044159,0.22871561348438263,0.27595704793930054,0.292167991399765,0.6662389636039734,0.18003326654434204,0.5696388483047485,0.22682398557662964,0.4627237319946289,0.6662389636039734,0.24527457356452942,0.29904094338417053,0.20430970191955566
north,0.2384447455406189,0.2107747346162796,0.11198786646127701,0.143865168094635,0.36298373341560364,0.13488587737083435,0.3604778051376343,0.13284744322299957,0.2651914358139038,0.36298373341560364,0.22699829936027527,0.2980347275733948,0.11829731613397598
korea,0.28180912137031555,0.19404344260692596,0.14226047694683075,0.15292085707187653,0.2667161226272583,0.1849629133939743,0.2644958198070526,0.18648123741149902,0.25864237546920776,0.2667161226272583,0.2255306988954544,0.2257242649793625,0.19150957465171814
.,0.45942068099975586,0.29108086228370667,0.3016606271266937,0.2985190153121948,0.5934505462646484,0.2603122889995575,0.5352458953857422,0.20043697953224182,0.3485563397407532,0.5934505462646484,0.253801554441452,0.3000848889350891,0.4130953550338745
