,what,group,operates,st,dominic,'s,college,in,wanganui,?
st,0.13546641170978546,0.12121714651584625,0.167088583111763,1.0000001192092896,0.2850017249584198,0.05475457385182381,0.21699413657188416,0.259651780128479,0.22396942973136902,0.13298600912094116
dominic,0.11982295662164688,0.09421718865633011,0.07852397859096527,0.2850017249584198,1.0,0.02765742316842079,0.2529647946357727,0.17067578434944153,0.1810835897922516,0.14737820625305176
's,0.02692362666130066,-0.01093533169478178,0.010337299667298794,0.05475457385182381,0.02765742316842079,0.9999999403953552,0.012106797657907009,-0.037580832839012146,0.036057695746421814,-0.023395681753754616
college,0.20568516850471497,0.13170498609542847,0.14838653802871704,0.21699413657188416,0.2529647946357727,0.012106797657907009,0.9999999403953552,0.2160365730524063,0.2393432855606079,0.11076676845550537
),0.26259949803352356,0.23240500688552856,0.1529887616634369,0.23933997750282288,0.19326786696910858,0.021107977256178856,0.17134611308574677,0.3326910734176636,0.19692960381507874,0.42300865054130554
operated,0.12572449445724487,0.2016163319349289,0.8173888921737671,0.16425244510173798,0.07813498377799988,0.014827540144324303,0.17961347103118896,0.24622488021850586,0.17995227873325348,0.12718230485916138
by,0.2455483376979828,0.2915726900100708,0.18984675407409668,0.22418929636478424,0.17359791696071625,-0.010884488001465797,0.18773820996284485,0.370934396982193,0.1812359094619751,0.17966607213020325
the,0.42745697498321533,0.30795547366142273,0.2663705050945282,0.27966225147247314,0.18171654641628265,-0.01540423184633255,0.19751401245594025,0.6662389636039734,0.2649564743041992,0.22068053483963013
catholic,0.1882777214050293,0.08744741231203079,0.15356013178825378,0.3114962577819824,0.36557236313819885,0.06979791074991226,0.211731418967247,0.26313918828964233,0.2493303418159485,0.16609853506088257
schismatic,0.26750117540359497,0.25422403216362,0.18171025812625885,0.18687206506729126,0.2184201180934906,-0.01607339270412922,0.2179182916879654,0.25803887844085693,0.22610996663570404,0.17238862812519073
group,0.2114069163799286,0.9999999403953552,0.24637015163898468,0.12121714651584625,0.09421718865633011,-0.01093533169478178,0.13170498609542847,0.2304753065109253,0.18859906494617462,0.13827809691429138
",",0.3087472915649414,0.2809832692146301,0.24493210017681122,0.2904339134693146,0.1830747127532959,-0.0016132977325469255,0.23942269384860992,0.5201468467712402,0.30169036984443665,0.31091248989105225
the,0.42745697498321533,0.30795547366142273,0.2663705050945282,0.27966225147247314,0.18171654641628265,-0.01540423184633255,0.19751401245594025,0.6662389636039734,0.2649564743041992,0.22068053483963013
society,0.23231269419193268,0.2653784453868866,0.1363385021686554,0.1595609337091446,0.1492287814617157,-0.027537118643522263,0.25655701756477356,0.21229879558086395,0.1887539029121399,0.1373005360364914
of,0.33290785551071167,0.25542253255844116,0.22910091280937195,0.2636793851852417,0.21149712800979614,-0.03817026689648628,0.2384195327758789,0.5696388483047485,0.26282310485839844,0.1826142966747284
st,0.13546641170978546,0.12121714651584625,0.167088583111763,1.0000001192092896,0.2850017249584198,0.05475457385182381,0.21699413657188416,0.259651780128479,0.22396942973136902,0.13298600912094116
pius,0.205393448472023,0.119898222386837,0.05865086242556572,0.23153156042099,0.29572734236717224,0.04898883402347565,0.1793903410434723,0.19680863618850708,0.20896439254283905,0.20986215770244598
x,0.13783220946788788,0.1486702263355255,0.1645260602235794,0.1351006031036377,0.030096188187599182,-0.11476266384124756,0.07387129217386246,0.16749148070812225,0.114585742354393,0.23304535448551178
in,0.30808621644973755,0.2304753065109253,0.28906163573265076,0.259651780128479,0.17067578434944153,-0.037580832839012146,0.2160365730524063,1.0,0.27540215849876404,0.20430970191955566
wanganui,0.1320011019706726,0.18859906494617462,0.17444901168346405,0.22396942973136902,0.1810835897922516,0.036057695746421814,0.2393432855606079,0.27540215849876404,1.0000001192092896,0.1531035304069519
.,0.3567904531955719,0.27268800139427185,0.19191603362560272,0.2568463981151581,0.11320728063583374,-0.003708066651597619,0.24378922581672668,0.5591574311256409,0.2715502977371216,0.4130953550338745
