,what,native,chief,travelled,to,french,fort,and,threatened,marin,?
british,0.19255435466766357,0.17760911583900452,0.20937542617321014,0.19125279784202576,0.22690963745117188,0.43574923276901245,0.2695907950401306,0.325880765914917,0.06835049390792847,0.047629449516534805,0.09711728990077972
traders,0.24132010340690613,0.24491454660892487,0.1599898636341095,0.3522508442401886,0.27600347995758057,0.2382626235485077,0.27365124225616455,0.21318809688091278,0.14191249012947083,0.15958580374717712,0.12585791945457458
",",0.3087472915649414,0.30732813477516174,0.22851578891277313,0.2146138846874237,0.44245919585227966,0.28806620836257935,0.2651418149471283,0.6633074283599854,0.23432491719722748,0.29242756962776184,0.31091248989105225
alarming,0.3149223327636719,0.17126615345478058,0.13322705030441284,0.16518354415893555,0.3321835398674011,0.15854813158512115,0.2035260647535324,0.27505141496658325,0.32144322991371155,0.12859611213207245,0.25442031025886536
both,0.3361809551715851,0.18288205564022064,0.14721955358982086,0.23176853358745575,0.3897709250450134,0.25422075390815735,0.1472284346818924,0.5503310561180115,0.22936227917671204,0.027625223621726036,0.19455738365650177
the,0.42745697498321533,0.24374492466449738,0.2586921751499176,0.28573641180992126,0.535392165184021,0.2555147111415863,0.2420126497745514,0.5171257257461548,0.2181938886642456,0.19335126876831055,0.22068053483963013
british,0.19255435466766357,0.17760911583900452,0.20937542617321014,0.19125279784202576,0.22690963745117188,0.43574923276901245,0.2695907950401306,0.325880765914917,0.06835049390792847,0.047629449516534805,0.09711728990077972
and,0.31309178471565247,0.26731550693511963,0.21687087416648865,0.23801304399967194,0.48971283435821533,0.32751965522766113,0.2106139063835144,1.0,0.21326829493045807,0.18721425533294678,0.20544172823429108
the,0.42745697498321533,0.24374492466449738,0.2586921751499176,0.28573641180992126,0.535392165184021,0.2555147111415863,0.2420126497745514,0.5171257257461548,0.2181938886642456,0.19335126876831055,0.22068053483963013
iroquois,0.20081253349781036,0.40394002199172974,0.22251945734024048,0.17519117891788483,0.17115506529808044,0.2822475731372833,0.3080087900161743,0.16835255920886993,0.2169261872768402,0.12236257642507553,0.0784907415509224
.,0.3567904531955719,0.28723880648612976,0.21212048828601837,0.2116578370332718,0.4645031690597534,0.2480926215648651,0.2578873038291931,0.588965117931366,0.2791661322116852,0.22672776877880096,0.4130953550338745
,what,native,chief,travelled,to,french,fort,and,threatened,marin,?
tanaghrisson,0.16489608585834503,0.15197445452213287,0.23713238537311554,0.183468759059906,0.18294401466846466,0.3113134503364563,0.2402200698852539,0.3088236451148987,0.1813114732503891,0.32521477341651917,0.15505239367485046
",",0.3087472915649414,0.30732813477516174,0.22851578891277313,0.2146138846874237,0.44245919585227966,0.28806620836257935,0.2651418149471283,0.6633074283599854,0.23432491719722748,0.29242756962776184,0.31091248989105225
a,0.3320399522781372,0.22733892500400543,0.14642393589019775,0.24411505460739136,0.45503583550453186,0.24285779893398285,0.16024662554264069,0.3739250600337982,0.22358553111553192,0.19175024330615997,0.23916715383529663
chief,0.1647547483444214,0.2485531121492386,1.0,0.1292801946401596,0.18738310039043427,0.1245296522974968,0.2125726044178009,0.21687087416648865,0.20206646621227264,0.13115200400352478,0.09466830641031265
of,0.33290785551071167,0.2524676024913788,0.26361605525016785,0.2516487240791321,0.41548454761505127,0.19450366497039795,0.18979716300964355,0.5116966962814331,0.21931971609592438,0.19723881781101227,0.1826142966747284
the,0.42745697498321533,0.24374492466449738,0.2586921751499176,0.28573641180992126,0.535392165184021,0.2555147111415863,0.2420126497745514,0.5171257257461548,0.2181938886642456,0.19335126876831055,0.22068053483963013
mingo,0.11498486995697021,0.20215684175491333,0.23990876972675323,0.1896127462387085,0.1653105616569519,0.1431412398815155,0.28191524744033813,0.1725066900253296,0.08500678837299347,0.25350940227508545,0.125519797205925
",",0.3087472915649414,0.30732813477516174,0.22851578891277313,0.2146138846874237,0.44245919585227966,0.28806620836257935,0.2651418149471283,0.6633074283599854,0.23432491719722748,0.29242756962776184,0.31091248989105225
who,0.40942975878715515,0.2650620639324188,0.2604494094848633,0.29812169075012207,0.42656609416007996,0.2756427824497223,0.13790950179100037,0.41279885172843933,0.18551406264305115,0.15557821094989777,0.26220351457595825
were,0.22298263013362885,0.1908709555864334,0.13840778172016144,0.2587990164756775,0.31913647055625916,0.22002479434013367,0.2120113968849182,0.42175528407096863,0.23494015634059906,0.12617374956607819,0.17890112102031708
remnants,0.16761332750320435,0.16008669137954712,0.1297668069601059,0.15489302575588226,0.20224162936210632,0.12746281921863556,0.24874800443649292,0.26240071654319763,0.2773771286010742,0.153248593211174,0.09044837206602097
of,0.33290785551071167,0.2524676024913788,0.26361605525016785,0.2516487240791321,0.41548454761505127,0.19450366497039795,0.18979716300964355,0.5116966962814331,0.21931971609592438,0.19723881781101227,0.1826142966747284
iroquois,0.20081253349781036,0.40394002199172974,0.22251945734024048,0.17519117891788483,0.17115506529808044,0.2822475731372833,0.3080087900161743,0.16835255920886993,0.2169261872768402,0.12236257642507553,0.0784907415509224
and,0.31309178471565247,0.26731550693511963,0.21687087416648865,0.23801304399967194,0.48971283435821533,0.32751965522766113,0.2106139063835144,1.0,0.21326829493045807,0.18721425533294678,0.20544172823429108
other,0.341873437166214,0.2919522821903229,0.190129816532135,0.18340979516506195,0.4193183183670044,0.21225492656230927,0.1523578017950058,0.5504306554794312,0.20479534566402435,0.06917239725589752,0.24682199954986572
tribes,0.1860227882862091,0.4487854838371277,0.24133184552192688,0.19600540399551392,0.23350952565670013,0.09831087291240692,0.25012901425361633,0.2041163444519043,0.210718035697937,0.050256095826625824,0.08824794739484787
who,0.40942975878715515,0.2650620639324188,0.2604494094848633,0.29812169075012207,0.42656609416007996,0.2756427824497223,0.13790950179100037,0.41279885172843933,0.18551406264305115,0.15557821094989777,0.26220351457595825
had,0.23849567770957947,0.17913907766342163,0.17591087520122528,0.3259967863559723,0.37984350323677063,0.1956298053264618,0.2091941386461258,0.3872550129890442,0.2846517264842987,0.13618695735931396,0.20728366076946259
been,0.2567804455757141,0.21120093762874603,0.06772187352180481,0.22327451407909393,0.34945759177207947,0.16378912329673767,0.12049981206655502,0.3424558639526367,0.26803895831108093,0.15452398359775543,0.24354910850524902
driven,0.22595059871673584,0.10756731778383255,0.11030656099319458,0.18730942904949188,0.269005686044693,0.09253040701150894,0.12379423528909683,0.23903653025627136,0.26914355158805847,0.10207467526197433,0.08021858334541321
west,0.1946573108434677,0.1866549253463745,0.1866711676120758,0.25973081588745117,0.24611181020736694,0.16630221903324127,0.26943159103393555,0.273951917886734,0.13180230557918549,0.09498488157987595,0.12088293582201004
by,0.2455483376979828,0.18110418319702148,0.17262689769268036,0.22664596140384674,0.33534231781959534,0.23343317210674286,0.1571328192949295,0.4289871156215668,0.19593818485736847,0.20039214193820953,0.17966607213020325
colonial,0.15791663527488708,0.3357749879360199,0.2041185200214386,0.14452426135540009,0.22932834923267365,0.28366798162460327,0.30363529920578003,0.29516419768333435,0.17002062499523163,0.1458486020565033,0.10191229730844498
expansion,0.2671823799610138,0.15713715553283691,0.09969726949930191,0.12659995257854462,0.2769574522972107,0.0561022013425827,0.23639826476573944,0.1901247650384903,0.09747670590877533,-0.016930462792515755,0.18286365270614624
.,0.3567904531955719,0.28723880648612976,0.21212048828601837,0.2116578370332718,0.4645031690597534,0.2480926215648651,0.2578873038291931,0.588965117931366,0.2791661322116852,0.22672776877880096,0.4130953550338745
