,what,had,been,left,hanging,on,the,door,to,tesla,'s,room,?
she,0.23844075202941895,0.36915212869644165,0.33283939957618713,0.13195425271987915,0.24092237651348114,0.31224578619003296,0.36308351159095764,0.18903400003910065,0.31156328320503235,0.09913657605648041,0.026962807402014732,0.2633334994316101,0.14223381876945496
had,0.23849567770957947,0.9999999403953552,0.6048885583877563,0.3025658130645752,0.20079566538333893,0.36692994832992554,0.3875846862792969,0.16865864396095276,0.37984350323677063,0.12050733715295792,-0.004401352722197771,0.2225997895002365,0.20728366076946259
entered,0.14647741615772247,0.2727307975292206,0.23870067298412323,0.30725008249282837,0.15879543125629425,0.24136486649513245,0.3258282542228699,0.234330952167511,0.20756231248378754,0.06932234019041061,0.035296715795993805,0.14826475083827972,0.10335487127304077
tesla,0.23221199214458466,0.12050733715295792,0.049614984542131424,0.0739469900727272,0.07051369547843933,0.16159376502037048,0.1324402391910553,0.1441924124956131,0.17548894882202148,0.9999999403953552,0.06449045985937119,0.19949762523174286,0.10250775516033173
's,0.02692362666130066,-0.004401352722197771,-0.10734795778989792,0.0003564352518878877,-0.049891360104084015,0.0026888418942689896,-0.01540423184633255,0.10158931463956833,0.03782717138528824,0.06449045985937119,0.9999999403953552,-0.019757287576794624,-0.023395681753754616
room,0.22132179141044617,0.2225997895002365,0.1363919973373413,0.19580505788326263,0.24526628851890564,0.19248884916305542,0.2031363844871521,0.4434428811073303,0.2809727191925049,0.19949762523174286,-0.019757287576794624,1.0000001192092896,0.1769251674413681
",",0.3087472915649414,0.35487717390060425,0.34873589873313904,0.2448868453502655,0.24827726185321808,0.49057599902153015,0.4933079481124878,0.1610245406627655,0.44245919585227966,0.20599327981472015,-0.0016132977325469255,0.1888306885957718,0.31091248989105225
ignoring,0.47845882177352905,0.2802978754043579,0.2660462260246277,0.21722732484340668,0.30367591977119446,0.29140999913215637,0.3114033341407776,0.19811780750751495,0.3638980984687805,0.1716010421514511,-0.014602127484977245,0.18007877469062805,0.3513915240764618
the,0.42745697498321533,0.3875846862792969,0.3563927710056305,0.33113980293273926,0.24125885963439941,0.5107308030128479,1.0,0.23557746410369873,0.535392165184021,0.1324402391910553,-0.01540423184633255,0.2031363844871521,0.22068053483963013
``,0.008517155423760414,0.0518546998500824,0.006640665698796511,0.07500789314508438,0.024468498304486275,-0.03274054825305939,0.029072100296616554,-0.06997263431549072,0.06720756739377975,0.04274534806609154,-0.03416389226913452,-0.044164758175611496,0.0685480609536171
do,0.4609605669975281,0.24590566754341125,0.25179004669189453,0.1755148321390152,0.16563495993614197,0.3025321364402771,0.30239659547805786,0.1677720546722412,0.38876664638519287,0.13880622386932373,-0.01994597539305687,0.15165437757968903,0.4093979299068451
not,0.5449194312095642,0.3714721202850342,0.39571741223335266,0.259565144777298,0.1891251653432846,0.3516409695148468,0.4310511648654938,0.1756858378648758,0.5149973034858704,0.12018213421106339,0.002583299996331334,0.21431411802768707,0.41942933201789856
disturb,0.3327133059501648,0.14763206243515015,0.19264180958271027,0.14400187134742737,0.25600719451904297,0.2559424340724945,0.25071340799331665,0.17618215084075928,0.2893223464488983,0.120160311460495,0.08828594535589218,0.19071362912654877,0.18681302666664124
'',0.08143015950918198,0.024004416540265083,-0.031851496547460556,-0.12906116247177124,0.01032742764800787,0.04238596186041832,0.041273195296525955,-0.017331618815660477,-0.009905828163027763,0.048713020980358124,-0.04859459400177002,-0.01839650608599186,0.018684765323996544
sign,0.2690769135951996,0.18895873427391052,0.1515173614025116,0.2135181576013565,0.14394588768482208,0.20838233828544617,0.22875791788101196,0.14458505809307098,0.25379011034965515,0.1338731050491333,-0.018721353262662888,0.13247951865196228,0.21454890072345734
that,0.6297725439071655,0.4407361149787903,0.4152003228664398,0.2512504756450653,0.2066621333360672,0.42569106817245483,0.5473989248275757,0.19322742521762848,0.5436353087425232,0.22102725505828857,0.04397977516055107,0.2538815140724182,0.32716336846351624
tesla,0.23221199214458466,0.12050733715295792,0.049614984542131424,0.0739469900727272,0.07051369547843933,0.16159376502037048,0.1324402391910553,0.1441924124956131,0.17548894882202148,0.9999999403953552,0.06449045985937119,0.19949762523174286,0.10250775516033173
had,0.23849567770957947,0.9999999403953552,0.6048885583877563,0.3025658130645752,0.20079566538333893,0.36692994832992554,0.3875846862792969,0.16865864396095276,0.37984350323677063,0.12050733715295792,-0.004401352722197771,0.2225997895002365,0.20728366076946259
placed,0.20823347568511963,0.24829529225826263,0.30404379963874817,0.2561066746711731,0.2698816955089569,0.3127811551094055,0.38702741265296936,0.17257927358150482,0.26181700825691223,0.10918256640434265,-0.05542825907468796,0.24228911101818085,0.18964257836341858
on,0.34226128458976746,0.36692994832992554,0.29937630891799927,0.30747801065444946,0.22895117104053497,0.9999999403953552,0.5107308030128479,0.16448314487934113,0.41031414270401,0.16159376502037048,0.0026888418942689896,0.19248884916305542,0.2714994251728058
his,0.26976513862609863,0.4401516616344452,0.2785126268863678,0.25896263122558594,0.28187039494514465,0.32064297795295715,0.4394008219242096,0.17515265941619873,0.3715193271636963,0.1580733060836792,0.047556519508361816,0.2033587545156479,0.18075084686279297
door,0.20838408172130585,0.16865864396095276,0.12703509628772736,0.16506558656692505,0.18781183660030365,0.16448314487934113,0.23557746410369873,0.9999999403953552,0.20256611704826355,0.1441924124956131,0.10158931463956833,0.4434428811073303,0.17460282146930695
two,0.23363454639911652,0.41487234830856323,0.3638966381549835,0.2500832974910736,0.17912614345550537,0.3205535411834717,0.43858039379119873,0.21244733035564423,0.3343428373336792,0.18793831765651703,0.038143858313560486,0.24018989503383636,0.19645625352859497
days,0.2191895991563797,0.26101723313331604,0.2260013371706009,0.18302004039287567,0.1760210245847702,0.3459240794181824,0.2574930489063263,0.17068138718605042,0.2942236363887787,0.13386492431163788,0.08848981559276581,0.1679687350988388,0.2198754847049713
earlier,0.22624605894088745,0.347934752702713,0.34892651438713074,0.16547158360481262,0.16321799159049988,0.23596593737602234,0.26843780279159546,0.15709204971790314,0.29382309317588806,0.1280188262462616,0.04531743377447128,0.10206866264343262,0.13306351006031036
.,0.3567904531955719,0.37348684668540955,0.33645182847976685,0.28830423951148987,0.23312871158123016,0.49257001280784607,0.5934505462646484,0.21004024147987366,0.4645031690597534,0.17949827015399933,-0.003708066651597619,0.22915366291999817,0.4130953550338745
