,in,what,area,of,this,british,colony,were,huguenot,land,grants,?
english,0.19623121619224548,0.25060737133026123,0.13889992237091064,0.17198967933654785,0.2799903452396393,0.47969716787338257,0.20458202064037323,0.19933702051639557,0.3035200536251068,0.11806156486272812,0.19092360138893127,0.23251567780971527
crown,0.2139754444360733,0.11934377253055573,0.14089247584342957,0.2964670956134796,0.2008398175239563,0.2336435168981552,0.326382040977478,0.2171589881181717,0.23013010621070862,0.2354726791381836,0.23029711842536926,0.09979621320962906
had,0.385026752948761,0.23849567770957947,0.24870362877845764,0.37755560874938965,0.3222610056400299,0.2696124017238617,0.23236183822155,0.6150832772254944,0.2470320463180542,0.29299962520599365,0.27608445286750793,0.20728366076946259
promised,0.22425007820129395,0.24721461534500122,0.1547592431306839,0.21547284722328186,0.26048702001571655,0.21832337975502014,0.21565400063991547,0.2670386731624603,0.3139122724533081,0.3612760901451111,0.4245072901248932,0.22630755603313446
them,0.29119014739990234,0.4994642734527588,0.23686353862285614,0.34503093361854553,0.5015315413475037,0.20075301826000214,0.24345503747463226,0.4602346122264862,0.2368193119764328,0.2757820188999176,0.2603645920753479,0.35435691475868225
land,0.22871792316436768,0.23411516845226288,0.46885520219802856,0.3057127296924591,0.24134407937526703,0.16519016027450562,0.3496568202972412,0.27322420477867126,0.19860590994358063,1.0000001192092896,0.34866684675216675,0.1432059109210968
grants,0.22626352310180664,0.18652507662773132,0.18301227688789368,0.3099519908428192,0.23312769830226898,0.2151440531015396,0.1980256587266922,0.21880093216896057,0.20665757358074188,0.34866684675216675,1.0000001192092896,0.1494954377412796
in,1.0,0.30808621644973755,0.33632898330688477,0.5696388483047485,0.45205554366111755,0.23084034025669098,0.25087448954582214,0.3815755248069763,0.26198551058769226,0.22871792316436768,0.22626352310180664,0.20430970191955566
lower,0.27455443143844604,0.20079238712787628,0.1799037754535675,0.31757521629333496,0.25191617012023926,0.07535042613744736,0.07927774637937546,0.17496317625045776,0.06902331113815308,0.14205829799175262,0.13081324100494385,0.08471795171499252
norfolk,0.20088297128677368,0.1406448632478714,0.23745493590831757,0.2518555223941803,0.1570972353219986,0.23931390047073364,0.26679912209510803,0.2242330014705658,0.2352745085954666,0.25556835532188416,0.20510493218898773,0.13574089109897614
county,0.31363439559936523,0.16114220023155212,0.4084356427192688,0.2393190860748291,0.14304089546203613,0.11729184538125992,0.17961588501930237,0.18435262143611908,0.15177686512470245,0.20199015736579895,0.18516145646572113,0.07680056244134903
.,0.5591574311256409,0.3567904531955719,0.2760866582393646,0.5352458953857422,0.500583827495575,0.23159366846084595,0.23889021575450897,0.3378238379955292,0.2060975730419159,0.259204238653183,0.2610261142253876,0.4130953550338745
