,what,allows,customers,to,get,sky+,functions,if,they,do,not,subscribe,to,bskyb,'s,channels,?
still,0.4548931419849396,0.20182043313980103,0.2625252306461334,0.41205283999443054,0.3490998148918152,0.20070825517177582,0.22904065251350403,0.4211618900299072,0.4213801920413971,0.3387047350406647,0.523305356502533,0.16187159717082977,0.41205283999443054,0.1479402780532837,0.033143531531095505,0.14935925602912903,0.3039587736129761
pay,0.2870062291622162,0.2270616888999939,0.3843333423137665,0.26723966002464294,0.34593427181243896,0.17422491312026978,0.12504340708255768,0.267141729593277,0.26087161898612976,0.2897719740867615,0.2751597762107849,0.39790815114974976,0.26723966002464294,0.18132349848747253,0.11794386804103851,0.19736115634441376,0.19821009039878845
a,0.3320399522781372,0.31463325023651123,0.2641109228134155,0.45503583550453186,0.27948489785194397,0.2107129544019699,0.21638484299182892,0.41272827982902527,0.3528250455856323,0.26237669587135315,0.3791346549987793,0.20630303025245667,0.45503583550453186,0.21951700747013092,0.04866964742541313,0.18764011561870575,0.23916715383529663
monthly,0.22955510020256042,0.22251811623573303,0.2536194324493408,0.19449399411678314,0.24192754924297333,0.06615306437015533,0.18737216293811798,0.200060173869133,0.12554922699928284,0.13764327764511108,0.15804776549339294,0.4141370952129364,0.19449399411678314,0.19128552079200745,0.035364821553230286,0.16640591621398926,0.19385789334774017
fee,0.15150974690914154,0.2716405689716339,0.3645806610584259,0.22855731844902039,0.2189776450395584,0.14440622925758362,0.1579570472240448,0.21555881202220917,0.2488657534122467,0.22449560463428497,0.24412909150123596,0.3632543087005615,0.22855731844902039,0.19436532258987427,0.01646084524691105,0.18692152202129364,0.13206739723682404
to,0.455847829580307,0.4045441448688507,0.3428913950920105,1.0,0.4388369917869568,0.1998964548110962,0.24301983416080475,0.4559597074985504,0.5452046394348145,0.38876664638519287,0.5149973034858704,0.27104270458221436,1.0,0.16040074825286865,0.03782717138528824,0.21767447888851166,0.29463258385658264
enable,0.29289326071739197,0.5624270439147949,0.2402181625366211,0.41969531774520874,0.34783223271369934,0.16435027122497559,0.3299518823623657,0.4438264071941376,0.2830715775489807,0.3206583559513092,0.36310845613479614,0.26511529088020325,0.41969531774520874,0.1954313963651657,0.061433758586645126,0.22733183205127716,0.2741726338863373
sky+,0.12067124247550964,0.22402632236480713,0.23690320551395416,0.1998964548110962,0.1558072865009308,0.9999999403953552,0.07684299349784851,0.1244175061583519,0.17550961673259735,0.08943720161914825,0.09635140746831894,0.134497731924057,0.1998964548110962,0.41069135069847107,0.03897964954376221,0.19566278159618378,0.13872939348220825
functions,0.22357098758220673,0.3897096514701843,0.2829988896846771,0.24301983416080475,0.23001176118850708,0.07684299349784851,0.9999998807907104,0.33540019392967224,0.2885584831237793,0.28944122791290283,0.27499905228614807,0.26122358441352844,0.24301983416080475,0.203626349568367,-0.10537923872470856,0.3055749833583832,0.13745930790901184
.,0.3567904531955719,0.2512013018131256,0.1883411705493927,0.4645031690597534,0.39392393827438354,0.2805819511413574,0.25117823481559753,0.421799898147583,0.4510921239852905,0.3613996207714081,0.4824007451534271,0.25023356080055237,0.4645031690597534,0.2844841778278351,-0.003708066651597619,0.24374878406524658,0.4130953550338745
,what,allows,customers,to,get,sky+,functions,if,they,do,not,subscribe,to,bskyb,'s,channels,?
in,0.30808621644973755,0.21322472393512726,0.16954746842384338,0.45010748505592346,0.24899829924106598,0.28942257165908813,0.19547589123249054,0.2589588761329651,0.4330179989337921,0.23402775824069977,0.3403114080429077,0.1892358511686325,0.45010748505592346,0.22606848180294037,-0.037580832839012146,0.19040870666503906,0.20430970191955566
february,0.1913013905286789,0.032382745295763016,0.04637296497821808,0.20325583219528198,0.1913439780473709,0.19173209369182587,0.02008180320262909,0.14485591650009155,0.15680894255638123,0.13133655488491058,0.20608270168304443,0.24145092070102692,0.20325583219528198,0.2539891302585602,-0.056284528225660324,0.09726671874523163,0.29594847559928894
2011,0.04286744073033333,0.1025015190243721,0.01725824549794197,0.03410811722278595,0.06638231128454208,-0.03567082807421684,0.21084463596343994,0.12368177622556686,0.08892202377319336,0.10845653712749481,0.0744374468922615,0.07190372794866562,0.03410811722278595,-0.1956479847431183,-0.07039705663919449,0.21017497777938843,0.005212190095335245
bskyb,0.17457032203674316,0.21521715819835663,0.16798615455627441,0.16040074825286865,0.09634572267532349,0.41069135069847107,0.203626349568367,0.19842150807380676,0.1337079107761383,0.1551859825849533,0.1742992103099823,0.2751874625682831,0.16040074825286865,1.0000001192092896,0.046084970235824585,0.1449941098690033,0.2979319989681244
discontinued,0.17781729996204376,0.26292839646339417,0.3476019501686096,0.2673664093017578,0.17498046159744263,0.22427032887935638,0.21854838728904724,0.1574721783399582,0.20139221847057343,0.16930609941482544,0.24555739760398865,0.24379101395606995,0.2673664093017578,0.22470559179782867,0.05885791406035423,0.19235266745090485,0.16722558438777924
the,0.42745697498321533,0.2995605766773224,0.18648205697536469,0.535392165184021,0.29667025804519653,0.2895233631134033,0.2567043900489807,0.33724796772003174,0.49925389885902405,0.30239659547805786,0.4310511648654938,0.22791576385498047,0.535392165184021,0.20915858447551727,-0.01540423184633255,0.27277594804763794,0.22068053483963013
non-hd,0.219187930226326,0.21631406247615814,0.16471554338932037,0.18492235243320465,0.1398419588804245,0.12532466650009155,0.23501235246658325,0.30121102929115295,0.19168101251125336,0.23689350485801697,0.3318037986755371,0.326498806476593,0.18492235243320465,0.365978866815567,0.06321219354867935,0.19017364084720612,0.2393365502357483
variant,0.10867448151111603,0.19818077981472015,0.16714435815811157,0.13884350657463074,0.05129765346646309,0.14038529992103577,0.2238110601902008,0.22159311175346375,0.09379071742296219,0.11199644953012466,0.1731642186641693,0.18455713987350464,0.13884350657463074,0.31605687737464905,0.0646279901266098,0.16612298786640167,0.17448770999908447
of,0.33290785551071167,0.2623075544834137,0.1474810689687729,0.41548454761505127,0.26628199219703674,0.1877743899822235,0.2328059822320938,0.2557544410228729,0.3426007330417633,0.26150479912757874,0.3307090103626251,0.13309970498085022,0.41548454761505127,0.16413870453834534,-0.03817026689648628,0.17560617625713348,0.1826142966747284
its,0.30393704771995544,0.2373388111591339,0.2546215355396271,0.3691340684890747,0.21364489197731018,0.1961018592119217,0.2713657319545746,0.23600205779075623,0.36212384700775146,0.18495778739452362,0.29187723994255066,0.15947996079921722,0.3691340684890747,0.16232934594154358,0.03202139586210251,0.2970668077468872,0.15103481709957123
multiroom,0.2151329219341278,0.26482605934143066,0.36191853880882263,0.2915678918361664,0.23637531697750092,0.42401835322380066,0.2909944951534271,0.23873379826545715,0.26677796244621277,0.21844160556793213,0.25894537568092346,0.19889356195926666,0.2915678918361664,0.341048926115036,0.06508094817399979,0.17894046008586884,0.14623306691646576
box,0.20509275794029236,0.2692347466945648,0.20580913126468658,0.2480730414390564,0.26415005326271057,0.2263634353876114,0.2182435393333435,0.3113780617713928,0.1988319605588913,0.1447449028491974,0.2287951409816742,0.23103325068950653,0.2480730414390564,0.20598848164081573,0.07951416075229645,0.2039882093667984,0.21736569702625275
",",0.3087472915649414,0.18241192400455475,0.15941546857357025,0.44245919585227966,0.2926318049430847,0.2501707673072815,0.1946580410003662,0.257730096578598,0.390799880027771,0.3283645510673523,0.3769696354866028,0.2326897233724594,0.44245919585227966,0.2852807641029358,-0.0016132977325469255,0.2199012041091919,0.31091248989105225
offering,0.24005436897277832,0.26351097226142883,0.3880614936351776,0.3353215456008911,0.23865146934986115,0.22191408276557922,0.20965576171875,0.23053647577762604,0.2068830132484436,0.2320186048746109,0.25267380475997925,0.2810836136341095,0.3353215456008911,0.16237151622772217,0.09981496632099152,0.1675412654876709,0.15441901981830597
a,0.3320399522781372,0.31463325023651123,0.2641109228134155,0.45503583550453186,0.27948489785194397,0.2107129544019699,0.21638484299182892,0.41272827982902527,0.3528250455856323,0.26237669587135315,0.3791346549987793,0.20630303025245667,0.45503583550453186,0.21951700747013092,0.04866964742541313,0.18764011561870575,0.23916715383529663
smaller,0.23730900883674622,0.2351103276014328,0.18502527475357056,0.2597835958003998,0.2683367133140564,0.14082130789756775,0.2713046669960022,0.24485032260417938,0.3559090197086334,0.21029867231845856,0.24872206151485443,0.17581391334533691,0.2597835958003998,0.16793344914913177,0.07766510546207428,0.2245757281780243,0.17881669104099274
version,0.20755547285079956,0.2329869121313095,0.2172837108373642,0.24018406867980957,0.19592994451522827,0.21051627397537231,0.13810598850250244,0.20411959290504456,0.1656763106584549,0.1392086148262024,0.2745894491672516,0.21749521791934967,0.24018406867980957,0.2267005890607834,-0.009124638512730598,0.15758652985095978,0.2573966085910797
of,0.33290785551071167,0.2623075544834137,0.1474810689687729,0.41548454761505127,0.26628199219703674,0.1877743899822235,0.2328059822320938,0.2557544410228729,0.3426007330417633,0.26150479912757874,0.3307090103626251,0.13309970498085022,0.41548454761505127,0.16413870453834534,-0.03817026689648628,0.17560617625713348,0.1826142966747284
the,0.42745697498321533,0.2995605766773224,0.18648205697536469,0.535392165184021,0.29667025804519653,0.2895233631134033,0.2567043900489807,0.33724796772003174,0.49925389885902405,0.30239659547805786,0.4310511648654938,0.22791576385498047,0.535392165184021,0.20915858447551727,-0.01540423184633255,0.27277594804763794,0.22068053483963013
skyhd,0.18899226188659668,0.2871847152709961,0.2933630645275116,0.2689485251903534,0.22308067977428436,0.9548187255859375,0.1413153111934662,0.2009306401014328,0.24846309423446655,0.16009710729122162,0.16658218204975128,0.24165064096450806,0.2689485251903534,0.44476571679115295,0.04359625279903412,0.2876659333705902,0.19564813375473022
box,0.20509275794029236,0.2692347466945648,0.20580913126468658,0.2480730414390564,0.26415005326271057,0.2263634353876114,0.2182435393333435,0.3113780617713928,0.1988319605588913,0.1447449028491974,0.2287951409816742,0.23103325068950653,0.2480730414390564,0.20598848164081573,0.07951416075229645,0.2039882093667984,0.21736569702625275
without,0.3181614279747009,0.3874886631965637,0.2350006103515625,0.37970873713493347,0.3247816264629364,0.08845999836921692,0.2190151810646057,0.44277775287628174,0.3324832618236542,0.3709314465522766,0.49322307109832764,0.16098546981811523,0.37970873713493347,0.1360713541507721,-0.0613141804933548,0.16242998838424683,0.2928665280342102
sky+,0.12067124247550964,0.22402632236480713,0.23690320551395416,0.1998964548110962,0.1558072865009308,0.9999999403953552,0.07684299349784851,0.1244175061583519,0.17550961673259735,0.08943720161914825,0.09635140746831894,0.134497731924057,0.1998964548110962,0.41069135069847107,0.03897964954376221,0.19566278159618378,0.13872939348220825
functionality,0.2880898118019104,0.4013102054595947,0.31454530358314514,0.28383368253707886,0.24110907316207886,0.11592332273721695,0.6047806143760681,0.3564639985561371,0.29170507192611694,0.30096179246902466,0.36786413192749023,0.3130628764629364,0.28383368253707886,0.2492855191230774,-0.08773160725831985,0.3145148456096649,0.2694982588291168
.,0.3567904531955719,0.2512013018131256,0.1883411705493927,0.4645031690597534,0.39392393827438354,0.2805819511413574,0.25117823481559753,0.421799898147583,0.4510921239852905,0.3613996207714081,0.4824007451534271,0.25023356080055237,0.4645031690597534,0.2844841778278351,-0.003708066651597619,0.24374878406524658,0.4130953550338745
