,what,change,in,conditions,may,make,the,amazon,rainforest,unsustainable,?
emissions,0.2559395730495453,0.22145235538482666,0.23821502923965454,0.37877005338668823,0.22533121705055237,0.3232600688934326,0.24195483326911926,0.1476656198501587,0.28217390179634094,0.367980033159256,0.19590985774993896
shows,0.30282244086265564,0.25339868664741516,0.3289647698402405,0.17656369507312775,0.18453530967235565,0.2659345865249634,0.36348509788513184,0.18431933224201202,0.17266510426998138,0.17741326987743378,0.2040930688381195
that,0.6297725439071655,0.3988441526889801,0.435920387506485,0.32457053661346436,0.4234136641025543,0.48783382773399353,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.3273029923439026,0.32716336846351624
the,0.42745697498321533,0.3641999065876007,0.6662389636039734,0.2622014284133911,0.2694292366504669,0.3146495521068573,1.0,0.260541707277298,0.2571161389350891,0.2483382374048233,0.22068053483963013
amazon,0.16355936229228973,0.08936157077550888,0.12227833271026611,0.15723411738872528,0.09747496247291565,0.16518940031528473,0.260541707277298,1.0000001192092896,0.48046615719795227,0.22155389189720154,0.18144656717777252
rainforest,0.22127854824066162,0.1487647444009781,0.2207682877779007,0.28958481550216675,0.0928340032696724,0.14288239181041718,0.2571161389350891,0.48046615719795227,1.0,0.3330962657928467,0.1917492002248764
could,0.4188697934150696,0.3335948586463928,0.29357993602752686,0.2980305254459381,0.41583991050720215,0.40028688311576843,0.35393214225769043,0.18253840506076813,0.16585701704025269,0.3191889822483063,0.3411986827850342
become,0.27134042978286743,0.21545806527137756,0.23238378763198853,0.20062637329101562,0.20094400644302368,0.43894633650779724,0.31731709837913513,0.11133773624897003,0.13359947502613068,0.1342180073261261,0.19511328637599945
unsustainable,0.27682602405548096,0.29306459426879883,0.28666722774505615,0.3563089966773987,0.23195810616016388,0.29666081070899963,0.2483382374048233,0.22155389189720154,0.3330962657928467,0.9999999403953552,0.2751912474632263
under,0.20154598355293274,0.19281025230884552,0.2535393238067627,0.3370656967163086,0.17191942036151886,0.17868906259536743,0.3348022699356079,0.08005225658416748,0.0785641223192215,0.16201569139957428,0.18233340978622437
conditions,0.27960067987442017,0.3007681369781494,0.2580132484436035,1.0,0.24720945954322815,0.27882707118988037,0.2622014284133911,0.15723411738872528,0.28958481550216675,0.3563089966773987,0.17021824419498444
of,0.33290785551071167,0.2569013833999634,0.5696388483047485,0.2074868083000183,0.26447007060050964,0.2912110388278961,0.733189046382904,0.20143137872219086,0.22522282600402832,0.2565132975578308,0.1826142966747284
severely,0.19176317751407623,0.13951437175273895,0.2145220786333084,0.3324284851551056,0.17575214803218842,0.14822904765605927,0.266305536031723,0.138225719332695,0.1569151133298874,0.3042594790458679,0.165714293718338
reduced,0.11519023776054382,0.2863764762878418,0.2766173183917999,0.30530092120170593,0.21526257693767548,0.2840588688850403,0.2897622883319855,0.1122642531991005,0.15299464762210846,0.2953464984893799,0.10234767943620682
rainfall,0.1762358695268631,0.18528537452220917,0.24792563915252686,0.35883116722106934,0.10309077799320221,0.10217810422182083,0.24584579467773438,0.26409438252449036,0.5444077253341675,0.2833126485347748,0.17489276826381683
and,0.31309178471565247,0.2438346892595291,0.4954058527946472,0.252461701631546,0.34598252177238464,0.4160483181476593,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.31956908106803894,0.20544172823429108
increased,0.1599731743335724,0.3170775771141052,0.244624063372612,0.33972007036209106,0.19825246930122375,0.2490539699792862,0.3188653886318207,0.11138453334569931,0.09957119822502136,0.2829299867153168,0.09587585180997849
temperatures,0.2523624897003174,0.2704184949398041,0.2835210859775543,0.47118309140205383,0.2106262743473053,0.24946388602256775,0.27544233202934265,0.20564699172973633,0.35528233647346497,0.27915745973587036,0.1895846426486969
",",0.3087472915649414,0.2752361297607422,0.5201468467712402,0.17239321768283844,0.5007920861244202,0.324553906917572,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.2765214145183563,0.31091248989105225
leading,0.197072371840477,0.1590130478143692,0.33273574709892273,0.1569366157054901,0.21491189301013947,0.17349885404109955,0.3809107840061188,0.10009295493364334,0.13140635192394257,0.2801096737384796,0.1360926628112793
to,0.455847829580307,0.3581787943840027,0.45010748505592346,0.2756218910217285,0.391582727432251,0.497876912355423,0.535392165184021,0.17033490538597107,0.23412610590457916,0.3415820300579071,0.29463258385658264
an,0.2821882665157318,0.3122991919517517,0.2605783939361572,0.1616596281528473,0.30457955598831177,0.17815372347831726,0.4207492768764496,0.16257908940315247,0.15750433504581451,0.19261068105697632,0.19793890416622162
almost,0.2467888444662094,0.24446184933185577,0.3422279357910156,0.21840283274650574,0.13746190071105957,0.2896410822868347,0.3341992199420929,0.16051292419433594,0.26116421818733215,0.19318954646587372,0.1372147500514984
complete,0.29213884472846985,0.21964994072914124,0.2201821506023407,0.2462083250284195,0.1763201802968979,0.24268412590026855,0.277624249458313,0.10570907592773438,0.15570703148841858,0.24902687966823578,0.11962060630321503
loss,0.21803489327430725,0.2671118974685669,0.21028298139572144,0.2631872296333313,0.20131517946720123,0.24724088609218597,0.27898719906806946,0.057539403438568115,0.19879452884197235,0.27565789222717285,0.1312553584575653
of,0.33290785551071167,0.2569013833999634,0.5696388483047485,0.2074868083000183,0.26447007060050964,0.2912110388278961,0.733189046382904,0.20143137872219086,0.22522282600402832,0.2565132975578308,0.1826142966747284
rainforest,0.22127854824066162,0.1487647444009781,0.2207682877779007,0.28958481550216675,0.0928340032696724,0.14288239181041718,0.2571161389350891,0.48046615719795227,1.0,0.3330962657928467,0.1917492002248764
cover,0.19970405101776123,0.1605502814054489,0.19227565824985504,0.18626700341701508,0.14831902086734772,0.27444198727607727,0.26727065443992615,0.21230551600456238,0.24127532541751862,0.26615431904792786,0.18414615094661713
in,0.30808621644973755,0.2510564923286438,1.0,0.2580132484436035,0.3424151837825775,0.268858402967453,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.28666722774505615,0.20430970191955566
the,0.42745697498321533,0.3641999065876007,0.6662389636039734,0.2622014284133911,0.2694292366504669,0.3146495521068573,1.0,0.260541707277298,0.2571161389350891,0.2483382374048233,0.22068053483963013
basin,0.1565224826335907,0.10718081146478653,0.22316701710224152,0.23244020342826843,0.10432489961385727,0.08785837143659592,0.24553915858268738,0.41143864393234253,0.4187982678413391,0.18864408135414124,0.14685653150081635
by,0.2455483376979828,0.2329561412334442,0.370934396982193,0.18849025666713715,0.1970296949148178,0.2695997655391693,0.4408751428127289,0.16320857405662537,0.16387821733951569,0.19549047946929932,0.17966607213020325
2100,0.10736340284347534,0.1935451328754425,0.1920589804649353,0.14896708726882935,0.15970772504806519,0.08622859418392181,0.208340585231781,0.12281690537929535,0.09124162048101425,0.09092641621828079,0.14122723042964935
.,0.3567904531955719,0.3244723975658417,0.5591574311256409,0.17719176411628723,0.35826805233955383,0.3547073304653168,0.5934505462646484,0.262887567281723,0.25713270902633667,0.22921036183834076,0.4130953550338745
