,who,does,not,take,a,position,on,the,canonicity,of,doctor,who,stories,by,other,media,?
any,0.29236510396003723,0.5203019976615906,0.5995424389839172,0.3211958408355713,0.45031747221946716,0.29690951108932495,0.2894362509250641,0.4525727927684784,0.31857460737228394,0.3769088089466095,0.20714381337165833,0.29236510396003723,0.15475577116012573,0.2681882679462433,0.5120068788528442,0.22368375957012177,0.4113408327102661
of,0.2827862501144409,0.3119818866252899,0.3307090103626251,0.29282352328300476,0.5052502155303955,0.23636478185653687,0.3966929316520691,0.733189046382904,0.3165595531463623,1.0,0.16895952820777893,0.2827862501144409,0.2577437460422516,0.3646814823150635,0.38583824038505554,0.19700391590595245,0.1826142966747284
such,0.2594927251338959,0.2787191867828369,0.4058493673801422,0.23985615372657776,0.2706976532936096,0.12784147262573242,0.3181164264678955,0.3575236201286316,0.22721104323863983,0.3209529519081116,0.1368570774793625,0.2594927251338959,0.22238491475582123,0.2736194431781769,0.6041211485862732,0.18278858065605164,0.17851735651493073
stories,0.3021683990955353,0.18673604726791382,0.2424003630876541,0.18627983331680298,0.16653454303741455,0.034915026277303696,0.19654057919979095,0.2397296130657196,0.29192981123924255,0.2577437460422516,0.20147667825222015,0.3021683990955353,1.0000001192092896,0.2035069465637207,0.2909756004810333,0.26650694012641907,0.20536305010318756
",",0.3365725874900818,0.28617382049560547,0.3769696354866028,0.2881867289543152,0.427140474319458,0.1771278828382492,0.49057599902153015,0.4933079481124878,0.3462478816509247,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.22120293974876404,0.3680937886238098,0.4446498453617096,0.23135341703891754,0.31091248989105225
and,0.41279885172843933,0.3461615741252899,0.39099299907684326,0.296702116727829,0.3739250600337982,0.22603030502796173,0.4077630043029785,0.5171257257461548,0.2690768241882324,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.2888988256454468,0.4289871156215668,0.5504306554794312,0.28782835602760315,0.20544172823429108
producers,0.17970997095108032,0.15677744150161743,0.2101048082113266,0.10311742126941681,0.16246287524700165,0.08533795177936554,0.21690666675567627,0.23758956789970398,0.18311573565006256,0.131597638130188,0.16961602866649628,0.17970997095108032,0.17784015834331512,0.2951318025588989,0.26260995864868164,0.19634410738945007,0.15943901240825653
of,0.2827862501144409,0.3119818866252899,0.3307090103626251,0.29282352328300476,0.5052502155303955,0.23636478185653687,0.3966929316520691,0.733189046382904,0.3165595531463623,1.0,0.16895952820777893,0.2827862501144409,0.2577437460422516,0.3646814823150635,0.38583824038505554,0.19700391590595245,0.1826142966747284
the,0.3733934462070465,0.35928019881248474,0.4310511648654938,0.31620436906814575,0.5829201340675354,0.3183514177799225,0.5107308030128479,1.0,0.3183150291442871,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2397296130657196,0.4408751428127289,0.44152235984802246,0.19221965968608856,0.22068053483963013
show,0.2095358669757843,0.19734367728233337,0.30318546295166016,0.22790804505348206,0.24886544048786163,0.11548998206853867,0.3708709180355072,0.319829523563385,0.20332500338554382,0.21383242309093475,0.2094513326883316,0.2095358669757843,0.2451198399066925,0.2779667377471924,0.2846641540527344,0.2275509089231491,0.2520138621330261
have,0.39246654510498047,0.3709583580493927,0.5619372129440308,0.43728798627853394,0.338716596364975,0.216538205742836,0.36494916677474976,0.40389683842658997,0.27503183484077454,0.3802283704280853,0.17649078369140625,0.39246654510498047,0.26907452940940857,0.3359639644622803,0.559082567691803,0.2075749784708023,0.32991164922714233
expressed,0.20309218764305115,0.20289166271686554,0.2699058949947357,0.1839955747127533,0.220966175198555,0.27800121903419495,0.1370905190706253,0.25207287073135376,0.30662256479263306,0.2687252461910248,0.10548917949199677,0.20309218764305115,0.17118212580680847,0.26528993248939514,0.20427915453910828,0.18241149187088013,0.17175263166427612
distaste,0.1532209813594818,0.20601899921894073,0.25363022089004517,0.23479105532169342,0.22538499534130096,0.242887482047081,0.13840679824352264,0.2536308467388153,0.2568031847476959,0.24166637659072876,0.16260983049869537,0.1532209813594818,0.19858279824256897,0.18331989645957947,0.31403791904449463,0.13650156557559967,0.14896944165229797
for,0.37110671401023865,0.35159170627593994,0.39280617237091064,0.33445194363594055,0.44038116931915283,0.27123650908470154,0.36199691891670227,0.4739971458911896,0.22174793481826782,0.4185989499092102,0.1556548923254013,0.37110671401023865,0.19391687214374542,0.3248702883720398,0.3273986279964447,0.2442343533039093,0.264628142118454
the,0.3733934462070465,0.35928019881248474,0.4310511648654938,0.31620436906814575,0.5829201340675354,0.3183514177799225,0.5107308030128479,1.0,0.3183150291442871,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2397296130657196,0.4408751428127289,0.44152235984802246,0.19221965968608856,0.22068053483963013
idea,0.3689709007740021,0.2417261004447937,0.35317808389663696,0.22042471170425415,0.3483608067035675,0.24795597791671753,0.22710762917995453,0.2839161455631256,0.2960831820964813,0.2342950403690338,0.1660250574350357,0.3689709007740021,0.2248132824897766,0.2571745216846466,0.2856239676475525,0.17233416438102722,0.2952161729335785
.,0.3541337847709656,0.3022993505001068,0.4824007451534271,0.3045158088207245,0.50484299659729,0.24342353641986847,0.49257001280784607,0.5934505462646484,0.298929363489151,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.23087488114833832,0.3936232924461365,0.41511186957359314,0.2313707321882248,0.4130953550338745
