,which,theorem,states,that,every,large,even,integer,can,be,written,as,a,prime,summed,with,a,semiprime,?
large,0.46308431029319763,0.07598812878131866,0.16094711422920227,0.34200385212898254,0.25082358717918396,1.0000001192092896,0.3241647183895111,0.2056591957807541,0.30512937903404236,0.2907196581363678,0.13935668766498566,0.24282054603099823,0.3740714490413666,0.12222686409950256,0.1823292225599289,0.26124298572540283,0.3740714490413666,0.23080413043498993,0.1355665624141693
odd,0.20116104185581207,0.21562500298023224,0.18596895039081573,0.249081552028656,0.300471693277359,0.22454029321670532,0.42528292536735535,0.3948904871940613,0.23914188146591187,0.22340990602970123,0.18442614376544952,0.1677120476961136,0.23868322372436523,0.24892151355743408,0.22797025740146637,0.20434057712554932,0.23868322372436523,0.29456692934036255,0.21656003594398499
integer,0.24863886833190918,0.4884721338748932,0.07378174364566803,0.26981496810913086,0.23681432008743286,0.2056591957807541,0.3008680045604706,1.0,0.29095104336738586,0.2557193338871002,0.2068723738193512,0.18676306307315826,0.22195649147033691,0.35712799429893494,0.30749842524528503,0.15516746044158936,0.22195649147033691,0.5410086512565613,0.2503974437713623
can,0.41132649779319763,0.19914768636226654,0.18360939621925354,0.4522190988063812,0.3617136478424072,0.30512937903404236,0.4626958966255188,0.29095104336738586,1.0,0.5791122913360596,0.16795562207698822,0.3245031237602234,0.3915780484676361,0.1305878609418869,0.2851472795009613,0.3572797477245331,0.3915780484676361,0.28387168049812317,0.3226337134838104
be,0.476310670375824,0.18646985292434692,0.24637973308563232,0.6036020517349243,0.3856845796108246,0.2907196581363678,0.4886775612831116,0.2557193338871002,0.5791122913360596,1.0,0.22968649864196777,0.5230465531349182,0.39883795380592346,0.14576895534992218,0.32161882519721985,0.36101722717285156,0.39883795380592346,0.28500601649284363,0.3324260413646698
written,0.30502957105636597,0.2601550221443176,0.16071173548698425,0.31561627984046936,0.1744735836982727,0.13935668766498566,0.2274884432554245,0.2068723738193512,0.16795562207698822,0.22968649864196777,1.0000001192092896,0.27031588554382324,0.22976966202259064,0.2330625355243683,0.3544057607650757,0.21299967169761658,0.22976966202259064,0.24079929292201996,0.21451954543590546
as,0.41006597876548767,0.16078700125217438,0.26192235946655273,0.4735107421875,0.2483101338148117,0.24282054603099823,0.37670591473579407,0.18676306307315826,0.3245031237602234,0.5230465531349182,0.27031588554382324,1.0,0.39550232887268066,0.17482610046863556,0.24305005371570587,0.40387406945228577,0.39550232887268066,0.27357032895088196,0.27043893933296204
a,0.56894451379776,0.2234962433576584,0.24708621203899384,0.47537946701049805,0.43930745124816895,0.3740714490413666,0.3278432786464691,0.22195649147033691,0.3915780484676361,0.39883795380592346,0.22976966202259064,0.39550232887268066,1.0,0.17998681962490082,0.2805555760860443,0.3783375024795532,1.0,0.3079141080379486,0.23916715383529663
sum,0.29702430963516235,0.3648405373096466,0.08627410978078842,0.3294830620288849,0.2917729914188385,0.23401908576488495,0.238929882645607,0.47473201155662537,0.24193312227725983,0.2493368238210678,0.26332372426986694,0.13355539739131927,0.21291501820087433,0.20612673461437225,0.38515663146972656,0.1939227133989334,0.21291501820087433,0.32091179490089417,0.1473705917596817
of,0.5011631846427917,0.18068012595176697,0.30884552001953125,0.41498205065727234,0.3414052724838257,0.3569655418395996,0.34735506772994995,0.158325657248497,0.2603091299533844,0.33904364705085754,0.20874574780464172,0.3886612355709076,0.5052502155303955,0.23935265839099884,0.23011279106140137,0.41827285289764404,0.5052502155303955,0.2754806578159332,0.1826142966747284
three,0.40919098258018494,0.2395733892917633,0.24490311741828918,0.3407050371170044,0.3107015788555145,0.21556000411510468,0.2926880121231079,0.19732682406902313,0.21489545702934265,0.25663426518440247,0.23624485731124878,0.23234014213085175,0.3025658130645752,0.15575771033763885,0.20048275589942932,0.35964319109916687,0.3025658130645752,0.2395569086074829,0.20928427577018738
primes,0.2975362241268158,0.5341587662696838,0.1690816879272461,0.30276167392730713,0.21308013796806335,0.17346440255641937,0.2890140116214752,0.5403520464897156,0.2540391981601715,0.24869440495967865,0.357473760843277,0.23833559453487396,0.21026647090911865,0.7104739546775818,0.2106141895055771,0.14664357900619507,0.21026647090911865,0.6403119564056396,0.18851876258850098
.,0.45942068099975586,0.19165870547294617,0.33941102027893066,0.4460422694683075,0.3150964379310608,0.2304532378911972,0.3729337155818939,0.19786179065704346,0.35783761739730835,0.4383580684661865,0.25418123602867126,0.515582263469696,0.50484299659729,0.17658381164073944,0.28792890906333923,0.4446153938770294,0.50484299659729,0.2781217694282532,0.4130953550338745
