,what,weapons,were,the,zulus,using,during,the,anglo-zulu,war,of,1879,?
countries,0.22319257259368896,0.32497209310531616,0.29480284452438354,0.33290645480155945,0.1677263081073761,0.24326644837856293,0.2750737965106964,0.33290645480155945,0.30963000655174255,0.2999389171600342,0.2800094783306122,-0.1082405298948288,0.15128466486930847
were,0.22298263013362885,0.303251177072525,1.0000001192092896,0.3906462490558624,0.1587749868631363,0.24272575974464417,0.4064035415649414,0.3906462490558624,0.2497396022081375,0.3151806890964508,0.34038281440734863,-0.03615397587418556,0.17890112102031708
still,0.4548931419849396,0.22656579315662384,0.352588027715683,0.40142056345939636,0.13894933462142944,0.2858397662639618,0.3010420501232147,0.40142056345939636,0.23022380471229553,0.2580544054508209,0.3288819193840027,-0.055307988077402115,0.3039587736129761
fighting,0.24901722371578217,0.39813828468322754,0.2624485194683075,0.29008734226226807,0.19214214384555817,0.22179469466209412,0.30935585498809814,0.29008734226226807,0.23084549605846405,0.46150052547454834,0.26037532091140747,-0.10605375468730927,0.15496447682380676
with,0.2464839518070221,0.19659456610679626,0.3179011940956116,0.4223487675189972,0.1091785803437233,0.3917884826660156,0.28545209765434265,0.4223487675189972,0.18875886499881744,0.20580904185771942,0.41827285289764404,-0.06634021550416946,0.2433311939239502
arrows,0.19593313336372375,0.3973468244075775,0.22453971207141876,0.2550988495349884,0.17050598561763763,0.29548582434654236,0.10589542239904404,0.2550988495349884,0.2405802458524704,0.14913062751293182,0.19085580110549927,-0.1316302865743637,0.14695002138614655
",",0.3087472915649414,0.24384108185768127,0.36755475401878357,0.4933079481124878,0.20773732662200928,0.27050045132637024,0.3225448727607727,0.4933079481124878,0.26734474301338196,0.2671184241771698,0.4946078956127167,0.027387188747525215,0.31091248989105225
swords,0.14353454113006592,0.4470933973789215,0.2984088361263275,0.2634007930755615,0.23467738926410675,0.20773057639598846,0.1808922439813614,0.2634007930755615,0.2623932361602783,0.25896698236465454,0.2623819410800934,-0.156552255153656,0.10372216254472733
",",0.3087472915649414,0.24384108185768127,0.36755475401878357,0.4933079481124878,0.20773732662200928,0.27050045132637024,0.3225448727607727,0.4933079481124878,0.26734474301338196,0.2671184241771698,0.4946078956127167,0.027387188747525215,0.31091248989105225
and,0.31309178471565247,0.2608020603656769,0.42175528407096863,0.5171257257461548,0.13363273441791534,0.33157408237457275,0.36462149024009705,0.5171257257461548,0.23549093306064606,0.29695844650268555,0.5116966962814331,-0.03705533221364021,0.20544172823429108
leather,0.12911827862262726,0.3001205623149872,0.2571595311164856,0.23615260422229767,0.06393387168645859,0.23909972608089447,0.1481977105140686,0.23615260422229767,0.15428878366947174,0.11056521534919739,0.20734292268753052,-0.17821793258190155,0.12757006287574768
shields,0.11742641776800156,0.3457639813423157,0.2574441432952881,0.21226775646209717,0.13847191631793976,0.15763913094997406,0.15532921254634857,0.21226775646209717,0.159256711602211,0.10589665919542313,0.2166394293308258,0.008186492137610912,0.08820432424545288
(,0.2411840260028839,0.11932215839624405,0.14743882417678833,0.33289089798927307,0.16061937808990479,0.1647263914346695,0.2139192670583725,0.33289089798927307,0.1592833697795868,0.17743611335754395,0.35032153129577637,0.0779847800731659,0.40561532974243164
e.g,0.044121697545051575,0.052388474345207214,0.03513685613870621,0.08954983949661255,-0.04237823188304901,-0.026068348437547684,0.13370946049690247,0.08954983949661255,0.019010843709111214,0.12133105844259262,0.017287904396653175,-0.004216778092086315,-0.03681480139493942
.,0.3567904531955719,0.20480431616306305,0.3378238379955292,0.5934505462646484,0.19995959103107452,0.3629456162452698,0.3485563397407532,0.5934505462646484,0.2581227421760559,0.3000848889350891,0.5352458953857422,0.062138766050338745,0.4130953550338745
