,how,long,had,john,paul,ii,been,the,pope,in,1979,?
sermon,0.2364777773618698,0.230984166264534,0.20481228828430176,0.25196006894111633,0.2149191051721573,0.09705007076263428,0.216228187084198,0.2812419533729553,0.35315999388694763,0.22135332226753235,0.06848654896020889,0.24739065766334534
with,0.3525622487068176,0.289187490940094,0.4739086329936981,0.1736196130514145,0.19302357733249664,0.22142726182937622,0.2804456949234009,0.4223487675189972,0.16502025723457336,0.4080928862094879,0.20249252021312714,0.2433311939239502
a,0.29312583804130554,0.3795371353626251,0.34897568821907043,0.20638683438301086,0.13667120039463043,0.2111874669790268,0.3315402865409851,0.5829201340675354,0.16180011630058289,0.539380669593811,0.18405361473560333,0.23916715383529663
call,0.21400348842144012,0.16873031854629517,0.1465468853712082,0.09664878249168396,0.19212403893470764,0.09931020438671112,0.18493391573429108,0.26640447974205017,0.12350942194461823,0.2520289719104767,0.10999364405870438,0.23091886937618256
to,0.44169697165489197,0.30218687653541565,0.37984350323677063,0.2070634365081787,0.16250576078891754,0.20368696749210358,0.34945759177207947,0.535392165184021,0.25680112838745117,0.45010748505592346,0.260578453540802,0.29463258385658264
``,-0.01591024175286293,0.1858668327331543,0.0518546998500824,0.011006556451320648,0.031184984371066093,-0.029949629679322243,0.006640665698796511,0.029072100296616554,0.11828982830047607,0.04765888676047325,0.09052331745624542,0.0685480609536171
renew,0.1996895968914032,0.12810690701007843,0.23243534564971924,0.17627541720867157,0.18107743561267853,0.21435517072677612,0.23103100061416626,0.2726650834083557,0.19194647669792175,0.19923003017902374,0.006731893867254257,0.21736618876457214
the,0.33890387415885925,0.3075225353240967,0.3875846862792969,0.2230520099401474,0.19191958010196686,0.2631464898586273,0.3563927710056305,1.0,0.2285010814666748,0.6662389636039734,0.3323744237422943,0.22068053483963013
face,0.2165890783071518,0.14613822102546692,0.24785646796226501,0.11347388476133347,0.10683335363864899,0.11498651653528214,0.21348936855793,0.2601291239261627,0.15115952491760254,0.17266811430454254,0.10721077769994736,0.12476722151041031
'',-0.0029843549709767103,0.020632827654480934,0.024004416540265083,0.00810936652123928,-0.023794766515493393,-0.02888098731637001,-0.031851496547460556,0.041273195296525955,0.013694919645786285,0.07432962208986282,0.034963369369506836,0.018684765323996544
of,0.2480744868516922,0.2567519545555115,0.37755560874938965,0.2407056987285614,0.14511796832084656,0.2844806909561157,0.31685134768486023,0.733189046382904,0.23057007789611816,0.5696388483047485,0.2645907700061798,0.1826142966747284
poland,0.14947472512722015,0.1166696846485138,0.22347143292427063,0.15826362371444702,0.14003609120845795,0.21988123655319214,0.13708095252513885,0.24871079623699188,0.23084743320941925,0.2887791395187378,0.10443423688411713,0.14259830117225647
:,-0.11215605586767197,-0.0983700081706047,-0.06820519268512726,-0.10026586055755615,0.030091118067502975,0.0030599527526646852,-0.08304985612630844,-0.03403344005346298,0.024316754192113876,0.020521078258752823,-0.05890986695885658,-0.07156077772378922
let,0.3699781894683838,0.1785915195941925,0.2808184325695038,0.233894482254982,0.16464926302433014,0.15424780547618866,0.2034740298986435,0.2692858874797821,0.13064803183078766,0.19703081250190735,0.050721507519483566,0.36716893315315247
thy,0.19763214886188507,0.1529204249382019,0.19195829331874847,0.1737891137599945,0.17520670592784882,0.12235815078020096,0.1608811765909195,0.1960083395242691,0.11924831569194794,0.13847844302654266,0.05294663459062576,0.17140799760818481
spirit,0.17926308512687683,0.08519706130027771,0.14757630228996277,0.20132328569889069,0.12084076553583145,0.10393860936164856,0.15822257101535797,0.24389684200286865,0.20253293216228485,0.18238019943237305,0.11462189257144928,0.18818747997283936
descend,0.1974755823612213,0.13429298996925354,0.2130865752696991,0.11532416939735413,0.10161382704973221,0.16101546585559845,0.15284478664398193,0.28131356835365295,0.1561107188463211,0.16965150833129883,0.24696923792362213,0.1250806450843811
!,0.24897439777851105,0.20780979096889496,0.18508721888065338,0.10847983509302139,0.1661771833896637,0.12185057252645493,0.12274332344532013,0.208593487739563,0.12776081264019012,0.16947506368160248,-0.019969720393419266,0.45165371894836426
