,which,tfeu,article,states,that,states,are,exempt,from,infringing,on,rights,of,establishment,when,they,exercise,official,authority,?
',0.32852497696876526,0.16073964536190033,0.3319398760795593,0.21096393465995789,0.3494868278503418,0.21096393465995789,0.24618251621723175,0.13742901384830475,0.20019984245300293,0.22031289339065552,0.30823177099227905,0.20098038017749786,0.39136970043182373,0.2525516450405121,0.2558356821537018,0.27022266387939453,0.13700230419635773,0.29566490650177,0.1664525717496872,0.330942302942276
freedom,0.21526707708835602,0.22278697788715363,0.25260937213897705,0.2599071264266968,0.2599881887435913,0.2599071264266968,0.10767874121665955,0.27587375044822693,0.22778180241584778,0.3616732060909271,0.14023002982139587,0.48985737562179565,0.26562249660491943,0.23170560598373413,0.134197399020195,0.23017053306102753,0.25537535548210144,0.18617002665996552,0.2885620892047882,0.1626027375459671
of,0.5011631846427917,0.19117312133312225,0.25720444321632385,0.30884552001953125,0.41498205065727234,0.30884552001953125,0.39081433415412903,0.19968248903751373,0.4249346852302551,0.2191469818353653,0.3966929316520691,0.19425496459007263,1.0,0.27824047207832336,0.3757161796092987,0.3426007330417633,0.25090140104293823,0.2864961326122284,0.28063252568244934,0.1826142966747284
establishment,0.24264968931674957,0.1927279680967331,0.22371351718902588,0.32828861474990845,0.26937738060951233,0.32828861474990845,0.15019364655017853,0.27023181319236755,0.15794140100479126,0.21562236547470093,0.15358547866344452,0.2621973156929016,0.27824047207832336,1.0000001192092896,0.2026376724243164,0.17165344953536987,0.2215789556503296,0.14924566447734833,0.3595418334007263,0.1661023646593094
when,0.572554349899292,0.17027974128723145,0.2636274993419647,0.24639196693897247,0.5860282182693481,0.24639196693897247,0.29873907566070557,0.1938917487859726,0.405669629573822,0.25788748264312744,0.37706470489501953,0.18668439984321594,0.3757161796092987,0.2026376724243164,0.9999999403953552,0.5090266466140747,0.20701296627521515,0.17409171164035797,0.1910407692193985,0.22841128706932068
they,0.5165667533874512,0.1798410415649414,0.21624155342578888,0.23871077597141266,0.5710820555686951,0.23871077597141266,0.610666811466217,0.23778606951236725,0.3321932256221771,0.2776415944099426,0.31295230984687805,0.2286609411239624,0.3426007330417633,0.17165344953536987,0.5090266466140747,0.9999999403953552,0.233010932803154,0.13143111765384674,0.1672353446483612,0.2753053903579712
exercise,0.23856453597545624,0.21556337177753448,0.24276769161224365,0.19387505948543549,0.26348260045051575,0.19387505948543549,0.21396504342556,0.3432587683200836,0.12505969405174255,0.27345791459083557,0.23019099235534668,0.29065805673599243,0.25090140104293823,0.2215789556503296,0.20701296627521515,0.233010932803154,1.0,0.05654442682862282,0.24539797008037567,0.19207993149757385
``,0.05178012326359749,0.18464727699756622,0.025853512808680534,0.029627995565533638,0.05285148695111275,0.029627995565533638,0.12624181807041168,0.17014345526695251,0.02677825279533863,0.03780017048120499,-0.03274054825305939,-0.0018663033843040466,0.06780257821083069,0.09731770306825638,0.07174111902713776,0.0819322019815445,0.0701032504439354,-0.07170416414737701,0.08075007051229477,0.0685480609536171
official,0.18692700564861298,0.14451457560062408,0.24252867698669434,0.24247460067272186,0.1902298480272293,0.24247460067272186,0.12171322852373123,0.12581868469715118,0.1472557634115219,0.24772261083126068,0.2521604001522064,0.16528645157814026,0.2864961326122284,0.14924566447734833,0.17409171164035797,0.13143111765384674,0.05654442682862282,1.0,0.27007532119750977,0.18097688257694244
authority,0.23924292623996735,0.24260695278644562,0.22124463319778442,0.2760929763317108,0.29481130838394165,0.2760929763317108,0.15189868211746216,0.3013136684894562,0.15314611792564392,0.27825596928596497,0.17171882092952728,0.26789313554763794,0.28063252568244934,0.3595418334007263,0.1910407692193985,0.1672353446483612,0.24539797008037567,0.27007532119750977,1.0000001192092896,0.18404170870780945
'',-0.03332270681858063,0.0001324573822785169,0.08483149111270905,-0.06360612064599991,0.007880004122853279,-0.06360612064599991,0.0263817198574543,-0.05180966109037399,-0.011389154009521008,-0.05227039009332657,0.04238596186041832,-0.021743718534708023,0.13035868108272552,0.027695966884493828,-0.07688097655773163,-0.006317874416708946,0.002343340776860714,-0.08154091984033585,0.059820134192705154,0.018684765323996544
",",0.3658004403114319,0.2276109755039215,0.28605279326438904,0.3315127193927765,0.4137537479400635,0.3315127193927765,0.4062570035457611,0.19862349331378937,0.39760664105415344,0.2879631817340851,0.49057599902153015,0.2595706284046173,0.4946078956127167,0.20188406109809875,0.36674630641937256,0.390799880027771,0.17535686492919922,0.2088543325662613,0.22133024036884308,0.31091248989105225
but,0.55336993932724,0.20150364935398102,0.40155842900276184,0.26214689016342163,0.7244205474853516,0.26214689016342163,0.47990062832832336,0.2674255669116974,0.3133932948112488,0.3785187304019928,0.3584071099758148,0.21167528629302979,0.39942997694015503,0.2037692666053772,0.5599016547203064,0.5579894781112671,0.19441676139831543,0.12815262377262115,0.17937566339969635,0.27921953797340393
this,0.6719430088996887,0.21300208568572998,0.46649065613746643,0.2684851288795471,0.6909449696540833,0.2684851288795471,0.35762670636177063,0.292258083820343,0.3469814360141754,0.3484453856945038,0.4193967580795288,0.2537098526954651,0.45148900151252747,0.24523486196994781,0.4959332048892975,0.4273154139518738,0.206731915473938,0.17303510010242462,0.21339759230613708,0.3155723512172699
did,0.2750149369239807,0.13739699125289917,0.27629354596138,0.21754568815231323,0.47518548369407654,0.21754568815231323,0.2159031480550766,0.19902509450912476,0.20248863101005554,0.2810690104961395,0.2670976221561432,0.2525300085544586,0.2513895630836487,0.20103003084659576,0.3228907287120819,0.4879390597343445,0.16071541607379913,0.2160998433828354,0.23189641535282135,0.3023456633090973
an,0.3611921966075897,0.12124821543693542,0.2350708693265915,0.2041347622871399,0.365763783454895,0.2041347622871399,0.1556541919708252,0.18878500163555145,0.20876385271549225,0.1432623267173767,0.3192969560623169,0.2173870950937271,0.32280945777893066,0.15777750313282013,0.33026179671287537,0.2435421496629715,0.19856585562229156,0.1352531611919403,0.23001794517040253,0.19793890416622162
advocate,0.12648089230060577,0.12388019263744354,0.26602861285209656,0.2908296287059784,0.2249954491853714,0.2908296287059784,0.14691078662872314,0.25930023193359375,0.1352427452802658,0.3457908630371094,0.1761903315782547,0.4140643775463104,0.22164754569530487,0.2383466362953186,0.1526903361082077,0.15195684134960175,0.23430204391479492,0.18512998521327972,0.26370736956596375,0.19954998791217804
's,0.03856118768453598,0.04169958829879761,-0.02360285259783268,-0.004298824816942215,0.04397977516055107,-0.004298824816942215,-0.008927806280553341,0.005698786117136478,-0.01936490088701248,-0.05839412659406662,0.0026888418942689896,-0.06798747181892395,-0.03817026689648628,-0.08286910504102707,-0.03368149697780609,0.03738465905189514,0.010947910137474537,0.0002636060817167163,0.019309991970658302,-0.023395681753754616
work,0.30331435799598694,0.2251821905374527,0.3436644375324249,0.14620256423950195,0.34257015585899353,0.14620256423950195,0.26678818464279175,0.19712099432945251,0.20936714112758636,0.3005150258541107,0.26663315296173096,0.28724339604377747,0.23473061621189117,0.21393617987632751,0.2500542998313904,0.2948459982872009,0.3184785544872284,0.04892271012067795,0.20929788053035736,0.2621155381202698
(,0.2589828372001648,0.21501469612121582,0.25957366824150085,0.21393048763275146,0.2264307141304016,0.21393048763275146,0.23263892531394958,0.1977229118347168,0.25806233286857605,0.19893087446689606,0.28656116127967834,0.17563141882419586,0.35032153129577637,0.16651339828968048,0.2459595799446106,0.22770340740680695,0.08393806964159012,0.20883582532405853,0.18909376859664917,0.40561532974243164
as,0.41006597876548767,0.16301578283309937,0.2877572774887085,0.26192235946655273,0.4735107421875,0.26192235946655273,0.3826591968536377,0.16771464049816132,0.3251767158508301,0.25337302684783936,0.36047765612602234,0.23479478061199188,0.3886612355709076,0.22140933573246002,0.4437963366508484,0.3294360637664795,0.16651123762130737,0.21676523983478546,0.25263646245002747,0.27043893933296204
opposed,0.274840384721756,0.23770774900913239,0.2892630994319916,0.16399042308330536,0.37060683965682983,0.16399042308330536,0.2742511034011841,0.30850568413734436,0.21520039439201355,0.28165408968925476,0.23948130011558533,0.322054386138916,0.25387564301490784,0.2742816209793091,0.26777365803718567,0.2877137362957001,0.22318419814109802,0.13653595745563507,0.25541988015174866,0.23428945243358612
to,0.5345056653022766,0.144119530916214,0.361922025680542,0.2828785181045532,0.5436353087425232,0.2828785181045532,0.3504326641559601,0.28929024934768677,0.4069952368736267,0.3179720342159271,0.41031414270401,0.2570022940635681,0.41548454761505127,0.17847758531570435,0.5423505902290344,0.5452046394348145,0.214352548122406,0.18259026110172272,0.2155669927597046,0.29463258385658264
a,0.56894451379776,0.23316232860088348,0.30913418531417847,0.24708621203899384,0.47537946701049805,0.24708621203899384,0.265255331993103,0.21771538257598877,0.322764128446579,0.20950847864151,0.3848365545272827,0.18041828274726868,0.5052502155303955,0.22452953457832336,0.44397395849227905,0.3528250455856323,0.23620137572288513,0.19875815510749817,0.21713398396968842,0.23916715383529663
court,0.19263212382793427,0.15581190586090088,0.22432352602481842,0.3169350028038025,0.2474849969148636,0.3169350028038025,0.10927453637123108,0.275856614112854,0.18949919939041138,0.3019948899745941,0.23630931973457336,0.2824671268463135,0.28835242986679077,0.21075400710105896,0.23927445709705353,0.20706503093242645,0.1973714977502823,0.21138155460357666,0.3364987373352051,0.17100423574447632
's,0.03856118768453598,0.04169958829879761,-0.02360285259783268,-0.004298824816942215,0.04397977516055107,-0.004298824816942215,-0.008927806280553341,0.005698786117136478,-0.01936490088701248,-0.05839412659406662,0.0026888418942689896,-0.06798747181892395,-0.03817026689648628,-0.08286910504102707,-0.03368149697780609,0.03738465905189514,0.010947910137474537,0.0002636060817167163,0.019309991970658302,-0.023395681753754616
),0.2758678197860718,0.22214502096176147,0.26026514172554016,0.2059156745672226,0.23478686809539795,0.2059156745672226,0.2373749315738678,0.19810542464256287,0.2672361731529236,0.18807077407836914,0.29937487840652466,0.18886376917362213,0.3680361211299896,0.17904651165008545,0.2538422644138336,0.22818082571029663,0.09650393575429916,0.2148369550704956,0.17258036136627197,0.42300865054130554
was,0.2830964922904968,0.17341893911361694,0.26395970582962036,0.2847922146320343,0.33670201897621155,0.2847922146320343,0.3076191842556,0.15415626764297485,0.31171464920043945,0.13752028346061707,0.3909217119216919,0.19272007048130035,0.4069072902202606,0.25249096751213074,0.37326499819755554,0.3300964832305908,0.12802070379257202,0.24680811166763306,0.23109516501426697,0.18412111699581146
not,0.46766895055770874,0.15117043256759644,0.427753210067749,0.24589264392852783,0.6600887179374695,0.24589264392852783,0.46186959743499756,0.31467804312705994,0.2567668557167053,0.38732001185417175,0.3516409695148468,0.26897159218788147,0.3307090103626251,0.19496431946754456,0.4799930453300476,0.5804335474967957,0.2407163381576538,0.16867855191230774,0.29407691955566406,0.41942933201789856
official,0.18692700564861298,0.14451457560062408,0.24252867698669434,0.24247460067272186,0.1902298480272293,0.24247460067272186,0.12171322852373123,0.12581868469715118,0.1472557634115219,0.24772261083126068,0.2521604001522064,0.16528645157814026,0.2864961326122284,0.14924566447734833,0.17409171164035797,0.13143111765384674,0.05654442682862282,1.0,0.27007532119750977,0.18097688257694244
.,0.45942068099975586,0.2632068693637848,0.30669885873794556,0.33941102027893066,0.4460422694683075,0.33941102027893066,0.3452940285205841,0.23575329780578613,0.41536515951156616,0.25006526708602905,0.49257001280784607,0.24957291781902313,0.5352458953857422,0.2261180579662323,0.475719153881073,0.4510921239852905,0.1947738081216812,0.2367454320192337,0.19641262292861938,0.4130953550338745
,which,tfeu,article,states,that,states,are,exempt,from,infringing,on,rights,of,establishment,when,they,exercise,official,authority,?
in,0.4840516746044159,0.23039208352565765,0.26153311133384705,0.3977442979812622,0.435920387506485,0.3977442979812622,0.3841303884983063,0.10131364315748215,0.4274188280105591,0.15125229954719543,0.46853652596473694,0.17772755026817322,0.5696388483047485,0.329694002866745,0.4431333839893341,0.4330179989337921,0.15297836065292358,0.25180214643478394,0.214982271194458,0.20430970191955566
reyners,0.26142415404319763,0.28395015001296997,0.15900512039661407,0.19331605732440948,0.3250669836997986,0.19331605732440948,0.33287447690963745,0.1726626455783844,0.2278745323419571,0.27527397871017456,0.24843361973762512,0.22717918455600739,0.2629427909851074,0.16263940930366516,0.22965171933174133,0.40965431928634644,0.2108621746301651,0.19374287128448486,0.23427873849868774,0.20613805949687958
v,0.1653934270143509,0.21237154304981232,0.17136617004871368,0.17548398673534393,0.14623945951461792,0.17548398673534393,0.07239489257335663,0.14789289236068726,0.13980557024478912,0.21570298075675964,0.1826705038547516,0.1286235749721527,0.1655031144618988,0.08886614441871643,0.20079591870307922,0.2006511688232422,0.11539570987224579,0.10909075289964676,0.12158193439245224,0.28677162528038025
belgium,0.14005181193351746,0.3309972286224365,0.18513168394565582,0.23227155208587646,0.1712908148765564,0.23227155208587646,0.1819441318511963,0.18719550967216492,0.14285646378993988,0.1875329464673996,0.19565555453300476,0.1021585687994957,0.2526414394378662,0.18153958022594452,0.1639212965965271,0.1964021474123001,0.07610415667295456,0.14037416875362396,0.0954616516828537,0.1067093089222908
the,0.6521818041801453,0.23805710673332214,0.3329811692237854,0.3463578522205353,0.5473989248275757,0.3463578522205353,0.40399202704429626,0.1682843714952469,0.40150508284568787,0.2512604296207428,0.5107308030128479,0.2579100430011749,0.733189046382904,0.344906210899353,0.5091903209686279,0.49925389885902405,0.23306256532669067,0.3133983910083771,0.2645063102245331,0.22068053483963013
court,0.19263212382793427,0.15581190586090088,0.22432352602481842,0.3169350028038025,0.2474849969148636,0.3169350028038025,0.10927453637123108,0.275856614112854,0.18949919939041138,0.3019948899745941,0.23630931973457336,0.2824671268463135,0.28835242986679077,0.21075400710105896,0.23927445709705353,0.20706503093242645,0.1973714977502823,0.21138155460357666,0.3364987373352051,0.17100423574447632
of,0.5011631846427917,0.19117312133312225,0.25720444321632385,0.30884552001953125,0.41498205065727234,0.30884552001953125,0.39081433415412903,0.19968248903751373,0.4249346852302551,0.2191469818353653,0.3966929316520691,0.19425496459007263,1.0,0.27824047207832336,0.3757161796092987,0.3426007330417633,0.25090140104293823,0.2864961326122284,0.28063252568244934,0.1826142966747284
justice,0.16124017536640167,0.1545773148536682,0.2118518352508545,0.30231809616088867,0.23929592967033386,0.30231809616088867,0.13176707923412323,0.20621338486671448,0.1659262329339981,0.3127155601978302,0.1708904355764389,0.2867013216018677,0.2658293545246124,0.1942489743232727,0.15634077787399292,0.15341687202453613,0.12325319647789001,0.17051351070404053,0.269634872674942,0.19269752502441406
held,0.2626747488975525,0.22357626259326935,0.1424151062965393,0.2156551033258438,0.224154531955719,0.2156551033258438,0.18270234763622284,0.1877976506948471,0.2241152971982956,0.1992536038160324,0.2410694807767868,0.20695647597312927,0.28960686922073364,0.22631382942199707,0.1848648637533188,0.23297390341758728,0.23633848130702972,0.2182091623544693,0.228105366230011,0.14103956520557404
that,0.6894589066505432,0.15542970597743988,0.41666144132614136,0.291576623916626,1.0,0.291576623916626,0.45265161991119385,0.30779725313186646,0.3477667272090912,0.39864858984947205,0.42569106817245483,0.251168817281723,0.41498205065727234,0.26937738060951233,0.5860282182693481,0.5710820555686951,0.26348260045051575,0.1902298480272293,0.29481130838394165,0.32716336846351624
a,0.56894451379776,0.23316232860088348,0.30913418531417847,0.24708621203899384,0.47537946701049805,0.24708621203899384,0.265255331993103,0.21771538257598877,0.322764128446579,0.20950847864151,0.3848365545272827,0.18041828274726868,0.5052502155303955,0.22452953457832336,0.44397395849227905,0.3528250455856323,0.23620137572288513,0.19875815510749817,0.21713398396968842,0.23916715383529663
refusal,0.30431994795799255,0.220420241355896,0.251324862241745,0.23986448347568512,0.37070855498313904,0.23986448347568512,0.13471278548240662,0.38998663425445557,0.17702917754650116,0.4100380837917328,0.3060106635093689,0.37084242701530457,0.27877381443977356,0.28960731625556946,0.2046433538198471,0.24914981424808502,0.3284708261489868,0.21527080237865448,0.35335585474967957,0.21465960144996643
to,0.5345056653022766,0.144119530916214,0.361922025680542,0.2828785181045532,0.5436353087425232,0.2828785181045532,0.3504326641559601,0.28929024934768677,0.4069952368736267,0.3179720342159271,0.41031414270401,0.2570022940635681,0.41548454761505127,0.17847758531570435,0.5423505902290344,0.5452046394348145,0.214352548122406,0.18259026110172272,0.2155669927597046,0.29463258385658264
admit,0.2519446313381195,0.16128531098365784,0.29517069458961487,0.2047407180070877,0.42431357502937317,0.2047407180070877,0.22645725309848785,0.3048851788043976,0.20661042630672455,0.32398679852485657,0.24965986609458923,0.262590229511261,0.17787644267082214,0.19234304130077362,0.3355467617511749,0.3474138081073761,0.273302286863327,0.0934954285621643,0.1982123702764511,0.3069921135902405
a,0.56894451379776,0.23316232860088348,0.30913418531417847,0.24708621203899384,0.47537946701049805,0.24708621203899384,0.265255331993103,0.21771538257598877,0.322764128446579,0.20950847864151,0.3848365545272827,0.18041828274726868,0.5052502155303955,0.22452953457832336,0.44397395849227905,0.3528250455856323,0.23620137572288513,0.19875815510749817,0.21713398396968842,0.23916715383529663
lawyer,0.08150067925453186,0.15592573583126068,0.24800443649291992,0.2553682327270508,0.16258345544338226,0.2553682327270508,0.08501843363046646,0.19337813556194305,0.20093004405498505,0.2742230296134949,0.18414944410324097,0.42006945610046387,0.10836214572191238,0.1568833589553833,0.1925000548362732,0.18665194511413574,0.20145894587039948,0.19856396317481995,0.24803265929222107,0.23041324317455292
to,0.5345056653022766,0.144119530916214,0.361922025680542,0.2828785181045532,0.5436353087425232,0.2828785181045532,0.3504326641559601,0.28929024934768677,0.4069952368736267,0.3179720342159271,0.41031414270401,0.2570022940635681,0.41548454761505127,0.17847758531570435,0.5423505902290344,0.5452046394348145,0.214352548122406,0.18259026110172272,0.2155669927597046,0.29463258385658264
the,0.6521818041801453,0.23805710673332214,0.3329811692237854,0.3463578522205353,0.5473989248275757,0.3463578522205353,0.40399202704429626,0.1682843714952469,0.40150508284568787,0.2512604296207428,0.5107308030128479,0.2579100430011749,0.733189046382904,0.344906210899353,0.5091903209686279,0.49925389885902405,0.23306256532669067,0.3133983910083771,0.2645063102245331,0.22068053483963013
belgian,0.12586940824985504,0.25517410039901733,0.12705069780349731,0.14516785740852356,0.16766312718391418,0.14516785740852356,0.1424904465675354,0.176764115691185,0.10962323844432831,0.14721150696277618,0.10723721981048584,0.11086010187864304,0.1531772017478943,0.16124530136585236,0.09834840148687363,0.18292750418186188,0.06661146879196167,0.12470963597297668,0.07815343886613846,0.1179066002368927
bar,0.22721995413303375,0.18596698343753815,0.1838092803955078,0.12160634249448776,0.22836041450500488,0.12160634249448776,0.15899012982845306,0.17392027378082275,0.219898983836174,0.16170594096183777,0.15040528774261475,0.17872869968414307,0.15874768793582916,0.1692536175251007,0.22537699341773987,0.18397849798202515,0.2035628855228424,0.10142507404088974,0.13357511162757874,0.1802317053079605
because,0.5717213749885559,0.17646200954914093,0.3242773413658142,0.2610361874103546,0.6503599286079407,0.2610361874103546,0.43093472719192505,0.27026858925819397,0.35139670968055725,0.3588601052761078,0.33021900057792664,0.2517482340335846,0.4075504541397095,0.16510896384716034,0.6114379167556763,0.5550463795661926,0.20508244633674622,0.2032756805419922,0.2266022264957428,0.2528740465641022
he,0.3415409028530121,0.19197896122932434,0.24431072175502777,0.26046910881996155,0.36068853735923767,0.26046910881996155,0.22751110792160034,0.1260663866996765,0.3314535319805145,0.2024376541376114,0.32403138279914856,0.1969231218099594,0.38706058263778687,0.21498091518878937,0.39115971326828003,0.4156855344772339,0.20006008446216583,0.14860372245311737,0.16964884102344513,0.2089974731206894
lacked,0.2953740060329437,0.10433697700500488,0.22201333940029144,0.11820424348115921,0.3685064911842346,0.11820424348115921,0.21372877061367035,0.15139633417129517,0.15415342152118683,0.20640848577022552,0.2174140363931656,0.16055698692798615,0.26220977306365967,0.2493898719549179,0.22578047215938568,0.34511780738830566,0.1393759846687317,0.12317921966314316,0.2570517063140869,0.11040093004703522
belgian,0.12586940824985504,0.25517410039901733,0.12705069780349731,0.14516785740852356,0.16766312718391418,0.14516785740852356,0.1424904465675354,0.176764115691185,0.10962323844432831,0.14721150696277618,0.10723721981048584,0.11086010187864304,0.1531772017478943,0.16124530136585236,0.09834840148687363,0.18292750418186188,0.06661146879196167,0.12470963597297668,0.07815343886613846,0.1179066002368927
nationality,0.13888375461101532,0.1803404688835144,0.24591466784477234,0.2567559480667114,0.20177128911018372,0.2567559480667114,0.21881723403930664,0.1915218085050583,0.19888272881507874,0.2403915971517563,0.11810911446809769,0.2559930384159088,0.16924145817756653,0.2769964337348938,0.10950327664613724,0.2407096028327942,0.15453094244003296,0.1943671852350235,0.24516160786151886,0.2473464161157608
was,0.2830964922904968,0.17341893911361694,0.26395970582962036,0.2847922146320343,0.33670201897621155,0.2847922146320343,0.3076191842556,0.15415626764297485,0.31171464920043945,0.13752028346061707,0.3909217119216919,0.19272007048130035,0.4069072902202606,0.25249096751213074,0.37326499819755554,0.3300964832305908,0.12802070379257202,0.24680811166763306,0.23109516501426697,0.18412111699581146
unjustified,0.2698540687561035,0.21375009417533875,0.34197548031806946,0.15478277206420898,0.4458341598510742,0.15478277206420898,0.20616181194782257,0.4009392261505127,0.15579631924629211,0.4207595884799957,0.24709521234035492,0.33536216616630554,0.20706026256084442,0.2545876204967499,0.2454860806465149,0.2507985830307007,0.17129243910312653,0.12083779275417328,0.2986472249031067,0.369048535823822
.,0.45942068099975586,0.2632068693637848,0.30669885873794556,0.33941102027893066,0.4460422694683075,0.33941102027893066,0.3452940285205841,0.23575329780578613,0.41536515951156616,0.25006526708602905,0.49257001280784607,0.24957291781902313,0.5352458953857422,0.2261180579662323,0.475719153881073,0.4510921239852905,0.1947738081216812,0.2367454320192337,0.19641262292861938,0.4130953550338745
