,what,day,of,the,week,did,shark,tank,debut,on,?
a,0.3320399522781372,0.18630309402942657,0.5052502155303955,0.5829201340675354,0.20796456933021545,0.2552328109741211,0.2024041712284088,0.2611767649650574,0.23467278480529785,0.3848365545272827,0.23916715383529663
midseason,0.17481674253940582,0.25055617094039917,0.20239751040935516,0.2996739447116852,0.40374886989593506,0.2234908491373062,0.24963772296905518,0.17642530798912048,0.31830859184265137,0.27986225485801697,0.2094298005104065
sleeper,0.1740417182445526,0.21378667652606964,0.1579350084066391,0.19402003288269043,0.22019696235656738,0.1536630541086197,0.2435114085674286,0.242051362991333,0.19530975818634033,0.3017500936985016,0.20988863706588745
hit,0.22790727019309998,0.21000123023986816,0.1960723102092743,0.2674407958984375,0.25104764103889465,0.2622179090976715,0.18578514456748962,0.21243222057819366,0.3450588583946228,0.32378342747688293,0.14460130035877228
on,0.34226128458976746,0.3332281708717346,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.2670976221561432,0.23515574634075165,0.20687727630138397,0.26024293899536133,0.9999999403953552,0.2714994251728058
sundays,0.18735343217849731,0.36210712790489197,0.1340562403202057,0.22255757451057434,0.48000556230545044,0.1270434856414795,0.18973538279533386,0.15032470226287842,0.22824153304100037,0.36681032180786133,0.20735390484333038
in,0.30808621644973755,0.2671984136104584,0.5696388483047485,0.6662389636039734,0.2674444317817688,0.2593238651752472,0.20282162725925446,0.21360428631305695,0.23145294189453125,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
spring,0.17833508551120758,0.32239454984664917,0.2455621361732483,0.316989928483963,0.2828814387321472,0.15532095730304718,0.14542926847934723,0.19181415438652039,0.146818608045578,0.15691092610359192,0.06767474114894867
of,0.33290785551071167,0.2934032380580902,1.0,0.733189046382904,0.17998629808425903,0.2513895630836487,0.1910211592912674,0.2132720649242401,0.12960465252399445,0.3966929316520691,0.1826142966747284
2010,0.2741409242153168,0.11462253332138062,0.26419875025749207,0.31722962856292725,0.08052069693803787,0.29398393630981445,0.03709835559129715,0.05940457060933113,0.1040087416768074,0.18072794377803802,0.21232788264751434
;,0.10986888408660889,-0.051578670740127563,0.054534342139959335,0.09152708947658539,-0.0553596168756485,0.10727239400148392,0.03214728832244873,-0.1034068837761879,0.1023649126291275,-0.017878999933600426,0.10349778085947037
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
following,0.2506418824195862,0.192876935005188,0.3576679527759552,0.39779382944107056,0.26781734824180603,0.28040066361427307,0.08136340975761414,0.07807229459285736,0.1762910634279251,0.2962210774421692,0.1555173695087433
season,0.12117787450551987,0.2332926094532013,0.1598338931798935,0.2507155239582062,0.3706488311290741,0.19368280470371246,0.20316463708877563,0.15181280672550201,0.31391671299934387,0.2107619047164917,0.16793298721313477
",",0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.3015086054801941,0.17573192715644836,0.24815994501113892,0.2218245416879654,0.49057599902153015,0.31091248989105225
it,0.45803478360176086,0.2486180067062378,0.38761502504348755,0.6251175999641418,0.2849201261997223,0.2993364930152893,0.22002309560775757,0.2475598007440567,0.20515604317188263,0.4529881477355957,0.25732165575027466
became,0.1434093862771988,0.24806120991706848,0.3638904094696045,0.36325156688690186,0.18363961577415466,0.3632316589355469,0.12409648299217224,0.17791962623596191,0.261801153421402,0.19448097050189972,0.11374033987522125
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
tentpole,0.23037658631801605,0.17936578392982483,0.29796725511550903,0.35025882720947266,0.199061319231987,0.21333327889442444,0.1795324683189392,0.2744636535644531,0.24257934093475342,0.3251253366470337,0.23749323189258575
of,0.33290785551071167,0.2934032380580902,1.0,0.733189046382904,0.17998629808425903,0.2513895630836487,0.1910211592912674,0.2132720649242401,0.12960465252399445,0.3966929316520691,0.1826142966747284
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
network,0.16917307674884796,0.15858225524425507,0.21800683438777924,0.27187061309814453,0.24413537979125977,0.08572790026664734,0.1901600956916809,0.16338275372982025,0.1548605114221573,0.30190837383270264,0.17853789031505585
's,0.02692362666130066,0.03448042273521423,-0.03817026689648628,-0.01540423184633255,-0.04274718090891838,0.05069678649306297,0.016714727506041527,-0.018868088722229004,0.02319660410284996,0.0026888418942689896,-0.023395681753754616
friday,0.17519022524356842,0.35805264115333557,0.07332278043031693,0.22505587339401245,0.3904639184474945,0.1719328910112381,0.22934967279434204,0.23064525425434113,0.25634798407554626,0.3224214017391205,0.15959392488002777
night,0.20251014828681946,0.41238686442375183,0.19958451390266418,0.2817382514476776,0.339888334274292,0.22770699858665466,0.23935061693191528,0.19628995656967163,0.20778384804725647,0.28230446577072144,0.13794848322868347
schedule,0.22513388097286224,0.24503231048583984,0.14875110983848572,0.21986375749111176,0.2753234803676605,0.2402072250843048,0.20850981771945953,0.09948456287384033,0.21333594620227814,0.3058472275733948,0.16743622720241547
",",0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.3015086054801941,0.17573192715644836,0.24815994501113892,0.2218245416879654,0.49057599902153015,0.31091248989105225
gradually,0.29329201579093933,0.17941084504127502,0.25775328278541565,0.3209700584411621,0.1419084370136261,0.2431744784116745,0.1388290524482727,0.15661707520484924,0.12864793837070465,0.2090643048286438,0.09310194849967957
helping,0.33323097229003906,0.2633376121520996,0.23667261004447937,0.2974667251110077,0.2628168761730194,0.3554319441318512,0.13007445633411407,0.16481487452983856,0.1383541375398636,0.23293426632881165,0.28235307335853577
make,0.3792211413383484,0.2208324372768402,0.2912110388278961,0.3146495521068573,0.20657594501972198,0.3602050840854645,0.17109021544456482,0.16371403634548187,0.18743567168712616,0.27031177282333374,0.28314751386642456
abc,0.1317344456911087,0.12723639607429504,0.14607268571853638,0.2068762183189392,0.2554396390914917,0.13353709876537323,0.18500347435474396,0.1529339998960495,0.15660154819488525,0.2862928807735443,0.19065172970294952
a,0.3320399522781372,0.18630309402942657,0.5052502155303955,0.5829201340675354,0.20796456933021545,0.2552328109741211,0.2024041712284088,0.2611767649650574,0.23467278480529785,0.3848365545272827,0.23916715383529663
strong,0.19839218258857727,0.15654894709587097,0.2524286210536957,0.22482411563396454,0.13425417244434357,0.21554261445999146,0.14362789690494537,0.10004720091819763,0.13502852618694305,0.19628293812274933,0.11990999430418015
competitor,0.14049206674098969,0.10772814601659775,0.1353888213634491,0.23919449746608734,0.17800606787204742,0.18305523693561554,0.16094648838043213,0.17127975821495056,0.24590250849723816,0.19511781632900238,0.11364347487688065
(,0.2411840260028839,0.22952881455421448,0.35032153129577637,0.33289089798927307,0.21499474346637726,0.18979617953300476,0.16288521885871887,0.19607676565647125,0.19442118704319,0.28656116127967834,0.40561532974243164
after,0.21973377466201782,0.28449514508247375,0.3867455720901489,0.4565047025680542,0.3485698103904724,0.30330467224121094,0.15359452366828918,0.21655653417110443,0.19235298037528992,0.39330315589904785,0.16608688235282898
being,0.3760843276977539,0.21812735497951508,0.34885138273239136,0.419739305973053,0.31749990582466125,0.27905046939849854,0.19284974038600922,0.19303973019123077,0.19365441799163818,0.3119087219238281,0.26743772625923157
paired,0.18505491316318512,0.11512667685747147,0.17767414450645447,0.26406329870224,0.151472806930542,0.1734762191772461,0.22569343447685242,0.15865160524845123,0.18035279214382172,0.1519344300031662,0.08378737419843674
with,0.2464839518070221,0.2329399436712265,0.41827285289764404,0.4223487675189972,0.21186980605125427,0.25472134351730347,0.18986402451992035,0.1658972203731537,0.2036544531583786,0.40749499201774597,0.2433311939239502
20/20,0.05701977759599686,0.060932524502277374,0.11460263282060623,0.10782012343406677,-0.025495950132608414,-0.06848423182964325,0.16505752503871918,0.10424158722162247,0.07365241646766663,0.06571846455335617,0.09043065458536148
and,0.31309178471565247,0.26673999428749084,0.5116966962814331,0.5171257257461548,0.23252390325069427,0.34479495882987976,0.2245044857263565,0.253970205783844,0.1683131754398346,0.4077630043029785,0.20544172823429108
beginning,0.3351518511772156,0.3169493079185486,0.36558160185813904,0.49622642993927,0.30334821343421936,0.28616875410079956,0.13633140921592712,0.14021410048007965,0.23573914170265198,0.2641787528991699,0.19413669407367706
with,0.2464839518070221,0.2329399436712265,0.41827285289764404,0.4223487675189972,0.21186980605125427,0.25472134351730347,0.18986402451992035,0.1658972203731537,0.2036544531583786,0.40749499201774597,0.2433311939239502
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
2012–13,0.05813507363200188,0.026723535731434822,0.11376205831766129,0.11089484393596649,-0.026687100529670715,0.015703245997428894,0.17617711424827576,0.08114761114120483,0.10565784573554993,0.08504251390695572,0.04792358726263046
season,0.12117787450551987,0.2332926094532013,0.1598338931798935,0.2507155239582062,0.3706488311290741,0.19368280470371246,0.20316463708877563,0.15181280672550201,0.31391671299934387,0.2107619047164917,0.16793298721313477
",",0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.3015086054801941,0.17573192715644836,0.24815994501113892,0.2218245416879654,0.49057599902153015,0.31091248989105225
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
tim,0.175260990858078,0.16569049656391144,0.15025056898593903,0.1892397254705429,0.20994631946086884,0.14882861077785492,0.1434406191110611,0.14836545288562775,0.3115808665752411,0.2201423943042755,0.15955719351768494
allen,0.06436678767204285,0.1207929253578186,0.2070135772228241,0.23034030199050903,0.07818057388067245,0.11301634460687637,0.04233534634113312,0.05931798368692398,0.1236601248383522,0.23377355933189392,0.1549387127161026
sitcom,0.17149718105793,0.1354321539402008,0.14758242666721344,0.18489417433738708,0.16866755485534668,0.11541804671287537,0.13838167488574982,0.18760225176811218,0.21721835434436798,0.2399803102016449,0.20043785870075226
last,0.23175878822803497,0.2910088300704956,0.3052992522716522,0.3698786795139313,0.3663427233695984,0.30895525217056274,0.12706486880779266,0.14572012424468994,0.241662859916687,0.2517152428627014,0.22371746599674225
man,0.21916821599006653,0.11329234391450882,0.16490690410137177,0.23171134293079376,0.21776826679706573,0.2355959564447403,0.24844713509082794,0.15795284509658813,0.2514247000217438,0.2439323514699936,0.2528940737247467
standing,0.19543994963169098,0.1704436093568802,0.30196839570999146,0.32312217354774475,0.14938919246196747,0.256275475025177,0.1527683436870575,0.2525480389595032,0.17312905192375183,0.25366199016571045,0.11972658336162567
),0.26259949803352356,0.2379259318113327,0.3680361211299896,0.3456730246543884,0.20822544395923615,0.18584993481636047,0.16609664261341095,0.18594127893447876,0.22301031649112701,0.29937487840652466,0.42300865054130554
against,0.24561616778373718,0.22826041281223297,0.2669808566570282,0.3090755045413971,0.23112629354000092,0.22514554858207703,0.09049783647060394,0.1297909915447235,0.25931715965270996,0.3163113296031952,0.18095137178897858
cbs,0.1950361132621765,0.13615044951438904,0.16151919960975647,0.2283918708562851,0.16564349830150604,0.15259867906570435,0.1785205453634262,0.13767968118190765,0.2403033971786499,0.25146469473838806,0.14594407379627228
',0.3245812654495239,0.24951888620853424,0.39136970043182373,0.474788099527359,0.22159381210803986,0.25488927960395813,0.1383008360862732,0.19549405574798584,0.19195225834846497,0.30823177099227905,0.330942302942276
long-dominant,0.24157574772834778,0.15930573642253876,0.3598157465457916,0.4331076145172119,0.1516050398349762,0.14563123881816864,0.22054895758628845,0.14584411680698395,0.1738942712545395,0.2080499529838562,0.134700745344162
drama/reality,0.32403355836868286,0.16611330211162567,0.2574940025806427,0.28155580163002014,0.2707936763763428,0.2095533013343811,0.18725165724754333,0.15312600135803223,0.2747122049331665,0.3045680820941925,0.3146403431892395
lineup,0.2057647854089737,0.2736213803291321,0.18776953220367432,0.32800373435020447,0.33867737650871277,0.21803408861160278,0.2529492676258087,0.13077524304389954,0.26807042956352234,0.29088109731674194,0.19030295312404633
on,0.34226128458976746,0.3332281708717346,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.2670976221561432,0.23515574634075165,0.20687727630138397,0.26024293899536133,0.9999999403953552,0.2714994251728058
that,0.6297725439071655,0.28239622712135315,0.41498205065727234,0.5473989248275757,0.29284077882766724,0.47518548369407654,0.20648686587810516,0.16582588851451874,0.15335598587989807,0.42569106817245483,0.32716336846351624
night,0.20251014828681946,0.41238686442375183,0.19958451390266418,0.2817382514476776,0.339888334274292,0.22770699858665466,0.23935061693191528,0.19628995656967163,0.20778384804725647,0.28230446577072144,0.13794848322868347
for,0.3017193675041199,0.23720888793468475,0.4185989499092102,0.4739971458911896,0.3263654112815857,0.318512886762619,0.195969820022583,0.2143588364124298,0.2246619164943695,0.36199691891670227,0.264628142118454
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
first,0.28086137771606445,0.28378555178642273,0.3536086082458496,0.49448907375335693,0.24834974110126495,0.33691170811653137,0.14227654039859772,0.16567693650722504,0.4099076986312866,0.3120559751987457,0.18701928853988647
time,0.36319252848625183,0.32810065150260925,0.35127586126327515,0.43061500787734985,0.40436220169067383,0.3567926585674286,0.18007591366767883,0.18963976204395294,0.1838148534297943,0.30044233798980713,0.27391523122787476
since,0.29783400893211365,0.30091091990470886,0.35513219237327576,0.4054957628250122,0.28058603405952454,0.27613121271133423,0.2083021104335785,0.17099814116954803,0.204682394862175,0.32446393370628357,0.2876587212085724
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.34736719727516174,0.234785795211792,0.28027960658073425,0.2226441204547882,0.5107308030128479,0.22068053483963013
``,0.008517155423760414,0.055084168910980225,0.06780257821083069,0.029072100296616554,0.005397135391831398,-0.029888948425650597,0.09361419826745987,-0.04116765037178993,-0.024234045296907425,-0.03274054825305939,0.0685480609536171
tgif,0.283943235874176,0.18129754066467285,0.23987232148647308,0.28913572430610657,0.1663312315940857,0.1461617797613144,0.19438578188419342,0.1611204445362091,0.14018620550632477,0.22753722965717316,0.3252810835838318
'',0.08143015950918198,-0.024457471445202827,0.13035868108272552,0.041273195296525955,-0.03411637991666794,0.01978493109345436,0.0258171446621418,-0.10132268816232681,-0.02802959643304348,0.04238596186041832,0.018684765323996544
lineup,0.2057647854089737,0.2736213803291321,0.18776953220367432,0.32800373435020447,0.33867737650871277,0.21803408861160278,0.2529492676258087,0.13077524304389954,0.26807042956352234,0.29088109731674194,0.19030295312404633
ended,0.1532270610332489,0.2660744786262512,0.27636510133743286,0.3356485068798065,0.2952001690864563,0.33372020721435547,0.10349638760089874,0.12423675507307053,0.24751262366771698,0.3346478044986725,0.15429291129112244
in,0.30808621644973755,0.2671984136104584,0.5696388483047485,0.6662389636039734,0.2674444317817688,0.2593238651752472,0.20282162725925446,0.21360428631305695,0.23145294189453125,0.46853652596473694,0.20430970191955566
2000,-0.10562582314014435,-0.030805421993136406,0.010344067588448524,-0.015081177465617657,0.04063180088996887,0.028451859951019287,-0.15531101822853088,-0.11357112973928452,0.09040125459432602,0.0072531066834926605,-0.0824366956949234
.,0.3567904531955719,0.24232520163059235,0.5352458953857422,0.5934505462646484,0.2804736793041229,0.35288307070732117,0.1925327628850937,0.2456658035516739,0.20454879105091095,0.49257001280784607,0.4130953550338745
