,what,was,the,name,of,the,doctor,who,play,from,the,1980,'s,?
both,0.3361809551715851,0.2990766167640686,0.4931981563568115,0.2019103318452835,0.3565710783004761,0.4931981563568115,0.17321419715881348,0.31663915514945984,0.2619777321815491,0.299375057220459,0.4931981563568115,0.045622386038303375,0.03109198436141014,0.19455738365650177
played,0.14831039309501648,0.3139837682247162,0.2603478729724884,0.15816985070705414,0.21120788156986237,0.2603478729724884,0.20600740611553192,0.26104769110679626,0.6030629277229309,0.15411217510700226,0.2603478729724884,0.053187690675258636,0.03920676186680794,0.14096300303936005
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.24793598055839539,0.40150508284568787,1.0,0.020048053935170174,-0.01540423184633255,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.1542135328054428,0.15658842027187347,0.2820442318916321,0.0044786580838263035,0.031664930284023285,0.1462511420249939
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.2165924310684204,0.22096660733222961,0.15264669060707092,0.3447161316871643,0.457212895154953,-0.0027321409434080124,-0.08481216430664062,0.21978627145290375
different,0.39262300729751587,0.16638538241386414,0.36412742733955383,0.21417944133281708,0.3747533857822418,0.36412742733955383,0.11029156297445297,0.27202165126800537,0.22239452600479126,0.29131123423576355,0.36412742733955383,0.14854437112808228,0.05519130453467369,0.24476227164268494
times,0.21414996683597565,0.2859917879104614,0.29093852639198303,0.19941937923431396,0.24352745711803436,0.29093852639198303,0.12058350443840027,0.24510560929775238,0.1416972428560257,0.25679540634155273,0.29093852639198303,0.01704510487616062,-0.048017483204603195,0.18880689144134521
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.15002264082431793,0.3869180977344513,0.4838213622570038,0.19493472576141357,0.30551859736442566,0.16004027426242828,0.3186885714530945,0.4838213622570038,0.04712208732962608,0.011294117197394371,0.1325719803571701
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.24793598055839539,0.40150508284568787,1.0,0.020048053935170174,-0.01540423184633255,0.22068053483963013
run,0.2294815480709076,0.18548552691936493,0.27883726358413696,0.12229572981595993,0.2272813767194748,0.27883726358413696,0.1929945945739746,0.2372417002916336,0.20082440972328186,0.23495638370513916,0.27883726358413696,0.12086061388254166,0.017889494076371193,0.17904110252857208
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.16895952820777893,0.2827862501144409,0.15350224077701569,0.4249346852302551,0.733189046382904,-0.016648683696985245,-0.03817026689648628,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.21130098402500153,0.322764128446579,0.5829201340675354,0.07698068022727966,0.04866964742541313,0.23916715383529663
play,0.2180248498916626,0.23784595727920532,0.24793598055839539,0.17531825602054596,0.15350224077701569,0.24793598055839539,0.1542135328054428,0.2742305099964142,1.0,0.1498221457004547,0.24793598055839539,0.06288636475801468,0.08983290195465088,0.11059518158435822
titled,0.21236079931259155,0.26757439970970154,0.267250657081604,0.19642698764801025,0.2194010466337204,0.267250657081604,0.15805187821388245,0.1399403214454651,0.17640380561351776,0.18302534520626068,0.267250657081604,-0.08029148727655411,-0.02731235884130001,0.23354937136173248
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.1542135328054428,0.15658842027187347,0.2820442318916321,0.0044786580838263035,0.031664930284023285,0.1462511420249939
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.2742305099964142,0.27839982509613037,0.3733934462070465,-0.040801867842674255,0.05599616840481758,0.26220351457595825
–,0.13008765876293182,0.30754852294921875,0.2607575058937073,0.09676918387413025,0.2799985408782959,0.2607575058937073,0.20779645442962646,0.2920783460140228,0.11956563591957092,0.1996118724346161,0.2607575058937073,-0.009040203876793385,0.02811010740697384,0.2714554965496063
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.24793598055839539,0.40150508284568787,1.0,0.020048053935170174,-0.01540423184633255,0.22068053483963013
ultimate,0.24798814952373505,0.21772019565105438,0.293570339679718,0.08826398104429245,0.2729271948337555,0.293570339679718,0.18011505901813507,0.17268387973308563,0.14473304152488708,0.1865682750940323,0.293570339679718,-0.07913005352020264,-0.00885791052132845,0.2316586822271347
adventure,0.2580808699131012,0.1666630208492279,0.2310929149389267,0.13031864166259766,0.24121081829071045,0.2310929149389267,0.23230203986167908,0.1908181756734848,0.24019549787044525,0.13831427693367004,0.2310929149389267,0.1502104252576828,0.017424434423446655,0.20198649168014526
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.25552695989608765,0.41536515951156616,0.5934505462646484,0.039312392473220825,-0.003708066651597619,0.4130953550338745
