,what,is,the,smallest,geographical,region,discussed,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.29234784841537476,0.25889667868614197,0.3524819314479828,0.26130932569503784,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.37486547231674194,0.3164447844028473,0.35020557045936584,0.277193546295166,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.18822211027145386,0.17457109689712524,0.29261645674705505,0.14999186992645264,0.1160883978009224
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21763697266578674,0.2914482355117798,0.2372262328863144,0.22636206448078156,0.20544172823429108
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.2703095078468323,0.25599589943885803,0.12965555489063263,0.28617018461227417,0.29575422406196594
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.3424769937992096,0.21363763511180878,0.20011243224143982,0.23270727694034576,0.24591213464736938
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.29234784841537476,0.25889667868614197,0.3524819314479828,0.26130932569503784,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.37486547231674194,0.3164447844028473,0.35020557045936584,0.277193546295166,0.22068053483963013
top,0.21232028305530548,0.17102722823619843,0.31754136085510254,0.11787550896406174,0.17701545357704163,0.09663576632738113,0.15619076788425446,0.17265194654464722
15,-0.01077192835509777,-0.00426758686080575,-0.011810222640633583,-0.005866943392902613,0.029530515894293785,0.010570543818175793,-0.014137201942503452,-0.010706285014748573
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.3176862597465515,0.21567516028881073,0.19658514857292175,0.24967433512210846,0.2107497900724411
populous,0.18190032243728638,0.3188974857330322,0.3307441174983978,0.40338125824928284,0.35067060589790344,0.36136654019355774,0.20629917085170746,0.1949436515569687
counties,0.18263769149780273,0.19452480971813202,0.23370873928070068,0.21996240317821503,0.34640151262283325,0.2988993227481842,0.15849579870700836,0.09521792083978653
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.29234784841537476,0.25889667868614197,0.3524819314479828,0.26130932569503784,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.37486547231674194,0.3164447844028473,0.35020557045936584,0.277193546295166,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.2217278629541397,0.17638735473155975,0.20691965520381927,0.14934121072292328,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.2026120275259018,0.18539968132972717,0.22131966054439545,0.17304903268814087,0.16272737085819244
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24342919886112213,0.24650725722312927,0.2506107687950134,0.2701408565044403,0.4130953550338745
