,who,slipped,on,the,levi,'s,stadium,turf,in,week,6,of,the,2015,nfl,season,?
issues,0.24231775104999542,0.1962759792804718,0.2723107933998108,0.2638932764530182,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.11671234667301178,0.17748555541038513,0.2869211435317993,0.05765795707702637,0.2288406491279602,0.2638932764530182,-0.048538435250520706,0.1262246072292328,0.09879474341869354,0.320565789937973
",",0.3365725874900818,0.19522641599178314,0.49057599902153015,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.21927887201309204,0.5201468467712402,0.3187089264392853,0.05098571628332138,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.18939071893692017,0.2232367992401123,0.31091248989105225
and,0.41279885172843933,0.29801496863365173,0.4077630043029785,0.5171257257461548,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.18188157677650452,0.4954058527946472,0.23252390325069427,0.11442969739437103,0.5116966962814331,0.5171257257461548,0.015077123418450356,0.2080700695514679,0.2369309365749359,0.20544172823429108
during,0.30551859736442566,0.2224019467830658,0.3347817361354828,0.4838213622570038,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.11135489493608475,0.4627237319946289,0.3375038504600525,-0.0028753727674484253,0.3869180977344513,0.4838213622570038,0.12330828607082367,0.1421450674533844,0.30325618386268616,0.1325719803571701
a,0.36608949303627014,0.21910974383354187,0.3848365545272827,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.2702938914299011,0.539380669593811,0.20796456933021545,0.023897485807538033,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1210956797003746,0.1855505406856537,0.23916715383529663
week,0.23591622710227966,0.2099502682685852,0.3680826723575592,0.28402599692344666,0.13201266527175903,-0.04274718090891838,0.17579275369644165,0.16488902270793915,0.2674444317817688,0.9999998807907104,0.012546395882964134,0.17998629808425903,0.28402599692344666,-0.011166386306285858,0.2859033942222595,0.3706488311290741,0.25105318427085876
6,0.06694239377975464,-0.018896443769335747,0.005334584508091211,0.041227471083402634,0.0590386725962162,0.06298240274190903,0.0643739253282547,-0.03673005849123001,-0.0005521549028344452,0.012546395882964134,1.0,0.055943556129932404,0.041227471083402634,0.023176943883299828,0.010061133652925491,-0.08658227324485779,0.045001473277807236
game,0.2523840069770813,0.10247402638196945,0.22967135906219482,0.285271555185318,0.06744404137134552,0.07448072731494904,0.27498841285705566,0.22300665080547333,0.23986028134822845,0.29780805110931396,-0.004587014205753803,0.2298848181962967,0.285271555185318,-0.003872275585308671,0.3143478333950043,0.3434298038482666,0.1829071193933487
earlier,0.23053643107414246,0.17490333318710327,0.23596593737602234,0.26843780279159546,0.14750060439109802,0.04531743377447128,0.14518886804580688,0.14702270925045013,0.24141792953014374,0.1885192096233368,0.03535119444131851,0.27635854482650757,0.26843780279159546,0.10847261548042297,0.10199462622404099,0.13947473466396332,0.13306351006031036
in,0.2792111933231354,0.1533544361591339,0.46853652596473694,0.6662389636039734,0.13398480415344238,-0.037580832839012146,0.21361783146858215,0.1566915065050125,1.0,0.2674444317817688,-0.0005521549028344452,0.5696388483047485,0.6662389636039734,0.0891268327832222,0.12599408626556396,0.2184021919965744,0.20430970191955566
the,0.3733934462070465,0.27748873829841614,0.5107308030128479,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.18297892808914185,0.6662389636039734,0.28402599692344666,0.041227471083402634,0.733189046382904,1.0,0.1466771513223648,0.15305201709270477,0.2507155239582062,0.22068053483963013
2015,0.0437915064394474,-0.07276409864425659,-0.02457386814057827,0.1466771513223648,0.11664821952581406,0.023902352899312973,0.08520212769508362,-0.002875641919672489,0.0891268327832222,-0.011166386306285858,0.023176943883299828,0.21138253808021545,0.1466771513223648,1.0,-0.006650217808783054,-0.03830436244606972,-0.029954981058835983
season,0.13809308409690857,0.19621115922927856,0.2107619047164917,0.2507155239582062,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.2273017019033432,0.2184021919965744,0.3706488311290741,-0.08658227324485779,0.1598338931798935,0.2507155239582062,-0.03830436244606972,0.3929455280303955,1.0,0.16793298721313477
",",0.3365725874900818,0.19522641599178314,0.49057599902153015,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.21927887201309204,0.5201468467712402,0.3187089264392853,0.05098571628332138,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.18939071893692017,0.2232367992401123,0.31091248989105225
a,0.36608949303627014,0.21910974383354187,0.3848365545272827,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.2702938914299011,0.539380669593811,0.20796456933021545,0.023897485807538033,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1210956797003746,0.1855505406856537,0.23916715383529663
portion,0.16026271879673004,0.1877676099538803,0.245950385928154,0.42017096281051636,0.14559979736804962,-0.014645480550825596,0.13463465869426727,0.1345006823539734,0.2811550498008728,0.19858485460281372,0.0643862783908844,0.31845465302467346,0.42017096281051636,0.08930326253175735,0.09489450603723526,0.07296457141637802,0.11719609797000885
of,0.2827862501144409,0.2101750522851944,0.3966929316520691,0.733189046382904,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.2042369246482849,0.5696388483047485,0.17998629808425903,0.055943556129932404,1.0,0.733189046382904,0.21138253808021545,0.1524115800857544,0.1598338931798935,0.1826142966747284
the,0.3733934462070465,0.27748873829841614,0.5107308030128479,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.18297892808914185,0.6662389636039734,0.28402599692344666,0.041227471083402634,0.733189046382904,1.0,0.1466771513223648,0.15305201709270477,0.2507155239582062,0.22068053483963013
turf,0.13319316506385803,0.222682386636734,0.2273072451353073,0.18297892808914185,0.1276061236858368,0.07264405488967896,0.3282683491706848,0.9999999403953552,0.1566915065050125,0.16488902270793915,-0.03673005849123001,0.2042369246482849,0.18297892808914185,-0.002875641919672489,0.27355220913887024,0.2273017019033432,0.11744038760662079
collapsed,0.06251562386751175,0.2523365616798401,0.24440395832061768,0.27221426367759705,0.07512390613555908,0.04584195092320442,0.18463100492954254,0.1453099548816681,0.2266564816236496,0.17853987216949463,0.01752578280866146,0.21470306813716888,0.27221426367759705,0.02784634567797184,0.1263626217842102,0.12656815350055695,0.12967832386493683
under,0.2962189018726349,0.28513163328170776,0.3075410723686218,0.3348022699356079,0.11446783691644669,-0.03376881033182144,0.12728263437747955,0.12460670620203018,0.2535393238067627,0.09027282148599625,0.0010243613505735993,0.32766106724739075,0.3348022699356079,0.14021112024784088,0.0711083859205246,0.059347424656152725,0.18233340978622437
baltimore,0.12914133071899414,0.227216899394989,0.19531072676181793,0.24688681960105896,0.22614836692810059,-0.09558355063199997,0.23798617720603943,0.15919587016105652,0.25970259308815,0.20858979225158691,-0.07659608870744705,0.17222699522972107,0.24688681960105896,-0.08032012730836868,0.3823411464691162,0.22761838138103485,0.13640713691711426
ravens,0.13416358828544617,0.19881607592105865,0.15308961272239685,0.23830419778823853,0.21804921329021454,0.0613437183201313,0.260965496301651,0.19484567642211914,0.17661747336387634,0.20339033007621765,0.023461254313588142,0.1951429396867752,0.23830419778823853,-0.06414636224508286,0.6005872488021851,0.33340024948120117,0.13021303713321686
kicker,0.2013399749994278,0.247392937541008,0.20402181148529053,0.21651580929756165,0.148453950881958,0.03639395907521248,0.2695585787296295,0.3378943204879761,0.17224794626235962,0.20840448141098022,-0.02949526719748974,0.17422713339328766,0.21651580929756165,-0.09063417464494705,0.36416345834732056,0.30054160952568054,0.2049250453710556
justin,0.29344138503074646,0.10239831358194351,0.2112480252981186,0.17751482129096985,0.19211864471435547,-0.012240738607943058,0.07341364771127701,0.12291478365659714,0.16384002566337585,0.23849661648273468,0.029868384823203087,0.14437353610992432,0.17751482129096985,0.0997634306550026,0.2753904461860657,0.19525930285453796,0.17168305814266205
tucker,0.2822248339653015,0.13065606355667114,0.15829218924045563,0.18514882028102875,0.23404647409915924,-0.0074017723090946674,0.06501549482345581,0.2058369517326355,0.16661880910396576,0.16417929530143738,0.10145151615142822,0.11840829998254776,0.18514882028102875,-0.13900654017925262,0.23945195972919464,0.2641618549823761,0.1057906299829483
",",0.3365725874900818,0.19522641599178314,0.49057599902153015,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.21927887201309204,0.5201468467712402,0.3187089264392853,0.05098571628332138,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.18939071893692017,0.2232367992401123,0.31091248989105225
causing,0.15317898988723755,0.303494930267334,0.32226383686065674,0.2816545367240906,0.05667898431420326,-0.13326315581798553,0.10512444376945496,0.20064283907413483,0.25844457745552063,0.15591469407081604,0.05149170011281967,0.2885251045227051,0.2816545367240906,-0.061043523252010345,0.08033280074596405,0.1595979481935501,0.1852436512708664
him,0.5491244792938232,0.32547980546951294,0.2697460651397705,0.39213326573371887,0.18453527987003326,0.004161491058766842,0.14557886123657227,0.07662911713123322,0.2284061461687088,0.2952474057674408,0.05726536363363266,0.2764812409877777,0.39213326573371887,0.0157447699457407,0.1970597207546234,0.1514175981283188,0.23943768441677094
to,0.42656609416007996,0.2530755400657654,0.41031414270401,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.22923210263252258,0.45010748505592346,0.27498435974121094,0.14752747118473053,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.1526731252670288,0.22382742166519165,0.29463258385658264
slip,0.2105170041322708,0.5922240018844604,0.25413429737091064,0.24078814685344696,0.052373889833688736,0.04653271287679672,0.12727349996566772,0.24949268996715546,0.15796400606632233,0.14887085556983948,-0.025949710980057716,0.16469581425189972,0.24078814685344696,-0.10612823069095612,0.1443503350019455,0.08835623413324356,0.19108696281909943
and,0.41279885172843933,0.29801496863365173,0.4077630043029785,0.5171257257461548,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.18188157677650452,0.4954058527946472,0.23252390325069427,0.11442969739437103,0.5116966962814331,0.5171257257461548,0.015077123418450356,0.2080700695514679,0.2369309365749359,0.20544172823429108
miss,0.1459709256887436,0.15764737129211426,0.20868858695030212,0.15176062285900116,0.10321230441331863,0.0012329015880823135,0.07837405800819397,0.1319853514432907,0.2159871757030487,0.16433699429035187,0.004112732596695423,0.1681801825761795,0.15176062285900116,-0.07005200535058975,0.14985521137714386,0.2236272543668747,0.21144157648086548
a,0.36608949303627014,0.21910974383354187,0.3848365545272827,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.2702938914299011,0.539380669593811,0.20796456933021545,0.023897485807538033,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1210956797003746,0.1855505406856537,0.23916715383529663
field,0.18098586797714233,0.10927041620016098,0.192391499876976,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.22418086230754852,0.20553018152713776,0.14238427579402924,0.004532482009381056,0.20410659909248352,0.2105809599161148,0.015691040083765984,0.1883016675710678,0.16996100544929504,0.11279727518558502
goal,0.24070286750793457,0.0859045535326004,0.2157920002937317,0.2443244755268097,0.1729503720998764,0.0441170372068882,0.21689622104167938,0.24689757823944092,0.2241991013288498,0.20475023984909058,-0.012943267822265625,0.1838325709104538,0.2443244755268097,0.014682105742394924,0.16005024313926697,0.23933489620685577,0.1964566856622696
",",0.3365725874900818,0.19522641599178314,0.49057599902153015,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.21927887201309204,0.5201468467712402,0.3187089264392853,0.05098571628332138,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.18939071893692017,0.2232367992401123,0.31091248989105225
although,0.3003382384777069,0.2775513529777527,0.3547761142253876,0.3265823423862457,0.10843170434236526,0.06846998631954193,0.14878042042255402,0.1817939281463623,0.28763338923454285,0.1592159867286682,0.10936098545789719,0.3024747669696808,0.3265823423862457,0.030298052355647087,0.08142496645450592,0.19959141314029694,0.15541206300258636
the,0.3733934462070465,0.27748873829841614,0.5107308030128479,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.18297892808914185,0.6662389636039734,0.28402599692344666,0.041227471083402634,0.733189046382904,1.0,0.1466771513223648,0.15305201709270477,0.2507155239582062,0.22068053483963013
field,0.18098586797714233,0.10927041620016098,0.192391499876976,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.22418086230754852,0.20553018152713776,0.14238427579402924,0.004532482009381056,0.20410659909248352,0.2105809599161148,0.015691040083765984,0.1883016675710678,0.16996100544929504,0.11279727518558502
has,0.2558172643184662,0.2063370794057846,0.34604379534721375,0.4177538752555847,0.10805345326662064,-0.040683966130018234,0.11947191506624222,0.1601027399301529,0.4173259735107422,0.23024989664554596,0.07182395458221436,0.3909035325050354,0.4177538752555847,-0.041663043200969696,0.22705410420894623,0.19025994837284088,0.15994466841220856
not,0.369414746761322,0.2837122976779938,0.3516409695148468,0.4310511648654938,0.19568251073360443,0.002583299996331334,0.12905821204185486,0.21950699388980865,0.3403114080429077,0.27548789978027344,0.11345750838518143,0.3307090103626251,0.4310511648654938,-0.07923339307308197,0.1208229511976242,0.19720205664634705,0.41942933201789856
had,0.36173108220100403,0.29981279373168945,0.36692994832992554,0.3875846862792969,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.0948357805609703,0.385026752948761,0.2735011875629425,0.0407237634062767,0.37755560874938965,0.3875846862792969,0.0605347566306591,0.17032240331172943,0.1978970468044281,0.20728366076946259
any,0.29236510396003723,0.28169912099838257,0.2894362509250641,0.4525727927684784,0.04334890842437744,0.09017360955476761,0.12602420151233673,0.2510215938091278,0.3135753571987152,0.2363753318786621,0.06096509099006653,0.3769088089466095,0.4525727927684784,-0.0679956004023552,0.07842185348272324,0.18460102379322052,0.4113408327102661
major,0.17810054123401642,0.15617451071739197,0.21282386779785156,0.31775903701782227,0.08974981307983398,-0.010959804058074951,0.13614912331104279,0.13795433938503265,0.3249945342540741,0.19884440302848816,0.017673388123512268,0.2641255557537079,0.31775903701782227,0.0209465604275465,0.1551099270582199,0.18678982555866241,0.19788557291030884
issues,0.24231775104999542,0.1962759792804718,0.2723107933998108,0.2638932764530182,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.11671234667301178,0.17748555541038513,0.2869211435317993,0.05765795707702637,0.2288406491279602,0.2638932764530182,-0.048538435250520706,0.1262246072292328,0.09879474341869354,0.320565789937973
since,0.27765995264053345,0.2401871383190155,0.32446393370628357,0.4054957628250122,0.07723598182201385,-0.04899144917726517,0.21743766963481903,0.15632067620754242,0.4325680434703827,0.28058603405952454,0.06523314118385315,0.35513219237327576,0.4054957628250122,0.04247409105300903,0.13534599542617798,0.25668418407440186,0.2876587212085724
.,0.3541337847709656,0.279867559671402,0.49257001280784607,0.5934505462646484,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.1862017661333084,0.5591574311256409,0.2804736793041229,0.07554518431425095,0.5352458953857422,0.5934505462646484,0.06607602536678314,0.1964210718870163,0.24674734473228455,0.4130953550338745
