,along,with,one,veteran,",",what,other,two,types,of,crew,could,be,included,in,lieu,of,veterans,after,the,successful,landings,of,apollo,11,and,12,?
a,0.24426962435245514,0.3783375024795532,0.4910551905632019,0.22508226335048676,0.427140474319458,0.3320399522781372,0.2806335389614105,0.3289857804775238,0.27099108695983887,0.5052502155303955,0.15305642783641815,0.3736826181411743,0.39883795380592346,0.23032639920711517,0.539380669593811,0.20774027705192566,0.5052502155303955,0.1942717581987381,0.3831600844860077,0.5829201340675354,0.28627005219459534,0.1933601200580597,0.5052502155303955,0.19996169209480286,0.02427549473941326,0.3739250600337982,0.2757076025009155,0.23916715383529663
single,0.1507282257080078,0.24549491703510284,0.39678433537483215,0.1243872120976448,0.21322597563266754,0.24458327889442444,0.26250794529914856,0.3119884431362152,0.20847098529338837,0.22455744445323944,0.12828965485095978,0.2812116742134094,0.2603433430194855,0.1837618201971054,0.23017926514148712,0.15490183234214783,0.22455744445323944,0.1138620525598526,0.14379797875881195,0.29338565468788147,0.2639950215816498,0.11167508363723755,0.22455744445323944,0.11958897113800049,0.008996476419270039,0.21896247565746307,0.05060835927724838,0.2151121199131012
veteran,0.16121327877044678,0.19804871082305908,0.20872808992862701,1.0,0.20004725456237793,0.12123548984527588,0.13568267226219177,0.12319233268499374,0.03539588674902916,0.22665295004844666,0.1635076105594635,0.19761121273040771,0.16704563796520233,0.20068983733654022,0.18765248358249664,0.10400316119194031,0.22665295004844666,0.8160614967346191,0.2067219316959381,0.2511998414993286,0.12642353773117065,0.1802833378314972,0.22665295004844666,0.1382715404033661,0.06175030767917633,0.1862805187702179,-0.028946515172719955,0.15891358256340027
as,0.31813573837280273,0.40387406945228577,0.3954789340496063,0.21023553609848022,0.48816442489624023,0.31749409437179565,0.42805421352386475,0.3029302954673767,0.2006441354751587,0.3886612355709076,0.15990298986434937,0.32771480083465576,0.5230465531349182,0.34162476658821106,0.3887844979763031,0.22954891622066498,0.3886612355709076,0.18900996446609497,0.3014480769634247,0.48381632566452026,0.3002051115036011,0.12335154414176941,0.3886612355709076,0.15543952584266663,0.057463642209768295,0.49487000703811646,0.19093585014343262,0.27043893933296204
commander,0.12300359457731247,0.11787339299917221,0.1448175311088562,0.23024293780326843,0.2961001396179199,0.23316337168216705,0.15113338828086853,0.10069691389799118,0.03881543502211571,0.2152482569217682,0.23852674663066864,0.17484396696090698,0.17307235300540924,0.14875470101833344,0.17131969332695007,0.24744932353496552,0.2152482569217682,0.27936840057373047,0.19611750543117523,0.24218903481960297,0.14455796778202057,0.2478422075510025,0.2152482569217682,0.22835829854011536,-0.0010300253052264452,0.192112535238266,0.058657437562942505,0.2315494865179062
",",0.29824912548065186,0.4120737314224243,0.3696635365486145,0.20004725456237793,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.35859420895576477,0.24108222126960754,0.4946078956127167,0.2217068374156952,0.27399855852127075,0.39254459738731384,0.3679811954498291,0.5201468467712402,0.19194133579730988,0.4946078956127167,0.18481110036373138,0.38860568404197693,0.4933079481124878,0.28826844692230225,0.2337561845779419,0.4946078956127167,0.19808128476142883,0.049171943217515945,0.6633074283599854,0.20046983659267426,0.31091248989105225
with,0.47997185587882996,0.9999999403953552,0.3855307400226593,0.19804871082305908,0.4120737314224243,0.2464839518070221,0.44086363911628723,0.4333336651325226,0.2505682706832886,0.41827285289764404,0.18058010935783386,0.32055896520614624,0.36101722717285156,0.329644113779068,0.4080928862094879,0.15922321379184723,0.41827285289764404,0.20061428844928741,0.33843478560447693,0.4223487675189972,0.23784777522087097,0.18177013099193573,0.41827285289764404,0.1249200850725174,-0.04597003385424614,0.5477725267410278,0.2247770130634308,0.2433311939239502
two,0.3377816379070282,0.4333336651325226,0.6288198232650757,0.12319233268499374,0.35859420895576477,0.23363454639911652,0.46609029173851013,1.0000001192092896,0.33505547046661377,0.37726253271102905,0.16089965403079987,0.3010946810245514,0.28515341877937317,0.3174475133419037,0.36463531851768494,0.14078378677368164,0.37726253271102905,0.15621690452098846,0.3276641070842743,0.43858039379119873,0.2576676607131958,0.17772027850151062,0.37726253271102905,0.10775979608297348,-0.034478042274713516,0.4671151638031006,0.13613325357437134,0.19645625352859497
rookies,0.185842365026474,0.2528197169303894,0.26400575041770935,0.21681714057922363,0.1991303712129593,0.19313335418701172,0.22669324278831482,0.24346782267093658,0.17467302083969116,0.15340839326381683,0.1851649135351181,0.18547795712947845,0.2273627519607544,0.16281431913375854,0.2110057920217514,0.1583898812532425,0.15340839326381683,0.20218349993228912,0.27724897861480713,0.26793524622917175,0.18777811527252197,0.20742295682430267,0.15340839326381683,0.11056908220052719,-0.05678196996450424,0.2096119374036789,0.08760955929756165,0.20678260922431946
.,0.27491724491119385,0.4446153938770294,0.4123194217681885,0.2455354928970337,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.3524959683418274,0.2097296416759491,0.5352458953857422,0.24222686886787415,0.3200591504573822,0.4383580684661865,0.25865867733955383,0.5591574311256409,0.14123119413852692,0.5352458953857422,0.2437395304441452,0.35870397090911865,0.5934505462646484,0.361310213804245,0.2522715926170349,0.5352458953857422,0.22384987771511078,0.020607711747288704,0.588965117931366,0.20240069925785065,0.4130953550338745
,along,with,one,veteran,",",what,other,two,types,of,crew,could,be,included,in,lieu,of,veterans,after,the,successful,landings,of,apollo,11,and,12,?
apollo,0.09613582491874695,0.1249200850725174,0.1690824031829834,0.1382715404033661,0.19808128476142883,0.13561789691448212,0.12591522932052612,0.10775979608297348,0.07698226720094681,0.1786269098520279,0.36530131101608276,0.21801240742206573,0.1851431280374527,0.12437957525253296,0.1461767554283142,0.143889918923378,0.1786269098520279,0.13727416098117828,0.18112117052078247,0.2169172167778015,0.22294922173023224,0.3129429221153259,0.1786269098520279,0.9999999403953552,0.07242078334093094,0.15251155197620392,0.05396931245923042,0.191528782248497
13,0.0784178152680397,-0.04229801148176193,0.03724568709731102,-0.009769097901880741,0.028695285320281982,-0.0796622633934021,-0.06464125961065292,0.017011510208249092,-0.07525607198476791,0.019282439723610878,-0.02903858944773674,-0.06479432433843613,-0.0535518079996109,0.028757082298398018,0.02730540931224823,-0.011782879941165447,0.019282439723610878,-0.04230258986353874,0.13578486442565918,-0.007407139986753464,0.02515326254069805,0.027428146451711655,0.019282439723610878,0.07126487791538239,-0.0008175994735211134,0.05119633674621582,-0.01952856220304966,-0.11384815722703934
launched,0.17626234889030457,0.13754619657993317,0.17547476291656494,0.14024798572063446,0.222664475440979,0.1668553501367569,0.12938395142555237,0.19631856679916382,0.11367546021938324,0.20039688050746918,0.2370370477437973,0.2008971869945526,0.15595650672912598,0.19659030437469482,0.18876992166042328,0.09572351723909378,0.20039688050746918,0.11493950337171555,0.2519736588001251,0.2547066807746887,0.3509882986545563,0.36030226945877075,0.20039688050746918,0.3553087115287781,0.014585352502763271,0.15431661903858185,0.046368420124053955,0.1803835779428482
lovell,0.15262740850448608,0.14180554449558258,0.20848213136196136,0.192601278424263,0.3488166034221649,0.21972987055778503,0.16099350154399872,0.19525478780269623,0.09881208091974258,0.1924947202205658,0.2621053159236908,0.20256264507770538,0.14367952942848206,0.18713043630123138,0.22434593737125397,0.19583481550216675,0.1924947202205658,0.17806129157543182,0.21197837591171265,0.22076375782489777,0.1411336213350296,0.2270728498697281,0.1924947202205658,0.355834424495697,0.0418548509478569,0.23319771885871887,-0.018678873777389526,0.20327162742614746
",",0.29824912548065186,0.4120737314224243,0.3696635365486145,0.20004725456237793,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.35859420895576477,0.24108222126960754,0.4946078956127167,0.2217068374156952,0.27399855852127075,0.39254459738731384,0.3679811954498291,0.5201468467712402,0.19194133579730988,0.4946078956127167,0.18481110036373138,0.38860568404197693,0.4933079481124878,0.28826844692230225,0.2337561845779419,0.4946078956127167,0.19808128476142883,0.049171943217515945,0.6633074283599854,0.20046983659267426,0.31091248989105225
jack,0.12557430565357208,0.15595422685146332,0.23728047311306,0.15166914463043213,0.15835081040859222,0.10011694580316544,0.1761508285999298,0.17815229296684265,0.1454496830701828,0.1582859605550766,0.230751633644104,0.12186843156814575,0.12140883505344391,0.10822901129722595,0.18128806352615356,0.04063859209418297,0.1582859605550766,0.07483905553817749,0.12697815895080566,0.17481134831905365,0.18369778990745544,0.09207724034786224,0.1582859605550766,0.15240933001041412,0.031222717836499214,0.1700741946697235,-0.011593792587518692,0.10524740070104599
swigert,0.14546312391757965,0.17780663073062897,0.18369650840759277,0.3113980293273926,0.3740482032299042,0.1676919311285019,0.16396671533584595,0.18403390049934387,0.12285958230495453,0.270160973072052,0.2831893265247345,0.1466134637594223,0.1875002533197403,0.18227866291999817,0.2910488545894623,0.13157162070274353,0.270160973072052,0.27899301052093506,0.21794122457504272,0.25689855217933655,0.18801091611385345,0.22416575253009796,0.270160973072052,0.35184475779533386,0.06677684932947159,0.28964486718177795,-0.03754529729485512,0.2242470234632492
",",0.29824912548065186,0.4120737314224243,0.3696635365486145,0.20004725456237793,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.35859420895576477,0.24108222126960754,0.4946078956127167,0.2217068374156952,0.27399855852127075,0.39254459738731384,0.3679811954498291,0.5201468467712402,0.19194133579730988,0.4946078956127167,0.18481110036373138,0.38860568404197693,0.4933079481124878,0.28826844692230225,0.2337561845779419,0.4946078956127167,0.19808128476142883,0.049171943217515945,0.6633074283599854,0.20046983659267426,0.31091248989105225
and,0.4213258922100067,0.5477725267410278,0.42438167333602905,0.1862805187702179,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.4671151638031006,0.3014242649078369,0.5116966962814331,0.22802916169166565,0.3385082483291626,0.41766801476478577,0.3643590211868286,0.4954058527946472,0.2286377102136612,0.5116966962814331,0.1943126767873764,0.3765919506549835,0.5171257257461548,0.2795376479625702,0.22284801304340363,0.5116966962814331,0.15251155197620392,0.052219830453395844,1.0,0.18034417927265167,0.20544172823429108
fred,0.14248226583003998,0.1405075192451477,0.12879274785518646,0.26398399472236633,0.19464044272899628,0.17992258071899414,0.1448965221643448,0.10627042502164841,0.1650133728981018,0.1626928746700287,0.2013183981180191,0.17828573286533356,0.15595440566539764,0.13406068086624146,0.2077977955341339,0.00322602572850883,0.1626928746700287,0.214218407869339,0.16315165162086487,0.19441957771778107,0.07811927795410156,0.09164975583553314,0.1626928746700287,0.22077243030071259,0.0781167596578598,0.1784345954656601,-0.07047712057828903,0.20597071945667267
haise,0.08320292830467224,0.1942436844110489,0.1750098317861557,0.17393352091312408,0.2691500186920166,0.09808163344860077,0.14999741315841675,0.19403468072414398,0.13325999677181244,0.2357192188501358,0.16684353351593018,0.11183451116085052,0.1994013488292694,0.16276675462722778,0.18321438133716583,0.2696942090988159,0.2357192188501358,0.2199026346206665,0.16628555953502655,0.22966188192367554,0.15509924292564392,0.16278868913650513,0.2357192188501358,0.24501387774944305,-0.06712059676647186,0.19358302652835846,0.1785842478275299,0.15175239741802216
in,0.3603311777114868,0.4080928862094879,0.4129433035850525,0.18765248358249664,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.36463531851768494,0.18516337871551514,0.5696388483047485,0.18897703289985657,0.29357993602752686,0.3481820821762085,0.32433560490608215,1.0,0.18093566596508026,0.5696388483047485,0.22477714717388153,0.44050168991088867,0.6662389636039734,0.2864660918712616,0.23684507608413696,0.5696388483047485,0.1461767554283142,0.03469983860850334,0.4954058527946472,0.18516430258750916,0.20430970191955566
april,0.12711672484874725,0.2058245688676834,0.2190690040588379,0.23519392311573029,0.4403347671031952,0.21502700448036194,0.12324710935354233,0.20038959383964539,0.037504252046346664,0.18706536293029785,0.12595921754837036,0.18507365882396698,0.17167460918426514,0.15167996287345886,0.2882915735244751,0.13634109497070312,0.18706536293029785,0.21936610341072083,0.3336232304573059,0.23232673108577728,0.1481940597295761,0.15752536058425903,0.18706536293029785,0.1700596809387207,0.01564813405275345,0.26820316910743713,0.004644668661057949,0.25704094767570496
1970,0.025517381727695465,0.028211066499352455,-0.025959469377994537,0.03815534710884094,0.10338303446769714,-0.04533620923757553,0.012024450115859509,0.020508291199803352,-0.012026187032461166,0.12830553948879242,-0.019513878971338272,-0.07278145104646683,-0.025176266208291054,0.054810531437397,0.052265819162130356,0.0772714838385582,0.12830553948879242,0.028899112716317177,-0.020275002345442772,0.013761552982032299,0.041962265968322754,0.03152438625693321,0.12830553948879242,0.032384809106588364,0.016772303730249405,0.04113146290183067,0.013635654002428055,-0.007446378003805876
",",0.29824912548065186,0.4120737314224243,0.3696635365486145,0.20004725456237793,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.35859420895576477,0.24108222126960754,0.4946078956127167,0.2217068374156952,0.27399855852127075,0.39254459738731384,0.3679811954498291,0.5201468467712402,0.19194133579730988,0.4946078956127167,0.18481110036373138,0.38860568404197693,0.4933079481124878,0.28826844692230225,0.2337561845779419,0.4946078956127167,0.19808128476142883,0.049171943217515945,0.6633074283599854,0.20046983659267426,0.31091248989105225
headed,0.1990777552127838,0.2679477632045746,0.17993545532226562,0.15124207735061646,0.2317989319562912,0.15415915846824646,0.18697690963745117,0.23653419315814972,0.06934864073991776,0.2459140568971634,0.12815646827220917,0.14838337898254395,0.17791087925434113,0.16343414783477783,0.14734512567520142,0.09027639031410217,0.2459140568971634,0.2023034691810608,0.1694854497909546,0.256571888923645,0.15744760632514954,0.09113530069589615,0.2459140568971634,0.1653997153043747,0.04873228445649147,0.203695148229599,0.17633485794067383,0.1387181431055069
for,0.249526709318161,0.39140474796295166,0.384836345911026,0.1840239316225052,0.4464869201183319,0.3017193675041199,0.3273986279964447,0.34734001755714417,0.29793059825897217,0.4185989499092102,0.22704027593135834,0.3405117690563202,0.3801851272583008,0.3889397978782654,0.4322226941585541,0.23685410618782043,0.4185989499092102,0.23878124356269836,0.3650246858596802,0.4739971458911896,0.2988608777523041,0.18831613659858704,0.4185989499092102,0.18462510406970978,-0.05063733458518982,0.5064792633056641,0.08460327982902527,0.264628142118454
the,0.39495137333869934,0.4223487675189972,0.5514441132545471,0.2511998414993286,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.43858039379119873,0.23509301245212555,0.733189046382904,0.25329816341400146,0.35393214225769043,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.23246367275714874,0.733189046382904,0.3290243446826935,0.4565047025680542,1.0,0.31354787945747375,0.26410871744155884,0.733189046382904,0.2169172167778015,-0.0219515822827816,0.5171257257461548,0.28907760977745056,0.22068053483963013
fra,0.06647326052188873,0.11761244386434555,0.10081461817026138,0.12625277042388916,0.16358113288879395,0.1535969227552414,0.11284997314214706,0.0922660231590271,0.09258925914764404,0.12354259938001633,0.22263358533382416,0.15055488049983978,0.1538848876953125,0.1635911762714386,0.16026753187179565,0.11671218276023865,0.12354259938001633,0.12271332740783691,0.07732529193162918,0.1366138905286789,0.05307469516992569,0.13632281124591827,0.12354259938001633,0.22335529327392578,-0.10797230154275894,0.15141773223876953,0.03955541551113129,0.14093075692653656
mauro,0.10909637063741684,0.1223931834101677,0.1401999294757843,0.15843820571899414,0.2994155287742615,0.14487704634666443,0.10056494921445847,0.11913993209600449,0.06338343024253845,0.17840346693992615,0.28303274512290955,0.0971904844045639,0.10639002174139023,0.1261747032403946,0.20830920338630676,0.2454354166984558,0.17840346693992615,0.13720589876174927,0.20311926305294037,0.198868528008461,0.19906868040561676,0.18805734813213348,0.17840346693992615,0.24596549570560455,0.034832913428545,0.23597458004951477,0.07792078703641891,0.14217150211334229
formation,0.17865417897701263,0.18870343267917633,0.19979141652584076,0.11540037393569946,0.24612528085708618,0.16291823983192444,0.16777540743350983,0.2311144769191742,0.15665867924690247,0.2957320809364319,0.10261531919240952,0.16008716821670532,0.20740437507629395,0.09784776717424393,0.27297577261924744,0.24644729495048523,0.2957320809364319,0.1702006310224533,0.1967630684375763,0.33687281608581543,0.14082951843738556,0.25001659989356995,0.2957320809364319,0.09599483758211136,0.008261319249868393,0.22940734028816223,0.09914207458496094,0.09831923991441727
.,0.27491724491119385,0.4446153938770294,0.4123194217681885,0.2455354928970337,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.3524959683418274,0.2097296416759491,0.5352458953857422,0.24222686886787415,0.3200591504573822,0.4383580684661865,0.25865867733955383,0.5591574311256409,0.14123119413852692,0.5352458953857422,0.2437395304441452,0.35870397090911865,0.5934505462646484,0.361310213804245,0.2522715926170349,0.5352458953857422,0.22384987771511078,0.020607711747288704,0.588965117931366,0.20240069925785065,0.4130953550338745
