,how,do,structural,geologists,observe,the,fabric,within,the,rocks,?
rocks,0.23148766160011292,0.2351894974708557,0.2694534361362457,0.49909713864326477,0.15780934691429138,0.24413059651851654,0.23187555372714996,0.16642579436302185,0.24413059651851654,0.9999999403953552,0.17394492030143738
which,0.4852597713470459,0.31153854727745056,0.3338971436023712,0.2655300498008728,0.2858423590660095,0.6521818041801453,0.24537703394889832,0.43539655208587646,0.6521818041801453,0.307253897190094,0.25814583897590637
gives,0.26903846859931946,0.2625279724597931,0.1143551841378212,0.11914460361003876,0.18277676403522491,0.3072636127471924,0.13860610127449036,0.19840553402900696,0.3072636127471924,0.18509700894355774,0.2204105257987976
information,0.3293761610984802,0.26156288385391235,0.2539084851741791,0.20955488085746765,0.2150375247001648,0.3143121302127838,0.16615673899650574,0.29686304926872253,0.3143121302127838,0.18390503525733948,0.24875912070274353
about,0.44264400005340576,0.3183841109275818,0.11358925700187683,0.2972341477870941,0.2470722794532776,0.37995871901512146,0.1495629996061325,0.3249956965446472,0.37995871901512146,0.2522718906402588,0.302409827709198
strain,0.25993484258651733,0.12328282743692398,0.3036562204360962,0.11472226679325104,0.18876586854457855,0.1979137361049652,0.28690096735954285,0.1576089709997177,0.1979137361049652,0.19367007911205292,0.14672546088695526
within,0.24755704402923584,0.21291908621788025,0.2931305170059204,0.2692835330963135,0.2815442383289337,0.39827480912208557,0.1733214408159256,1.0,0.39827480912208557,0.16642579436302185,0.1870293766260147
the,0.33890387415885925,0.30239659547805786,0.205324187874794,0.29488950967788696,0.26882031559944153,1.0,0.21405372023582458,0.39827480912208557,1.0,0.24413059651851654,0.22068053483963013
crystalline,0.210025817155838,0.1834545135498047,0.3511495590209961,0.24115097522735596,0.19048386812210083,0.19262340664863586,0.3436014652252197,0.1973724067211151,0.19262340664863586,0.41306009888648987,0.19034814834594727
structure,0.3077506124973297,0.1761092096567154,0.7650862336158752,0.27919918298721313,0.25249767303466797,0.2933249771595001,0.2750853896141052,0.330783486366272,0.2933249771595001,0.26871323585510254,0.1770772784948349
of,0.2480744868516922,0.26150479912757874,0.23907262086868286,0.21582631766796112,0.23419547080993652,0.733189046382904,0.21194949746131897,0.39594778418540955,0.733189046382904,0.2664484679698944,0.1826142966747284
the,0.33890387415885925,0.30239659547805786,0.205324187874794,0.29488950967788696,0.26882031559944153,1.0,0.21405372023582458,0.39827480912208557,1.0,0.24413059651851654,0.22068053483963013
rocks,0.23148766160011292,0.2351894974708557,0.2694534361362457,0.49909713864326477,0.15780934691429138,0.24413059651851654,0.23187555372714996,0.16642579436302185,0.24413059651851654,0.9999999403953552,0.17394492030143738
.,0.3287222981452942,0.3613996207714081,0.24253211915493011,0.20061980187892914,0.2231345772743225,0.5934505462646484,0.22541643679141998,0.2984525263309479,0.5934505462646484,0.26481303572654724,0.4130953550338745
