,what,does,the,umc,endorse,under,strict,and,effective,international,control,?
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.24607859551906586,0.3078651428222656,0.29018887877464294,0.2560356855392456,0.49487000703811646,0.24016928672790527,0.20422232151031494,0.18926969170570374,0.27043893933296204
an,0.2821882665157318,0.29477936029434204,0.4207492768764496,0.20038536190986633,0.22734645009040833,0.16416478157043457,0.2044963538646698,0.2838519215583801,0.2329176366329193,0.1331896334886551,0.15528884530067444,0.19793890416622162
instrument,0.26433292031288147,0.17464356124401093,0.2132672667503357,0.11692073941230774,0.09479901939630508,0.16257615387439728,0.23676639795303345,0.23527435958385468,0.2350410670042038,0.15199805796146393,0.19568033516407013,0.14794185757637024
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.18128293752670288,0.16991691291332245,0.32766106724739075,0.20961691439151764,0.5116966962814331,0.27888283133506775,0.23367412388324738,0.2817542552947998,0.1826142966747284
national,0.16882304847240448,0.16890141367912292,0.32739606499671936,0.22609052062034607,0.09674493968486786,0.1789046972990036,0.2456122487783432,0.2608908712863922,0.09202677756547928,0.4460487365722656,0.15268485248088837,0.15643028914928436
foreign,0.1784719079732895,0.1543559730052948,0.2946566939353943,0.200414776802063,0.18986095488071442,0.20002341270446777,0.1527426391839981,0.25234511494636536,0.24177305400371552,0.2830798327922821,0.18616162240505219,0.13770383596420288
policy,0.3869883120059967,0.3125908672809601,0.2358427494764328,0.3363737463951111,0.44704195857048035,0.2958521246910095,0.3726555109024048,0.2148873209953308,0.3198453485965729,0.16790242493152618,0.23936490714550018,0.30462446808815
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.1953766793012619,0.29770755767822266,0.24875585734844208,0.2564427852630615,0.6633074283599854,0.2531147599220276,0.23395943641662598,0.20811550319194794,0.31091248989105225
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.23076260089874268,0.29997068643569946,0.27177539467811584,0.2734154760837555,0.48971283435821533,0.27306854724884033,0.21173149347305298,0.28164729475975037,0.29463258385658264
be,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.22188781201839447,0.29043787717819214,0.23514987528324127,0.2955385148525238,0.41766801476478577,0.35076794028282166,0.14453022181987762,0.21166473627090454,0.3324260413646698
employed,0.15165269374847412,0.19330154359340668,0.2112865000963211,0.1671859323978424,0.14091184735298157,0.14777125418186188,0.20903818309307098,0.27885523438453674,0.2695530951023102,0.15270309150218964,0.20581591129302979,0.1261894851922989
only,0.41415658593177795,0.45203697681427,0.5497692227363586,0.23502708971500397,0.27271154522895813,0.2947874963283539,0.3160257637500763,0.4542345404624939,0.2701891362667084,0.17894837260246277,0.23530980944633484,0.2767370045185089
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.24607859551906586,0.3078651428222656,0.29018887877464294,0.2560356855392456,0.49487000703811646,0.24016928672790527,0.20422232151031494,0.18926969170570374,0.27043893933296204
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.19728222489356995,0.2746924161911011,0.18317826092243195,0.2418675571680069,0.3739250600337982,0.2041732668876648,0.24617823958396912,0.21056023240089417,0.23916715383529663
last,0.23175878822803497,0.15111127495765686,0.3698786795139313,0.15848873555660248,0.2567654252052307,0.20827795565128326,0.1640796661376953,0.25967320799827576,0.20401878654956818,0.12624618411064148,0.16819506883621216,0.22371746599674225
resort,0.16167303919792175,0.08948922157287598,0.2548282742500305,0.17601406574249268,0.15957202017307281,0.09402670711278915,0.1797943413257599,0.24595408141613007,0.12704329192638397,0.25721368193626404,0.11790928244590759,0.12942275404930115
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.15436193346977234,0.16421914100646973,0.2535393238067627,0.1768643707036972,0.4954058527946472,0.2294299155473709,0.26377472281455994,0.24831421673297882,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.21262750029563904,0.1964402198791504,0.3348022699356079,0.16344143450260162,0.5171257257461548,0.23741452395915985,0.23719607293605804,0.32841500639915466,0.22068053483963013
prevention,0.2702800929546356,0.26551690697669983,0.33015450835227966,0.2144024819135666,0.24660034477710724,0.24044464528560638,0.32221272587776184,0.2799161374568939,0.47496917843818665,0.3023460805416107,0.4099377989768982,0.2329448014497757
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.18128293752670288,0.16991691291332245,0.32766106724739075,0.20961691439151764,0.5116966962814331,0.27888283133506775,0.23367412388324738,0.2817542552947998,0.1826142966747284
such,0.23989605903625488,0.2787191867828369,0.3575236201286316,0.12539049983024597,0.17913495004177094,0.17895449697971344,0.2250693291425705,0.44540345668792725,0.2839231789112091,0.20478808879852295,0.1892368346452713,0.17851735651493073
evils,0.27467602491378784,0.25665801763534546,0.21584279835224152,0.12063855677843094,0.30173665285110474,0.1286061555147171,0.21171578764915466,0.2619781792163849,0.2563725709915161,0.07708863914012909,0.20080159604549408,0.2350607067346573
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.24607859551906586,0.3078651428222656,0.29018887877464294,0.2560356855392456,0.49487000703811646,0.24016928672790527,0.20422232151031494,0.18926969170570374,0.27043893933296204
genocide,0.2626589238643646,0.16440650820732117,0.24917379021644592,0.25281473994255066,0.16366131603717804,0.1401306688785553,0.17940440773963928,0.1988680213689804,0.1220184862613678,0.2054641842842102,0.18573519587516785,0.21973519027233124
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.1953766793012619,0.29770755767822266,0.24875585734844208,0.2564427852630615,0.6633074283599854,0.2531147599220276,0.23395943641662598,0.20811550319194794,0.31091248989105225
brutal,0.2395169883966446,0.10791543871164322,0.2048732042312622,0.033729277551174164,0.12868095934391022,0.20201197266578674,0.34468621015548706,0.26026785373687744,0.2947174310684204,0.16484351456165314,0.2770594358444214,0.18140652775764465
suppression,0.2868565022945404,0.1970694214105606,0.30710455775260925,0.13838879764080048,0.23022201657295227,0.23583485186100006,0.30193573236465454,0.19041456282138824,0.3853510320186615,0.13234983384609222,0.3796616196632385,0.21017272770404816
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.18128293752670288,0.16991691291332245,0.32766106724739075,0.20961691439151764,0.5116966962814331,0.27888283133506775,0.23367412388324738,0.2817542552947998,0.1826142966747284
human,0.24243313074111938,0.23807655274868011,0.3103327453136444,0.14736421406269073,0.21456067264080048,0.0970844179391861,0.08526518940925598,0.37127596139907837,0.2599473297595978,0.2648717761039734,0.1761748343706131,0.19748784601688385
rights,0.2386135458946228,0.19725890457630157,0.2579100430011749,0.18984583020210266,0.28980812430381775,0.1468520164489746,0.1939937174320221,0.26346641778945923,0.18972718715667725,0.23903490602970123,0.22015011310577393,0.21814769506454468
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.1953766793012619,0.29770755767822266,0.24875585734844208,0.2564427852630615,0.6633074283599854,0.2531147599220276,0.23395943641662598,0.20811550319194794,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.21982228755950928,0.21390318870544434,0.3005301356315613,0.29981738328933716,1.0,0.2838481068611145,0.2444424331188202,0.29790008068084717,0.20544172823429108
unprovoked,0.2848794162273407,0.22417345643043518,0.22025573253631592,0.13309317827224731,0.3644590377807617,0.12576667964458466,0.261701375246048,0.20646612346172333,0.40882888436317444,0.17792999744415283,0.20480525493621826,0.2699234187602997
international,0.10870302468538284,0.13668061792850494,0.23719607293605804,0.24793365597724915,0.16625787317752838,0.12523500621318817,0.22518323361873627,0.2444424331188202,0.178412526845932,1.0,0.12421424686908722,0.15335838496685028
aggression,0.2427702695131302,0.2585827708244324,0.23180729150772095,0.1361021101474762,0.23013195395469666,0.15998412668704987,0.32568565011024475,0.2739907503128052,0.35363876819610596,0.20917291939258575,0.26959002017974854,0.15848076343536377
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.23154163360595703,0.2827169895172119,0.2901604175567627,0.21986082196235657,0.588965117931366,0.2533048987388611,0.20745405554771423,0.24319837987422943,0.4130953550338745
