,conservative,islam,classifies,muslims,who,follow,shia,interpretation,as,what,?
'',0.004429815337061882,0.020673450082540512,0.06103934720158577,-0.018748775124549866,0.024401003494858742,0.02516418881714344,0.06286291033029556,0.07718859612941742,0.006628023460507393,0.08143015950918198,0.018684765323996544
that,0.17636248469352722,0.22824111580848694,0.21653594076633453,0.2854565978050232,0.45444270968437195,0.428226113319397,0.19388240575790405,0.3879343569278717,0.4735107421875,0.6297725439071655,0.32716336846351624
democracy,0.42502009868621826,0.3220406174659729,0.07504553347826004,0.25855520367622375,0.20194847881793976,0.18849444389343262,0.19151253998279572,0.336941123008728,0.16072523593902588,0.22238294780254364,0.20770417153835297
``,0.05021253973245621,0.1292753964662552,0.07304345071315765,0.14383342862129211,0.02397952415049076,-0.01637686789035797,0.13114428520202637,0.04340466484427452,0.03910288214683533,0.008517155423760414,0.0685480609536171
is,0.2060939073562622,0.17952334880828857,0.302320659160614,0.2225831001996994,0.24293622374534607,0.23358136415481567,0.18665432929992676,0.2543133795261383,0.43216490745544434,0.28837618231773376,0.22961433231830597
responsible,0.21483294665813446,0.12258084863424301,0.2415076196193695,0.17852796614170074,0.2545164227485657,0.23719964921474457,0.14948827028274536,0.20911943912506104,0.25070908665657043,0.26869386434555054,0.11367333680391312
for,0.1900888830423355,0.1461709886789322,0.181813046336174,0.2375299036502838,0.37110671401023865,0.27082058787345886,0.10274285823106766,0.2635619342327118,0.44774648547172546,0.3017193675041199,0.264628142118454
all,0.14975693821907043,0.2320181280374527,0.21442465484142303,0.31206002831459045,0.3698336184024811,0.4210811257362366,0.19446386396884918,0.2691786289215088,0.33195313811302185,0.41981086134910583,0.29575422406196594
the,0.19218477606773376,0.2207694798707962,0.25722378492355347,0.2657718360424042,0.3733934462070465,0.3197029232978821,0.17709055542945862,0.2766321003437042,0.48381632566452026,0.42745697498321533,0.22068053483963013
horrible,0.05406889691948891,0.13709358870983124,0.046878714114427567,0.17025192081928253,0.3129478096961975,0.202457457780838,0.10816575586795807,0.18397927284240723,0.2644358277320862,0.3758777678012848,0.3223760426044464
wars,0.1149711012840271,0.19532829523086548,0.08803225308656693,0.19226588308811188,0.254686176776886,0.09935421496629715,0.20919595658779144,0.14716120064258575,0.2284109890460968,0.20595821738243103,0.1526605486869812
of,0.17898385226726532,0.21728332340717316,0.2282249480485916,0.22355489432811737,0.2827862501144409,0.26846790313720703,0.17946043610572815,0.25918829441070557,0.3886612355709076,0.33290785551071167,0.1826142966747284
the,0.19218477606773376,0.2207694798707962,0.25722378492355347,0.2657718360424042,0.3733934462070465,0.3197029232978821,0.17709055542945862,0.2766321003437042,0.48381632566452026,0.42745697498321533,0.22068053483963013
20th,0.20730893313884735,0.26394668221473694,0.08208588510751724,0.2113710343837738,0.12597180902957916,0.15256811678409576,0.205650195479393,0.20438633859157562,0.19359804689884186,0.1850772649049759,0.14985637366771698
century,0.2102518379688263,0.26990118622779846,0.15773814916610718,0.23621287941932678,0.2990973889827728,0.14909853041172028,0.11108306050300598,0.23842044174671173,0.24608509242534637,0.20422613620758057,0.1026201918721199
",",0.2546221613883972,0.23459285497665405,0.2667465806007385,0.19662503898143768,0.3365725874900818,0.3021566867828369,0.19658012688159943,0.2270279824733734,0.48816442489624023,0.3087472915649414,0.31091248989105225
'',0.004429815337061882,0.020673450082540512,0.06103934720158577,-0.018748775124549866,0.024401003494858742,0.02516418881714344,0.06286291033029556,0.07718859612941742,0.006628023460507393,0.08143015950918198,0.018684765323996544
that,0.17636248469352722,0.22824111580848694,0.21653594076633453,0.2854565978050232,0.45444270968437195,0.428226113319397,0.19388240575790405,0.3879343569278717,0.4735107421875,0.6297725439071655,0.32716336846351624
shia,0.24807828664779663,0.6265453696250916,0.199579656124115,0.5768539309501648,0.25970274209976196,0.24635246396064758,1.0000001192092896,0.25790563225746155,0.28145119547843933,0.16993695497512817,0.18920543789863586
and,0.24419347941875458,0.25070106983184814,0.18594543635845184,0.2307288646697998,0.41279885172843933,0.34642475843429565,0.19572405517101288,0.2272503823041916,0.49487000703811646,0.31309178471565247,0.20544172823429108
other,0.13751332461833954,0.1972542256116867,0.21724744141101837,0.24129003286361694,0.3612329661846161,0.3437836170196533,0.21567343175411224,0.24731901288032532,0.42805421352386475,0.341873437166214,0.24682199954986572
non-wahhabi,0.34760159254074097,0.5940117239952087,0.2733367681503296,0.49700823426246643,0.2980961203575134,0.2844372093677521,0.5452132821083069,0.3341160714626312,0.31521937251091003,0.2984265387058258,0.23313263058662415
muslims,0.28660592436790466,0.6962552666664124,0.09065104275941849,1.0,0.2942625880241394,0.2895687222480774,0.5768539309501648,0.2683798670768738,0.201192706823349,0.26523277163505554,0.18742211163043976
were,0.15104718506336212,0.14616049826145172,0.1379738748073578,0.23566702008247375,0.3188014328479767,0.2770165205001831,0.15306049585342407,0.19103160500526428,0.3025437891483307,0.22298263013362885,0.17890112102031708
infidels,0.17212802171707153,0.36419859528541565,0.1577347368001938,0.3817914128303528,0.2961859405040741,0.2811490297317505,0.282133013010025,0.31096941232681274,0.20259056985378265,0.2573981285095215,0.21262651681900024
",",0.2546221613883972,0.23459285497665405,0.2667465806007385,0.19662503898143768,0.3365725874900818,0.3021566867828369,0.19658012688159943,0.2270279824733734,0.48816442489624023,0.3087472915649414,0.31091248989105225
etc,0.12225695699453354,0.19926147162914276,0.2756034731864929,0.20939025282859802,0.1655494123697281,0.2615710198879242,0.1778484284877777,0.16611415147781372,0.2414981573820114,0.2803364396095276,0.38010111451148987
.,0.24244344234466553,0.2825687527656555,0.20891791582107544,0.23631970584392548,0.3541337847709656,0.3185402452945709,0.2124016284942627,0.16179122030735016,0.515582263469696,0.3567904531955719,0.4130953550338745
