,disney-abc,television,group,is,a,subsidiary,of,what,division,of,the,walt,disney,company,?
broadcast,0.41096290946006775,0.6160560846328735,0.15232448279857635,0.1702820062637329,0.2046348601579666,0.25761350989341736,0.20155203342437744,0.17857211828231812,0.11968713253736496,0.20155203342437744,0.2713715434074402,0.33021819591522217,0.3236337900161743,0.2000226527452469,0.15760008990764618
television,0.419070303440094,1.0000001192092896,0.14428815245628357,0.21374565362930298,0.22552843391895294,0.2365117222070694,0.21995750069618225,0.19838058948516846,0.18900638818740845,0.21995750069618225,0.24569597840309143,0.3781507611274719,0.3754020631313324,0.25623777508735657,0.16825827956199646
network,0.3809872269630432,0.4371747076511383,0.27598339319229126,0.2196272611618042,0.17299489676952362,0.3834895193576813,0.21800683438777924,0.16917307674884796,0.13577395677566528,0.21800683438777924,0.27187061309814453,0.25070327520370483,0.28231924772262573,0.28571397066116333,0.17853789031505585
that,0.2815435528755188,0.21588699519634247,0.3089635670185089,0.3995479643344879,0.47537946701049805,0.22782650589942932,0.41498205065727234,0.6297725439071655,0.17438095808029175,0.41498205065727234,0.5473989248275757,0.177200049161911,0.20073425769805908,0.22723333537578583,0.32716336846351624
is,0.24662993848323822,0.21374565362930298,0.22153858840465546,1.0,0.658733606338501,0.19197803735733032,0.4854315221309662,0.28837618231773376,0.20176531374454498,0.4854315221309662,0.5823672413825989,0.21739564836025238,0.18704643845558167,0.18005689978599548,0.22961433231830597
owned,0.3513130247592926,0.20238907635211945,0.24838334321975708,0.20921923220157623,0.2226235419511795,0.5532713532447815,0.17190153896808624,0.12432919442653656,0.14227288961410522,0.17190153896808624,0.1999378502368927,0.3357201814651489,0.2896370589733124,0.48909151554107666,0.1288648396730423
by,0.23710590600967407,0.23368048667907715,0.2915726900100708,0.3899846076965332,0.32094135880470276,0.25565260648727417,0.3646814823150635,0.2455483376979828,0.18997035920619965,0.3646814823150635,0.4408751428127289,0.2725091576576233,0.20869913697242737,0.22328482568264008,0.17966607213020325
the,0.3181883692741394,0.24569597840309143,0.30795547366142273,0.5823672413825989,0.5829201340675354,0.2279236614704132,0.733189046382904,0.42745697498321533,0.26203617453575134,0.733189046382904,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,0.22068053483963013
disney–abc,0.9854602813720703,0.4371485412120819,0.237766295671463,0.2706610858440399,0.29466086626052856,0.3943924307823181,0.28645238280296326,0.2614334523677826,0.20049959421157837,0.28645238280296326,0.3470556139945984,0.7678491473197937,0.921884298324585,0.33785736560821533,0.2595943808555603
television,0.419070303440094,1.0000001192092896,0.14428815245628357,0.21374565362930298,0.22552843391895294,0.2365117222070694,0.21995750069618225,0.19838058948516846,0.18900638818740845,0.21995750069618225,0.24569597840309143,0.3781507611274719,0.3754020631313324,0.25623777508735657,0.16825827956199646
group,0.20508883893489838,0.14428815245628357,0.9999999403953552,0.22153858840465546,0.2594761848449707,0.3363008201122284,0.25542253255844116,0.2114069163799286,0.21565891802310944,0.25542253255844116,0.30795547366142273,0.17074891924858093,0.1751267910003662,0.3087855577468872,0.13827809691429138
",",0.24468442797660828,0.27995240688323975,0.2809832692146301,0.4691906273365021,0.427140474319458,0.21156229078769684,0.4946078956127167,0.3087472915649414,0.24344468116760254,0.4946078956127167,0.4933079481124878,0.19253113865852356,0.2132069319486618,0.2697763442993164,0.31091248989105225
a,0.2708562910556793,0.22552843391895294,0.2594761848449707,0.658733606338501,1.0,0.1804817169904709,0.5052502155303955,0.3320399522781372,0.19939710199832916,0.5052502155303955,0.5829201340675354,0.23267912864685059,0.21907898783683777,0.22037413716316223,0.23916715383529663
subsidiary,0.38241878151893616,0.2365117222070694,0.3363008201122284,0.19197803735733032,0.1804817169904709,1.0,0.20548413693904877,0.17018544673919678,0.18575023114681244,0.20548413693904877,0.2279236614704132,0.3137035369873047,0.28985098004341125,0.5609620213508606,0.12890306115150452
of,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.4854315221309662,0.5052502155303955,0.20548413693904877,1.0,0.33290785551071167,0.23579144477844238,1.0,0.733189046382904,0.21986570954322815,0.19926400482654572,0.20467796921730042,0.1826142966747284
disney,0.9336002469062805,0.3754020631313324,0.1751267910003662,0.18704643845558167,0.21907898783683777,0.28985098004341125,0.19926400482654572,0.19632026553153992,0.14059977233409882,0.19926400482654572,0.24980762600898743,0.8116229772567749,1.0,0.29213109612464905,0.22150784730911255
media,0.3512774109840393,0.3357820212841034,0.23497501015663147,0.1800607591867447,0.21000106632709503,0.2845989167690277,0.19700391590595245,0.18292108178138733,0.16579295694828033,0.19700391590595245,0.19221965968608856,0.2712213397026062,0.28724905848503113,0.2753586769104004,0.1571006178855896
networks,0.379341185092926,0.4588569104671478,0.2768808603286743,0.22635811567306519,0.16109517216682434,0.38536879420280457,0.17763681709766388,0.18279550969600677,0.16827189922332764,0.17763681709766388,0.24705806374549866,0.25806280970573425,0.2896259129047394,0.34266772866249084,0.17815114557743073
division,0.17917011678218842,0.18900638818740845,0.21565891802310944,0.20176531374454498,0.19939710199832916,0.18575023114681244,0.23579144477844238,0.19144181907176971,1.0,0.23579144477844238,0.26203617453575134,0.17649124562740326,0.14059977233409882,0.2849979102611542,0.08900629729032516
of,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.4854315221309662,0.5052502155303955,0.20548413693904877,1.0,0.33290785551071167,0.23579144477844238,1.0,0.733189046382904,0.21986570954322815,0.19926400482654572,0.20467796921730042,0.1826142966747284
the,0.3181883692741394,0.24569597840309143,0.30795547366142273,0.5823672413825989,0.5829201340675354,0.2279236614704132,0.733189046382904,0.42745697498321533,0.26203617453575134,0.733189046382904,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,0.22068053483963013
walt,0.7766123414039612,0.3781507611274719,0.17074891924858093,0.21739564836025238,0.23267912864685059,0.3137035369873047,0.21986570954322815,0.1869807094335556,0.17649124562740326,0.21986570954322815,0.2561357319355011,0.9999999403953552,0.8116229772567749,0.31658700108528137,0.18540392816066742
disney,0.9336002469062805,0.3754020631313324,0.1751267910003662,0.18704643845558167,0.21907898783683777,0.28985098004341125,0.19926400482654572,0.19632026553153992,0.14059977233409882,0.19926400482654572,0.24980762600898743,0.8116229772567749,1.0,0.29213109612464905,0.22150784730911255
company,0.3104264438152313,0.25623777508735657,0.3087855577468872,0.18005689978599548,0.22037413716316223,0.5609620213508606,0.20467796921730042,0.2333769053220749,0.2849979102611542,0.20467796921730042,0.26591673493385315,0.31658700108528137,0.29213109612464905,1.0,0.12195809185504913
.,0.2878374457359314,0.2806251645088196,0.27268800139427185,0.4569662809371948,0.50484299659729,0.18088284134864807,0.5352458953857422,0.3567904531955719,0.27855971455574036,0.5352458953857422,0.5934505462646484,0.20639261603355408,0.23698924481868744,0.266353577375412,0.4130953550338745
