,what,percent,of,girls,are,in,prostution,in,kenyas,coastal,areas,?
mombasa,0.20014868676662445,0.1184939369559288,0.24401752650737762,0.1793891042470932,0.14466972649097443,0.26310765743255615,0.1734056919813156,0.26310765743255615,0.5387193560600281,0.32360535860061646,0.2295738160610199,0.15605612099170685
",",0.3087472915649414,0.19088563323020935,0.4946078956127167,0.21734729409217834,0.4062570035457611,0.5201468467712402,0.280960351228714,0.5201468467712402,0.32898539304733276,0.21444359421730042,0.2789289653301239,0.31091248989105225
kilifi,0.20570409297943115,0.22547577321529388,0.2942001223564148,0.20246011018753052,0.23333555459976196,0.29801473021507263,0.3897750973701477,0.29801473021507263,0.3998584449291229,0.2806902527809143,0.2211005538702011,0.19743673503398895
",",0.3087472915649414,0.19088563323020935,0.4946078956127167,0.21734729409217834,0.4062570035457611,0.5201468467712402,0.280960351228714,0.5201468467712402,0.32898539304733276,0.21444359421730042,0.2789289653301239,0.31091248989105225
and,0.31309178471565247,0.250046968460083,0.5116966962814331,0.2710435688495636,0.48576638102531433,0.4954058527946472,0.2864645719528198,0.4954058527946472,0.2803030014038086,0.2637535333633423,0.40107932686805725,0.20544172823429108
diani,0.18034280836582184,0.15145035088062286,0.2127869576215744,0.219191774725914,0.14474330842494965,0.17440791428089142,0.24953153729438782,0.17440791428089142,0.27295902371406555,0.24455241858959198,0.24319609999656677,0.18905878067016602
were,0.22298263013362885,0.1999807208776474,0.34038281440734863,0.264838844537735,0.6489362716674805,0.3815755248069763,0.2692939341068268,0.3815755248069763,0.20239616930484772,0.2672167420387268,0.29025816917419434,0.17890112102031708
subject,0.3828662037849426,0.130594402551651,0.21533280611038208,0.14084146916866302,0.22845745086669922,0.21163184940814972,0.3005187511444092,0.21163184940814972,0.1446966528892517,0.1210564523935318,0.26552608609199524,0.33952999114990234
to,0.455847829580307,0.2143162339925766,0.41548454761505127,0.2066660225391388,0.3504326641559601,0.45010748505592346,0.3116811513900757,0.45010748505592346,0.25614386796951294,0.18494710326194763,0.29808273911476135,0.29463258385658264
prostitution,0.18633054196834564,0.23154418170452118,0.194093257188797,0.3452627956867218,0.17973265051841736,0.24803197383880615,0.8228487968444824,0.24803197383880615,0.16575658321380615,0.1550564467906952,0.16331131756305695,0.188895583152771
.,0.3567904531955719,0.2556350827217102,0.5352458953857422,0.2235458344221115,0.3452940285205841,0.5591574311256409,0.2331520915031433,0.5591574311256409,0.3082246780395508,0.21270635724067688,0.23760369420051575,0.4130953550338745
