,where,are,a,bulk,of,factories,concentrated,along,the,rhine,?
lower,0.23795399069786072,0.22557412087917328,0.2221667766571045,0.17886000871658325,0.31757521629333496,0.16774941980838776,0.18099239468574524,0.14391691982746124,0.3463275134563446,0.28043457865715027,0.08471795171499252
rhine,0.2007746696472168,0.13834848999977112,0.1823403388261795,0.1682240515947342,0.2548927664756775,0.2563677430152893,0.1625138521194458,0.24867600202560425,0.30735138058662415,1.0,0.13754533231258392
that,0.4876193106174469,0.45265161991119385,0.47537946701049805,0.267595499753952,0.41498205065727234,0.278912216424942,0.2630484700202942,0.2850594222545624,0.5473989248275757,0.16362759470939636,0.32716336846351624
the,0.5003893971443176,0.40399202704429626,0.5829201340675354,0.2220524251461029,0.733189046382904,0.2603243589401245,0.2688957750797272,0.39495137333869934,1.0,0.30735138058662415,0.22068053483963013
bulk,0.18520931899547577,0.304871141910553,0.23548747599124908,1.0000001192092896,0.2895064651966095,0.29315951466560364,0.331783264875412,0.2093208134174347,0.2220524251461029,0.1682240515947342,0.14538165926933289
of,0.38066378235816956,0.39081433415412903,0.5052502155303955,0.2895064651966095,1.0,0.28616368770599365,0.28396520018577576,0.34889817237854004,0.733189046382904,0.2548927664756775,0.1826142966747284
them,0.38025808334350586,0.5206625461578369,0.3151612877845764,0.2354370653629303,0.34503093361854553,0.2976008355617523,0.2780896723270416,0.3191710412502289,0.4788833558559418,0.16000233590602875,0.35435691475868225
are,0.32389864325523376,1.0,0.265255331993103,0.304871141910553,0.39081433415412903,0.3018348813056946,0.24335487186908722,0.28655800223350525,0.40399202704429626,0.13834848999977112,0.24591213464736938
concentrated,0.27967604994773865,0.24335487186908722,0.22587455809116364,0.331783264875412,0.28396520018577576,0.36284416913986206,1.0,0.2098672240972519,0.2688957750797272,0.1625138521194458,0.11501483619213104
",",0.3149496018886566,0.4062570035457611,0.427140474319458,0.2566060423851013,0.4946078956127167,0.25142666697502136,0.3048234283924103,0.29824912548065186,0.4933079481124878,0.167837992310524,0.31091248989105225
as,0.35409465432167053,0.3826591968536377,0.39550232887268066,0.24645443260669708,0.3886612355709076,0.21602179110050201,0.3099561929702759,0.31813573837280273,0.48381632566452026,0.18380387127399445,0.27043893933296204
the,0.5003893971443176,0.40399202704429626,0.5829201340675354,0.2220524251461029,0.733189046382904,0.2603243589401245,0.2688957750797272,0.39495137333869934,1.0,0.30735138058662415,0.22068053483963013
river,0.1886204034090042,0.10382523387670517,0.20514865219593048,0.06934457272291183,0.19903257489204407,0.22809690237045288,0.11697342991828918,0.2725449502468109,0.2894456386566162,0.3672541379928589,0.15390869975090027
passes,0.2215970754623413,0.1885956972837448,0.31111034750938416,0.11905775219202042,0.31505411863327026,0.14709477126598358,0.12645141780376434,0.31532740592956543,0.3752402365207672,0.18002983927726746,0.09716983139514923
the,0.5003893971443176,0.40399202704429626,0.5829201340675354,0.2220524251461029,0.733189046382904,0.2603243589401245,0.2688957750797272,0.39495137333869934,1.0,0.30735138058662415,0.22068053483963013
major,0.20240604877471924,0.21536177396774292,0.22990699112415314,0.2370554506778717,0.2641255557537079,0.22545289993286133,0.23107466101646423,0.2070547193288803,0.31775903701782227,0.10607928037643433,0.19788557291030884
cities,0.22392518818378448,0.26694464683532715,0.18820415437221527,0.14604738354682922,0.29528072476387024,0.37220409512519836,0.19225944578647614,0.18443426489830017,0.2621172070503235,0.21865984797477722,0.13339310884475708
of,0.38066378235816956,0.39081433415412903,0.5052502155303955,0.2895064651966095,1.0,0.28616368770599365,0.28396520018577576,0.34889817237854004,0.733189046382904,0.2548927664756775,0.1826142966747284
cologne,0.18343134224414825,0.10921414941549301,0.2507615387439728,0.08998841792345047,0.24717497825622559,0.28024744987487793,0.20496265590190887,0.10584519058465958,0.1949973702430725,0.47460702061653137,0.12676802277565002
",",0.3149496018886566,0.4062570035457611,0.427140474319458,0.2566060423851013,0.4946078956127167,0.25142666697502136,0.3048234283924103,0.29824912548065186,0.4933079481124878,0.167837992310524,0.31091248989105225
düsseldorf,0.17464447021484375,0.1571357250213623,0.21744391322135925,0.14951442182064056,0.24068215489387512,0.2830691933631897,0.2198561728000641,0.14360496401786804,0.23592178523540497,0.5152241587638855,0.11610876768827438
and,0.43859338760375977,0.48576638102531433,0.3739250600337982,0.3193436563014984,0.5116966962814331,0.33217841386795044,0.337016761302948,0.4213258922100067,0.5171257257461548,0.22029656171798706,0.20544172823429108
duisburg,0.2525970935821533,0.12509316205978394,0.20852166414260864,0.14749731123447418,0.18909306824207306,0.24028544127941132,0.17870540916919708,0.148281991481781,0.2369861900806427,0.5019469261169434,0.18542204797267914
.,0.41390106081962585,0.3452940285205841,0.50484299659729,0.2508670389652252,0.5352458953857422,0.2724924683570862,0.2786614000797272,0.27491724491119385,0.5934505462646484,0.2089352011680603,0.4130953550338745
