,what,is,the,process,of,changing,light,into,chemical,energy,?
chemical,0.26249468326568604,0.2387559562921524,0.18641819059848785,0.3019576072692871,0.22874756157398224,0.2879093587398529,0.223028302192688,0.13986143469810486,0.9999999403953552,0.3445950746536255,0.2040288895368576
energy,0.190252885222435,0.2171693742275238,0.26756542921066284,0.2869214713573456,0.26257598400115967,0.25594455003738403,0.3715866506099701,0.2190977931022644,0.3445950746536255,1.0000001192092896,0.14860127866268158
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2061346471309662,0.4946078956127167,0.27090439200401306,0.22209852933883667,0.2826121151447296,0.20593619346618652,0.21156731247901917,0.31091248989105225
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.35462963581085205,0.41548454761505127,0.33748573064804077,0.22474321722984314,0.38810545206069946,0.19030416011810303,0.27179354429244995,0.29463258385658264
subsequently,0.10897690057754517,0.12358549237251282,0.2886511981487274,0.1700887233018875,0.19330023229122162,0.10663094371557236,0.06072152405977249,0.23395416140556335,0.15526947379112244,0.10216327011585236,0.005594457965344191
produce,0.1685742735862732,0.26456785202026367,0.23457570374011993,0.33287039399147034,0.19541172683238983,0.25952547788619995,0.3007934093475342,0.22096818685531616,0.29250818490982056,0.36468130350112915,0.19229066371917725
food,0.23540689051151276,0.20563258230686188,0.3025728166103363,0.22896449267864227,0.2602803111076355,0.1936033070087433,0.21751251816749573,0.1767677366733551,0.23658815026283264,0.354541540145874,0.15376032888889313
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19851736724376678,0.5696388483047485,0.2604178786277771,0.1819845736026764,0.38021373748779297,0.23203688859939575,0.17693158984184265,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.733189046382904,0.3233613073825836,0.2649136185646057,0.39493247866630554,0.18641819059848785,0.26756542921066284,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.29286009073257446,0.28780481219291687,0.29600051045417786,0.2328084260225296,0.13355152308940887,0.32858723402023315,0.16953223943710327,0.22681395709514618,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23962904512882233,1.0,0.2740551233291626,0.18257063627243042,0.32255905866622925,0.22874756157398224,0.26257598400115967,0.1826142966747284
sugars,0.2835851311683655,0.23830680549144745,0.2764650881290436,0.3925842046737671,0.26610589027404785,0.251960813999176,0.3121354877948761,0.27443963289260864,0.4073788523674011,0.48040634393692017,0.18126407265663147
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23766504228115082,0.5352458953857422,0.3124893009662628,0.2497042715549469,0.26250120997428894,0.23593789339065552,0.22292809188365936,0.4130953550338745
