,what,was,the,only,region,in,europe,not,conquered,by,the,germanic,tribes,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220978021621704,0.2119160145521164,0.5201468467712402,0.2542513906955719,0.3769696354866028,0.2528323531150818,0.3680937886238098,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.31091248989105225
western,0.2454150915145874,0.2864105999469757,0.37920868396759033,0.24843110144138336,0.3075319528579712,0.35160520672798157,0.34800636768341064,0.15095296502113342,0.22474876046180725,0.20149661600589752,0.37920868396759033,0.2526334226131439,0.2541656792163849,0.17439141869544983
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220978021621704,0.2119160145521164,0.5201468467712402,0.2542513906955719,0.3769696354866028,0.2528323531150818,0.3680937886238098,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.4542345404624939,0.2372262328863144,0.4954058527946472,0.3463572859764099,0.39099299907684326,0.28165748715400696,0.4289871156215668,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.20544172823429108
southern,0.18679563701152802,0.23717372119426727,0.3282862603664398,0.21541598439216614,0.35965695977211,0.3190481662750244,0.2376430630683899,0.14804132282733917,0.3047507405281067,0.16957597434520721,0.3282862603664398,0.2374502420425415,0.23893073201179504,0.11225555837154388
europe,0.17179538309574127,0.2931758761405945,0.34463706612586975,0.2689504027366638,0.2955283522605896,0.33061710000038147,1.0000001192092896,0.20899003744125366,0.29281869530677795,0.2368858903646469,0.34463706612586975,0.32132285833358765,0.22549261152744293,0.18278923630714417
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.30817532539367676,0.1544569879770279,0.3087427020072937,0.21958892047405243,0.2710699737071991,0.13369059562683105,0.20696312189102173,0.33289089798927307,0.1106828898191452,0.10183855146169662,0.40561532974243164
west,0.1946573108434677,0.25970903038978577,0.32918402552604675,0.20350892841815948,0.32912665605545044,0.34078434109687805,0.20070433616638184,0.13558970391750336,0.23133094608783722,0.17778825759887695,0.32918402552604675,0.28941529989242554,0.2455359697341919,0.12088293582201004
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.49632513523101807,0.2852717339992523,0.5696388483047485,0.29299741983413696,0.3307090103626251,0.30313581228256226,0.3646814823150635,0.733189046382904,0.27129584550857544,0.21502000093460083,0.1826142966747284
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.4542345404624939,0.2372262328863144,0.4954058527946472,0.3463572859764099,0.39099299907684326,0.28165748715400696,0.4289871156215668,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.20544172823429108
including,0.18328791856765747,0.21884717047214508,0.3738902807235718,0.365864098072052,0.18211551010608673,0.35857823491096497,0.2984861433506012,0.22746461629867554,0.159326434135437,0.30155983567237854,0.3738902807235718,0.1522100269794464,0.12780435383319855,0.1633303165435791
italy,0.16949890553951263,0.26177310943603516,0.2633645832538605,0.18774838745594025,0.2588108777999878,0.3334544897079468,0.4415603280067444,0.15040241181850433,0.29618552327156067,0.19219915568828583,0.2633645832538605,0.3049066364765167,0.15179045498371124,0.11567100137472153
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.31837013363838196,0.1620774269104004,0.3326910734176636,0.23969469964504242,0.2718011736869812,0.13871046900749207,0.2151763141155243,0.3456730246543884,0.11011400073766708,0.09287569671869278,0.42300865054130554
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.36249664425849915,0.19296804070472717,0.45514053106307983,0.2931758761405945,0.2888734042644501,0.3453977108001709,0.4752357602119446,0.48711544275283813,0.19552402198314667,0.16813719272613525,0.18412111699581146
complete,0.29213884472846985,0.13758507370948792,0.277624249458313,0.3626364469528198,0.07362431287765503,0.2201821506023407,0.20183633267879486,0.3003719449043274,0.11163560301065445,0.16281484067440033,0.277624249458313,0.08504905551671982,0.11122743040323257,0.11962060630321503
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220978021621704,0.2119160145521164,0.5201468467712402,0.2542513906955719,0.3769696354866028,0.2528323531150818,0.3680937886238098,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.31091248989105225
excluding,0.22064320743083954,0.13944149017333984,0.31988510489463806,0.4026373624801636,0.22124770283699036,0.25976625084877014,0.2474367916584015,0.30576807260513306,0.18264009058475494,0.23891553282737732,0.31988510489463806,0.21120773255825043,0.13421575725078583,0.21814265847206116
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,1.0,0.22661642730236053,0.42992329597473145,0.2689504027366638,0.5868885517120361,0.20539802312850952,0.36511722207069397,0.5497692227363586,0.21794186532497406,0.1799163967370987,0.2767370045185089
muslim,0.2631456255912781,0.230477973818779,0.28099653124809265,0.2344035506248474,0.20331373810768127,0.2092999517917633,0.2429226189851761,0.24381160736083984,0.3485153019428253,0.18139012157917023,0.28099653124809265,0.26878371834754944,0.3349917232990265,0.17456822097301483
iberia,0.15775369107723236,0.22403262555599213,0.27008959650993347,0.22635141015052795,0.2349616289138794,0.2057359218597412,0.4156365990638733,0.16841843724250793,0.41782835125923157,0.17953674495220184,0.27008959650993347,0.26947399973869324,0.2852029502391815,0.1888108253479004
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.49507418274879456,0.2506107687950134,0.5591574311256409,0.31984585523605347,0.4824007451534271,0.21604345738887787,0.3936232924461365,0.5934505462646484,0.20167726278305054,0.10744687169790268,0.4130953550338745
