,when,did,honda,",",toyota,and,nissan,open,us,assembly,plants,?
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
both,0.435994029045105,0.34255191683769226,0.1324773132801056,0.38080528378486633,0.15208300948143005,0.5503310561180115,0.12608100473880768,0.24270936846733093,0.21628254652023315,0.17552804946899414,0.25051936507225037,0.19455738365650177
toyota,0.11610712856054306,0.1371246874332428,0.6189213991165161,0.21259759366512299,1.0,0.14685073494911194,0.5362215042114258,0.1283976137638092,0.23584264516830444,0.23478570580482483,0.22274993360042572,0.06279262900352478
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
nissan,0.20209737122058868,0.1643962562084198,0.5116525888442993,0.1441117376089096,0.5362215042114258,0.15891936421394348,1.0,0.10033396631479263,0.2584645450115204,0.23155046999454498,0.17885872721672058,0.11686758697032928
(,0.2459595799446106,0.18979617953300476,0.18642401695251465,0.6363511681556702,0.12960021197795868,0.4862271547317505,0.15635815262794495,0.1700146496295929,0.23830419778823853,0.14694425463676453,0.18415141105651855,0.40561532974243164
then,0.6026323437690735,0.303744375705719,0.12118006497621536,0.36768391728401184,0.10929149389266968,0.4372139573097229,0.18027853965759277,0.19154563546180725,0.21534019708633423,0.15958912670612335,0.20777831971645355,0.2884598970413208
known,0.1836930811405182,0.25943970680236816,0.11780116707086563,0.3604377806186676,0.1761791706085205,0.3468935489654541,0.12690149247646332,0.10489039123058319,0.048423025757074356,0.1290714293718338,0.24338334798812866,0.18314571678638458
as,0.4437963366508484,0.3596470057964325,0.15509498119354248,0.48816442489624023,0.22407671809196472,0.49487000703811646,0.1677408367395401,0.1737249791622162,0.1875484585762024,0.19193221628665924,0.23448950052261353,0.27043893933296204
datsun,0.16265438497066498,0.11146155744791031,0.3995882570743561,0.24216121435165405,0.4126764237880707,0.1858309954404831,0.3399335741996765,0.09247469902038574,0.18130089342594147,0.11924269050359726,0.2059917151927948,0.24280552566051483
),0.2538422644138336,0.18584993481636047,0.20209959149360657,0.63033527135849,0.1379135698080063,0.4961937665939331,0.14324049651622772,0.18495100736618042,0.23142409324645996,0.1682712882757187,0.17061775922775269,0.42300865054130554
introduced,0.21339701116085052,0.17650672793388367,0.22858095169067383,0.22034090757369995,0.21982815861701965,0.27894338965415955,0.2658650875091553,0.1685713827610016,0.09140833467245102,0.23619166016578674,0.14969021081924438,0.16386865079402924
larger,0.2630389630794525,0.17694389820098877,0.20604011416435242,0.2491181194782257,0.212949737906456,0.34781917929649353,0.23420071601867676,0.19954194128513336,0.15370404720306396,0.2020348757505417,0.24978704750537872,0.1602165699005127
cars,0.22832705080509186,0.24831874668598175,0.48888733983039856,0.23312760889530182,0.48336291313171387,0.2871580421924591,0.349244624376297,0.13833798468112946,0.1545177847146988,0.2280074954032898,0.2689104378223419,0.1518762707710266
such,0.27679547667503357,0.24497397243976593,0.1253158450126648,0.39626169204711914,0.15582607686519623,0.44540345668792725,0.1244354099035263,0.20824114978313446,0.14912374317646027,0.125563845038414,0.2623175382614136,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.15509498119354248,0.48816442489624023,0.22407671809196472,0.49487000703811646,0.1677408367395401,0.1737249791622162,0.1875484585762024,0.19193221628665924,0.23448950052261353,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.11746818572282791,0.4933079481124878,0.175506591796875,0.5171257257461548,0.24678362905979156,0.2764171361923218,0.25727739930152893,0.2524827718734741,0.29499560594558716,0.22068053483963013
toyota,0.11610712856054306,0.1371246874332428,0.6189213991165161,0.21259759366512299,1.0,0.14685073494911194,0.5362215042114258,0.1283976137638092,0.23584264516830444,0.23478570580482483,0.22274993360042572,0.06279262900352478
corona,0.1354718953371048,0.051489830017089844,0.16844595968723297,0.23138798773288727,0.12761950492858887,0.15224236249923706,0.19597876071929932,0.13182008266448975,0.0874318778514862,0.09420880675315857,0.14733289182186127,0.09389303624629974
mark,0.17833943665027618,0.10116355866193771,0.17465603351593018,0.2642361521720886,0.08855192363262177,0.21048615872859955,0.07796265184879303,0.19234271347522736,0.1718566119670868,0.06547226011753082,0.09326273202896118,0.11634156107902527
ii,0.26453444361686707,0.17836059629917145,0.1490647941827774,0.27159881591796875,0.12428653240203857,0.27599602937698364,0.2770387530326843,0.07930130511522293,0.19347141683101654,0.06930887699127197,0.17996063828468323,0.11928234249353409
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.11746818572282791,0.4933079481124878,0.175506591796875,0.5171257257461548,0.24678362905979156,0.2764171361923218,0.25727739930152893,0.2524827718734741,0.29499560594558716,0.22068053483963013
toyota,0.11610712856054306,0.1371246874332428,0.6189213991165161,0.21259759366512299,1.0,0.14685073494911194,0.5362215042114258,0.1283976137638092,0.23584264516830444,0.23478570580482483,0.22274993360042572,0.06279262900352478
cressida,0.1388005167245865,0.15729646384716034,0.24520063400268555,0.2802964150905609,0.16064462065696716,0.24106469750404358,0.2398475706577301,0.03069372847676277,0.12716765701770782,0.11788499355316162,0.24535591900348663,0.16652213037014008
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.11746818572282791,0.4933079481124878,0.175506591796875,0.5171257257461548,0.24678362905979156,0.2764171361923218,0.25727739930152893,0.2524827718734741,0.29499560594558716,0.22068053483963013
mazda,0.11513856053352356,0.14774435758590698,0.5390136241912842,0.22017808258533478,0.517851710319519,0.20674490928649902,0.5505555272102356,0.08375450223684311,0.21081264317035675,0.21553727984428406,0.16794462502002716,0.22066384553909302
616,-0.03923790529370308,-0.012621190398931503,0.02093162015080452,0.09582245349884033,0.05373188853263855,0.03000474162399769,0.04166112467646599,-0.0346028134226799,0.00970347411930561,-0.008716280572116375,-0.008644435554742813,0.02870149537920952
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
datsun,0.16265438497066498,0.11146155744791031,0.3995882570743561,0.24216121435165405,0.4126764237880707,0.1858309954404831,0.3399335741996765,0.09247469902038574,0.18130089342594147,0.11924269050359726,0.2059917151927948,0.24280552566051483
810,0.01542180310934782,0.14456912875175476,0.05381229892373085,0.2020684778690338,0.04961545020341873,0.21533717215061188,0.1550835371017456,0.095690056681633,-0.0017092900816351175,0.19838285446166992,0.12949523329734802,0.07954514026641846
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.20295242965221405,0.3658004403114319,0.1931948959827423,0.506277859210968,0.26042675971984863,0.28580859303474426,0.24368898570537567,0.2584998309612274,0.3458610773086548,0.25814583897590637
added,0.26484414935112,0.2065255343914032,0.1591303050518036,0.28397712111473083,0.09257261455059052,0.29847657680511475,0.16576658189296722,0.15098875761032104,0.17001794278621674,0.1605319380760193,0.16574934124946594,0.2865637540817261
passenger,0.21034792065620422,0.12283455580472946,0.22636911273002625,0.2499629110097885,0.2577563226222992,0.25112658739089966,0.17456424236297607,0.13523030281066895,0.1551438570022583,0.2937140464782715,0.1890178918838501,0.13056927919387817
space,0.17422115802764893,0.1488010138273239,0.19292892515659332,0.2285580337047577,0.1159556433558464,0.22901733219623566,0.15550239384174347,0.23052704334259033,0.1485663801431656,0.09877344220876694,0.15606753528118134,0.1885536164045334
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
amenities,0.11789179593324661,0.1888875663280487,0.19618132710456848,0.2741323709487915,0.19523625075817108,0.3353291451931,0.18563193082809448,0.16250254213809967,0.13125616312026978,0.2618461549282074,0.29099342226982117,0.1897573471069336
such,0.27679547667503357,0.24497397243976593,0.1253158450126648,0.39626169204711914,0.15582607686519623,0.44540345668792725,0.1244354099035263,0.20824114978313446,0.14912374317646027,0.125563845038414,0.2623175382614136,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.15509498119354248,0.48816442489624023,0.22407671809196472,0.49487000703811646,0.1677408367395401,0.1737249791622162,0.1875484585762024,0.19193221628665924,0.23448950052261353,0.27043893933296204
air,0.2593141496181488,0.12297173589468002,0.13772642612457275,0.24731357395648956,0.13751548528671265,0.2508046329021454,0.22588114440441132,0.25494012236595154,0.19266866147518158,0.16622421145439148,0.2472389191389084,0.1491677612066269
conditioning,0.30390819907188416,0.2527014911174774,0.09941621124744415,0.19888582825660706,0.13739106059074402,0.22322562336921692,0.20770999789237976,0.2361137717962265,0.20161430537700653,0.10081850737333298,0.27682939171791077,0.1872943639755249
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
power,0.28225177526474,0.2120266556739807,0.18775179982185364,0.2231994867324829,0.19966638088226318,0.27496716380119324,0.1687038391828537,0.08131633698940277,0.1328859180212021,0.2767336368560791,0.3196038007736206,0.15304024517536163
steering,0.27283012866973877,0.16828790307044983,0.2599809467792511,0.1711377501487732,0.2852042317390442,0.24996276199817657,0.2534177005290985,0.23225682973861694,0.18997018039226532,0.19662155210971832,0.23516692221164703,0.0889226496219635
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
am-fm,0.2185620814561844,0.20230254530906677,0.32391518354415894,0.3295060992240906,0.3342120945453644,0.2871682345867157,0.35979583859443665,0.21164293587207794,0.31727081537246704,0.23358039557933807,0.22848141193389893,0.3104821741580963
radios,0.2213132083415985,0.25159552693367004,0.25974324345588684,0.2041446417570114,0.22812266647815704,0.22134949266910553,0.23816406726837158,0.16275885701179504,0.26792192459106445,0.07209179550409317,0.2523290514945984,0.1495869755744934
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
even,0.5135882496833801,0.45816805958747864,0.15147772431373596,0.34610581398010254,0.14380457997322083,0.4625037908554077,0.13849985599517822,0.24641667306423187,0.27353307604789734,0.1117575392127037,0.2291853427886963,0.30082517862319946
power,0.28225177526474,0.2120266556739807,0.18775179982185364,0.2231994867324829,0.19966638088226318,0.27496716380119324,0.1687038391828537,0.08131633698940277,0.1328859180212021,0.2767336368560791,0.3196038007736206,0.15304024517536163
windows,0.1924223005771637,0.17833152413368225,0.10261661559343338,0.21705366671085358,0.20196717977523804,0.22030679881572723,0.18477240204811096,0.2513166069984436,0.11231156438589096,0.19144399464130402,0.17481835186481476,0.17412035167217255
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
central,0.16662165522575378,0.14962437748908997,0.14622962474822998,0.2587154507637024,0.09868627041578293,0.2465941160917282,0.2127072662115097,0.19039691984653473,0.11121588945388794,0.22400401532649994,0.17802868783473969,0.14787602424621582
locking,0.31461775302886963,0.19704358279705048,0.20820489525794983,0.2472207397222519,0.20577587187290192,0.23125049471855164,0.1968543827533722,0.2863834798336029,0.19676589965820312,0.13018840551376343,0.2058282494544983,0.23461848497390747
without,0.4284721314907074,0.3172723054885864,0.10194873064756393,0.24492648243904114,0.09808024019002914,0.35511502623558044,0.07641017436981201,0.35178589820861816,0.17573873698711395,0.16533838212490082,0.2608238458633423,0.2928665280342102
increasing,0.31666263937950134,0.16384060680866241,0.1725793182849884,0.17428427934646606,0.18691100180149078,0.30800607800483704,0.15911822021007538,0.15356405079364777,0.16608010232448578,0.12892507016658783,0.22929830849170685,0.0681626945734024
the,0.5091903209686279,0.34736719727516174,0.11746818572282791,0.4933079481124878,0.175506591796875,0.5171257257461548,0.24678362905979156,0.2764171361923218,0.25727739930152893,0.2524827718734741,0.29499560594558716,0.22068053483963013
price,0.17377425730228424,0.20305229723453522,0.19621746242046356,0.24825957417488098,0.2123962640762329,0.24203191697597504,0.12069543451070786,0.15653397142887115,0.19459043443202972,0.12487013638019562,0.1798173487186432,0.14631175994873047
of,0.3757161796092987,0.2513895630836487,0.134624183177948,0.4946078956127167,0.1666925847530365,0.5116966962814331,0.17497491836547852,0.17970167100429535,0.23568789660930634,0.2946469783782959,0.29386165738105774,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.11746818572282791,0.4933079481124878,0.175506591796875,0.5171257257461548,0.24678362905979156,0.2764171361923218,0.25727739930152893,0.2524827718734741,0.29499560594558716,0.22068053483963013
vehicle,0.22462770342826843,0.12476586550474167,0.381075918674469,0.12404345721006393,0.42741379141807556,0.17821402847766876,0.39179718494415283,0.1385585367679596,0.22604838013648987,0.24200038611888885,0.2230958342552185,0.16397647559642792
.,0.475719153881073,0.35288307070732117,0.2060852199792862,0.6812511086463928,0.2003622055053711,0.588965117931366,0.2663133442401886,0.28460413217544556,0.3162994682788849,0.21666362881660461,0.2542511522769928,0.4130953550338745
,when,did,honda,",",toyota,and,nissan,open,us,assembly,plants,?
a,0.44397395849227905,0.2552328109741211,0.22504787147045135,0.427140474319458,0.1984649896621704,0.3739250600337982,0.21595333516597748,0.21603602170944214,0.1862444281578064,0.21305732429027557,0.21329157054424286,0.23916715383529663
decade,0.1481301188468933,0.15830519795417786,0.21194058656692505,0.18535472452640533,0.1862584501504898,0.14070798456668854,0.16153132915496826,0.11792591214179993,0.171500101685524,0.07210791856050491,0.14263734221458435,0.11237446963787079
after,0.5331412553787231,0.30330467224121094,0.15491360425949097,0.38860568404197693,0.1790030300617218,0.3765919506549835,0.1521916389465332,0.19182804226875305,0.11897643655538559,0.15339656174182892,0.15733101963996887,0.16608688235282898
the,0.5091903209686279,0.34736719727516174,0.11746818572282791,0.4933079481124878,0.175506591796875,0.5171257257461548,0.24678362905979156,0.2764171361923218,0.25727739930152893,0.2524827718734741,0.29499560594558716,0.22068053483963013
1973,-0.26069384813308716,-0.23175965249538422,-0.01459206361323595,-0.14860835671424866,-0.07963906228542328,-0.23950208723545074,-1.1603442544583231e-05,-0.1736840158700943,-0.15790098905563354,-0.050278499722480774,-0.13108223676681519,-0.07644321769475937
oil,0.2048342078924179,0.10956666618585587,0.17890551686286926,0.20043784379959106,0.21934197843074799,0.19239190220832825,0.2575748562812805,0.10492090880870819,0.20205363631248474,0.18782329559326172,0.32105785608291626,0.14867261052131653
crisis,0.24111725389957428,0.12736287713050842,0.13451753556728363,0.18660308420658112,0.13601303100585938,0.17489491403102875,0.11831901967525482,0.1306420862674713,0.16789236664772034,0.13002929091453552,0.1555805802345276,0.17902959883213043
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
honda,0.08944801241159439,0.14514225721359253,1.0,0.17387734353542328,0.6189213991165161,0.18651144206523895,0.5116525888442993,0.13510100543498993,0.1815865933895111,0.2204396277666092,0.13632841408252716,0.1309606283903122
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
toyota,0.11610712856054306,0.1371246874332428,0.6189213991165161,0.21259759366512299,1.0,0.14685073494911194,0.5362215042114258,0.1283976137638092,0.23584264516830444,0.23478570580482483,0.22274993360042572,0.06279262900352478
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
nissan,0.20209737122058868,0.1643962562084198,0.5116525888442993,0.1441117376089096,0.5362215042114258,0.15891936421394348,1.0,0.10033396631479263,0.2584645450115204,0.23155046999454498,0.17885872721672058,0.11686758697032928
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
affected,0.3363458812236786,0.2617346942424774,0.0818275585770607,0.28936249017715454,0.05952132120728493,0.3552402853965759,0.09302109479904175,0.162045419216156,0.1427861750125885,0.1512303352355957,0.25088003277778625,0.21614891290664673
by,0.4376842677593231,0.18574509024620056,0.08578997850418091,0.3680937886238098,0.1600928157567978,0.4289871156215668,0.18631325662136078,0.16097451746463776,0.1641579419374466,0.18244804441928864,0.21003800630569458,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.11746818572282791,0.4933079481124878,0.175506591796875,0.5171257257461548,0.24678362905979156,0.2764171361923218,0.25727739930152893,0.2524827718734741,0.29499560594558716,0.22068053483963013
1981,-0.13847166299819946,-0.034994546324014664,0.11824996769428253,0.1628991663455963,0.11664381623268127,0.012531566433608532,0.12721529603004456,-0.04033306986093521,0.0502668060362339,-0.014158865436911583,0.1988707035779953,0.07968433201313019
voluntary,0.24801354110240936,0.16654734313488007,0.08078876882791519,0.21397842466831207,0.06692645698785782,0.22926509380340576,0.1337040662765503,0.26211583614349365,0.20313489437103271,0.1481822282075882,0.11747707426548004,0.1680574268102646
export,0.1392156481742859,0.12861861288547516,0.21272319555282593,0.24839355051517487,0.29513677954673767,0.20335987210273743,0.25664886832237244,0.1583765149116516,0.180204838514328,0.23991261422634125,0.26697343587875366,0.12363827228546143
restraints,0.2719865143299103,0.24040526151657104,0.1414581537246704,0.19135795533657074,0.14129739999771118,0.2614772915840149,0.11367329955101013,0.11728788167238235,0.1983216106891632,0.12339293956756592,0.29556339979171753,0.16732525825500488
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
opened,0.20552390813827515,0.2014526128768921,0.18757720291614532,0.24598844349384308,0.15907122194766998,0.22545495629310608,0.1783183515071869,0.39371490478515625,0.0647393986582756,0.2292427122592926,0.1516956388950348,0.1934700310230255
us,0.2138180434703827,0.23250600695610046,0.1815865933895111,0.3120202422142029,0.23584264516830444,0.25715014338493347,0.2584645450115204,0.2273767590522766,1.0000001192092896,0.1368522047996521,0.13444383442401886,0.2742428481578827
assembly,0.16456151008605957,0.13346484303474426,0.2204396277666092,0.21222424507141113,0.23478570580482483,0.19149640202522278,0.23155046999454498,0.07686550915241241,0.1368522047996521,1.0000001192092896,0.16881322860717773,0.1488889455795288
plants,0.2508329749107361,0.15856826305389404,0.13632841408252716,0.2555769681930542,0.22274993360042572,0.3052898943424225,0.17885872721672058,0.14166906476020813,0.13444383442401886,0.16881322860717773,1.0,0.1473488062620163
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
established,0.18169470131397247,0.18989217281341553,0.19620412588119507,0.22739723324775696,0.1951604038476944,0.2369968742132187,0.19302543997764587,0.18193389475345612,0.10904327780008316,0.21759384870529175,0.12713098526000977,0.15917523205280304
their,0.3682888448238373,0.38078752160072327,0.11528590321540833,0.3045167922973633,0.09599021077156067,0.45114588737487793,0.16269278526306152,0.21160511672496796,0.18662944436073303,0.12843623757362366,0.2876381576061249,0.1898253709077835
luxury,0.1385928839445114,0.19088926911354065,0.3026052415370941,0.19004124402999878,0.3516353964805603,0.2596641480922699,0.32533445954322815,0.1273762434720993,0.18369042873382568,0.1284169703722,0.20087242126464844,0.08989071846008301
divisions,0.1958957463502884,0.18186211585998535,0.13215945661067963,0.27065619826316833,0.1740521341562271,0.27955541014671326,0.21524585783481598,0.19647303223609924,0.17020973563194275,0.25261276960372925,0.24380625784397125,0.14903524518013
(,0.2459595799446106,0.18979617953300476,0.18642401695251465,0.6363511681556702,0.12960021197795868,0.4862271547317505,0.15635815262794495,0.1700146496295929,0.23830419778823853,0.14694425463676453,0.18415141105651855,0.40561532974243164
acura,0.1010209321975708,0.1000920981168747,0.34320998191833496,0.21212217211723328,0.3252622187137604,0.1601308137178421,0.41172635555267334,0.1552608162164688,0.1604548692703247,0.127228781580925,0.23038581013679504,0.10183068364858627
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
lexus,0.20965032279491425,0.0503341443836689,0.3548055589199066,0.19908851385116577,0.38900041580200195,0.17876572906970978,0.3857671916484833,0.1586368829011917,0.23168323934078217,0.19342325627803802,0.21587519347667694,0.09664785861968994
and,0.4716290831565857,0.34479495882987976,0.18651144206523895,0.6633074283599854,0.14685073494911194,1.0,0.15891936421394348,0.27364909648895264,0.25715014338493347,0.19149640202522278,0.3052898943424225,0.20544172823429108
infiniti,0.12076612561941147,0.08567406982183456,0.2927303910255432,0.19353114068508148,0.24937130510807037,0.1483554244041443,0.29192236065864563,0.22027690708637238,0.16309581696987152,0.13154251873493195,0.15342767536640167,0.1907125860452652
",",0.36674630641937256,0.3015086054801941,0.17387734353542328,1.0000001192092896,0.21259759366512299,0.6633074283599854,0.1441117376089096,0.28863707184791565,0.3120202422142029,0.21222424507141113,0.2555769681930542,0.31091248989105225
respectively,0.29406723380088806,0.1659265011548996,0.10070188343524933,0.388640433549881,0.16456574201583862,0.4110310673713684,0.1555873453617096,0.18162603676319122,0.19732032716274261,0.16730482876300812,0.18835528194904327,0.1307799071073532
),0.2538422644138336,0.18584993481636047,0.20209959149360657,0.63033527135849,0.1379135698080063,0.4961937665939331,0.14324049651622772,0.18495100736618042,0.23142409324645996,0.1682712882757187,0.17061775922775269,0.42300865054130554
to,0.5423505902290344,0.4452643394470215,0.15270015597343445,0.44245919585227966,0.1899162381887436,0.48971283435821533,0.14550553262233734,0.2593059837818146,0.2928973436355591,0.19874803721904755,0.27162864804267883,0.29463258385658264
distinguish,0.15971370041370392,0.10555396974086761,0.043526843190193176,0.24225640296936035,0.08974159508943558,0.2634124457836151,0.1027742475271225,0.14096294343471527,0.15071044862270355,0.13528186082839966,0.2569725811481476,0.13488887250423431
themselves,0.26097869873046875,0.32371795177459717,0.02663201093673706,0.19974499940872192,0.05829089507460594,0.3146885335445404,0.09111712872982025,0.1803377866744995,0.1655481457710266,0.12944947183132172,0.28007420897483826,0.20170879364013672
from,0.405669629573822,0.20248863101005554,0.1338678002357483,0.39760664105415344,0.20516078174114227,0.3601827025413513,0.15902188420295715,0.17097608745098114,0.24183706939220428,0.20558062195777893,0.23527246713638306,0.19969791173934937
their,0.3682888448238373,0.38078752160072327,0.11528590321540833,0.3045167922973633,0.09599021077156067,0.45114588737487793,0.16269278526306152,0.21160511672496796,0.18662944436073303,0.12843623757362366,0.2876381576061249,0.1898253709077835
mass-market,0.20611572265625,0.16821695864200592,0.2636648714542389,0.30198442935943604,0.3305806517601013,0.2500658631324768,0.31549307703971863,0.24208229780197144,0.1665511280298233,0.1547665148973465,0.1844906210899353,0.1937842071056366
brands,0.10820173472166061,0.10046180337667465,0.2949063181877136,0.2378053367137909,0.3493889570236206,0.21389897167682648,0.3077760934829712,0.1482040137052536,0.10289139300584793,0.15216977894306183,0.21142517030239105,0.12772762775421143
.,0.475719153881073,0.35288307070732117,0.2060852199792862,0.6812511086463928,0.2003622055053711,0.588965117931366,0.2663133442401886,0.28460413217544556,0.3162994682788849,0.21666362881660461,0.2542511522769928,0.4130953550338745
