,for,which,show,did,billie,piper,tape,an,introduction,?
a,0.44038116931915283,0.56894451379776,0.24886544048786163,0.2552328109741211,0.20706872642040253,0.2535422146320343,0.28078171610832214,0.44552403688430786,0.21398471295833588,0.23916715383529663
trivia,0.3257107734680176,0.26809993386268616,0.28902512788772583,0.21311065554618835,0.23748779296875,0.16122590005397797,0.17156922817230225,0.16027560830116272,0.2647579610347748,0.3107433319091797
question,0.28556302189826965,0.3204053044319153,0.31575387716293335,0.2738208472728729,0.18080414831638336,0.12276974320411682,0.21938461065292358,0.24332959949970245,0.3353557288646698,0.48000848293304443
as,0.44774648547172546,0.41006597876548767,0.30768129229545593,0.3596470057964325,0.21867810189723969,0.2112494260072708,0.16455331444740295,0.37218472361564636,0.2741425335407257,0.27043893933296204
part,0.250704288482666,0.4460882246494293,0.168179452419281,0.23558001220226288,0.11334767192602158,0.09008155018091202,0.07755626738071442,0.3128427565097809,0.18959058821201324,0.08557961881160736
of,0.4185989499092102,0.5011631846427917,0.21383242309093475,0.2513895630836487,0.1863851547241211,0.12972700595855713,0.15910093486309052,0.32280945777893066,0.24229779839515686,0.1826142966747284
a,0.44038116931915283,0.56894451379776,0.24886544048786163,0.2552328109741211,0.20706872642040253,0.2535422146320343,0.28078171610832214,0.44552403688430786,0.21398471295833588,0.23916715383529663
viewer,0.2050911784172058,0.2724993824958801,0.37754127383232117,0.1000099703669548,0.2321646809577942,0.10951115936040878,0.22474968433380127,0.17362330853939056,0.17335599660873413,0.23006463050842285
contest,0.2538227438926697,0.18239639699459076,0.2940015196800232,0.2112458199262619,0.28699469566345215,0.20811119675636292,0.10295691341161728,0.15206924080848694,0.10127205401659012,0.18081821501255035
),0.3639558255672455,0.2758678197860718,0.22110877931118011,0.18584993481636047,0.23551607131958008,0.13284625113010406,0.13081446290016174,0.2873353958129883,0.1948288083076477,0.42300865054130554
and,0.5064792633056641,0.506277859210968,0.3455478549003601,0.34479495882987976,0.24974125623703003,0.17444640398025513,0.16998353600502014,0.2838519215583801,0.2748969793319702,0.20544172823429108
excerpts,0.21835435926914215,0.19682830572128296,0.19929280877113342,0.17158783972263336,0.18189407885074615,0.14477381110191345,0.21051566302776337,0.16918978095054626,0.34845128655433655,0.20234771072864532
from,0.314039945602417,0.38755592703819275,0.2004580795764923,0.20248863101005554,0.11321917176246643,0.1663169264793396,0.14967046678066254,0.20876385271549225,0.12810887396335602,0.19969791173934937
the,0.4739971458911896,0.6521818041801453,0.319829523563385,0.34736719727516174,0.21176521480083466,0.2175988256931305,0.14324384927749634,0.4207492768764496,0.2808631956577301,0.22068053483963013
doctor,0.1556548923254013,0.19030126929283142,0.2094513326883316,0.18673314154148102,0.2159518599510193,0.26615527272224426,0.11973200738430023,0.1790127456188202,0.13530297577381134,0.1462511420249939
who,0.37110671401023865,0.3688730001449585,0.2095358669757843,0.34038686752319336,0.20191717147827148,0.2719639539718628,0.1466020792722702,0.2848317325115204,0.14318515360355377,0.26220351457595825
confidential,0.2544954717159271,0.253387451171875,0.24371837079524994,0.2109430730342865,0.18127323687076569,0.22354385256767273,0.23808777332305908,0.2387429028749466,0.22182951867580414,0.21575473248958588
documentary,0.21092510223388672,0.23395103216171265,0.29251331090927124,0.15658286213874817,0.26044684648513794,0.16308598220348358,0.3144918978214264,0.15635055303573608,0.1410771608352661,0.20526576042175293
were,0.33592689037323,0.2807837128639221,0.22895647585391998,0.4162326455116272,0.13143032789230347,0.16009433567523956,0.1976221650838852,0.08893381804227829,0.20354121923446655,0.17890112102031708
played,0.31373727321624756,0.17687860131263733,0.21609683334827423,0.19653649628162384,0.2945196032524109,0.2083640843629837,0.2196090668439865,0.16061121225357056,0.16120770573616028,0.14096300303936005
over,0.3419422209262848,0.4256240129470825,0.198752298951149,0.2535076439380646,0.11411697417497635,0.13910628855228424,0.24702736735343933,0.22070914506912231,0.12113966792821884,0.25742942094802856
the,0.4739971458911896,0.6521818041801453,0.319829523563385,0.34736719727516174,0.21176521480083466,0.2175988256931305,0.14324384927749634,0.4207492768764496,0.2808631956577301,0.22068053483963013
closing,0.2750873267650604,0.2832934260368347,0.1920754462480545,0.2093646377325058,0.17474642395973206,0.14084497094154358,0.15663687884807587,0.18748877942562103,0.17811758816242218,0.20759470760822296
credits,0.2572024464607239,0.2114848494529724,0.26591750979423523,0.2646787464618683,0.29865363240242004,0.2307889759540558,0.21297849714756012,0.16711576282978058,0.23701472580432892,0.14918746054172516
;,0.0293948445469141,-0.01244901679456234,0.04267780855298042,0.10727239400148392,0.033397022634744644,0.029540415853261948,-0.08428871631622314,-0.0424368716776371,-0.007762751076370478,0.10349778085947037
for,0.9999999403953552,0.44095608592033386,0.3141973614692688,0.318512886762619,0.18735529482364655,0.13559119403362274,0.19025389850139618,0.3236706852912903,0.2745710015296936,0.264628142118454
the,0.4739971458911896,0.6521818041801453,0.319829523563385,0.34736719727516174,0.21176521480083466,0.2175988256931305,0.14324384927749634,0.4207492768764496,0.2808631956577301,0.22068053483963013
broadcast,0.2546502649784088,0.26385819911956787,0.43468156456947327,0.17054221034049988,0.2016594111919403,0.22828780114650726,0.27479538321495056,0.19117678701877594,0.17675583064556122,0.15760008990764618
of,0.4185989499092102,0.5011631846427917,0.21383242309093475,0.2513895630836487,0.1863851547241211,0.12972700595855713,0.15910093486309052,0.32280945777893066,0.24229779839515686,0.1826142966747284
``,0.01270448137074709,0.05178012326359749,0.015512588433921337,-0.029888948425650597,-0.023145347833633423,-0.12534208595752716,-0.028354128822684288,0.03770720958709717,-0.06723562628030777,0.0685480609536171
the,0.4739971458911896,0.6521818041801453,0.319829523563385,0.34736719727516174,0.21176521480083466,0.2175988256931305,0.14324384927749634,0.4207492768764496,0.2808631956577301,0.22068053483963013
christmas,0.14492979645729065,0.19800183176994324,0.18839715421199799,0.17876142263412476,0.39197081327438354,0.2707854211330414,0.1286492943763733,0.12385418266057968,0.16541355848312378,0.23817040026187897
invasion,0.16607917845249176,0.25346121191978455,0.21511441469192505,0.1800924837589264,0.10261385887861252,0.19964927434921265,0.10730874538421631,0.18169794976711273,0.2802743911743164,0.18923960626125336
'',-0.04479556903243065,-0.03332270681858063,0.04856986179947853,0.01978493109345436,0.03513824939727783,0.03715097904205322,0.02258816733956337,0.09471100568771362,0.016328060999512672,0.018684765323996544
on,0.36199691891670227,0.4245251417160034,0.3708709180355072,0.2670976221561432,0.22190161049365997,0.16259832680225372,0.16172082722187042,0.3192969560623169,0.18868541717529297,0.2714994251728058
26,0.03967229649424553,0.0895913690328598,0.05307595059275627,0.06409474462270737,0.06651332229375839,0.10406274348497391,0.1364569067955017,-0.020084146410226822,-0.003963963128626347,-0.05200668424367905
december,0.28923362493515015,0.15643881261348724,0.16255268454551697,0.2542226016521454,0.2597630023956299,0.14063671231269836,0.08382218331098557,0.20620359480381012,0.143673837184906,0.2480352818965912
2005,0.04140647128224373,-0.03712547942996025,-0.037941694259643555,0.11135691404342651,0.046891290694475174,-0.013027939014136791,0.02938513457775116,0.013713877648115158,0.11280752718448639,0.10709824413061142
",",0.4464869201183319,0.3658004403114319,0.31928569078445435,0.3015086054801941,0.2851881980895996,0.23468056321144104,0.1637849658727646,0.3581022024154663,0.27215272188186646,0.31091248989105225
billie,0.18735529482364655,0.18573500216007233,0.2584258019924164,0.15210042893886566,0.9999999403953552,0.3754718005657196,0.2366185039281845,0.12988552451133728,0.14536146819591522,0.19262483716011047
piper,0.13559119403362274,0.23032526671886444,0.2207462340593338,0.18958115577697754,0.3754718005657196,0.9999999403953552,0.1917949616909027,0.19804050028324127,0.12754090130329132,0.16040469706058502
recorded,0.19644500315189362,0.22201813757419586,0.1879468560218811,0.26971957087516785,0.2766377329826355,0.1316857486963272,0.39672529697418213,0.1934453696012497,0.17455431818962097,0.19213420152664185
a,0.44038116931915283,0.56894451379776,0.24886544048786163,0.2552328109741211,0.20706872642040253,0.2535422146320343,0.28078171610832214,0.44552403688430786,0.21398471295833588,0.23916715383529663
special,0.311454176902771,0.3709421753883362,0.2602277398109436,0.20785176753997803,0.21966901421546936,0.22221526503562927,0.21814119815826416,0.19840748608112335,0.11363294720649719,0.29623302817344666
video,0.24499081075191498,0.22561120986938477,0.2439161241054535,0.16985929012298584,0.2472275197505951,0.21806427836418152,0.36483365297317505,0.16529147326946259,0.2062046080827713,0.22771678864955902
introduction,0.2745710015296936,0.3111090362071991,0.24256010353565216,0.19281218945980072,0.14536146819591522,0.12754090130329132,0.24164848029613495,0.17621861398220062,1.0,0.27021539211273193
.,0.4726039469242096,0.45942068099975586,0.3016606271266937,0.35288307070732117,0.2712031602859497,0.18931162357330322,0.13330180943012238,0.3581749200820923,0.2821662425994873,0.4130953550338745
