,what,is,the,most,recent,example,of,financial,fault,lines,?
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.44364631175994873,0.431756854057312,0.39606785774230957,0.3802283704280853,0.1648257076740265,0.1979800909757614,0.2242496907711029,0.32991164922714233
made,0.23419176042079926,0.29543453454971313,0.3885267674922943,0.3095383644104004,0.26826968789100647,0.22777177393436432,0.33167365193367004,0.14914076030254364,0.14031055569648743,0.18232183158397675,0.17218779027462006
[,0.010752761736512184,-0.06921151280403137,0.07130392640829086,0.07481377571821213,0.08340128511190414,-0.005442868918180466,0.010817250236868858,0.16450364887714386,0.14222009479999542,0.15581172704696655,0.011015460826456547
financial,0.1900392472743988,0.1937110424041748,0.29952070116996765,0.20496731996536255,0.20727969706058502,0.16202591359615326,0.30178552865982056,1.0,0.16748034954071045,0.1266685128211975,0.06444920599460602
],-0.03775298595428467,-0.02998926118016243,-0.04779602214694023,0.030082017183303833,-0.0033465088345110416,0.07995078712701797,-0.035044461488723755,-0.0768972635269165,-0.06782271713018417,-0.017994670197367668,-0.0022520492784678936
crises,0.24938370287418365,0.2523304224014282,0.32748737931251526,0.15266309678554535,0.21328575909137726,0.17756947875022888,0.30095773935317993,0.4298546612262726,0.2470986247062683,0.2149263620376587,0.15990853309631348
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.5395737886428833,0.4081309139728546,0.35535088181495667,0.30478984117507935,0.19573070108890533,0.11853980273008347,0.28014302253723145,0.27894994616508484
likely,0.4101858139038086,0.2638912796974182,0.28129076957702637,0.38152775168418884,0.338600218296051,0.4157985746860504,0.2704482078552246,0.15744878351688385,0.25189387798309326,0.21235978603363037,0.35971182584762573
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.321603000164032,0.31205716729164124,0.3451666533946991,0.41548454761505127,0.27715611457824707,0.18539772927761078,0.26990512013435364,0.29463258385658264
happen,0.43479856848716736,0.23881089687347412,0.2880464494228363,0.2740233540534973,0.28836119174957275,0.3650214672088623,0.23650258779525757,0.20804187655448914,0.27824705839157104,0.24104924499988556,0.2853034734725952
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.42108985781669617,0.3112363815307617,0.3422342538833618,0.33036211133003235,0.11578860133886337,0.1325051635503769,0.27973076701164246,0.24917294085025787
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.2857761085033417,0.30483278632164,0.5696388483047485,0.23881284892559052,0.17540042102336884,0.22601547837257385,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.31046223640441895,0.3755223751068115,0.733189046382904,0.29952070116996765,0.2534576952457428,0.28391990065574646,0.22068053483963013
past,0.3538547456264496,0.2206672728061676,0.2747827172279358,0.27391424775123596,0.4655996263027191,0.2867639660835266,0.27417802810668945,0.20147615671157837,0.2820148169994354,0.1661689281463623,0.2598046660423279
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.01990530639886856,0.015566214919090271,-0.021546287462115288,0.13035868108272552,-0.03261171653866768,0.09768901765346527,0.04872556030750275,0.018684765323996544
–,0.13008765876293182,0.1436920464038849,0.2607575058937073,0.19322049617767334,0.15573522448539734,0.1353451907634735,0.2799985408782959,0.15825028717517853,0.0720851719379425,0.12255565077066422,0.2714554965496063
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.31046223640441895,0.3755223751068115,0.733189046382904,0.29952070116996765,0.2534576952457428,0.28391990065574646,0.22068053483963013
financial,0.1900392472743988,0.1937110424041748,0.29952070116996765,0.20496731996536255,0.20727969706058502,0.16202591359615326,0.30178552865982056,1.0,0.16748034954071045,0.1266685128211975,0.06444920599460602
crisis,0.23514460027217865,0.14325910806655884,0.263981431722641,0.1439344584941864,0.19510896503925323,0.1856430619955063,0.2267792969942093,0.4363870918750763,0.19695128500461578,0.13875079154968262,0.17902959883213043
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2896444797515869,0.3570667505264282,1.0,0.30178552865982056,0.18183428049087524,0.1948472559452057,0.1826142966747284
2007–08,-0.1590416431427002,-0.08729518949985504,-0.184219092130661,-0.1402633786201477,-0.10381458699703217,-0.022489231079816818,-0.15799623727798462,-0.16968870162963867,-0.01726575195789337,-0.1259678453207016,-0.20450130105018616
being,0.3760843276977539,0.4445112943649292,0.419739305973053,0.3906858563423157,0.24504819512367249,0.3146098256111145,0.34885138273239136,0.21337363123893738,0.21681086719036102,0.21633164584636688,0.26743772625923157
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.31046223640441895,0.3755223751068115,0.733189046382904,0.29952070116996765,0.2534576952457428,0.28391990065574646,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,1.0,0.3701000511646271,0.3754276633262634,0.4178851246833801,0.20496731996536255,0.17474308609962463,0.19153180718421936,0.2107497900724411
recent,0.24256184697151184,0.2643822133541107,0.31046223640441895,0.3701000511646271,1.0,0.20107701420783997,0.2896444797515869,0.20727969706058502,0.16422127187252045,0.1477750539779663,0.2544887959957123
example,0.3456268310546875,0.36737263202667236,0.3755223751068115,0.3754276633262634,0.20107701420783997,1.0,0.3570667505264282,0.16202591359615326,0.1829836070537567,0.2808900773525238,0.30374911427497864
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.25904062390327454,0.41217929124832153,0.5352458953857422,0.22828321158885956,0.21987590193748474,0.24112989008426666,0.4130953550338745
