,what,working,fluid,is,used,in,a,mercury,vapor,turbine,?
non-toxic,0.24946191906929016,0.1708453744649887,0.3681904673576355,0.2814626097679138,0.2979028522968292,0.18844260275363922,0.2556236684322357,0.4074587821960449,0.44606298208236694,0.2264486700296402,0.2918723523616791
and,0.31309178471565247,0.30510061979293823,0.20163339376449585,0.3859752118587494,0.3150506615638733,0.4954058527946472,0.3739250600337982,0.20320454239845276,0.198947474360466,0.21497632563114166,0.20544172823429108
unreactive,0.2943516969680786,0.26658278703689575,0.3289187550544739,0.28157004714012146,0.3530867099761963,0.2542983293533325,0.2880404591560364,0.4279945492744446,0.4836023151874542,0.302071750164032,0.24024753272533417
chemistry,0.25086724758148193,0.19476598501205444,0.23626448214054108,0.17505934834480286,0.19462691247463226,0.22757266461849213,0.1493661105632782,0.19592301547527313,0.3207971155643463,0.1959277242422104,0.1710113137960434
",",0.3087472915649414,0.29007792472839355,0.10517379641532898,0.4691906273365021,0.3120402991771698,0.5201468467712402,0.427140474319458,0.24557945132255554,0.2396736592054367,0.21183495223522186,0.31091248989105225
abundance,0.21293245255947113,0.15889793634414673,0.20137619972229004,0.22904013097286224,0.1936071813106537,0.20486752688884735,0.1749054491519928,0.20873118937015533,0.3398151993751526,0.16973106563091278,0.15727262198925018
",",0.3087472915649414,0.29007792472839355,0.10517379641532898,0.4691906273365021,0.3120402991771698,0.5201468467712402,0.427140474319458,0.24557945132255554,0.2396736592054367,0.21183495223522186,0.31091248989105225
low,0.20743566751480103,0.1590786576271057,0.22382043302059174,0.19289205968379974,0.2571846842765808,0.21458278596401215,0.24393533170223236,0.20003539323806763,0.3306679427623749,0.2669346034526825,0.10658930987119675
cost,0.210266575217247,0.19741639494895935,0.2256239503622055,0.21065181493759155,0.23365573585033417,0.25200018286705017,0.21993719041347504,0.11456765234470367,0.14700999855995178,0.23841345310211182,0.17823095619678497
",",0.3087472915649414,0.29007792472839355,0.10517379641532898,0.4691906273365021,0.3120402991771698,0.5201468467712402,0.427140474319458,0.24557945132255554,0.2396736592054367,0.21183495223522186,0.31091248989105225
and,0.31309178471565247,0.30510061979293823,0.20163339376449585,0.3859752118587494,0.3150506615638733,0.4954058527946472,0.3739250600337982,0.20320454239845276,0.198947474360466,0.21497632563114166,0.20544172823429108
its,0.30393704771995544,0.18424473702907562,0.16100819408893585,0.4447362422943115,0.294392853975296,0.3793783485889435,0.4424409866333008,0.26810136437416077,0.21452194452285767,0.15757900476455688,0.15103481709957123
thermodynamic,0.27302685379981995,0.19045895338058472,0.5197256207466125,0.2794320583343506,0.27937111258506775,0.21519406139850616,0.24694254994392395,0.29074135422706604,0.43575847148895264,0.4464580714702606,0.26781561970710754
properties,0.23360128700733185,0.16231997311115265,0.28335219621658325,0.22585535049438477,0.29135963320732117,0.19315902888774872,0.21527832746505737,0.2654445171356201,0.2896783947944641,0.27217093110084534,0.12601029872894287
.,0.3567904531955719,0.28468647599220276,0.17701123654842377,0.4569662809371948,0.33111312985420227,0.5591574311256409,0.50484299659729,0.22198538482189178,0.2594958543777466,0.22899852693080902,0.4130953550338745
