,what,tv,host,and,writer,went,to,harvard,?
rashida,0.19634248316287994,0.18106794357299805,0.1383458375930786,0.2709472179412842,0.27590057253837585,0.14519940316677094,0.13565799593925476,0.2151395082473755,0.12948378920555115
jones,0.18502666056156158,0.2000284641981125,0.08540311455726624,0.26914161443710327,0.19862346351146698,0.13533924520015717,0.19961781799793243,0.24412500858306885,0.1838836669921875
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
tommy,0.1221800372004509,0.25690793991088867,0.16765999794006348,0.1784335821866989,0.21608802676200867,0.182508647441864,0.22820132970809937,0.11403163522481918,0.12281157821416855
lee,0.19203267991542816,0.16534222662448883,0.12301332503557205,0.21073003113269806,0.2011062204837799,0.11852946877479553,0.21539461612701416,0.21427768468856812,0.19113655388355255
jones,0.18502666056156158,0.2000284641981125,0.08540311455726624,0.26914161443710327,0.19862346351146698,0.13533924520015717,0.19961781799793243,0.24412500858306885,0.1838836669921875
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
ashley,0.18406951427459717,0.22096306085586548,0.13248540461063385,0.24186502397060394,0.1883111596107483,0.21691158413887024,0.22322620451450348,0.19891653954982758,0.17255626618862152
judd,0.174101784825325,0.31453099846839905,0.2261335849761963,0.2702692449092865,0.2376376837491989,0.16385063529014587,0.17483404278755188,0.20553229749202728,0.196035236120224
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
jack,0.10011694580316544,0.19752545654773712,0.20358775556087494,0.1700741946697235,0.18328800797462463,0.11838724464178085,0.15721763670444489,0.21903273463249207,0.10524740070104599
lemmon,0.1397789567708969,0.2981729805469513,0.23665013909339905,0.32019415497779846,0.278446227312088,0.20780372619628906,0.19648520648479462,0.287695050239563,0.1812198907136917
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
natalie,0.16692182421684265,0.2864527404308319,0.20733128488063812,0.19441917538642883,0.27147385478019714,0.1398334801197052,0.10459648817777634,0.1551782786846161,0.14094378054141998
portman,0.14777596294879913,0.2996993660926819,0.23614691197872162,0.2890050709247589,0.21480348706245422,0.18041756749153137,0.2834175229072571,0.26293233036994934,0.13268285989761353
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
mira,0.1488002985715866,0.21362245082855225,0.07553654164075851,0.18991947174072266,0.14231088757514954,0.2056376188993454,0.13279202580451965,0.12321774661540985,0.05363428220152855
sorvino,0.14098094403743744,0.21405911445617676,0.18508629500865936,0.23793195188045502,0.3257274329662323,0.17794448137283325,0.13973520696163177,0.23737186193466187,0.17572718858718872
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
elisabeth,0.14881838858127594,0.22676466405391693,0.19564953446388245,0.18459591269493103,0.2975445091724396,0.22032330930233002,0.18414558470249176,0.20701169967651367,0.1804756224155426
shue,0.16381661593914032,0.27772507071495056,0.17591603100299835,0.286275714635849,0.35568106174468994,0.25546765327453613,0.1700655221939087,0.3601134717464447,0.20548748970031738
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
scottie,0.1394691914319992,0.13959449529647827,0.12200724333524704,0.23696191608905792,0.2122066468000412,0.15052418410778046,0.1124841496348381,0.1665506809949875,0.11544184386730194
thompson,0.1408052295446396,0.1772075742483139,0.1577453315258026,0.26566508412361145,0.2058902531862259,0.13379651308059692,0.17572274804115295,0.24299226701259613,0.1904636025428772
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
film,0.17437689006328583,0.386470228433609,0.13082842528820038,0.23832054436206818,0.24131068587303162,0.16594065725803375,0.20211438834667206,0.213881716132164,0.16369038820266724
directors,0.16155065596103668,0.24055303633213043,0.12360552698373795,0.26189514994621277,0.27584949135780334,0.1401800811290741,0.2201766073703766,0.22621193528175354,0.10687020421028137
darren,0.17139248549938202,0.24319280683994293,0.21310555934906006,0.2266722172498703,0.2604464590549469,0.18427054584026337,0.17318886518478394,0.18244816362857819,0.20729461312294006
aronofsky,0.15487249195575714,0.27627211809158325,0.1757030487060547,0.283113032579422,0.41807565093040466,0.20759828388690948,0.1551334708929062,0.26213592290878296,0.1881120204925537
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
terrence,0.1626778542995453,0.2600747048854828,0.15386800467967987,0.24920618534088135,0.2721397578716278,0.11531618237495422,0.13669385015964508,0.24217554926872253,0.172369584441185
malick,0.21736924350261688,0.24204683303833008,0.13633355498313904,0.2334364950656891,0.2562279999256134,0.116065613925457,0.14594045281410217,0.24959824979305267,0.19534777104854584
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
mira,0.1488002985715866,0.21362245082855225,0.07553654164075851,0.18991947174072266,0.14231088757514954,0.2056376188993454,0.13279202580451965,0.12321774661540985,0.05363428220152855
nair,0.0736355260014534,0.17870685458183289,0.10730636119842529,0.0938744992017746,0.16668204963207245,0.12495697289705276,0.1660008430480957,0.28369447588920593,0.14910009503364563
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
whit,0.2966479957103729,0.18243414163589478,0.22931799292564392,0.2985602915287018,0.2001875787973404,0.1575930267572403,0.2399807870388031,0.27251774072647095,0.20725306868553162
stillman,0.16097047924995422,0.2971465289592743,0.22545962035655975,0.3398840129375458,0.2393028885126114,0.1798475682735443,0.22857007384300232,0.30567029118537903,0.1892101913690567
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
architect,0.12894795835018158,0.12855996191501617,0.19993054866790771,0.20191539824008942,0.4088030755519867,0.09518437832593918,0.16537004709243774,0.2042081654071808,0.11996878683567047
philip,0.11288820952177048,0.1499195694923401,0.12343107908964157,0.23630882799625397,0.29070234298706055,0.20580892264842987,0.17181846499443054,0.22572806477546692,0.11887923628091812
johnson,0.15453879535198212,0.175434872508049,0.16937801241874695,0.24726895987987518,0.19781658053398132,0.17435705661773682,0.18891119956970215,0.28116005659103394,0.1463736891746521
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
musicians,0.18621641397476196,0.15600191056728363,0.13024094700813293,0.26986774802207947,0.21458199620246887,0.19106587767601013,0.22096821665763855,0.1816125214099884,0.13493949174880981
rivers,0.14092835783958435,0.14267636835575104,0.1352183222770691,0.2823050618171692,0.13115453720092773,0.16337262094020844,0.16915081441402435,0.10518828779459,0.15866327285766602
cuomo,0.1701446771621704,0.2390078455209732,0.2210749387741089,0.26443204283714294,0.20870888233184814,0.15356230735778809,0.2741524279117584,0.24436743557453156,0.2068515419960022
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
tom,0.1886182576417923,0.22398284077644348,0.14367158710956573,0.1719234138727188,0.23102480173110962,0.2056628167629242,0.24147050082683563,0.16979752480983734,0.15573404729366302
morello,0.17964471876621246,0.14209973812103271,0.12856756150722504,0.25483548641204834,0.15054181218147278,0.1652175784111023,0.26950734853744507,0.14656729996204376,0.12782563269138336
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
gram,0.146901473402977,0.07257413864135742,0.15869514644145966,0.2056068778038025,0.10554276406764984,0.05043969675898552,0.15517297387123108,0.15148931741714478,0.07889904081821442
parsons,0.16284945607185364,0.23978781700134277,0.23253944516181946,0.3204275369644165,0.34751829504966736,0.16564272344112396,0.16344530880451202,0.2396133542060852,0.1958886981010437
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
musician,0.1633257120847702,0.1948164403438568,0.23309724032878876,0.27702537178993225,0.4931260943412781,0.19731548428535461,0.13177159428596497,0.17538470029830933,0.15314508974552155
",",0.3087472915649414,0.2778550088405609,0.26840344071388245,0.6633074283599854,0.2910175621509552,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
producer,0.15126943588256836,0.2898041605949402,0.3157568871974945,0.31731775403022766,0.5420899391174316,0.14692726731300354,0.16422288119792938,0.21220384538173676,0.17015865445137024
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
composer,0.18320460617542267,0.17608071863651276,0.21406228840351105,0.207661971449852,0.5332319736480713,0.16773326694965363,0.1435813009738922,0.1900569647550583,0.17525890469551086
ryan,0.16944612562656403,0.20825259387493134,0.23544730246067047,0.2090003937482834,0.19010406732559204,0.2315361648797989,0.18001960217952728,0.1801397055387497,0.15583202242851257
leslie,0.11615784466266632,0.18400052189826965,0.07030745595693588,0.23759320378303528,0.259750634431839,0.18266360461711884,0.1398603469133377,0.2472762167453766,0.10462428629398346
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
serial,0.1661187708377838,0.24610893428325653,0.15625396370887756,0.2598535418510437,0.22782115638256073,0.07452290505170822,0.1880655735731125,0.20567837357521057,0.15233060717582703
killer,0.1868809163570404,0.17145530879497528,0.13632121682167053,0.24906691908836365,0.23514117300510406,0.06130727380514145,0.18099956214427948,0.16332454979419708,0.13010363280773163
ted,0.12786968052387238,0.19611310958862305,0.16291213035583496,0.22165103256702423,0.20726251602172852,0.16639019548892975,0.1345263123512268,0.25461968779563904,0.19378185272216797
kaczynski,0.13909746706485748,0.15753819048404694,0.11694169789552689,0.26001960039138794,0.300941526889801,0.15650394558906555,0.23858807981014252,0.33914127945899963,0.1746523231267929
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
programmer,0.2732555568218231,0.33187755942344666,0.37996697425842285,0.26388052105903625,0.3285336196422577,0.07828113436698914,0.24566486477851868,0.23023997247219086,0.256091833114624
and,0.31309178471565247,0.2652006149291992,0.2797408998012543,1.0,0.2668316066265106,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
activist,0.14008654654026031,0.21067386865615845,0.23032769560813904,0.2637624740600586,0.5294144153594971,0.12649860978126526,0.11839517205953598,0.2334989309310913,0.14108677208423615
richard,0.19329693913459778,0.13053657114505768,0.1547355055809021,0.22443673014640808,0.23381146788597107,0.20246651768684387,0.213526651263237,0.28489550948143005,0.15003317594528198
stallman,0.19370776414871216,0.28379684686660767,0.20494359731674194,0.2733568251132965,0.22915342450141907,0.13479450345039368,0.2504548132419586,0.25518324971199036,0.21949701011180878
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
nfl,0.12579965591430664,0.3075942099094391,0.22719800472259521,0.2080700695514679,0.14877162873744965,0.22023487091064453,0.1526731252670288,0.24963611364364624,0.10610254108905792
quarterback,0.15767325460910797,0.2422126680612564,0.2543189227581024,0.202833354473114,0.23312343657016754,0.25762054324150085,0.17934949696063995,0.2700853943824768,0.13221268355846405
ryan,0.16944612562656403,0.20825259387493134,0.23544730246067047,0.2090003937482834,0.19010406732559204,0.2315361648797989,0.18001960217952728,0.1801397055387497,0.15583202242851257
fitzpatrick,0.27847349643707275,0.2302941083908081,0.12038479745388031,0.25077056884765625,0.16407883167266846,0.3338046669960022,0.3266506791114807,0.19830574095249176,0.2382887601852417
;,0.10986888408660889,-0.023554690182209015,-0.0241652000695467,0.08403264731168747,0.01593388058245182,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
nfl,0.12579965591430664,0.3075942099094391,0.22719800472259521,0.2080700695514679,0.14877162873744965,0.22023487091064453,0.1526731252670288,0.24963611364364624,0.10610254108905792
center,0.1908310204744339,0.1554693579673767,0.1260383129119873,0.28670641779899597,0.1444462388753891,0.18010583519935608,0.17764393985271454,0.26084861159324646,0.12538520991802216
matt,0.15552017092704773,0.2894613444805145,0.15362390875816345,0.1973574459552765,0.22219990193843842,0.1789725124835968,0.13054035604000092,0.16706420481204987,0.11641338467597961
birk,0.12593722343444824,0.19677551090717316,0.12928920984268188,0.1993873119354248,0.22578415274620056,0.216715469956398,0.11049531400203705,0.1157928854227066,0.1303151547908783
