,over,how,many,studies,have,shown,that,violence,is,more,common,in,societies,with,income,differences,?
to,0.38635820150375366,0.44169697165489197,0.40243685245513916,0.27655282616615295,0.4544740617275238,0.23958280682563782,0.5436353087425232,0.20034150779247284,0.42745086550712585,0.47084665298461914,0.21109338104724884,0.45010748505592346,0.22278375923633575,0.4239959120750427,0.27188464999198914,0.2743901312351227,0.29463258385658264
be,0.27136483788490295,0.4158933162689209,0.3961109519004822,0.16135656833648682,0.5760743618011475,0.3122435212135315,0.6036020517349243,0.179466113448143,0.4819129705429077,0.5445363521575928,0.2283303439617157,0.3481820821762085,0.23309670388698578,0.36101722717285156,0.19847987592220306,0.2894904613494873,0.3324260413646698
more,0.452426552772522,0.4319567084312439,0.48608261346817017,0.20077383518218994,0.49033403396606445,0.23811866343021393,0.4813884496688843,0.22072415053844452,0.2946030795574188,1.0,0.25056302547454834,0.32563260197639465,0.2945261299610138,0.3535402715206146,0.2241504192352295,0.3338383138179779,0.27894994616508484
common,0.20692884922027588,0.17140580713748932,0.3503221273422241,0.20486901700496674,0.3370055556297302,0.165186807513237,0.2786630392074585,0.20018139481544495,0.2952355444431305,0.25056302547454834,0.9999998807907104,0.23149342834949493,0.2299085259437561,0.26739466190338135,0.2278413623571396,0.3707456886768341,0.20434872806072235
in,0.3605569899082184,0.2601168751716614,0.41474202275276184,0.30442532896995544,0.36843645572662354,0.2988935708999634,0.435920387506485,0.2653872072696686,0.5394441485404968,0.32563260197639465,0.23149342834949493,1.0,0.18610723316669464,0.4080928862094879,0.1795814335346222,0.23158365488052368,0.20430970191955566
societies,0.1979539841413498,0.22414134442806244,0.3273982107639313,0.37552493810653687,0.32294073700904846,0.16352985799312592,0.2352081537246704,0.2731581926345825,0.15102027356624603,0.2945261299610138,0.2299085259437561,0.18610723316669464,1.0,0.16941717267036438,0.24110978841781616,0.4114269018173218,0.19051554799079895
where,0.33514800667762756,0.41728174686431885,0.4338301420211792,0.22773514688014984,0.412650465965271,0.22850950062274933,0.4876193106174469,0.18779483437538147,0.3586711287498474,0.29405033588409424,0.21611684560775757,0.5344807505607605,0.14909008145332336,0.4142743945121765,0.17280876636505127,0.20640818774700165,0.24793872237205505
income,0.186325803399086,0.24416807293891907,0.22169648110866547,0.19452963769435883,0.21030287444591522,0.17178237438201904,0.2627509534358978,0.20073139667510986,0.14559021592140198,0.2241504192352295,0.2278413623571396,0.1795814335346222,0.24110978841781616,0.19497792422771454,1.0,0.3093383312225342,0.14935168623924255
differences,0.2325114756822586,0.37329840660095215,0.38439488410949707,0.3821110427379608,0.4158147871494293,0.2730199098587036,0.3880206346511841,0.2555825114250183,0.26013633608818054,0.3338383138179779,0.3707456886768341,0.23158365488052368,0.4114269018173218,0.27110087871551514,0.3093383312225342,1.0000001192092896,0.20399115979671478
are,0.2778770923614502,0.311818927526474,0.5655534863471985,0.2574615776538849,0.6577680706977844,0.2681901454925537,0.45265161991119385,0.1545855849981308,0.5330929756164551,0.4066504240036011,0.3463647663593292,0.3841303884983063,0.2801797091960907,0.38996943831443787,0.20486517250537872,0.4101492762565613,0.24591213464736938
larger,0.29681897163391113,0.23193183541297913,0.2907698154449463,0.18901267647743225,0.3610467314720154,0.18884916603565216,0.3079192042350769,0.16756045818328857,0.24218857288360596,0.46568408608436584,0.2619197964668274,0.26689091324806213,0.23911996185779572,0.2506849765777588,0.2407306283712387,0.3206370174884796,0.1602165699005127
.,0.37877383828163147,0.3287222981452942,0.3974229395389557,0.22173671424388885,0.41614407300949097,0.3143177330493927,0.4460422694683075,0.22271575033664703,0.4569662809371948,0.4070230722427368,0.21817955374717712,0.5591574311256409,0.21823182702064514,0.4446153938770294,0.26448529958724976,0.2511407434940338,0.4130953550338745
