,name,a,luxury,model,that,became,popular,in,the,mid-1970s,.
various,0.09817635267972946,0.17124241590499878,0.18317028880119324,0.15126898884773254,0.34879615902900696,0.07932623475790024,0.25985175371170044,0.266343355178833,0.3235042691230774,0.28584006428718567,0.23115769028663635
other,0.20388714969158173,0.2806335389614105,0.1432899832725525,0.12364553660154343,0.5570666193962097,0.17472286522388458,0.2623973786830902,0.39989137649536133,0.44152235984802246,0.27409371733665466,0.41511186957359314
luxury,0.12429530918598175,0.2540847361087799,0.9999999403953552,0.26296502351760864,0.18554311990737915,0.17784228920936584,0.20016953349113464,0.1896778643131256,0.20747578144073486,0.18394136428833008,0.18736079335212708
oriented,0.06415421515703201,0.26627764105796814,0.1405528485774994,0.16505660116672516,0.29245588183403015,0.15189580619335175,0.31730109453201294,0.21149073541164398,0.22107121348381042,0.31792864203453064,0.22140364348888397
sedans,0.09715572744607925,0.2544970214366913,0.4087654650211334,0.2257533073425293,0.22838519513607025,0.13772453367710114,0.20435921847820282,0.22509899735450745,0.2669825553894043,0.33031371235847473,0.2629806101322174
became,0.21985799074172974,0.28774285316467285,0.17784228920936584,0.14784355461597443,0.1675340086221695,1.0,0.3909672796726227,0.31047213077545166,0.36325156688690186,0.15212605893611908,0.2806840240955353
popular,0.2503059506416321,0.2756339907646179,0.20016953349113464,0.21409885585308075,0.2694941759109497,0.3909672796726227,1.0,0.3157482445240021,0.2724021077156067,0.16059407591819763,0.2864297032356262
again,0.24404379725456238,0.3266791105270386,0.1386418491601944,0.12623330950737,0.3886644244194031,0.3505932092666626,0.2316242754459381,0.3318929970264435,0.4104243218898773,0.2357587069272995,0.3829076290130615
in,0.2459065467119217,0.539380669593811,0.1896778643131256,0.2267826348543167,0.435920387506485,0.31047213077545166,0.3157482445240021,1.0,0.6662389636039734,0.29298341274261475,0.5591574311256409
the,0.3171212375164032,0.5829201340675354,0.20747578144073486,0.14028635621070862,0.5473989248275757,0.36325156688690186,0.2724021077156067,0.6662389636039734,1.0,0.3533443808555603,0.5934505462646484
mid-1970s,0.24289235472679138,0.32880672812461853,0.18394136428833008,0.09662199765443802,0.3188965618610382,0.15212605893611908,0.16059407591819763,0.29298341274261475,0.3533443808555603,0.9999999403953552,0.24556396901607513
.,0.24737101793289185,0.50484299659729,0.18736079335212708,0.1938832700252533,0.4460422694683075,0.2806840240955353,0.2864297032356262,0.5591574311256409,0.5934505462646484,0.24556396901607513,1.0000001192092896
