,who,was,the,first,person,to,play,the,master,?
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3487054407596588,0.535392165184021,0.24793598055839539,1.0,0.19769129157066345,0.22068053483963013
master,0.3010654151439667,0.20155122876167297,0.19769129157066345,0.24330560863018036,0.20595118403434753,0.20949430763721466,0.16574539244174957,0.19769129157066345,0.9999999403953552,0.11915034055709839
is,0.24293622374534607,0.5810302495956421,0.5823672413825989,0.30889374017715454,0.35233089327812195,0.42745086550712585,0.2174319475889206,0.5823672413825989,0.16117574274539948,0.22961433231830597
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.4078793525695801,0.45503583550453186,0.21130098402500153,0.5829201340675354,0.2078990340232849,0.23916715383529663
time,0.36634087562561035,0.3641340136528015,0.43061500787734985,0.4013477563858032,0.27589473128318787,0.3679993152618408,0.2342018038034439,0.43061500787734985,0.1853819340467453,0.27391523122787476
lord,0.25294241309165955,0.19920654594898224,0.2489406019449234,0.22101667523384094,0.15114212036132812,0.23884858191013336,0.12107443064451218,0.2489406019449234,0.2418607622385025,0.09544310718774796
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.18760068714618683,0.42092081904411316,0.2074424922466278,0.48381632566452026,0.2009018212556839,0.27043893933296204
well,0.3480316996574402,0.3130364418029785,0.42630070447921753,0.320014625787735,0.24561960995197296,0.3422003388404846,0.25960829854011536,0.42630070447921753,0.19561678171157837,0.24815571308135986
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.27333492040634155,0.48971283435821533,0.25634777545928955,0.5171257257461548,0.19895130395889282,0.20544172823429108
able,0.38891562819480896,0.19031302630901337,0.3435857892036438,0.289527028799057,0.29986676573753357,0.529755175113678,0.2312568873167038,0.3435857892036438,0.20079882442951202,0.260649710893631
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.3792489171028137,0.33486208319664,1.0,0.272149920463562,0.535392165184021,0.20949430763721466,0.29463258385658264
regenerate,0.16389873623847961,0.102642722427845,0.2977958917617798,0.1594943106174469,0.2507851719856262,0.3294278383255005,0.16192512214183807,0.2977958917617798,0.2059706300497055,0.17953330278396606
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,0.07760433852672577,0.07388860732316971,0.0979827418923378,0.08712074160575867,0.09152708947658539,0.04053767770528793,0.10349778085947037
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3487054407596588,0.535392165184021,0.24793598055839539,1.0,0.19769129157066345,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.3037048578262329,0.3792489171028137,0.28701257705688477,0.49448907375335693,0.24330560863018036,0.18701928853988647
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.27674683928489685,0.41548454761505127,0.15350224077701569,0.733189046382904,0.17072871327400208,0.1826142966747284
these,0.34544891119003296,0.19784674048423767,0.49086877703666687,0.27486658096313477,0.3246391713619232,0.46852558851242065,0.1995813250541687,0.49086877703666687,0.11188808083534241,0.2571668326854706
actors,0.2542370557785034,0.20793429017066956,0.27470633387565613,0.17391692101955414,0.16192308068275452,0.2278083860874176,0.21590109169483185,0.27470633387565613,0.15256361663341522,0.16258424520492554
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.25889307260513306,0.3636345863342285,0.23784595727920532,0.48711544275283813,0.20155122876167297,0.18412111699581146
roger,0.252828449010849,0.26313790678977966,0.1998666524887085,0.23230259120464325,0.18446294963359833,0.16690795123577118,0.09752390533685684,0.1998666524887085,0.29302582144737244,0.0969553217291832
delgado,0.2193213254213333,0.25342807173728943,0.2046990543603897,0.19295358657836914,0.18004019558429718,0.18169604241847992,0.1658816635608673,0.2046990543603897,0.19256258010864258,0.18615564703941345
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2255365252494812,0.44245919585227966,0.2231253683567047,0.4933079481124878,0.21451058983802795,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.39065709710121155,0.4741832911968231,0.42656609416007996,0.2742305099964142,0.3733934462070465,0.3010654151439667,0.26220351457595825
continued,0.15470513701438904,0.40578481554985046,0.29953038692474365,0.29918307065963745,0.07141038030385971,0.33327484130859375,0.15897300839424133,0.29953038692474365,0.1859855353832245,0.10404038429260254
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.23876774311065674,0.45010748505592346,0.24321173131465912,0.6662389636039734,0.17882928252220154,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3487054407596588,0.535392165184021,0.24793598055839539,1.0,0.19769129157066345,0.22068053483963013
role,0.2767873704433441,0.2561398148536682,0.26607486605644226,0.24300086498260498,0.20100714266300201,0.17841029167175293,0.2634873688220978,0.26607486605644226,0.17441819608211517,0.18676944077014923
until,0.2530071437358856,0.43126991391181946,0.37191009521484375,0.3975810110569,0.18320780992507935,0.354556679725647,0.16778551042079926,0.37191009521484375,0.12346581369638443,0.20304496586322784
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.3241460621356964,0.3255678117275238,0.3715193271636963,0.26032835245132446,0.4394008219242096,0.319755882024765,0.18075084686279297
death,0.20302973687648773,0.28516459465026855,0.21438048779964447,0.21622197329998016,0.2435113489627838,0.19568277895450592,0.17195585370063782,0.21438048779964447,0.14778496325016022,0.21149799227714539
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.23876774311065674,0.45010748505592346,0.24321173131465912,0.6662389636039734,0.17882928252220154,0.20430970191955566
1973,-0.23028363287448883,-0.1900326907634735,-0.22297891974449158,-0.17872902750968933,-0.22859416902065277,-0.2857922613620758,-0.0333758145570755,-0.22297891974449158,-0.11749150604009628,-0.07644321769475937
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.29091694951057434,0.4645031690597534,0.25552695989608765,0.5934505462646484,0.16851933300495148,0.4130953550338745
