,how,many,paid,holiday,days,does,the,working,time,directive,require,workers,to,have,each,year,?
worker,0.14722302556037903,0.15187114477157593,0.3365558683872223,0.20267632603645325,0.16045092046260834,0.18225565552711487,0.19223305583000183,0.45173168182373047,0.1938597708940506,0.1893252283334732,0.18715690076351166,0.7420186996459961,0.16837060451507568,0.1686469316482544,0.13274288177490234,0.14482562243938446,0.1447860300540924
has,0.26820555329322815,0.4266262650489807,0.14619843661785126,0.2018480896949768,0.1749730259180069,0.42885294556617737,0.4177538752555847,0.2253642976284027,0.25164222717285156,0.1728455275297165,0.22363422811031342,0.12765945494174957,0.3619994819164276,0.6353569626808167,0.32155683636665344,0.2526876926422119,0.15994466841220856
at,0.2154216170310974,0.2716965675354004,0.2324451357126236,0.17070621252059937,0.2978195548057556,0.17465277016162872,0.457212895154953,0.26494351029396057,0.3956010341644287,0.13740438222885132,0.17753435671329498,0.18285998702049255,0.36524343490600586,0.29004791378974915,0.21600523591041565,0.3146436810493469,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.16808634996414185,0.12560711801052094,0.2870630621910095,0.23802171647548676,0.3428877890110016,0.2202530950307846,0.36215755343437195,0.16774630546569824,0.34546414017677307,0.2687031328678131,0.35133054852485657,0.45121026039123535,0.38744744658470154,0.27794453501701355,0.28866854310035706
4,-0.09503452479839325,-0.054631516337394714,0.08369411528110504,0.027650941163301468,0.024968361482024193,-0.055728133767843246,0.15499350428581238,0.020504452288150787,-0.017147652804851532,0.0941164642572403,-0.044511113315820694,0.012336946092545986,0.059323787689208984,-0.049480583518743515,-0.013482154347002506,0.003002665936946869,0.010515431873500347
weeks,0.25079891085624695,0.22970308363437653,0.20296064019203186,0.2571999132633209,0.5961394309997559,0.17822134494781494,0.2713429629802704,0.19309934973716736,0.4279904067516327,0.14588868618011475,0.22299115359783173,0.15396760404109955,0.24200202524662018,0.3061083257198334,0.21429280936717987,0.3838464319705963,0.21667936444282532
paid,0.19544272124767303,0.2369053214788437,1.0,0.1939672976732254,0.20507091283798218,0.19913308322429657,0.22871042788028717,0.29799312353134155,0.3069309890270233,0.11950135976076126,0.21825432777404785,0.3994048833847046,0.2345556914806366,0.23747774958610535,0.22591356933116913,0.29586759209632874,0.20964482426643372
holidays,0.21356719732284546,0.26162564754486084,0.2246117889881134,0.8635531067848206,0.45848822593688965,0.19665004312992096,0.22040866315364838,0.18961986899375916,0.31503772735595703,0.06611765176057816,0.1819436252117157,0.17624473571777344,0.21447914838790894,0.24214915931224823,0.2654631733894348,0.34443381428718567,0.2587883472442627
each,0.4183253347873688,0.35348209738731384,0.22591356933116913,0.18486054241657257,0.1962432861328125,0.31699198484420776,0.470844566822052,0.23383015394210815,0.36552107334136963,0.3043014705181122,0.32193723320961,0.19554735720157623,0.3941934108734131,0.4084063768386841,1.0,0.286208838224411,0.21173812448978424
year,0.19631797075271606,0.21933086216449738,0.29586759209632874,0.31080693006515503,0.3928338289260864,0.16000528633594513,0.3609684407711029,0.1758619248867035,0.41097521781921387,0.13902685046195984,0.12287844717502594,0.13472217321395874,0.23523004353046417,0.23220738768577576,0.286208838224411,1.0,0.18315006792545319
",",0.22659391164779663,0.40610817074775696,0.18092423677444458,0.2776016294956207,0.34504905343055725,0.28617382049560547,0.4933079481124878,0.29007792472839355,0.3029961884021759,0.23691628873348236,0.20549376308918,0.17716385424137115,0.44245919585227966,0.3541618287563324,0.207483172416687,0.28560417890548706,0.31091248989105225
but,0.43101516366004944,0.46599987149238586,0.25443199276924133,0.1947460025548935,0.3238312304019928,0.4353378415107727,0.4859698414802551,0.32553669810295105,0.4371204376220703,0.21649914979934692,0.35718944668769836,0.191781148314476,0.5542377829551697,0.5920813083648682,0.3620259463787079,0.2701607942581177,0.27921953797340393
most,0.311336874961853,0.6236066222190857,0.218547061085701,0.18862390518188477,0.18276770412921906,0.30044323205947876,0.47635307908058167,0.22160479426383972,0.35173171758651733,0.1422598510980606,0.2797832489013672,0.20624834299087524,0.321603000164032,0.44364631175994873,0.2952626943588257,0.26422736048698425,0.2107497900724411
member,0.09643107652664185,0.11200715601444244,0.2055903524160385,0.17790532112121582,0.16705715656280518,0.15050765872001648,0.2806392312049866,0.2518770694732666,0.1657039076089859,0.2013973593711853,0.09753226488828659,0.1875782608985901,0.19456195831298828,0.17082428932189941,0.12621234357357025,0.2153089940547943,0.06826172769069672
states,0.20841296017169952,0.29976361989974976,0.1915183663368225,0.2540767192840576,0.19434739649295807,0.18093830347061157,0.3463578522205353,0.14966130256652832,0.25020933151245117,0.2162753939628601,0.17820647358894348,0.19424447417259216,0.2828785181045532,0.20162390172481537,0.21922147274017334,0.24276629090309143,0.16272737085819244
require,0.2924719452857971,0.26421883702278137,0.21825432777404785,0.13080883026123047,0.1661694496870041,0.35531991720199585,0.17356595396995544,0.22819550335407257,0.26611730456352234,0.2805778384208679,0.9999998807907104,0.21597722172737122,0.29503753781318665,0.4511761963367462,0.32193723320961,0.12287844717502594,0.2463286817073822
more,0.4319567084312439,0.48608261346817017,0.21607176959514618,0.17196239531040192,0.30495089292526245,0.2897747755050659,0.39758381247520447,0.2494998723268509,0.32185816764831543,0.21564647555351257,0.35061800479888916,0.24038028717041016,0.47084665298461914,0.49033403396606445,0.37741073966026306,0.2547462582588196,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.23763959109783173,0.11453121900558472,0.2790418267250061,0.32178643345832825,0.3227543234825134,0.24628910422325134,0.30184081196784973,0.1752588301897049,0.3119552731513977,0.20744097232818604,0.3192550539970398,0.46517109870910645,0.38285353779792786,0.25389936566352844,0.24917294085025787
28,-0.11203539371490479,-0.3069208562374115,-0.3024486005306244,-0.20184452831745148,-0.19729730486869812,-0.11238764971494675,-0.31177106499671936,-0.13431601226329803,-0.24916523694992065,-0.06432715803384781,-0.15345802903175354,-0.21688354015350342,-0.2938705086708069,-0.2756272554397583,-0.1531752347946167,-0.19484327733516693,-0.012856917455792427
days,0.23509229719638824,0.19773665070533752,0.20507091283798218,0.324716717004776,0.9999998807907104,0.19069090485572815,0.2574930489063263,0.18128439784049988,0.4134809374809265,0.10652398318052292,0.1661694496870041,0.21122710406780243,0.2942236363887787,0.25489261746406555,0.1962432861328125,0.3928338289260864,0.2198754847049713
in,0.2601168751716614,0.41474202275276184,0.1910562664270401,0.2492789924144745,0.24827800691127777,0.214483380317688,0.6662389636039734,0.3062970042228699,0.3431483507156372,0.20046965777873993,0.14079172909259796,0.2254374474287033,0.45010748505592346,0.36843645572662354,0.30816060304641724,0.3359307050704956,0.20430970191955566
national,0.13248363137245178,0.21160955727100372,0.1752687394618988,0.22030019760131836,0.15235258638858795,0.16890141367912292,0.32739606499671936,0.10594306886196136,0.19250556826591492,0.15009598433971405,0.09274839609861374,0.2526237666606903,0.21067756414413452,0.16939407587051392,0.20138581097126007,0.20261619985103607,0.15643028914928436
law,0.18813064694404602,0.1860491931438446,0.1218712329864502,0.19308531284332275,0.12684525549411774,0.22011858224868774,0.24548950791358948,0.17589949071407318,0.18298186361789703,0.2503272294998169,0.19760467112064362,0.2103799283504486,0.259207159280777,0.18623127043247223,0.11057410389184952,0.20950402319431305,0.1528988480567932
.,0.3287222981452942,0.3974229395389557,0.22304166853427887,0.22175416350364685,0.2610209584236145,0.3022993505001068,0.5934505462646484,0.28468647599220276,0.371569961309433,0.27493321895599365,0.21465444564819336,0.17509925365447998,0.4645031690597534,0.41614407300949097,0.31204065680503845,0.32538118958473206,0.4130953550338745
