,thomas,de,maiziere,serves,what,role,in,the,german,cabinet,?
huguenot,0.31391704082489014,0.3515174984931946,0.47944357991218567,0.10288610309362411,0.1912020891904831,0.16747266054153442,0.26198551058769226,0.29557526111602783,0.4002198278903961,0.22523373365402222,0.1359742432832718
family,0.1783243715763092,0.03625558689236641,0.2377815842628479,0.0236496701836586,0.16391263902187347,0.1271856278181076,0.2165997177362442,0.2394849956035614,0.10132481157779694,0.23248617351055145,0.15222905576229095
",",0.25079426169395447,0.2882855534553528,0.38324466347694397,0.24305880069732666,0.3087472915649414,0.199491485953331,0.5201468467712402,0.4933079481124878,0.2478695809841156,0.20813481509685516,0.31091248989105225
as,0.19479404389858246,0.18801569938659668,0.2865898013114929,0.29644614458084106,0.31749409437179565,0.4036863148212433,0.3887844979763031,0.48381632566452026,0.18164515495300293,0.2348015457391739,0.27043893933296204
is,0.15801864862442017,0.20309367775917053,0.2469801902770996,0.3915807008743286,0.28837618231773376,0.20847192406654358,0.5394441485404968,0.5823672413825989,0.19231973588466644,0.16536220908164978,0.22961433231830597
the,0.23505409061908722,0.23491892218589783,0.35693851113319397,0.3302452266216278,0.42745697498321533,0.26607486605644226,0.6662389636039734,1.0,0.256483793258667,0.24264733493328094,0.22068053483963013
german,0.17470405995845795,0.23432518541812897,0.2834468185901642,0.0562739372253418,0.1960553526878357,0.10583246499300003,0.21098364889621735,0.256483793258667,1.0000001192092896,0.17737871408462524,0.13978645205497742
federal,0.1787475198507309,0.15863439440727234,0.22918526828289032,0.1571846306324005,0.2415231615304947,0.10519696772098541,0.22709031403064728,0.27537089586257935,0.27102720737457275,0.3476142883300781,0.1812247931957245
minister,0.0982365608215332,0.17204073071479797,0.3212878704071045,0.22398701310157776,0.1705908179283142,0.15275812149047852,0.19794908165931702,0.19297581911087036,0.18985439836978912,0.5746684074401855,0.10825661569833755
of,0.18699592351913452,0.26292696595191956,0.38264185190200806,0.3168865740299225,0.33290785551071167,0.1797693818807602,0.5696388483047485,0.733189046382904,0.2122138887643814,0.27811557054519653,0.1826142966747284
the,0.23505409061908722,0.23491892218589783,0.35693851113319397,0.3302452266216278,0.42745697498321533,0.26607486605644226,0.6662389636039734,1.0,0.256483793258667,0.24264733493328094,0.22068053483963013
interior,0.11736667901277542,0.23364198207855225,0.30167198181152344,0.18531738221645355,0.15294553339481354,0.11836640536785126,0.1942717432975769,0.30233609676361084,0.1826537549495697,0.40866708755493164,0.07520901411771774
",",0.25079426169395447,0.2882855534553528,0.38324466347694397,0.24305880069732666,0.3087472915649414,0.199491485953331,0.5201468467712402,0.4933079481124878,0.2478695809841156,0.20813481509685516,0.31091248989105225
thomas,1.0000001192092896,0.17020872235298157,0.25719472765922546,0.16695882380008698,0.1806955188512802,0.1061895340681076,0.21133768558502197,0.23505409061908722,0.17470405995845795,0.1080581322312355,0.16133050620555878
de,0.17020872235298157,1.0,0.47693583369255066,0.1241408959031105,0.10476839542388916,0.09318950772285461,0.24818959832191467,0.23491892218589783,0.23432518541812897,0.16908754408359528,0.11064168810844421
maizière,0.2629147171974182,0.5513489842414856,0.7711545825004578,0.19536878168582916,0.1325177401304245,0.24798452854156494,0.3087160885334015,0.303013414144516,0.3743392527103424,0.3474000096321106,0.20226430892944336
.,0.2580391466617584,0.2525182366371155,0.33715635538101196,0.20502176880836487,0.3567904531955719,0.22067026793956757,0.5591574311256409,0.5934505462646484,0.2407633364200592,0.24969246983528137,0.4130953550338745
