,what,is,the,name,of,the,chairman,of,the,board,of,trustees,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2121211588382721,0.733189046382904,1.0,0.2871673107147217,0.733189046382904,0.2802223861217499,0.22068053483963013
board,0.15681391954421997,0.18710602819919586,0.2871673107147217,0.04163958877325058,0.23488809168338776,0.2871673107147217,0.37229251861572266,0.23488809168338776,0.2871673107147217,1.0000001192092896,0.23488809168338776,0.4285009205341339,0.1261475533246994
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2167922407388687,1.0,0.733189046382904,0.23488809168338776,1.0,0.3031838834285736,0.1826142966747284
trustees,0.18544350564479828,0.13984952867031097,0.2802223861217499,0.13615615665912628,0.3031838834285736,0.2802223861217499,0.44630926847457886,0.3031838834285736,0.2802223861217499,0.4285009205341339,0.3031838834285736,0.9999999403953552,0.12247486412525177
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.18031281232833862,0.4854315221309662,0.5823672413825989,0.18710602819919586,0.4854315221309662,0.13984952867031097,0.22961433231830597
andrew,0.16871996223926544,0.19632114470005035,0.22624769806861877,0.12973403930664062,0.22439399361610413,0.22624769806861877,0.1978154182434082,0.22439399361610413,0.22624769806861877,0.1677553355693817,0.22439399361610413,0.2009258270263672,0.13208141922950745
alper,0.18510085344314575,0.22402942180633545,0.2705885171890259,0.2640848457813263,0.22430530190467834,0.2705885171890259,0.2591392993927002,0.22430530190467834,0.2705885171890259,0.1797207146883011,0.22430530190467834,0.24528007209300995,0.15966255962848663
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22044430673122406,0.4946078956127167,0.4933079481124878,0.25734269618988037,0.4946078956127167,0.24503383040428162,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2024257630109787,0.5116966962814331,0.5171257257461548,0.24616685509681702,0.5116966962814331,0.258476585149765,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2121211588382721,0.733189046382904,1.0,0.2871673107147217,0.733189046382904,0.2802223861217499,0.22068053483963013
president,0.1870913952589035,0.15443938970565796,0.24330610036849976,0.15637782216072083,0.21610750257968903,0.24330610036849976,0.5072928071022034,0.21610750257968903,0.24330610036849976,0.26718464493751526,0.21610750257968903,0.32546761631965637,0.14148259162902832
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2167922407388687,1.0,0.733189046382904,0.23488809168338776,1.0,0.3031838834285736,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2121211588382721,0.733189046382904,1.0,0.2871673107147217,0.733189046382904,0.2802223861217499,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.24106574058532715,0.30646374821662903,0.263973206281662,0.21278244256973267,0.30646374821662903,0.3692660927772522,0.11887256056070328
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.18031281232833862,0.4854315221309662,0.5823672413825989,0.18710602819919586,0.4854315221309662,0.13984952867031097,0.22961433231830597
robert,0.1948658525943756,0.16191203892230988,0.2257954627275467,0.12209802120923996,0.2398476004600525,0.2257954627275467,0.14825128018856049,0.2398476004600525,0.2257954627275467,0.13751132786273956,0.2398476004600525,0.24469871819019318,0.11293095350265503
zimmer,0.1954662799835205,0.18677134811878204,0.23874469101428986,0.11325164139270782,0.1969006210565567,0.23874469101428986,0.23280145227909088,0.1969006210565567,0.23874469101428986,0.18544842302799225,0.1969006210565567,0.2016487866640091,0.1572284698486328
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.1698046624660492,0.5352458953857422,0.5934505462646484,0.2503213584423065,0.5352458953857422,0.27198153734207153,0.4130953550338745
