,what,is,an,annual,meeting,of,all,the,officers,of,the,church,and,any,interested,members,?
members,0.16873176395893097,0.1897467076778412,0.1668950915336609,0.2438695728778839,0.40077099204063416,0.28120753169059753,0.3667386770248413,0.3321719169616699,0.4403330683708191,0.28120753169059753,0.3321719169616699,0.18617433309555054,0.2994427978992462,0.20679043233394623,0.22243550419807434,0.9999998807907104,0.10212311148643494
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.17968490719795227,0.23260334134101868,0.5352458953857422,0.43406882882118225,0.5934505462646484,0.1864379346370697,0.5352458953857422,0.5934505462646484,0.28898224234580994,0.588965117931366,0.39295488595962524,0.35390418767929077,0.21119362115859985,0.4130953550338745
,what,is,an,annual,meeting,of,all,the,officers,of,the,church,and,any,interested,members,?
term,0.25282326340675354,0.270183801651001,0.16153281927108765,0.20216548442840576,0.15888145565986633,0.26047757267951965,0.1779089868068695,0.2740369141101837,0.20045170187950134,0.26047757267951965,0.2740369141101837,0.13217052817344666,0.22272127866744995,0.27627113461494446,0.17562967538833618,0.15077292919158936,0.1901002675294876
limits,0.32290130853652954,0.3030383288860321,0.20018108189105988,0.1720755398273468,0.22345545887947083,0.37432539463043213,0.2890697717666626,0.3678794801235199,0.23577630519866943,0.37432539463043213,0.3678794801235199,0.1818426102399826,0.2891829311847687,0.35537275671958923,0.1674967259168625,0.10778378695249557,0.14532171189785004
are,0.29724663496017456,0.5330929756164551,0.1556541919708252,0.13641297817230225,0.18583811819553375,0.39081433415412903,0.5343062281608582,0.40399202704429626,0.22431616485118866,0.39081433415412903,0.40399202704429626,0.16039738059043884,0.48576638102531433,0.40178635716438293,0.23443511128425598,0.31528955698013306,0.24591213464736938
set,0.28954121470451355,0.21148966252803802,0.19075638055801392,0.12118767946958542,0.25378769636154175,0.20671486854553223,0.2930283844470978,0.2927955985069275,0.17607077956199646,0.20671486854553223,0.2927955985069275,0.12075342983007431,0.27649927139282227,0.2833866775035858,0.16581504046916962,0.1528092324733734,0.1698019951581955
for,0.3017193675041199,0.43268078565597534,0.3236706852912903,0.28860941529273987,0.23861375451087952,0.4185989499092102,0.41144001483917236,0.4739971458911896,0.18508780002593994,0.4185989499092102,0.4739971458911896,0.15542230010032654,0.5064792633056641,0.3944643437862396,0.34928664565086365,0.2612179219722748,0.264628142118454
some,0.4491020441055298,0.3038453459739685,0.2864145338535309,0.1615464836359024,0.25929635763168335,0.4300730526447296,0.583402693271637,0.4566698372364044,0.27067866921424866,0.4300730526447296,0.4566698372364044,0.23829415440559387,0.5337774157524109,0.4822671413421631,0.3634626269340515,0.302155077457428,0.2562315762042999
committees,0.1853698194026947,0.15802469849586487,0.15492643415927887,0.28277334570884705,0.42698925733566284,0.34709328413009644,0.2745896279811859,0.2924276292324066,0.31536728143692017,0.34709328413009644,0.2924276292324066,0.18175771832466125,0.289193332195282,0.28192028403282166,0.2453892081975937,0.39517727494239807,0.1382787674665451
but,0.5029441118240356,0.4106791317462921,0.27760404348373413,0.17261594533920288,0.26222655177116394,0.39942997694015503,0.4908081889152527,0.4859698414802551,0.24306972324848175,0.39942997694015503,0.4859698414802551,0.19767498970031738,0.5762497186660767,0.5102438926696777,0.38092541694641113,0.24694132804870605,0.27921953797340393
not,0.5449194312095642,0.3776007890701294,0.3722182512283325,0.15619677305221558,0.22110657393932343,0.3307090103626251,0.4974499046802521,0.4310511648654938,0.2527908384799957,0.3307090103626251,0.4310511648654938,0.1967715620994568,0.39099299907684326,0.5995424389839172,0.34099143743515015,0.2104467898607254,0.41942933201789856
for,0.3017193675041199,0.43268078565597534,0.3236706852912903,0.28860941529273987,0.23861375451087952,0.4185989499092102,0.41144001483917236,0.4739971458911896,0.18508780002593994,0.4185989499092102,0.4739971458911896,0.15542230010032654,0.5064792633056641,0.3944643437862396,0.34928664565086365,0.2612179219722748,0.264628142118454
all,0.41981086134910583,0.2553904056549072,0.1916661262512207,0.17117661237716675,0.25274139642715454,0.42798417806625366,1.0000001192092896,0.4860881567001343,0.27480992674827576,0.42798417806625366,0.4860881567001343,0.175497367978096,0.4542157053947449,0.5059395432472229,0.28094515204429626,0.3667386770248413,0.29575422406196594
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.17968490719795227,0.23260334134101868,0.5352458953857422,0.43406882882118225,0.5934505462646484,0.1864379346370697,0.5352458953857422,0.5934505462646484,0.28898224234580994,0.588965117931366,0.39295488595962524,0.35390418767929077,0.21119362115859985,0.4130953550338745
