,who,developed,the,lithium-ion,battery,?
for,0.37110671401023865,0.22294896841049194,0.4739971458911896,0.30665290355682373,0.15688255429267883,0.264628142118454
``,0.02397952415049076,0.007079461123794317,0.029072100296616554,0.01518008578568697,0.01387701090425253,0.0685480609536171
hubble,0.1061658263206482,0.20496033132076263,0.22213377058506012,0.2738940417766571,0.1477912962436676,0.1859315186738968
's,0.05599616840481758,0.04590931162238121,-0.01540423184633255,0.04434863477945328,0.042055644094944,-0.023395681753754616
law,0.21111567318439484,0.1711473912000656,0.24548950791358948,0.17011010646820068,0.17439605295658112,0.1528988480567932
'',0.024401003494858742,-0.01097940281033516,0.041273195296525955,0.010049866512417793,0.020901860669255257,0.018684765323996544
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
nasa,0.1536933034658432,0.1338646560907364,0.19786997139453888,0.22451291978359222,0.06582111865282059,0.1809994876384735
astronaut,0.1991472989320755,0.149128258228302,0.12738145887851715,0.2070314884185791,0.05613183230161667,0.13949722051620483
john,0.30388808250427246,0.11160213500261307,0.2230520099401474,0.13022100925445557,0.0919075533747673,0.13162356615066528
m.,0.19823075830936432,-0.017589202150702477,0.11779511719942093,-0.05502963438630104,-0.03552979975938797,-0.0002856669598259032
grunsfeld,0.19045963883399963,0.14396823942661285,0.2853893041610718,0.2590678632259369,0.18444231152534485,0.24217815697193146
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
geneticist,0.25544974207878113,0.2666414678096771,0.18953664600849152,0.19540563225746155,0.10005856305360794,0.15486501157283783
james,0.2562035918235779,0.12425936758518219,0.22481533885002136,0.19609560072422028,0.10620879381895065,0.12139993160963058
watson,0.2144554704427719,0.10442233830690384,0.18680743873119354,0.1767481118440628,0.2189805954694748,0.20794717967510223
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
best,0.266329824924469,0.12110961228609085,0.3134109377861023,0.21049076318740845,0.07259010523557663,0.2799045741558075
known,0.24757125973701477,0.29355788230895996,0.3624623417854309,0.22850407660007477,0.0670030415058136,0.18314571678638458
as,0.3923053741455078,0.21440666913986206,0.48381632566452026,0.3060452938079834,0.15083745121955872,0.27043893933296204
one,0.40083858370780945,0.2329808473587036,0.5514441132545471,0.36123767495155334,0.16471190750598907,0.2673267424106598
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.26145070791244507,0.1712125986814499,0.1826142966747284
the,0.3733934462070465,0.24490751326084137,1.0,0.2816171944141388,0.16549226641654968,0.22068053483963013
co-discoverers,0.2489837110042572,0.302298367023468,0.2647719979286194,0.2402951717376709,0.11559725552797318,0.15874959528446198
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.26145070791244507,0.1712125986814499,0.1826142966747284
the,0.3733934462070465,0.24490751326084137,1.0,0.2816171944141388,0.16549226641654968,0.22068053483963013
structure,0.15163135528564453,0.24330845475196838,0.2933249771595001,0.2972860634326935,0.20491980016231537,0.1770772784948349
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.26145070791244507,0.1712125986814499,0.1826142966747284
dna,0.15098293125629425,0.1587430089712143,0.19235704839229584,0.3085446059703827,0.20343254506587982,0.1548636108636856
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
experimental,0.20474687218666077,0.3215119540691376,0.2084609717130661,0.170507550239563,0.16959309577941895,0.14400577545166016
physicist,0.2537946105003357,0.20293045043945312,0.14301171898841858,0.18340295553207397,0.17821930348873138,0.1378137767314911
luis,0.14031393826007843,0.13056837022304535,0.2025856077671051,0.12163939327001572,0.11223623901605606,0.07192636281251907
alvarez,0.30030637979507446,0.1268673986196518,0.22535932064056396,0.16618779301643372,0.22104842960834503,0.18574973940849304
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
popular,0.23977619409561157,0.32642626762390137,0.2724021077156067,0.25448113679885864,0.1268465667963028,0.13108457624912262
environmentalist,0.22894135117530823,0.16554810106754303,0.15519979596138,0.18890058994293213,0.11183508485555649,0.15612958371639252
david,0.26544609665870667,0.16026711463928223,0.2237231284379959,0.17805826663970947,0.031039346009492874,0.04158485680818558
suzuki,0.16265320777893066,0.19878096878528595,0.11115426570177078,0.19459401071071625,0.14124912023544312,0.12390094995498657
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
balloonist,0.2614515423774719,0.1260771006345749,0.15773262083530426,0.18729016184806824,0.19852571189403534,0.1901843398809433
jeannette,0.24241846799850464,0.11727771908044815,0.19119475781917572,0.1931447684764862,0.11494731158018112,0.14427174627780914
piccard,0.22963857650756836,0.05782356113195419,0.19583186507225037,0.2120039016008377,0.16559384763240814,0.10770527273416519
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
biologists,0.29760244488716125,0.272357314825058,0.26493245363235474,0.23169077932834625,0.11187727749347687,0.189771369099617
ernest,0.19226804375648499,0.16951681673526764,0.20594260096549988,0.18030834197998047,0.03371681272983551,0.1409812569618225
everett,0.2654341459274292,0.12224028259515762,0.24827751517295837,0.1517055779695511,0.12004279345273972,0.21096044778823853
just,0.357815682888031,0.18363912403583527,0.40061673521995544,0.25603991746902466,0.23226019740104675,0.4144178032875061
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,0.2843134105205536,0.17193925380706787,0.20544172823429108
lynn,0.1642598956823349,0.1326667070388794,0.14222437143325806,0.1665721982717514,0.11297228932380676,0.18646849691867828
margulis,0.2563371956348419,0.15064483880996704,0.20774202048778534,0.16671091318130493,0.06435544788837433,0.20428074896335602
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
computer,0.22460292279720306,0.25655025243759155,0.19781450927257538,0.24655023217201233,0.2335408329963684,0.20203553140163422
scientist,0.2671373784542084,0.2592187523841858,0.16244260966777802,0.13258448243141174,0.11808576434850693,0.1278093308210373
richard,0.27835920453071594,0.12728145718574524,0.2087954580783844,0.1336929202079773,0.06781613826751709,0.15003317594528198
hamming,0.15339018404483795,0.26491954922676086,0.26915061473846436,0.2636447548866272,0.23021766543388367,0.22247417271137238
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
the,0.3733934462070465,0.24490751326084137,1.0,0.2816171944141388,0.16549226641654968,0.22068053483963013
creator,0.25051745772361755,0.21024705469608307,0.20919115841388702,0.19173628091812134,0.11884691566228867,0.2028008997440338
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.26145070791244507,0.1712125986814499,0.1826142966747284
the,0.3733934462070465,0.24490751326084137,1.0,0.2816171944141388,0.16549226641654968,0.22068053483963013
hamming,0.15339018404483795,0.26491954922676086,0.26915061473846436,0.2636447548866272,0.23021766543388367,0.22247417271137238
code,0.13971132040023804,0.23779863119125366,0.25827479362487793,0.18787068128585815,0.17445258796215057,0.22105959057807922
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
lithium-ion,0.23495584726333618,0.15912623703479767,0.2816171944141388,1.0000001192092896,0.41886627674102783,0.275246262550354
battery,0.1640900820493698,0.09514877945184708,0.16549226641654968,0.41886627674102783,1.0,0.14825735986232758
developer,0.23478424549102783,0.5370657444000244,0.19321660697460175,0.13971403241157532,0.11408831179141998,0.19652149081230164
john,0.30388808250427246,0.11160213500261307,0.2230520099401474,0.13022100925445557,0.0919075533747673,0.13162356615066528
b.,-0.04261862486600876,0.043206557631492615,-0.008502916432917118,0.08104684203863144,0.037234608083963394,-0.032647255808115005
goodenough,0.3695184886455536,0.26657411456108093,0.3728109896183014,0.37153202295303345,0.23005853593349457,0.3603341281414032
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
mathematician,0.2499830722808838,0.22953809797763824,0.1224498599767685,0.14273396134376526,0.0941937193274498,0.11787978559732437
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,0.2843134105205536,0.17193925380706787,0.20544172823429108
fields,0.16465042531490326,0.15747734904289246,0.16397054493427277,0.1201283261179924,0.15974940359592438,0.1411406248807907
medal,0.1671089380979538,0.06300022453069687,0.2287520468235016,0.21568112075328827,0.14778012037277222,0.10517196357250214
recipient,0.2305098921060562,0.10501163452863693,0.2247254103422165,0.19770869612693787,0.17691670358181,0.11042160540819168
paul,0.2292756587266922,0.053292952477931976,0.19191958010196686,0.16349269449710846,0.05312949791550636,0.16611461341381073
joseph,0.24207964539527893,0.1276131570339203,0.2251148819923401,0.17939099669456482,0.036640338599681854,0.08421234786510468
cohen,0.17817336320877075,0.13786140084266663,0.23480090498924255,0.1706504225730896,0.040531061589717865,0.24474021792411804
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,0.2843134105205536,0.17193925380706787,0.20544172823429108
geochemist,0.16962747275829315,0.24562637507915497,0.16294768452644348,0.24770934879779816,0.13352754712104797,0.14896009862422943
clair,0.11120504140853882,0.10296308249235153,0.26216334104537964,0.22998684644699097,0.14292408525943756,0.16132113337516785
cameron,0.2639438211917877,0.166237473487854,0.23262320458889008,0.24560846388339996,0.12638866901397705,0.1434677094221115
patterson,0.2902137339115143,0.11095859110355377,0.2504313290119171,0.18002896010875702,0.2051316201686859,0.21696998178958893
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.2915126383304596,0.19312593340873718,0.31091248989105225
who,0.9999998807907104,0.1288115680217743,0.3733934462070465,0.23495584726333618,0.1640900820493698,0.26220351457595825
developed,0.1288115680217743,1.0000001192092896,0.24490751326084137,0.15912623703479767,0.09514877945184708,0.10763012617826462
the,0.3733934462070465,0.24490751326084137,1.0,0.2816171944141388,0.16549226641654968,0.22068053483963013
uranium-lead,0.2431262880563736,0.15180638432502747,0.2708885967731476,0.42701858282089233,0.33490416407585144,0.20933347940444946
dating,0.15735501050949097,0.1944834291934967,0.23401090502738953,0.2812625467777252,0.13603642582893372,0.1135709211230278
method,0.18475493788719177,0.33719342947006226,0.21624743938446045,0.2702336311340332,0.20019952952861786,0.2194802314043045
into,0.16956904530525208,0.25731268525123596,0.39493247866630554,0.20917610824108124,0.10567589849233627,0.15662476420402527
lead-lead,0.25236642360687256,0.10220079123973846,0.28161484003067017,0.28121426701545715,0.2915215492248535,0.1883315145969391
dating,0.15735501050949097,0.1944834291934967,0.23401090502738953,0.2812625467777252,0.13603642582893372,0.1135709211230278
.,0.3541337847709656,0.2569568455219269,0.5934505462646484,0.37826719880104065,0.2170420140028,0.4130953550338745
