,what,yard,marker,on,the,field,was,painted,gold,?
were,0.22298263013362885,0.187147855758667,0.14558209478855133,0.2774328887462616,0.3906462490558624,0.11600887030363083,0.590133786201477,0.28873059153556824,0.25720104575157166,0.17890112102031708
implemented,0.2723406255245209,0.16231995820999146,0.2232210338115692,0.2729615569114685,0.21611113846302032,0.15817567706108093,0.2312583029270172,0.16357481479644775,0.10452573746442795,0.27067989110946655
across,0.24809791147708893,0.170883446931839,0.15136176347732544,0.411987841129303,0.3816230297088623,0.14046315848827362,0.20413610339164734,0.17756105959415436,0.09403197467327118,0.17034576833248138
the,0.42745697498321533,0.22634266316890717,0.26488760113716125,0.5107308030128479,1.0,0.2105809599161148,0.48711544275283813,0.18695808947086334,0.27136439085006714,0.22068053483963013
nfl,0.12579965591430664,0.28474125266075134,0.15373435616493225,0.18523651361465454,0.15305201709270477,0.1883016675710678,0.20145657658576965,0.15582548081874847,0.16953468322753906,0.10610254108905792
's,0.02692362666130066,0.04487353563308716,-0.0026298125740140676,0.0026888418942689896,-0.01540423184633255,0.07850787043571472,0.008974763564765453,-0.039522379636764526,0.095478355884552,-0.023395681753754616
properties,0.23360128700733185,0.09461036324501038,0.19859734177589417,0.1698455661535263,0.20062518119812012,0.23078911006450653,0.14832323789596558,0.14188137650489807,0.19378620386123657,0.12601029872894287
and,0.31309178471565247,0.20639188587665558,0.21487028896808624,0.4077630043029785,0.5171257257461548,0.26487240195274353,0.3740963041782379,0.22326073050498962,0.26129499077796936,0.20544172823429108
painted,0.19051748514175415,0.20215342938899994,0.1539158970117569,0.18201114237308502,0.18695808947086334,0.10816843807697296,0.2505439817905426,1.0,0.21472008526325226,0.13457663357257843
on,0.34226128458976746,0.149832084774971,0.22995716333389282,0.9999999403953552,0.5107308030128479,0.192391499876976,0.3909217119216919,0.18201114237308502,0.15932275354862213,0.2714994251728058
fields,0.14054246246814728,0.16122300922870636,0.170546755194664,0.14855575561523438,0.16397054493427277,0.6935226917266846,0.09075388312339783,0.10149573534727097,0.1775711476802826,0.1411406248807907
",",0.3087472915649414,0.10565341264009476,0.23860923945903778,0.49057599902153015,0.4933079481124878,0.27645614743232727,0.45456063747406006,0.1939309537410736,0.28787803649902344,0.31091248989105225
the,0.42745697498321533,0.22634266316890717,0.26488760113716125,0.5107308030128479,1.0,0.2105809599161148,0.48711544275283813,0.18695808947086334,0.27136439085006714,0.22068053483963013
numbering,0.26612839102745056,0.2410258650779724,0.2668326199054718,0.2297057807445526,0.33478236198425293,0.16857576370239258,0.1521965116262436,0.13707920908927917,0.1479392945766449,0.18656331300735474
of,0.33290785551071167,0.14137893915176392,0.21715079247951508,0.3966929316520691,0.733189046382904,0.20410659909248352,0.4069072902202606,0.21165502071380615,0.2101457566022873,0.1826142966747284
the,0.42745697498321533,0.22634266316890717,0.26488760113716125,0.5107308030128479,1.0,0.2105809599161148,0.48711544275283813,0.18695808947086334,0.27136439085006714,0.22068053483963013
50-yard,0.20699849724769592,0.7533280253410339,0.20266111195087433,0.2211121767759323,0.2974485754966736,0.242744579911232,0.3158988356590271,0.25550389289855957,0.1545170247554779,0.11265861243009567
line,0.2245367169380188,0.247397318482399,0.24208441376686096,0.2094266265630722,0.29789501428604126,0.21467329561710358,0.1765366792678833,0.13561756908893585,0.1268826425075531,0.16271452605724335
on,0.34226128458976746,0.149832084774971,0.22995716333389282,0.9999999403953552,0.5107308030128479,0.192391499876976,0.3909217119216919,0.18201114237308502,0.15932275354862213,0.2714994251728058
fields,0.14054246246814728,0.16122300922870636,0.170546755194664,0.14855575561523438,0.16397054493427277,0.6935226917266846,0.09075388312339783,0.10149573534727097,0.1775711476802826,0.1411406248807907
was,0.22111038863658905,0.18865056335926056,0.14101670682430267,0.3909217119216919,0.48711544275283813,0.15975919365882874,1.0000001192092896,0.2505439817905426,0.24345459043979645,0.18412111699581146
colored,0.18799574673175812,0.17802560329437256,0.3504944443702698,0.23823322355747223,0.23921820521354675,0.12974713742733002,0.15550875663757324,0.3627176284790039,0.240311861038208,0.17333996295928955
gold,0.15779642760753632,0.14129383862018585,0.1339159905910492,0.15932275354862213,0.27136439085006714,0.1533764749765396,0.24345459043979645,0.21472008526325226,0.9999999403953552,0.11542754620313644
",",0.3087472915649414,0.10565341264009476,0.23860923945903778,0.49057599902153015,0.4933079481124878,0.27645614743232727,0.45456063747406006,0.1939309537410736,0.28787803649902344,0.31091248989105225
and,0.31309178471565247,0.20639188587665558,0.21487028896808624,0.4077630043029785,0.5171257257461548,0.26487240195274353,0.3740963041782379,0.22326073050498962,0.26129499077796936,0.20544172823429108
beginning,0.3351518511772156,0.17114701867103577,0.20711416006088257,0.2641787528991699,0.49622642993927,0.15801090002059937,0.35191401839256287,0.14065608382225037,0.1962701380252838,0.19413669407367706
on,0.34226128458976746,0.149832084774971,0.22995716333389282,0.9999999403953552,0.5107308030128479,0.192391499876976,0.3909217119216919,0.18201114237308502,0.15932275354862213,0.2714994251728058
week,0.2483774870634079,0.15195171535015106,0.07983588427305222,0.3680826723575592,0.28402599692344666,0.14238427579402924,0.24251437187194824,0.12572690844535828,0.11240503191947937,0.25105318427085876
7,-0.1699475795030594,-0.00034670691820792854,-0.04534483328461647,-0.10819486528635025,-0.1142377033829689,0.021301666274666786,0.002381215337663889,-0.16821743547916412,-0.08602553606033325,-0.15092156827449799
",",0.3087472915649414,0.10565341264009476,0.23860923945903778,0.49057599902153015,0.4933079481124878,0.27645614743232727,0.45456063747406006,0.1939309537410736,0.28787803649902344,0.31091248989105225
all,0.41981086134910583,0.1277748942375183,0.14581669867038727,0.3832052946090698,0.4860881567001343,0.2002391666173935,0.23179835081100464,0.17474141716957092,0.20422807335853577,0.29575422406196594
sideline,0.3090035319328308,0.23132140934467316,0.1490878015756607,0.2969872057437897,0.2606579065322876,0.22903987765312195,0.23175807297229767,0.1508299559354782,0.1924520879983902,0.2637002468109131
jackets,0.138166144490242,0.17593789100646973,0.20405302941799164,0.18311569094657898,0.22636963427066803,0.1663835197687149,0.1580561101436615,0.24071677029132843,0.2633756399154663,0.0852784663438797
and,0.31309178471565247,0.20639188587665558,0.21487028896808624,0.4077630043029785,0.5171257257461548,0.26487240195274353,0.3740963041782379,0.22326073050498962,0.26129499077796936,0.20544172823429108
hats,0.29457175731658936,0.2609335482120514,0.19304756820201874,0.1633320450782776,0.24366404116153717,0.10777029395103455,0.15088391304016113,0.3081520199775696,0.260940819978714,0.22648833692073822
featured,0.20330384373664856,0.09312324970960617,0.16464263200759888,0.38461124897003174,0.28660184144973755,0.10485097765922546,0.3064519464969635,0.27508512139320374,0.19190490245819092,0.2944096624851227
gold-trimmed,0.3198505938053131,0.227931410074234,0.3256131410598755,0.3087792694568634,0.3633308410644531,0.17942216992378235,0.30106842517852783,0.37282541394233704,0.4707041084766388,0.3005979359149933
logos,0.24573560059070587,0.15053026378154755,0.19189727306365967,0.19849711656570435,0.22483909130096436,0.17816093564033508,0.12409704178571701,0.2664903402328491,0.21279771625995636,0.3621874749660492
.,0.3567904531955719,0.13538575172424316,0.1930633932352066,0.49257001280784607,0.5934505462646484,0.23224417865276337,0.40146201848983765,0.20401738584041595,0.22364865243434906,0.4130953550338745
