,which,sitcom,ended,its,broadcast,run,for,abc,in,1983,?
shirley,0.1212906613945961,0.3921109735965729,0.09378218650817871,0.10255748778581619,0.26157331466674805,0.20073850452899933,0.14431054890155792,0.2905524671077728,0.21833598613739014,0.07681577652692795,0.127523273229599
ended,0.17998263239860535,0.24889639019966125,1.0,0.207168310880661,0.2243213951587677,0.23642955720424652,0.25393593311309814,0.2626802623271942,0.3353011906147003,-0.024600226432085037,0.15429291129112244
its,0.5154205560684204,0.16252698004245758,0.207168310880661,1.0,0.22796769440174103,0.255632609128952,0.2992613911628723,0.19045390188694,0.3793783485889435,0.040093716233968735,0.15103481709957123
run,0.32898253202438354,0.17811015248298645,0.23642955720424652,0.255632609128952,0.23938985168933868,1.0,0.27206581830978394,0.1768566370010376,0.26368704438209534,-0.018866758793592453,0.17904110252857208
in,0.4840516746044159,0.21119031310081482,0.3353011906147003,0.3793783485889435,0.26723843812942505,0.26368704438209534,0.4322226941585541,0.1697147786617279,1.0,-0.00395767018198967,0.20430970191955566
1983,-0.07515686750411987,0.09692312777042389,-0.024600226432085037,0.040093716233968735,-0.0474703386425972,-0.018866758793592453,0.021706007421016693,0.12831369042396545,-0.00395767018198967,1.0,0.09926492720842361
",",0.3658004403114319,0.20374301075935364,0.2682836353778839,0.33157986402511597,0.24917922914028168,0.2309936285018921,0.4464869201183319,0.2097204476594925,0.5201468467712402,0.07142885774374008,0.31091248989105225
happy,0.2121075838804245,0.32746678590774536,0.16821858286857605,0.16758061945438385,0.13406376540660858,0.16063793003559113,0.2225712537765503,0.1251838207244873,0.19048242270946503,0.02701234072446823,0.27375271916389465
days,0.21783310174942017,0.17616385221481323,0.28912240266799927,0.22651438415050507,0.24249190092086792,0.17387016117572784,0.2734130620956421,0.174025297164917,0.24827800691127777,-0.07019167393445969,0.2198754847049713
and,0.506277859210968,0.214419424533844,0.2036798745393753,0.3841775357723236,0.22526025772094727,0.2711782455444336,0.5064792633056641,0.16453155875205994,0.4954058527946472,0.04959265887737274,0.20544172823429108
three,0.40919098258018494,0.19691835343837738,0.24051828682422638,0.23637419939041138,0.2180454581975937,0.2245328724384308,0.3032672107219696,0.15282940864562988,0.34828072786331177,0.034128036350011826,0.20928427577018738
's,0.03856118768453598,-0.0017705160425975919,-0.00953457411378622,0.03202139586210251,0.0797032043337822,0.017889494076371193,-0.07241261005401611,0.06670809537172318,-0.037580832839012146,0.13286671042442322,-0.023395681753754616
company,0.25990763306617737,0.1974037140607834,0.18175305426120758,0.258992999792099,0.2000226527452469,0.2012515664100647,0.25874319672584534,0.16210390627384186,0.22141718864440918,-0.08865251392126083,0.12195809185504913
ended,0.17998263239860535,0.24889639019966125,1.0,0.207168310880661,0.2243213951587677,0.23642955720424652,0.25393593311309814,0.2626802623271942,0.3353011906147003,-0.024600226432085037,0.15429291129112244
in,0.4840516746044159,0.21119031310081482,0.3353011906147003,0.3793783485889435,0.26723843812942505,0.26368704438209534,0.4322226941585541,0.1697147786617279,1.0,-0.00395767018198967,0.20430970191955566
1984,-0.0876738429069519,0.18784183263778687,-0.005131209269165993,0.02381262183189392,0.043145403265953064,-0.021380718797445297,-0.06237468123435974,0.225337415933609,0.006334475241601467,0.33796337246894836,0.07765956968069077
(,0.2589828372001648,0.17289085686206818,0.17012202739715576,0.1924784928560257,0.26369622349739075,0.1844223588705063,0.3357032239437103,0.183883935213089,0.3087427020072937,0.14718495309352875,0.40561532974243164
with,0.46403205394744873,0.15607880055904388,0.3083439767360687,0.3087116777896881,0.1932039111852646,0.16277898848056793,0.39140474796295166,0.17432008683681488,0.4080928862094879,0.00311175431124866,0.2433311939239502
the,0.6521818041801453,0.18489417433738708,0.3356485068798065,0.559237003326416,0.2713715434074402,0.27883726358413696,0.4739971458911896,0.2068762183189392,0.6662389636039734,-0.019107989966869354,0.22068053483963013
latter,0.3792044222354889,0.15386152267456055,0.1912349909543991,0.19128233194351196,0.18117816746234894,0.19157899916172028,0.22359251976013184,0.09004172682762146,0.27519580721855164,0.019262313842773438,0.12733961641788483
producing,0.4155447483062744,0.15968278050422668,0.1551143378019333,0.3065360486507416,0.14666114747524261,0.1564999222755432,0.30518653988838196,0.16384410858154297,0.2826419174671173,0.027520019561052322,0.1406429558992386
a,0.56894451379776,0.17532344162464142,0.23481619358062744,0.4424409866333008,0.2046348601579666,0.2607046067714691,0.44038116931915283,0.21331243216991425,0.539380669593811,0.005996976047754288,0.23916715383529663
short-lived,0.3185153305530548,0.3324200510978699,0.45823565125465393,0.2770605683326721,0.2984059453010559,0.30572575330734253,0.3404686152935028,0.29437947273254395,0.4488484859466553,0.017210138961672783,0.27253833413124084
spinoff,0.23744307458400726,0.37610363960266113,0.279362291097641,0.28489983081817627,0.2749062478542328,0.22843600809574127,0.2866019904613495,0.34668293595314026,0.2422005534172058,0.039571404457092285,0.1432255059480667
that,0.6894589066505432,0.16225899755954742,0.2152271419763565,0.416561484336853,0.267183780670166,0.32061445713043213,0.4137635827064514,0.17440107464790344,0.435920387506485,-0.03136088326573372,0.32716336846351624
year,0.242343008518219,0.16091279685497284,0.30346307158470154,0.15338382124900818,0.23991180956363678,0.19306103885173798,0.29294124245643616,0.2373921275138855,0.3359307050704956,-0.1255417764186859,0.18315006792545319
),0.2758678197860718,0.18132637441158295,0.2159026563167572,0.20629894733428955,0.2233462631702423,0.1813306212425232,0.3639558255672455,0.18381085991859436,0.3326910734176636,0.13745412230491638,0.42300865054130554
",",0.3658004403114319,0.20374301075935364,0.2682836353778839,0.33157986402511597,0.24917922914028168,0.2309936285018921,0.4464869201183319,0.2097204476594925,0.5201468467712402,0.07142885774374008,0.31091248989105225
while,0.38669952750205994,0.17528370022773743,0.2569160461425781,0.3084518015384674,0.15562666952610016,0.25356626510620117,0.4232339859008789,0.14978811144828796,0.3399278521537781,-0.04503641650080681,0.21076419949531555
the,0.6521818041801453,0.18489417433738708,0.3356485068798065,0.559237003326416,0.2713715434074402,0.27883726358413696,0.4739971458911896,0.2068762183189392,0.6662389636039734,-0.019107989966869354,0.22068053483963013
love,0.21517449617385864,0.2987278699874878,0.15355338156223297,0.16419528424739838,0.18251897394657135,0.10194175690412521,0.21999943256378174,0.22775214910507202,0.2026566118001938,0.031960442662239075,0.24261747300624847
boat,0.21313714981079102,0.20648641884326935,0.11835497617721558,0.12511000037193298,0.15753372013568878,0.14976024627685547,0.16991357505321503,0.19883042573928833,0.1934967190027237,0.0220099538564682,0.1711711287498474
ended,0.17998263239860535,0.24889639019966125,1.0,0.207168310880661,0.2243213951587677,0.23642955720424652,0.25393593311309814,0.2626802623271942,0.3353011906147003,-0.024600226432085037,0.15429291129112244
its,0.5154205560684204,0.16252698004245758,0.207168310880661,1.0,0.22796769440174103,0.255632609128952,0.2992613911628723,0.19045390188694,0.3793783485889435,0.040093716233968735,0.15103481709957123
run,0.32898253202438354,0.17811015248298645,0.23642955720424652,0.255632609128952,0.23938985168933868,1.0,0.27206581830978394,0.1768566370010376,0.26368704438209534,-0.018866758793592453,0.17904110252857208
in,0.4840516746044159,0.21119031310081482,0.3353011906147003,0.3793783485889435,0.26723843812942505,0.26368704438209534,0.4322226941585541,0.1697147786617279,1.0,-0.00395767018198967,0.20430970191955566
1986,0.13014493882656097,0.022962838411331177,0.09600277990102768,0.1367247998714447,0.1453690528869629,0.0863310769200325,0.11612676829099655,0.15814480185508728,0.05458921566605568,0.138949453830719,0.14247135818004608
.,0.45942068099975586,0.23559598624706268,0.23468057811260223,0.3566088080406189,0.2280997633934021,0.2739698588848114,0.4726039469242096,0.2567209303379059,0.5591574311256409,0.02804282307624817,0.4130953550338745
